lh_pFus,lh_mFus,rh_pFus,rh_mFus
58.122692584991455,373.0074760913849,233.87427163124084,385.27346205711365
96.69261622428894,136.23737788200378,211.0341031551361,261.69974184036255
436.0424802303314,140.91325902938843,418.8265006542206,360.63995361328125
190.7112625837326,78.97986888885498,339.26417803764343,300.3157317638397
211.26916921138763,338.718584895134,217.65663743019104,277.0631082057953
240.84404921531677,46.688907742500305,44.00119638442993,312.33979630470276
215.99061977863312,460.29398250579834,242.44525361061096,594.7372467517853
316.45889687538147,338.4886784553528,437.8818566799164,549.4603049755096
164.23679971694946,305.3000336885452,300.818984746933,53.86119782924652
369.10616278648376,211.29294610023499,195.92107725143433,216.38085651397705
240.35429406166077,253.57661962509155,,417.68358302116394
209.0450620651245,443.0568517446518,223.07032799720764,139.46290338039398
485.15648877620697,231.00563597679138,367.53489565849304,42.18329334259033
298.2399251461029,158.41686511039734,476.9206528663635,500.82336723804474
272.37301325798035,148.6599304676056,106.53415608406067,49.288090229034424
417.1271036863327,102.20930552482605,270.81130027770996,462.93540716171265
319.5972316265106,361.61048674583435,389.6318356990814,349.25867676734924
88.98505854606628,339.08305978775024,330.10641145706177,310.65963304042816
327.79072070121765,533.2493739128113,274.98306131362915,691.5975655317307
265.3880662918091,68.21536755561829,383.1999545097351,129.2905354499817
38.53552055358887,155.42400288581848,,135.27733373641968
188.3091688156128,334.187869310379,198.25553393363953,101.20871889591217
377.617963552475,417.19244861602783,387.0372610092163,190.19393694400787
177.59567070007324,138.98059630393982,310.4310688972473,129.9374544620514
482.7080931663513,127.43692469596863,324.75688004493713,455.5371127128601
359.60007524490356,284.6471127271652,163.46518659591675,466.1667591333389
200.69224059581757,300.4644179344177,488.24382400512695,835.7323828935623
191.48105812072754,199.29435873031616,218.2213168144226,636.3903256654739
301.95058393478394,290.5236773490906,311.1772906780243,312.33598363399506
104.4180371761322,241.54935455322266,553.7645018100739,153.2729767560959
247.93223118782043,256.00698471069336,300.134644985199,292.13833022117615
311.70963394641876,497.3930163383484,203.1194784641266,182.30071115493774
281.24421787261963,724.4338030815125,390.499547958374,536.3437869548798
412.44976806640625,214.71477031707764,227.4877758026123,276.19108760356903
414.7643315792084,360.6214370727539,236.75309443473816,303.93459248542786
283.9392001628876,230.97993004322052,453.429456949234,372.33631324768066
438.2600247859955,387.68918120861053,411.53604316711426,83.34244132041931
182.28766548633575,18.97778296470642,188.922856092453,59.677411794662476
295.49967885017395,57.63910794258118,351.86033821105957,355.0049800872803
206.6566653251648,45.99051868915558,199.41738092899323,85.00905060768127
195.42244791984558,328.6273937225342,160.62657690048218,350.93040573596954
115.7878110408783,151.69191122055054,204.1374408006668,54.035642862319946
135.58461546897888,16.532219409942627,97.06147623062134,
268.62601804733276,187.19782876968384,397.5528872013092,216.35990977287292
19.99131941795349,89.1591362953186,103.48364806175232,89.99512910842896
397.7466675043106,109.32596611976624,575.3295409679413,134.42341709136963
264.46893298625946,193.71926927566528,312.3351649045944,143.8086564540863
314.4333539009094,248.54135811328888,456.2666267156601,121.23551094532013
29.259685754776,104.05492925643921,45.47421216964722,72.18331956863403
405.39487957954407,124.84269094467163,266.44177532196045,305.74329018592834
139.93990468978882,478.17356967926025,376.4376862049103,222.54432320594788
295.0955786705017,413.9721350669861,309.7983293533325,377.03738617897034
91.65183925628662,225.94432485103607,166.48308908939362,268.56035697460175
103.43286895751953,291.22644782066345,143.99649834632874,368.3309438228607
274.26467728614807,45.42828822135925,155.27091991901398,224.56695592403412
225.95173573493958,512.4241490364075,628.7980859279633,293.7878248691559
112.18533825874329,551.2073378562927,263.177961230278,424.7717618942261
299.3895733356476,224.980806350708,375.8797309398651,264.64827513694763
87.94940400123596,358.087016582489,225.68871665000916,18.80918860435486
297.37611401081085,267.0560812950134,61.39566206932068,229.5702452659607
164.0719599723816,143.24653911590576,238.61351346969604,170.41220426559448
232.258442401886,371.13617515563965,277.9839360713959,283.49791288375854
515.7082297801971,467.44255542755127,446.03628158569336,512.6821610927582
582.7679299116135,605.079267501831,499.5380160808563,796.1043454408646
369.53100204467773,131.06527829170227,156.40607500076294,286.2838222980499
392.61868953704834,272.5254273414612,359.7736392021179,526.8254747390747
191.11435747146606,116.32892370223999,281.4190423488617,126.87885642051697
302.5710598230362,88.09173214435577,316.34747314453125,284.85290348529816
87.49284839630127,78.66808700561523,91.0376193523407,114.1961829662323
225.04737663269043,293.5537791252136,81.39434051513672,330.3031919002533
262.58167481422424,358.59358060359955,218.9448480606079,308.8704442977905
147.0598165988922,273.09187602996826,329.475812792778,85.88960409164429
100.21424126625061,161.5480387210846,96.81551194190979,238.34645009040833
233.85432744026184,1134.6220083236694,455.69886779785156,242.52455961704254
200.81089568138123,226.67545533180237,35.27869653701782,316.4523116350174
195.6311891078949,617.0595355033875,283.2893741130829,694.1991331577301
311.79867339134216,650.9217731952667,334.61217308044434,507.76671862602234
216.85798001289368,133.56181740760803,232.40293979644775,130.54377698898315
288.95790100097656,378.47223019599915,153.1426122188568,146.09461569786072
298.5550878047943,221.0333275794983,287.057612657547,330.0007846355438
103.04736471176147,260.03391230106354,254.300732254982,242.34888887405396
380.17474484443665,265.2887921333313,290.65400099754333,423.1629046201706
276.7529193162918,156.08762550354004,321.8248829841614,142.18269264698029
66.93440890312195,212.15324711799622,190.09887385368347,216.52592039108276
211.5660262107849,83.36712396144867,195.57270455360413,219.487610578537
280.63439106941223,423.207004070282,330.083607673645,450.077131152153
259.03584933280945,186.23489332199097,200.48538184165955,131.62005126476288
117.38377356529236,318.1171524524689,365.4153952598572,529.3081817626953
271.07834815979004,314.3930529356003,347.0660824775696,445.1612424850464
141.7885546684265,163.35027074813843,166.29358100891113,322.91418075561523
,171.5411388874054,,409.2510997056961
500.47842264175415,304.9060637950897,270.8726968765259,505.07839143276215
493.9132809638977,409.800035238266,339.61874079704285,392.7698619365692
371.328208565712,192.7643301486969,215.62764406204224,220.75468933582306
348.4215372800827,547.2848143577576,969.9926897287369,655.272547006607
338.55822920799255,567.9041485786438,369.98466765880585,463.2246507406235
144.83414912223816,423.0604667663574,292.10038554668427,294.2622501850128
273.93301463127136,106.00546073913574,318.50930082798004,170.77613306045532
,251.2478393316269,19.506427526474,314.2151184082031
105.4956032037735,210.02801954746246,268.54267287254333,227.14709222316742
300.49153685569763,,277.83878433704376,320.34803199768066
220.03509962558746,123.55014789104462,188.75855612754822,104.43010449409485
195.95400643348694,300.549519777298,316.8035583496094,186.74393963813782
354.0742406845093,130.05800914764404,419.61765122413635,60.9052996635437
408.3360276222229,149.98605680465698,164.74865770339966,162.7881634235382
275.3175117969513,282.5512750148773,512.3176622390747,250.52277660369873
270.449720621109,315.8468940258026,400.46491718292236,207.62746596336365
209.8287923336029,97.27135848999023,188.96942329406738,3.0483896732330322
166.1714757680893,271.84799909591675,87.83482158184052,374.62837505340576
391.766316652298,336.1578207015991,438.40684390068054,447.34031343460083
203.15549898147583,54.3496253490448,481.6440315246582,303.59260749816895
229.4068205356598,67.07852602005005,282.98284578323364,95.5403128862381
165.7248191833496,163.48884844779968,288.3685841560364,371.8158061504364
196.2653900384903,256.29580426216125,134.70516514778137,408.4894232749939
109.99465584754944,286.5984773635864,200.22810912132263,192.17976450920105
521.74163377285,113.60234439373016,262.94123578071594,250.02807712554932
259.94321060180664,289.9079806804657,383.9672842025757,418.8896223306656
276.53469693660736,209.0816957950592,454.9921524524689,348.3344974517822
44.389564752578735,130.1170197725296,149.3989200592041,118.28937005996704
238.59024500846863,437.6592787504196,452.2883644104004,247.069366812706
292.5321362018585,443.9098377227783,390.2341455221176,494.07365465164185
328.4236481189728,493.7364420890808,415.658185005188,395.7555568218231
216.53179121017456,470.8032989501953,,380.614297747612
228.36362528800964,134.9657220840454,226.98002457618713,155.42491209506989
124.52346611022949,154.77170944213867,90.44248914718628,192.0529363155365
133.80396604537964,298.8241927623749,234.22203302383423,149.323002576828
376.419588804245,212.0282266139984,942.7783668041229,752.0896968841553
561.9707466363907,253.23571157455444,386.66025710105896,287.0691924095154
16.585816502571106,120.3480703830719,77.61294031143188,180.15939283370972
499.75742626190186,235.33632254600525,545.8855443000793,301.6301922798157
300.0721457004547,326.4026644229889,278.78505659103394,283.6608889102936
322.25770711898804,233.00427186489105,222.9738552570343,544.9008349180222
297.59204173088074,250.14836883544922,193.91519403457642,326.0276553630829
,234.7880175113678,,305.39274168014526
311.004411816597,226.64670825004578,174.4750316143036,129.7331576347351
298.13111424446106,331.6071854829788,304.5993208885193,477.54472267627716
297.6319386959076,58.144506335258484,455.8311536312103,192.06500041484833
267.08385694026947,226.0187633037567,209.58362674713135,253.63215959072113
201.37095141410828,285.89610946178436,201.84758043289185,
197.5213758945465,292.2262398004532,254.0465886592865,239.2041621208191
351.33075308799744,204.09123063087463,228.24759078025818,293.5458743572235
435.65546226501465,275.57456493377686,399.1121666431427,428.733634352684
520.9592909812927,13.405815601348877,357.97996616363525,552.6970698833466
765.8997330665588,290.9766192436218,410.17808198928833,458.1734730005264
100.62768173217773,136.7185835838318,372.76119792461395,354.8872740268707
302.64175605773926,189.96995329856873,212.9725821018219,380.5523934364319
303.18874645233154,274.11161828041077,156.31717896461487,245.36636400222778
180.80262994766235,40.80902171134949,349.16845321655273,287.3397115468979
148.94804573059082,177.53322458267212,189.72823190689087,84.92753219604492
356.86609411239624,361.99605536460876,218.26926589012146,559.1522505283356
92.17312026023865,236.12333154678345,314.05232524871826,478.1959556341171
468.16898584365845,459.0990262031555,362.47742795944214,417.60124492645264
377.65255975723267,280.01947140693665,406.9813449382782,259.1415066719055
95.39124488830566,134.15463662147522,234.70370185375214,249.9982738494873
21.34977436065674,343.1004979610443,,156.38496053218842
252.3442873954773,94.02628350257874,81.41943526268005,208.88414323329926
