"","TRG_sub","hemi","label_name","network_name","dice_coeff","dataset"
"1",100206,"lh","prcus-p","Auditory",0,"HCP_discovery"
"2",100206,"rh","prcus-p","Auditory",0,"HCP_discovery"
"3",100206,"lh","prcus-p","ControlA",0,"HCP_discovery"
"4",100206,"rh","prcus-p","ControlA",0,"HCP_discovery"
"5",100206,"lh","prcus-p","ControlB",0.190677966101695,"HCP_discovery"
"6",100206,"rh","prcus-p","ControlB",0,"HCP_discovery"
"7",100206,"lh","prcus-p","ControlC",0.032258064516129,"HCP_discovery"
"8",100206,"rh","prcus-p","ControlC",0,"HCP_discovery"
"9",100206,"lh","prcus-p","DefaultA",0.935162094763092,"HCP_discovery"
"10",100206,"rh","prcus-p","DefaultA",1,"HCP_discovery"
"11",100206,"lh","prcus-p","DefaultB",0,"HCP_discovery"
"12",100206,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"13",100206,"lh","prcus-p","DefaultC",0,"HCP_discovery"
"14",100206,"rh","prcus-p","DefaultC",0,"HCP_discovery"
"15",100206,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"16",100206,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"17",100206,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"18",100206,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"19",100206,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"20",100206,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"21",100206,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"22",100206,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"23",100206,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"24",100206,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"25",100206,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"26",100206,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"27",100206,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"28",100206,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"29",100206,"lh","prcus-p","VisualA",0,"HCP_discovery"
"30",100206,"rh","prcus-p","VisualA",0,"HCP_discovery"
"31",100206,"lh","prcus-p","VisualB",0,"HCP_discovery"
"32",100206,"rh","prcus-p","VisualB",0,"HCP_discovery"
"33",100206,"lh","prcus-p","VisualC",0,"HCP_discovery"
"34",100206,"rh","prcus-p","VisualC",0,"HCP_discovery"
"35",100307,"lh","prcus-p","Auditory",0,"HCP_discovery"
"36",100307,"rh","prcus-p","Auditory",0,"HCP_discovery"
"37",100307,"lh","prcus-p","ControlA",0.0483870967741935,"HCP_discovery"
"38",100307,"rh","prcus-p","ControlA",0,"HCP_discovery"
"39",100307,"lh","prcus-p","ControlB",0,"HCP_discovery"
"40",100307,"rh","prcus-p","ControlB",0.026246719160105,"HCP_discovery"
"41",100307,"lh","prcus-p","ControlC",0,"HCP_discovery"
"42",100307,"rh","prcus-p","ControlC",0.031413612565445,"HCP_discovery"
"43",100307,"lh","prcus-p","DefaultA",0.739583333333333,"HCP_discovery"
"44",100307,"rh","prcus-p","DefaultA",0.902189781021898,"HCP_discovery"
"45",100307,"lh","prcus-p","DefaultB",0,"HCP_discovery"
"46",100307,"rh","prcus-p","DefaultB",0.12,"HCP_discovery"
"47",100307,"lh","prcus-p","DefaultC",0.55952380952381,"HCP_discovery"
"48",100307,"rh","prcus-p","DefaultC",0.156862745098039,"HCP_discovery"
"49",100307,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"50",100307,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"51",100307,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"52",100307,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"53",100307,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"54",100307,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"55",100307,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"56",100307,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"57",100307,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"58",100307,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"59",100307,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"60",100307,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"61",100307,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"62",100307,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"63",100307,"lh","prcus-p","VisualA",0,"HCP_discovery"
"64",100307,"rh","prcus-p","VisualA",0,"HCP_discovery"
"65",100307,"lh","prcus-p","VisualB",0,"HCP_discovery"
"66",100307,"rh","prcus-p","VisualB",0,"HCP_discovery"
"67",100307,"lh","prcus-p","VisualC",0,"HCP_discovery"
"68",100307,"rh","prcus-p","VisualC",0,"HCP_discovery"
"69",100408,"lh","prcus-p","Auditory",0,"HCP_discovery"
"70",100408,"rh","prcus-p","Auditory",0,"HCP_discovery"
"71",100408,"lh","prcus-p","ControlA",0,"HCP_discovery"
"72",100408,"rh","prcus-p","ControlA",0.0364963503649635,"HCP_discovery"
"73",100408,"lh","prcus-p","ControlB",0.215083798882682,"HCP_discovery"
"74",100408,"rh","prcus-p","ControlB",0.734117647058824,"HCP_discovery"
"75",100408,"lh","prcus-p","ControlC",0.490253987005316,"HCP_discovery"
"76",100408,"rh","prcus-p","ControlC",0.530054644808743,"HCP_discovery"
"77",100408,"lh","prcus-p","DefaultA",0,"HCP_discovery"
"78",100408,"rh","prcus-p","DefaultA",0.0785714285714286,"HCP_discovery"
"79",100408,"lh","prcus-p","DefaultB",0,"HCP_discovery"
"80",100408,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"81",100408,"lh","prcus-p","DefaultC",0.0353574173712529,"HCP_discovery"
"82",100408,"rh","prcus-p","DefaultC",0,"HCP_discovery"
"83",100408,"lh","prcus-p","DorsAttnA",0.45558912386707,"HCP_discovery"
"84",100408,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"85",100408,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"86",100408,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"87",100408,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"88",100408,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"89",100408,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"90",100408,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"91",100408,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"92",100408,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"93",100408,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"94",100408,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"95",100408,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"96",100408,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"97",100408,"lh","prcus-p","VisualA",0.389413988657845,"HCP_discovery"
"98",100408,"rh","prcus-p","VisualA",0,"HCP_discovery"
"99",100408,"lh","prcus-p","VisualB",0,"HCP_discovery"
"100",100408,"rh","prcus-p","VisualB",0,"HCP_discovery"
"101",100408,"lh","prcus-p","VisualC",0,"HCP_discovery"
"102",100408,"rh","prcus-p","VisualC",0,"HCP_discovery"
"103",100610,"lh","prcus-p","Auditory",0,"HCP_discovery"
"104",100610,"rh","prcus-p","Auditory",0,"HCP_discovery"
"105",100610,"lh","prcus-p","ControlA",0,"HCP_discovery"
"106",100610,"rh","prcus-p","ControlA",0,"HCP_discovery"
"107",100610,"lh","prcus-p","ControlB",0.5,"HCP_discovery"
"108",100610,"rh","prcus-p","ControlB",0.143497757847534,"HCP_discovery"
"109",100610,"lh","prcus-p","ControlC",0.0429184549356223,"HCP_discovery"
"110",100610,"rh","prcus-p","ControlC",0,"HCP_discovery"
"111",100610,"lh","prcus-p","DefaultA",0.784,"HCP_discovery"
"112",100610,"rh","prcus-p","DefaultA",0.419847328244275,"HCP_discovery"
"113",100610,"lh","prcus-p","DefaultB",0,"HCP_discovery"
"114",100610,"rh","prcus-p","DefaultB",0.793002915451895,"HCP_discovery"
"115",100610,"lh","prcus-p","DefaultC",0,"HCP_discovery"
"116",100610,"rh","prcus-p","DefaultC",0,"HCP_discovery"
"117",100610,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"118",100610,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"119",100610,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"120",100610,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"121",100610,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"122",100610,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"123",100610,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"124",100610,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"125",100610,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"126",100610,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"127",100610,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"128",100610,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"129",100610,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"130",100610,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"131",100610,"lh","prcus-p","VisualA",0,"HCP_discovery"
"132",100610,"rh","prcus-p","VisualA",0,"HCP_discovery"
"133",100610,"lh","prcus-p","VisualB",0,"HCP_discovery"
"134",100610,"rh","prcus-p","VisualB",0,"HCP_discovery"
"135",100610,"lh","prcus-p","VisualC",0,"HCP_discovery"
"136",100610,"rh","prcus-p","VisualC",0,"HCP_discovery"
"137",101006,"lh","prcus-p","Auditory",0,"HCP_discovery"
"138",101006,"rh","prcus-p","Auditory",0,"HCP_discovery"
"139",101006,"lh","prcus-p","ControlA",0,"HCP_discovery"
"140",101006,"rh","prcus-p","ControlA",0,"HCP_discovery"
"141",101006,"lh","prcus-p","ControlB",0.0673076923076923,"HCP_discovery"
"142",101006,"rh","prcus-p","ControlB",0,"HCP_discovery"
"143",101006,"lh","prcus-p","ControlC",0.0390243902439024,"HCP_discovery"
"144",101006,"rh","prcus-p","ControlC",0,"HCP_discovery"
"145",101006,"lh","prcus-p","DefaultA",0.385542168674699,"HCP_discovery"
"146",101006,"rh","prcus-p","DefaultA",0.493617021276596,"HCP_discovery"
"147",101006,"lh","prcus-p","DefaultB",0,"HCP_discovery"
"148",101006,"rh","prcus-p","DefaultB",0.804054054054054,"HCP_discovery"
"149",101006,"lh","prcus-p","DefaultC",0.789156626506024,"HCP_discovery"
"150",101006,"rh","prcus-p","DefaultC",0,"HCP_discovery"
"151",101006,"lh","prcus-p","DorsAttnA",0.0947867298578199,"HCP_discovery"
"152",101006,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"153",101006,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"154",101006,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"155",101006,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"156",101006,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"157",101006,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"158",101006,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"159",101006,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"160",101006,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"161",101006,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"162",101006,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"163",101006,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"164",101006,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"165",101006,"lh","prcus-p","VisualA",0,"HCP_discovery"
"166",101006,"rh","prcus-p","VisualA",0,"HCP_discovery"
"167",101006,"lh","prcus-p","VisualB",0,"HCP_discovery"
"168",101006,"rh","prcus-p","VisualB",0,"HCP_discovery"
"169",101006,"lh","prcus-p","VisualC",0,"HCP_discovery"
"170",101006,"rh","prcus-p","VisualC",0,"HCP_discovery"
"171",101107,"lh","prcus-p","Auditory",0,"HCP_discovery"
"172",101107,"rh","prcus-p","Auditory",0,"HCP_discovery"
"173",101107,"lh","prcus-p","ControlA",0,"HCP_discovery"
"174",101107,"rh","prcus-p","ControlA",0,"HCP_discovery"
"175",101107,"lh","prcus-p","ControlB",0.0311284046692607,"HCP_discovery"
"176",101107,"rh","prcus-p","ControlB",0.659459459459459,"HCP_discovery"
"177",101107,"lh","prcus-p","ControlC",0,"HCP_discovery"
"178",101107,"rh","prcus-p","ControlC",0,"HCP_discovery"
"179",101107,"lh","prcus-p","DefaultA",0.95562435500516,"HCP_discovery"
"180",101107,"rh","prcus-p","DefaultA",0.666666666666667,"HCP_discovery"
"181",101107,"lh","prcus-p","DefaultB",0.129390018484288,"HCP_discovery"
"182",101107,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"183",101107,"lh","prcus-p","DefaultC",0,"HCP_discovery"
"184",101107,"rh","prcus-p","DefaultC",0,"HCP_discovery"
"185",101107,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"186",101107,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"187",101107,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"188",101107,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"189",101107,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"190",101107,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"191",101107,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"192",101107,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"193",101107,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"194",101107,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"195",101107,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"196",101107,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"197",101107,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"198",101107,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"199",101107,"lh","prcus-p","VisualA",0,"HCP_discovery"
"200",101107,"rh","prcus-p","VisualA",0,"HCP_discovery"
"201",101107,"lh","prcus-p","VisualB",0,"HCP_discovery"
"202",101107,"rh","prcus-p","VisualB",0,"HCP_discovery"
"203",101107,"lh","prcus-p","VisualC",0,"HCP_discovery"
"204",101107,"rh","prcus-p","VisualC",0,"HCP_discovery"
"205",180937,"lh","prcus-p","Auditory",0,"HCP_discovery"
"206",180937,"rh","prcus-p","Auditory",0,"HCP_discovery"
"207",180937,"lh","prcus-p","ControlA",0,"HCP_discovery"
"208",180937,"rh","prcus-p","ControlA",0,"HCP_discovery"
"209",180937,"lh","prcus-p","ControlB",0.120240480961924,"HCP_discovery"
"210",180937,"rh","prcus-p","ControlB",0.142131979695431,"HCP_discovery"
"211",180937,"lh","prcus-p","ControlC",0.354385964912281,"HCP_discovery"
"212",180937,"rh","prcus-p","ControlC",0.479224376731302,"HCP_discovery"
"213",180937,"lh","prcus-p","DefaultA",0.732432432432432,"HCP_discovery"
"214",180937,"rh","prcus-p","DefaultA",0.755102040816326,"HCP_discovery"
"215",180937,"lh","prcus-p","DefaultB",0,"HCP_discovery"
"216",180937,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"217",180937,"lh","prcus-p","DefaultC",0.25,"HCP_discovery"
"218",180937,"rh","prcus-p","DefaultC",0,"HCP_discovery"
"219",180937,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"220",180937,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"221",180937,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"222",180937,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"223",180937,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"224",180937,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"225",180937,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"226",180937,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"227",180937,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"228",180937,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"229",180937,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"230",180937,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"231",180937,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"232",180937,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"233",180937,"lh","prcus-p","VisualA",0,"HCP_discovery"
"234",180937,"rh","prcus-p","VisualA",0,"HCP_discovery"
"235",180937,"lh","prcus-p","VisualB",0,"HCP_discovery"
"236",180937,"rh","prcus-p","VisualB",0,"HCP_discovery"
"237",180937,"lh","prcus-p","VisualC",0,"HCP_discovery"
"238",180937,"rh","prcus-p","VisualC",0,"HCP_discovery"
"239",268749,"lh","prcus-p","Auditory",0,"HCP_discovery"
"240",268749,"rh","prcus-p","Auditory",0,"HCP_discovery"
"241",268749,"lh","prcus-p","ControlA",0,"HCP_discovery"
"242",268749,"rh","prcus-p","ControlA",0,"HCP_discovery"
"243",268749,"lh","prcus-p","ControlB",0,"HCP_discovery"
"244",268749,"rh","prcus-p","ControlB",0,"HCP_discovery"
"245",268749,"lh","prcus-p","ControlC",0,"HCP_discovery"
"246",268749,"rh","prcus-p","ControlC",0,"HCP_discovery"
"247",268749,"lh","prcus-p","DefaultA",0.992,"HCP_discovery"
"248",268749,"rh","prcus-p","DefaultA",1,"HCP_discovery"
"249",268749,"lh","prcus-p","DefaultB",0.03125,"HCP_discovery"
"250",268749,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"251",268749,"lh","prcus-p","DefaultC",0,"HCP_discovery"
"252",268749,"rh","prcus-p","DefaultC",0,"HCP_discovery"
"253",268749,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"254",268749,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"255",268749,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"256",268749,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"257",268749,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"258",268749,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"259",268749,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"260",268749,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"261",268749,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"262",268749,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"263",268749,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"264",268749,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"265",268749,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"266",268749,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"267",268749,"lh","prcus-p","VisualA",0,"HCP_discovery"
"268",268749,"rh","prcus-p","VisualA",0,"HCP_discovery"
"269",268749,"lh","prcus-p","VisualB",0,"HCP_discovery"
"270",268749,"rh","prcus-p","VisualB",0,"HCP_discovery"
"271",268749,"lh","prcus-p","VisualC",0,"HCP_discovery"
"272",268749,"rh","prcus-p","VisualC",0,"HCP_discovery"
"273",365343,"lh","prcus-p","Auditory",0,"HCP_discovery"
"274",365343,"rh","prcus-p","Auditory",0,"HCP_discovery"
"275",365343,"lh","prcus-p","ControlA",0,"HCP_discovery"
"276",365343,"rh","prcus-p","ControlA",0,"HCP_discovery"
"277",365343,"lh","prcus-p","ControlB",0,"HCP_discovery"
"278",365343,"rh","prcus-p","ControlB",0,"HCP_discovery"
"279",365343,"lh","prcus-p","ControlC",0,"HCP_discovery"
"280",365343,"rh","prcus-p","ControlC",0,"HCP_discovery"
"281",365343,"lh","prcus-p","DefaultA",1,"HCP_discovery"
"282",365343,"rh","prcus-p","DefaultA",0,"HCP_discovery"
"283",365343,"lh","prcus-p","DefaultB",0,"HCP_discovery"
"284",365343,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"285",365343,"lh","prcus-p","DefaultC",0,"HCP_discovery"
"286",365343,"rh","prcus-p","DefaultC",0.994152046783626,"HCP_discovery"
"287",365343,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"288",365343,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"289",365343,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"290",365343,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"291",365343,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"292",365343,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"293",365343,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"294",365343,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"295",365343,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"296",365343,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"297",365343,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"298",365343,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"299",365343,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"300",365343,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"301",365343,"lh","prcus-p","VisualA",0,"HCP_discovery"
"302",365343,"rh","prcus-p","VisualA",0,"HCP_discovery"
"303",365343,"lh","prcus-p","VisualB",0,"HCP_discovery"
"304",365343,"rh","prcus-p","VisualB",0,"HCP_discovery"
"305",365343,"lh","prcus-p","VisualC",0,"HCP_discovery"
"306",365343,"rh","prcus-p","VisualC",0,"HCP_discovery"
"307",531536,"lh","prcus-p","Auditory",0,"HCP_discovery"
"308",531536,"rh","prcus-p","Auditory",0,"HCP_discovery"
"309",531536,"lh","prcus-p","ControlA",0,"HCP_discovery"
"310",531536,"rh","prcus-p","ControlA",0,"HCP_discovery"
"311",531536,"lh","prcus-p","ControlB",0.579881656804734,"HCP_discovery"
"312",531536,"rh","prcus-p","ControlB",0.00739371534195933,"HCP_discovery"
"313",531536,"lh","prcus-p","ControlC",0,"HCP_discovery"
"314",531536,"rh","prcus-p","ControlC",0.0715563506261181,"HCP_discovery"
"315",531536,"lh","prcus-p","DefaultA",0.739054290718039,"HCP_discovery"
"316",531536,"rh","prcus-p","DefaultA",0,"HCP_discovery"
"317",531536,"lh","prcus-p","DefaultB",0.0110497237569061,"HCP_discovery"
"318",531536,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"319",531536,"lh","prcus-p","DefaultC",0,"HCP_discovery"
"320",531536,"rh","prcus-p","DefaultC",0.890946502057613,"HCP_discovery"
"321",531536,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"322",531536,"rh","prcus-p","DorsAttnA",0.269662921348315,"HCP_discovery"
"323",531536,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"324",531536,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"325",531536,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"326",531536,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"327",531536,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"328",531536,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"329",531536,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"330",531536,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"331",531536,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"332",531536,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"333",531536,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"334",531536,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"335",531536,"lh","prcus-p","VisualA",0,"HCP_discovery"
"336",531536,"rh","prcus-p","VisualA",0,"HCP_discovery"
"337",531536,"lh","prcus-p","VisualB",0,"HCP_discovery"
"338",531536,"rh","prcus-p","VisualB",0,"HCP_discovery"
"339",531536,"lh","prcus-p","VisualC",0,"HCP_discovery"
"340",531536,"rh","prcus-p","VisualC",0,"HCP_discovery"
"341",112920,"lh","prcus-p","Auditory",0,"HCP_discovery"
"342",112920,"rh","prcus-p","Auditory",0,"HCP_discovery"
"343",112920,"lh","prcus-p","ControlA",0,"HCP_discovery"
"344",112920,"rh","prcus-p","ControlA",0.0702875399361022,"HCP_discovery"
"345",112920,"lh","prcus-p","ControlB",0.643923240938166,"HCP_discovery"
"346",112920,"rh","prcus-p","ControlB",0.246734397677794,"HCP_discovery"
"347",112920,"lh","prcus-p","ControlC",0.037037037037037,"HCP_discovery"
"348",112920,"rh","prcus-p","ControlC",0,"HCP_discovery"
"349",112920,"lh","prcus-p","DefaultA",0.658227848101266,"HCP_discovery"
"350",112920,"rh","prcus-p","DefaultA",0.76734693877551,"HCP_discovery"
"351",112920,"lh","prcus-p","DefaultB",0.0248447204968944,"HCP_discovery"
"352",112920,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"353",112920,"lh","prcus-p","DefaultC",0,"HCP_discovery"
"354",112920,"rh","prcus-p","DefaultC",0.333793103448276,"HCP_discovery"
"355",112920,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"356",112920,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"357",112920,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"358",112920,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"359",112920,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"360",112920,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"361",112920,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
"362",112920,"rh","prcus-p","SomatomotorB",0,"HCP_discovery"
"363",112920,"lh","prcus-p","TemporalParietal",0,"HCP_discovery"
"364",112920,"rh","prcus-p","TemporalParietal",0,"HCP_discovery"
"365",112920,"lh","prcus-p","VenAttnA",0,"HCP_discovery"
"366",112920,"rh","prcus-p","VenAttnA",0,"HCP_discovery"
"367",112920,"lh","prcus-p","VenAttnB",0,"HCP_discovery"
"368",112920,"rh","prcus-p","VenAttnB",0,"HCP_discovery"
"369",112920,"lh","prcus-p","VisualA",0,"HCP_discovery"
"370",112920,"rh","prcus-p","VisualA",0,"HCP_discovery"
"371",112920,"lh","prcus-p","VisualB",0,"HCP_discovery"
"372",112920,"rh","prcus-p","VisualB",0,"HCP_discovery"
"373",112920,"lh","prcus-p","VisualC",0,"HCP_discovery"
"374",112920,"rh","prcus-p","VisualC",0,"HCP_discovery"
"375",176744,"lh","prcus-p","Auditory",0,"HCP_discovery"
"376",176744,"rh","prcus-p","Auditory",0,"HCP_discovery"
"377",176744,"lh","prcus-p","ControlA",0,"HCP_discovery"
"378",176744,"rh","prcus-p","ControlA",0,"HCP_discovery"
"379",176744,"lh","prcus-p","ControlB",0,"HCP_discovery"
"380",176744,"rh","prcus-p","ControlB",0,"HCP_discovery"
"381",176744,"lh","prcus-p","ControlC",0,"HCP_discovery"
"382",176744,"rh","prcus-p","ControlC",0,"HCP_discovery"
"383",176744,"lh","prcus-p","DefaultA",0.979047619047619,"HCP_discovery"
"384",176744,"rh","prcus-p","DefaultA",1,"HCP_discovery"
"385",176744,"lh","prcus-p","DefaultB",0.0788530465949821,"HCP_discovery"
"386",176744,"rh","prcus-p","DefaultB",0,"HCP_discovery"
"387",176744,"lh","prcus-p","DefaultC",0,"HCP_discovery"
"388",176744,"rh","prcus-p","DefaultC",0,"HCP_discovery"
"389",176744,"lh","prcus-p","DorsAttnA",0,"HCP_discovery"
"390",176744,"rh","prcus-p","DorsAttnA",0,"HCP_discovery"
"391",176744,"lh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"392",176744,"rh","prcus-p","DorsalAttentionB",0,"HCP_discovery"
"393",176744,"lh","prcus-p","SomMotorA",0,"HCP_discovery"
"394",176744,"rh","prcus-p","SomMotorA",0,"HCP_discovery"
"395",176744,"lh","prcus-p","SomatomotorB",0,"HCP_discovery"
