"","sub","hemi","tert_group","R_coord","A_coord","S_coord","tert_group3","ControlB_R_coord","ControlB_A_coord","ControlB_S_coord","ControlC_R_coord","ControlC_A_coord","ControlC_S_coord","dataset"
"62",644044,"rh","rh_12",6.753546875,-7.33508854166667,15.606140625,"without_3",7.26810169491525,-10.0720790960452,16.9637005649717,6.49832931242461,-8.30182147165259,13.9630747889023,"HCP_discovery"
"63",679770,"lh","lh_23",-5.88662666666667,-14.79436,7.01413333333333,"with_3",-7.35525,-20.4745,6.649,-5.94700690846287,-9.78892055267703,6.56130224525043,"HCP_discovery"
"64",679770,"rh","rh_23",5.38444736842105,-15.3619473684211,7.08851315789474,"with_3",4.96547058823529,-21.2214509803922,7.36213725490196,5.42845929526124,-8.12743013365735,8.07610085054678,"HCP_discovery"
"65",687163,"lh","lh_12",-5.65978181818182,-21.0255090909091,16.9734727272727,"without_3",-3.89867450980392,-15.6942156862745,16.0919490196078,-5.66644806517312,-12.0410020366599,15.0379185336049,"HCP_discovery"
"66",687163,"rh","rh_123",5.64155263157895,-8.76213157894737,17.5642894736842,"with_3",7.2062782152231,-19.1113412073491,19.4957847769029,5.7891573676681,-12.1374091559371,15.4017711015737,"HCP_discovery"
"67",867468,"lh","lh_23",-4.88895726495726,-16.2829487179487,15.4452222222222,"with_3",-3.68154166666667,-11.3456875,15.2145833333333,-5.09461009174312,-3.4855504587156,12.4794220183486,"HCP_discovery"
"68",867468,"rh","rh_2",5.82942,-8.46521,17.60463,"without_3",5.14836776859504,-10.2879338842975,17.5625826446281,5.45543737957611,-4.44544123314066,14.6407976878613,"HCP_discovery"
"69",910241,"lh","lh_2",-3.27521739130435,-9.95065217391304,13.859652173913,"without_3",-2.83033720930233,-10.8808023255814,14.8496860465116,-4.03818181818182,-11.0461109399075,14.4102711864407,"HCP_discovery"
"70",910241,"rh","rh_123",6.6755,-9.26074489795918,14.9055408163265,"with_3",9.34311673151751,-17.01546692607,13.4011906614786,7.3819187432286,-12.1252730227519,15.0739349945829,"HCP_discovery"
"71",959574,"lh","lh_123",-3.50519672131148,-13.3215901639344,8.22736065573771,"with_3",-2.85708035714286,-19.30525,7.47788392857143,-3.70898699186992,-10.6184292682927,5.61963414634146,"HCP_discovery"
"72",959574,"rh","rh_123",5.92707432432432,-15.2865810810811,8.33878378378378,"with_3",5.97447208121827,-26.1894974619289,6.05664467005076,6.13910165745856,-15.2259856353591,6.36482209944751,"HCP_discovery"
"73",101309,"lh","lh_123",-3.82833962264151,-5.46079245283019,12.8735660377358,"with_3",-4.27182325581395,-11.6202930232558,12.8796976744186,-4.50579795396419,-10.6628823529412,7.18601023017903,"HCP_replication"
"74",101309,"rh","rh_123",4.89249193548387,-12.6453870967742,14.9486048387097,"with_3",4.10082068965517,-9.80711724137931,15.3759965517241,5.87950598290598,-8.49593675213675,7.86506153846154,"HCP_replication"
"75",101410,"lh","lh_2",-4.31734736842105,-7.27042105263158,9.83195789473684,"without_3",NA,NA,NA,-4.92047368421053,-11.9816526315789,5.75106842105263,"HCP_replication"
"76",101410,"rh","rh_23",6.35639325842697,-6.87762921348315,10.3098426966292,"with_3",9.43664945652174,-30.2836358695652,7.43177807971014,6.90104820766378,-9.526630407911,9.05403090234858,"HCP_replication"
"77",101915,"lh","lh_23",-3.68721951219512,-10.0110243902439,7.47630487804878,"with_3",-3.08312169312169,-12.9699682539683,7.71799470899471,-4.08039913232104,-10.2761193058568,8.09748806941432,"HCP_replication"
"78",101915,"rh","rh_123",7.30887401574803,-11.4185590551181,10.3546929133858,"with_3",5.85499585062241,-16.4542365145228,9.21407053941909,7.34589049586777,-9.81923760330579,8.64925826446281,"HCP_replication"
"79",102008,"lh","lh_123",-3.62807291666667,-11.7809270833333,13.1348229166667,"with_3",-3.01427586206897,-11.9562873563218,14.775816091954,-3.43514069264069,-9.2183658008658,11.0832164502164,"HCP_replication"
"80",102008,"rh","rh_123",7.00995744680851,-7.13442553191489,13.2114574468085,"with_3",5.89270833333333,-10.0712291666667,11.4623958333333,6.31685524126456,-5.92372212978369,10.9416988352745,"HCP_replication"
"81",102311,"lh","lh_23",-4.77545454545454,-8.0174696969697,7.99637878787879,"with_3",-3.76719117647059,-12.3940257352941,10.2760882352941,-4.04160465116279,0.299223613595708,5.2315831842576,"HCP_replication"
"82",102311,"rh","rh_2",6.58981081081081,-10.6150540540541,7.31382432432432,"without_3",10.384011741683,-18.1965244618395,8.92836007827789,6.82227006369427,-1.73990700636943,6.84747515923567,"HCP_replication"
"83",102513,"lh","lh_23",-5.39781428571429,-19.8468428571429,7.56935,"with_3",-3.66230281690141,-23.8188732394366,8.06382394366197,-5.30688064516129,-10.1431451612903,6.97350322580645,"HCP_replication"
"84",102513,"rh","rh_2",6.99314450867052,-17.9305260115607,9.65921387283237,"without_3",6.49547326203209,-22.3495855614973,10.5241363636364,7.18793725490196,-11.2652176470588,6.55390980392157,"HCP_replication"
"85",102816,"lh","lh_23",-3.50134020618557,-14.7977010309278,8.69721649484536,"with_3",-2.85910775862069,-15.9197543103448,9.92994396551724,-3.46554128440367,-10.8384220183486,6.58336697247706,"HCP_replication"
"86",102816,"rh","rh_123",6.40801724137931,-11.6414137931034,9.35191379310345,"with_3",8.19986078886311,-19.1531531322506,9.84190255220417,6.49544421487603,-12.3852024793388,4.85857024793388,"HCP_replication"
"87",103111,"lh","lh_12",-4.76202803738318,-11.8983271028037,16.1990186915888,"without_3",-3.41830136986301,-13.5293287671233,16.1533219178082,-3.20664305177112,-10.5566948228883,13.1604986376022,"HCP_replication"
"88",103111,"rh","rh_123",7.54098360655738,-7.5125737704918,16.4190409836066,"with_3",9.34796551724138,-17.7575423197492,15.0157084639498,7.33850962772786,-9.81867522464698,14.8569653401797,"HCP_replication"
"89",103414,"lh","lh_123",-4.86955629139073,-9.85926490066225,13.5327350993377,"with_3",-3.1638,-11.4995375,14.501625,-3.86729113924051,-8.12216772151899,6.98688924050633,"HCP_replication"
"90",103414,"rh","rh_123",6.24931578947368,-7.40487719298246,10.9758333333333,"with_3",10.4053975069252,-20.0954764542936,12.1161329639889,5.88092066805845,-2.03685386221294,6.42864926931106,"HCP_replication"
"91",103515,"lh","lh_123",-5.80992666666667,-12.4168933333333,22.5320666666667,"with_3",-3.22716666666667,-2.888,17.653,-4.8455527638191,-3.43037855946399,17.4774690117253,"HCP_replication"
"92",103515,"rh","rh_23",5.45939655172414,-2.80651724137931,20.5801379310345,"with_3",4.63527152317881,-7.3728940397351,18.1481125827815,6.17706828528073,-7.47077996965099,16.4917784522003,"HCP_replication"
"93",103818,"lh","lh_23",-5.22740384615384,-16.7602115384615,12.3985480769231,"with_3",-2.66,-11.1762857142857,9.26871428571429,-3.6968097826087,-6.06961413043478,10.3006358695652,"HCP_replication"
"94",103818,"rh","rh_23",5.83924,-9.04664,14.2287,"with_3",5.13003846153846,-10.7835128205128,13.7304615384615,6.25847157894737,-3.29625684210526,11.4413978947368,"HCP_replication"
"95",104416,"lh","lh_123",-2.27440789473684,-16.4281315789474,10.3908552631579,"with_3",-1.64081707317073,-14.9757682926829,11.5840609756098,-4.24250774526678,-7.43160757314974,10.1149380378657,"HCP_replication"
"96",104416,"rh","rh_2",7.3919,-7.17244,9.71507,"without_3",11.4612103174603,-13.9575714285714,9.86404365079365,7.39998694516971,-3.07223237597911,9.98095300261097,"HCP_replication"
"97",104820,"lh","lh_23",-4.94857731958763,-14.1754742268041,16.5597628865979,"with_3",-4.15802958579882,-11.2444792899408,13.5730059171598,-4.4772693498452,-8.59898142414861,8.98044582043344,"HCP_replication"
"98",104820,"rh","rh_12",6.4320202020202,-11.7054848484848,13.1052323232323,"without_3",5.47885628742515,-12.0861736526946,13.6064131736527,5.23015371621622,-11.6401114864865,12.5369797297297,"HCP_replication"
"99",105014,"lh","lh_123",-4.95226633165829,-15.4410854271357,11.5830100502513,"with_3",-3.24429473684211,-12.3605473684211,10.6788315789474,-4.44843310657596,-12.6179240362812,12.2905680272109,"HCP_replication"
"100",105014,"rh","rh_2",7.19410309278351,-12.9523298969072,10.9945463917526,"without_3",7.42416666666667,-18.2551904761905,13.0297012987013,6.14042541436464,-3.08060359116022,9.52893784530387,"HCP_replication"
"101",105115,"lh","lh_23",-3.62175,-10.0773181818182,14.9564090909091,"with_3",-2.43605128205128,-11.5432564102564,12.4290512820513,-3.52950138504155,-8.23448753462604,10.8150914127424,"HCP_replication"
"102",105115,"rh","rh_23",6.17605769230769,-7.61325,14.5710192307692,"with_3",5.91955,-12.484075,12.501425,6.86003668478261,-8.37478260869565,12.099035326087,"HCP_replication"
"103",105216,"lh","lh_123",-4.08351079136691,-10.3473525179856,14.7809568345324,"with_3",-3.15600724637681,-13.9259710144928,13.386731884058,-4.26177049180328,-7.40100910746812,12.1727140255009,"HCP_replication"
"104",105216,"rh","rh_23",6.46593162393162,-10.8637777777778,14.9655555555556,"with_3",12.0607146311971,-25.7243954050786,17.4985574365175,6.87257058823529,-9.48709558823529,12.7096411764706,"HCP_replication"
"105",105620,"lh","lh_123",-4.03607692307692,-8.82608653846154,9.77896153846154,"with_3",-2.67462162162162,-10.8177162162162,5.47501351351351,-3.63776833976834,-5.11041698841699,5.59641312741313,"HCP_replication"
"106",105620,"rh","rh_12",6.01626436781609,-5.79768965517241,11.5860344827586,"without_3",8.02349152542373,-14.6083446327684,9.91423163841808,8.48473521505376,-9.68360887096774,6.99318413978495,"HCP_replication"
"107",106016,"lh","lh_2",-3.73644927536232,-5.70007246376812,8.84304347826087,"without_3",-5.91088079470199,-14.8475728476821,11.5012880794702,-4.89673589164786,-6.8333927765237,9.79240180586908,"HCP_replication"
"108",106016,"rh","rh_12",5.16670588235294,-8.87947058823529,8.21673529411765,"without_3",5.65001342281879,-13.6239697986577,9.72461744966443,5.18802739726027,-6.57441095890411,7.49757305936073,"HCP_replication"
"109",106319,"lh","lh_123",-3.37895145631068,-12.3126601941748,11.4494563106796,"with_3",-2.61243902439024,-10.2672926829268,15.6368414634146,-3.5344181184669,-7.95322299651568,8.58957491289199,"HCP_replication"
"110",106319,"rh","rh_123",7.58113043478261,-4.89032608695652,12.1148152173913,"with_3",7.858,-9.944875,13.2257142857143,6.63404594180704,-5.04362940275651,8.30180551301684,"HCP_replication"
"111",106521,"lh","lh_23",-5.35884415584416,-20.1152857142857,11.2172467532468,"with_3",-4.80319318181818,-20.0479431818182,13.7951704545455,-4.76436363636364,-13.7484444444444,6.98691161616162,"HCP_replication"
"112",106521,"rh","rh_123",5.46203191489362,-24.5822978723404,10.8075319148936,"with_3",4.00471212121212,-26.0837575757576,14.1735606060606,5.93941922005571,-16.4087994428969,9.55999860724234,"HCP_replication"
"113",107018,"lh","lh_23",-3.94628571428571,-14.1153928571429,8.11003571428571,"with_3",-2.79424175824176,-12.5072967032967,8.05417582417582,-4.26528604118993,-8.9957299771167,6.40552631578947,"HCP_replication"
"114",107018,"rh","rh_12",7.01698895027624,-5.62650276243094,9.93118232044199,"without_3",7.73468918918919,-13.9373108108108,7.7757972972973,5.93353136094674,-9.36829704142012,7.64890295857988,"HCP_replication"
"115",107321,"lh","lh_2",-4.56837096774194,-14.425935483871,6.68587096774194,"without_3",-5.54271428571429,-17.1029586466165,6.46497368421053,-4.69415365239295,-7.99926196473552,5.18752392947103,"HCP_replication"
"116",107321,"rh","rh_123",8.05835545023697,-12.31363507109,11.0656492890995,"with_3",7.55038216560509,-16.1687356687898,8.57800318471338,6.4332248603352,-5.75292039106145,6.50048603351955,"HCP_replication"
"117",107422,"lh","lh_123",-4.84236363636364,-10.715202020202,9.94624242424242,"with_3",-3.52488,-13.35708,5.0959,-4.25753395061728,-12.0347469135802,4.50080555555556,"HCP_replication"
"118",107422,"rh","rh_2",6.55032142857143,-1.85016071428571,9.46921428571429,"without_3",5.939375,-19.0448203125,11.5655625,6.47140712468194,-7.83747073791349,4.24943765903308,"HCP_replication"
"119",108222,"lh","lh_12",-5.32175438596491,-2.05698245614035,16.6952368421053,"without_3",-3.54783636363636,-11.6324363636364,17.4142303030303,-4.65388827838828,-7.15391758241758,14.3025531135531,"HCP_replication"
"120",108222,"rh","rh_23",5.67460465116279,-10.946476744186,15.264,"with_3",6.40814166666667,-15.2825166666667,17.2521083333333,5.41643577981651,-7.18740252293578,13.6866961009174,"HCP_replication"
"121",108323,"lh","lh_123",-3.91161290322581,-8.27616129032258,11.9740107526882,"with_3",-4.23952706552707,-18.3606666666667,11.0669173789174,-2.9746726618705,-6.04536330935252,9.60919244604317,"HCP_replication"
"122",108323,"rh","rh_123",7.95680165289256,-8.11442148760331,11.7087355371901,"with_3",9.54760941176471,-15.8768423529412,9.57846588235294,7.54628025477707,-6.06194426751592,9.40971974522293,"HCP_replication"
"123",108525,"lh","lh_23",-5.11955294117647,-11.7248823529412,12.0375882352941,"with_3",-3.61100326797386,-13.9343431372549,11.0123986928105,-4.15162471910112,-9.14509438202247,10.5237303370786,"HCP_replication"
"124",108525,"rh","rh_2",6.44405128205128,-3.05630769230769,13.6948974358974,"without_3",6.39889285714286,-13.0942901785714,11.4802276785714,6.64920230263158,-7.30369243421053,11.0635756578947,"HCP_replication"
"125",108828,"lh","lh_12",-6.96965573770492,-12.8012213114754,14.766237704918,"without_3",-7.38891858678955,-18.9730583717358,13.0611766513057,-6.03397896440129,-11.1990307443366,13.2622184466019,"HCP_replication"
"126",108828,"rh","rh_23",5.30809375,-4.14019791666667,17.3557083333333,"with_3",6.16089308176101,-18.6609534591195,14.4440729559748,5.10808557457213,-4.94155745721271,10.5154523227384,"HCP_replication"
"127",109123,"lh","lh_23",-6.74197701149425,-22.7131379310345,13.5012298850575,"with_3",-6.04807602339181,-21.7962923976608,14.025701754386,-6.04807602339181,-21.7962923976608,14.025701754386,"HCP_replication"
"128",109123,"rh","rh_123",6.51226797385621,-21.1712679738562,13.6807973856209,"with_3",3.491,-23.2312056737589,11.6812127659574,5.1081774691358,-15.6272654320988,9.53689043209877,"HCP_replication"
"129",109325,"lh","lh_23",-6.36948913043478,-20.0831304347826,24.9912173913043,"with_3",-4.95948091603053,-17.6116106870229,26.175465648855,-6.0471498470948,-12.9205382262997,21.7059785932722,"HCP_replication"
"130",109325,"rh","rh_23",4.34675,-14.1449673913043,24.8599673913043,"with_3",5.07481670533643,-23.2479211136891,25.7184895591647,4.39831392931393,-11.1705363825364,20.959027027027,"HCP_replication"
"131",110007,"lh","lh_2",-2.25838461538462,-7.70761538461538,7.71,"without_3",-1.77566666666667,-11.4346666666667,13.3526666666667,-2.83933429394813,-8.3398818443804,6.71950144092219,"HCP_replication"
