sub,hemi,label,total_surface_area_.mm.2.,cortical_thickness_mean,dataset,group,group_hemi,sulcal_depth_mm
n018t2,lh,pos,941,2.786,juvenile,juvenile,j lh,20.272221757631
n018t2,lh,prculs,326,2.2,juvenile,juvenile,j lh,16.1399013312558
n018t2,lh,prcus-a,178,2.771,juvenile,juvenile,j lh,9.76409217284994
n018t2,lh,prcus-i,321,2.509,juvenile,juvenile,j lh,13.5303174846598
n018t2,lh,prcus-p,72,3.673,juvenile,juvenile,j lh,9.13267007302195
n018t2,lh,spls,359,3.247,juvenile,juvenile,j lh,12.6380642093523
n018t2,lh,sps,510,2.264,juvenile,juvenile,j lh,11.9926264074938
n018t2,rh,ifrms,106,3.891,juvenile,juvenile,j rh,1.89077749414931
n018t2,rh,mcgs,851,2.458,juvenile,juvenile,j rh,13.1917683846732
n018t2,rh,pos,914,2.721,juvenile,juvenile,j rh,18.450482417949
n018t2,rh,prculs,237,3.101,juvenile,juvenile,j rh,16.0483702350476
n018t2,rh,prcus-a,241,2.569,juvenile,juvenile,j rh,11.0322305399719
n018t2,rh,prcus-i,64,2.587,juvenile,juvenile,j rh,11.844347299433
n018t2,rh,prcus-p,233,2.976,juvenile,juvenile,j rh,6.35386081347892
n018t2,rh,spls,499,2.905,juvenile,juvenile,j rh,10.9097386269957
n018t2,rh,sps,432,2.254,juvenile,juvenile,j rh,10.1672140873785
n020t1,lh,ifrms,87,3.77,juvenile,juvenile,j lh,4.86014276657926
n020t1,lh,mcgs,656,2.307,juvenile,juvenile,j lh,16.4596894086056
n020t1,lh,pos,884,2.641,juvenile,juvenile,j lh,17.7036892999911
n020t1,lh,prculs,241,2.213,juvenile,juvenile,j lh,14.8627811195137
n020t1,lh,prcus-a,288,2.117,juvenile,juvenile,j lh,12.5944096844919
n020t1,lh,prcus-i,204,2.475,juvenile,juvenile,j lh,10.949235368872
n020t1,lh,prcus-p,104,3.01,juvenile,juvenile,j lh,7.62959869682656
n020t1,lh,spls,510,2.828,juvenile,juvenile,j lh,13.5321223712192
n020t1,lh,sps,483,2.036,juvenile,juvenile,j lh,12.5282420503997
n020t1,rh,ifrms,34,3.551,juvenile,juvenile,j rh,0.640093909912267
n020t1,rh,mcgs,638,2.325,juvenile,juvenile,j rh,14.458697130582
n020t1,rh,pos,1292,2.435,juvenile,juvenile,j rh,17.2476799825483
n020t1,rh,prculs,447,1.815,juvenile,juvenile,j rh,11.5542892101851
n020t1,rh,prcus-a,111,2.331,juvenile,juvenile,j rh,6.44592457005109
n020t1,rh,prcus-i,213,2.398,juvenile,juvenile,j rh,10.0400668145467
n020t1,rh,prcus-p,93,1.928,juvenile,juvenile,j rh,4.77044625785307
n020t1,rh,spls,526,2.965,juvenile,juvenile,j rh,12.6085231932564
n020t1,rh,sps,110,2.743,juvenile,juvenile,j rh,1.84447774507348
n021t1,lh,icgs-p,34,3.184,juvenile,juvenile,j lh,3.36055629579288
n021t1,lh,ifrms,134,3.193,juvenile,juvenile,j lh,6.91997446954926
n021t1,lh,mcgs,420,2.303,juvenile,juvenile,j lh,14.8218460335898
n021t1,lh,pos,906,2.369,juvenile,juvenile,j lh,20.7316256850601
n021t1,lh,prculs,183,2.237,juvenile,juvenile,j lh,17.1798650302552
n021t1,lh,prcus-a,252,2.18,juvenile,juvenile,j lh,12.0076228709844
n021t1,lh,prcus-i,88,2.529,juvenile,juvenile,j lh,4.19152768981197
n021t1,lh,prcus-p,294,2.122,juvenile,juvenile,j lh,11.360925399479
n021t1,lh,spls,551,2.301,juvenile,juvenile,j lh,14.7383285129172
n021t1,lh,sps,570,2.002,juvenile,juvenile,j lh,14.3937860220553
n021t1,lh,sspls,26,3.331,juvenile,juvenile,j lh,7.37781152740668
n021t1,rh,icgs-p,80,3.451,juvenile,juvenile,j rh,1.60861021662583
n021t1,rh,ifrms,133,2.7,juvenile,juvenile,j rh,6.20891771319539
n021t1,rh,mcgs,589,2.313,juvenile,juvenile,j rh,13.8179709153371
n021t1,rh,pos,1273,2.348,juvenile,juvenile,j rh,19.3377345654385
n021t1,rh,prculs,64,2.602,juvenile,juvenile,j rh,8.01489716831912
n021t1,rh,prcus-a,428,2.284,juvenile,juvenile,j rh,10.3836862374697
n021t1,rh,prcus-i,388,2.33,juvenile,juvenile,j rh,8.6772442768412
n021t1,rh,prcus-p,180,2.129,juvenile,juvenile,j rh,8.83455126550174
n021t1,rh,spls,427,2.451,juvenile,juvenile,j rh,13.8801849611271
n021t1,rh,sps,182,2.376,juvenile,juvenile,j rh,6.38882081836727
n021t1,rh,sspls,84,3.35,juvenile,juvenile,j rh,2.08301274777813
n022t2,lh,icgs-p,45,4.238,juvenile,juvenile,j lh,1.37250702845248
n022t2,lh,ifrms,103,4.338,juvenile,juvenile,j lh,1.71990214200781
n022t2,lh,mcgs,764,2.427,juvenile,juvenile,j lh,14.7755990900551
n022t2,lh,pos,602,2.676,juvenile,juvenile,j lh,15.9510600001185
n022t2,lh,prculs,661,2.454,juvenile,juvenile,j lh,14.3178223353611
n022t2,lh,prcus-a,58,3.147,juvenile,juvenile,j lh,8.45451339153194
n022t2,lh,prcus-i,564,2.506,juvenile,juvenile,j lh,15.4135281066856
n022t2,lh,prcus-p,115,3.366,juvenile,juvenile,j lh,2.56002238708699
n022t2,lh,spls,511,3.265,juvenile,juvenile,j lh,14.4789003503785
n022t2,lh,sps,584,2.081,juvenile,juvenile,j lh,14.9672299766039
n022t2,lh,sspls,34,3.617,juvenile,juvenile,j lh,2.62659125936138
n022t2,rh,icgs-p,7,3.526,juvenile,juvenile,j rh,1.22829789306601
n022t2,rh,ifrms,81,4.103,juvenile,juvenile,j rh,2.45503571468848
n022t2,rh,mcgs,832,2.354,juvenile,juvenile,j rh,14.4926344552888
n022t2,rh,pos,1066,2.695,juvenile,juvenile,j rh,16.4750672599118
n022t2,rh,prculs,442,2.368,juvenile,juvenile,j rh,13.0548990564402
n022t2,rh,prcus-a,47,4.304,juvenile,juvenile,j rh,5.4307789358954
n022t2,rh,prcus-i,295,2.333,juvenile,juvenile,j rh,8.7550548777153
n022t2,rh,prcus-p,353,2.412,juvenile,juvenile,j rh,13.6779875744135
n022t2,rh,spls,604,3.093,juvenile,juvenile,j rh,12.3295137870202
n022t2,rh,sps,552,2.348,juvenile,juvenile,j rh,14.8198847724467
n028t3,lh,icgs-p,53,3.785,juvenile,juvenile,j lh,2.66666565769172
n028t3,lh,ifrms,78,3.945,juvenile,juvenile,j lh,2.73219050657833
n028t3,lh,mcgs,949,2.428,juvenile,juvenile,j lh,15.4716030283286
n028t3,lh,pos,1905,2.451,juvenile,juvenile,j lh,22.4946406864088
n028t3,lh,prculs,249,1.975,juvenile,juvenile,j lh,15.2417957172372
n028t3,lh,prcus-a,329,2.399,juvenile,juvenile,j lh,11.5671244699401
n028t3,lh,prcus-i,482,2.043,juvenile,juvenile,j lh,13.3595224812137
n028t3,lh,prcus-p,196,2.839,juvenile,juvenile,j lh,5.86923529233287
n028t3,lh,spls,732,2.608,juvenile,juvenile,j lh,16.5139865646612
n028t3,lh,sps,298,2.154,juvenile,juvenile,j lh,11.3441793108065
n028t3,lh,sspls,50,3.573,juvenile,juvenile,j lh,4.44283238571244
n028t3,rh,icgs-p,36,3.429,juvenile,juvenile,j rh,1.05399063158128
n028t3,rh,ifrms,23,3.255,juvenile,juvenile,j rh,2.43527121478316
n028t3,rh,mcgs,1038,2.324,juvenile,juvenile,j rh,13.0627597007394
n028t3,rh,pos,1105,2.4,juvenile,juvenile,j rh,21.6330293747278
n028t3,rh,prculs,917,2.123,juvenile,juvenile,j rh,15.3104361471325
n028t3,rh,prcus-a,287,2.577,juvenile,juvenile,j rh,9.14539030392741
n028t3,rh,prcus-i,512,2.095,juvenile,juvenile,j rh,14.4939899712262
n028t3,rh,prcus-p,473,2.238,juvenile,juvenile,j rh,6.24455865361344
n028t3,rh,spls,655,2.737,juvenile,juvenile,j rh,13.4243034060948
n028t3,rh,sps,358,2.015,juvenile,juvenile,j rh,11.6694362312776
n028t3,rh,sspls,54,3.658,juvenile,juvenile,j rh,0.702496178007311
n029t2,lh,ifrms,72,4.243,juvenile,juvenile,j lh,1.73276566044668
n029t2,lh,mcgs,1257,2.685,juvenile,juvenile,j lh,15.0831055086133
n029t2,lh,pos,1098,2.574,juvenile,juvenile,j lh,19.2400855641473
n029t2,lh,prculs,147,3.082,juvenile,juvenile,j lh,10.8862084209432
n029t2,lh,prcus-a,390,2.355,juvenile,juvenile,j lh,14.4344798372119
n029t2,lh,prcus-i,398,2.43,juvenile,juvenile,j lh,9.5109167487159
n029t2,lh,prcus-p,120,3.465,juvenile,juvenile,j lh,2.6308492439262
n029t2,lh,spls,591,3.032,juvenile,juvenile,j lh,15.6014314097804
n029t2,lh,sps,410,2.16,juvenile,juvenile,j lh,11.9286122406032
n029t2,lh,sspls,31,3.575,juvenile,juvenile,j lh,2.42746923774705
n029t2,rh,ifrms,34,4.271,juvenile,juvenile,j rh,1.08358079096928
n029t2,rh,mcgs,797,2.369,juvenile,juvenile,j rh,13.6173183934358
n029t2,rh,pos,1380,2.601,juvenile,juvenile,j rh,15.2726903693221
n029t2,rh,prculs,171,2.836,juvenile,juvenile,j rh,10.1321724837677
n029t2,rh,prcus-a,510,2.409,juvenile,juvenile,j rh,12.4635890931516
n029t2,rh,prcus-i,269,2.429,juvenile,juvenile,j rh,8.06151121534439
n029t2,rh,prcus-p,79,3.238,juvenile,juvenile,j rh,0.886050912654232
n029t2,rh,spls,542,3.146,juvenile,juvenile,j rh,10.1608575997451
n029t2,rh,sps,140,2.908,juvenile,juvenile,j rh,3.05729919154706
n029t2,rh,sspls,39,3.706,juvenile,juvenile,j rh,1.45251072825832
n030t2,lh,icgs-p,155,4.163,juvenile,juvenile,j lh,2.52000145068652
n030t2,lh,ifrms,134,2.985,juvenile,juvenile,j lh,5.9025583813785
n030t2,lh,mcgs,919,2.306,juvenile,juvenile,j lh,16.0757704896967
n030t2,lh,pos,1511,2.386,juvenile,juvenile,j lh,18.8342988359512
n030t2,lh,prculs,349,3.216,juvenile,juvenile,j lh,16.9553387615907
n030t2,lh,prcus-a,289,2.595,juvenile,juvenile,j lh,11.804904398578
n030t2,lh,prcus-i,785,2.391,juvenile,juvenile,j lh,16.1318228848209
n030t2,lh,prcus-p,322,2.828,juvenile,juvenile,j lh,9.08925879046593
n030t2,lh,spls,557,2.751,juvenile,juvenile,j lh,14.0495367378193
n030t2,lh,sps,651,1.922,juvenile,juvenile,j lh,14.5592280052284
n030t2,lh,sspls,52,3.665,juvenile,juvenile,j lh,2.58386765583132
n030t2,rh,ifrms,144,3.533,juvenile,juvenile,j rh,4.56158675130509
n030t2,rh,mcgs,932,2.369,juvenile,juvenile,j rh,16.6899139313248
n030t2,rh,pos,1388,2.623,juvenile,juvenile,j rh,20.1069443055183
n030t2,rh,prculs,337,2.519,juvenile,juvenile,j rh,14.5349376635556
n030t2,rh,prcus-a,82,3.138,juvenile,juvenile,j rh,7.56071998214935
n030t2,rh,prcus-i,389,2.332,juvenile,juvenile,j rh,14.6887509075221
n030t2,rh,prcus-p,534,2.484,juvenile,juvenile,j rh,10.0796050540812
n030t2,rh,spls,440,2.851,juvenile,juvenile,j rh,14.638395949079
n030t2,rh,sps,327,2.36,juvenile,juvenile,j rh,9.01598637594994
n030t2,rh,sspls,27,4.241,juvenile,juvenile,j rh,0.790686677071768
n032t2,lh,icgs-p,213,2.776,juvenile,juvenile,j lh,10.1750963327312
n032t2,lh,ifrms,77,4.315,juvenile,juvenile,j lh,2.84313416001048
n032t2,lh,mcgs,607,2.619,juvenile,juvenile,j lh,19.3663885351935
n032t2,lh,pos,908,2.361,juvenile,juvenile,j lh,15.8597958713795
n032t2,lh,prculs,442,2.074,juvenile,juvenile,j lh,15.2500015104579
n032t2,lh,prcus-a,287,2.31,juvenile,juvenile,j lh,11.240662459766
n032t2,lh,prcus-i,425,2.509,juvenile,juvenile,j lh,13.0383790383073
n032t2,lh,prcus-p,407,2.831,juvenile,juvenile,j lh,9.18595801981209
n032t2,lh,spls,550,3.433,juvenile,juvenile,j lh,8.4182595653536
n032t2,rh,ifrms,186,3.874,juvenile,juvenile,j rh,3.40231652148895
n032t2,rh,mcgs,757,2.276,juvenile,juvenile,j rh,12.9219534151568
n032t2,rh,pos,1144,2.875,juvenile,juvenile,j rh,23.1530448694124
n032t2,rh,prculs,664,2.333,juvenile,juvenile,j rh,18.6535104472389
n032t2,rh,prcus-a,213,2.548,juvenile,juvenile,j rh,10.1467381319064
n032t2,rh,prcus-i,547,2.407,juvenile,juvenile,j rh,10.6463371645256
n032t2,rh,prcus-p,182,2.273,juvenile,juvenile,j rh,7.85992703104899
n032t2,rh,spls,598,2.911,juvenile,juvenile,j rh,13.1805675793302
n032t2,rh,sps,298,2.151,juvenile,juvenile,j rh,14.6505850177516
n033t1,lh,icgs-p,22,3.559,juvenile,juvenile,j lh,2.47526291287979
n033t1,lh,ifrms,35,3.389,juvenile,juvenile,j lh,3.27146167436035
n033t1,lh,mcgs,650,2.462,juvenile,juvenile,j lh,15.4713714090868
n033t1,lh,pos,1361,2.222,juvenile,juvenile,j lh,21.7250903962413
n033t1,lh,prculs,53,3.069,juvenile,juvenile,j lh,11.2114846178667
n033t1,lh,prcus-a,246,2.29,juvenile,juvenile,j lh,13.6831302036918
n033t1,lh,prcus-i,370,2.025,juvenile,juvenile,j lh,11.3582884903959
n033t1,lh,prcus-p,550,2.473,juvenile,juvenile,j lh,14.1362604860102
n033t1,lh,spls,334,2.709,juvenile,juvenile,j lh,13.6599326169465
n033t1,lh,sps,413,2.128,juvenile,juvenile,j lh,16.3715034806483
n033t1,lh,sspls,97,3.447,juvenile,juvenile,j lh,4.53128300904973
n033t1,rh,icgs-p,20,4.572,juvenile,juvenile,j rh,0.699339234226832
n033t1,rh,ifrms,69,3.728,juvenile,juvenile,j rh,1.90353421313096
n033t1,rh,mcgs,806,2.418,juvenile,juvenile,j rh,13.2258045973185
n033t1,rh,pos,1232,2.506,juvenile,juvenile,j rh,19.9334966170094
n033t1,rh,prculs,81,2.343,juvenile,juvenile,j rh,10.8354600216115
n033t1,rh,prcus-a,548,2.419,juvenile,juvenile,j rh,12.4970715457166
n033t1,rh,prcus-i,438,2.411,juvenile,juvenile,j rh,10.3338721738798
n033t1,rh,prcus-p,83,3.629,juvenile,juvenile,j rh,2.82351298441658
n033t1,rh,spls,583,2.83,juvenile,juvenile,j rh,14.5148385293026
n033t1,rh,sps,633,2.079,juvenile,juvenile,j rh,15.1997712282851
n033t1,rh,sspls,47,3.945,juvenile,juvenile,j rh,1.44419894983841
n034t1,lh,icgs-p,16,2.418,juvenile,juvenile,j lh,2.00796696774452
n034t1,lh,ifrms,47,3.89,juvenile,juvenile,j lh,2.09618730354856
n034t1,lh,mcgs,939,2.241,juvenile,juvenile,j lh,16.3881952682702
n034t1,lh,pos,912,2.396,juvenile,juvenile,j lh,21.9409093101027
n034t1,lh,prculs,558,2.032,juvenile,juvenile,j lh,18.0318990967838
n034t1,lh,prcus-a,141,2.323,juvenile,juvenile,j lh,7.63459169111605
n034t1,lh,prcus-i,281,2.267,juvenile,juvenile,j lh,12.7956398022526
n034t1,lh,prcus-p,40,2.754,juvenile,juvenile,j lh,3.609994191606
n034t1,lh,spls,408,2.671,juvenile,juvenile,j lh,12.0321451290599
n034t1,lh,sps,444,1.995,juvenile,juvenile,j lh,13.4922167645263
n034t1,lh,sspls,13,2.722,juvenile,juvenile,j lh,2.78745808338842
n034t1,rh,icgs-p,55,3.915,juvenile,juvenile,j rh,1.12351314995607
n034t1,rh,ifrms,165,2.98,juvenile,juvenile,j rh,7.16614157001764
n034t1,rh,mcgs,761,2.092,juvenile,juvenile,j rh,14.9548410433206
n034t1,rh,pos,1222,2.409,juvenile,juvenile,j rh,20.6598635685152
n034t1,rh,prculs,289,2.075,juvenile,juvenile,j rh,13.5432017916757
n034t1,rh,prcus-a,129,2.566,juvenile,juvenile,j rh,4.72933701300783
n034t1,rh,prcus-i,600,2.218,juvenile,juvenile,j rh,13.6678096272025
n034t1,rh,prcus-p,163,2.591,juvenile,juvenile,j rh,5.07441863656721
n034t1,rh,spls,348,2.815,juvenile,juvenile,j rh,12.6586252264031
n034t1,rh,sps,700,1.994,juvenile,juvenile,j rh,14.2404911964872
n035t2,lh,icgs-p,38,4.156,juvenile,juvenile,j lh,2.95983084315682
n035t2,lh,ifrms,66,4.079,juvenile,juvenile,j lh,3.1991315860241
n035t2,lh,mcgs,664,2.096,juvenile,juvenile,j lh,15.875851822613
n035t2,lh,pos,895,2.394,juvenile,juvenile,j lh,21.936155512423
n035t2,lh,prculs,170,2.581,juvenile,juvenile,j lh,14.7212977980858
n035t2,lh,prcus-a,256,2.432,juvenile,juvenile,j lh,12.6754740519971
n035t2,lh,prcus-i,244,2.715,juvenile,juvenile,j lh,6.55062856815665
n035t2,lh,prcus-p,252,2.471,juvenile,juvenile,j lh,6.96481808683708
n035t2,lh,spls,516,2.74,juvenile,juvenile,j lh,12.3925491924625
n035t2,rh,icgs-p,31,4.149,juvenile,juvenile,j rh,4.2970369882524
n035t2,rh,ifrms,107,3.822,juvenile,juvenile,j rh,1.88878675896022
n035t2,rh,mcgs,877,2.422,juvenile,juvenile,j rh,13.1766079514481
n035t2,rh,pos,1037,2.759,juvenile,juvenile,j rh,17.7208932950595
n035t2,rh,prculs,528,2.117,juvenile,juvenile,j rh,11.4085667645237
n035t2,rh,prcus-a,355,2.304,juvenile,juvenile,j rh,9.1152409894118
n035t2,rh,prcus-i,250,2.806,juvenile,juvenile,j rh,8.47238587019958
n035t2,rh,prcus-p,97,2.797,juvenile,juvenile,j rh,4.07619443758883
n035t2,rh,spls,331,3.356,juvenile,juvenile,j rh,8.56468391297572
n035t2,rh,sps,424,1.773,juvenile,juvenile,j rh,13.4425460285296
n036t2,lh,ifrms,18,4.076,juvenile,juvenile,j lh,1.99002356578711
n036t2,lh,mcgs,607,2.368,juvenile,juvenile,j lh,15.1373765277271
n036t2,lh,pos,1155,2.446,juvenile,juvenile,j lh,19.8127291946712
n036t2,lh,prculs,539,2.065,juvenile,juvenile,j lh,14.6931682655673
n036t2,lh,prcus-a,345,2.132,juvenile,juvenile,j lh,12.5027768417989
n036t2,lh,prcus-i,167,2.061,juvenile,juvenile,j lh,7.79166272580321
n036t2,lh,prcus-p,121,2.868,juvenile,juvenile,j lh,4.802244592206
n036t2,lh,spls,450,2.773,juvenile,juvenile,j lh,12.0844778263325
n036t2,lh,sps,749,1.858,juvenile,juvenile,j lh,16.4845801074478
n036t2,rh,ifrms,33,3.601,juvenile,juvenile,j rh,1.77195679396503
n036t2,rh,mcgs,738,2.155,juvenile,juvenile,j rh,13.9935643154376
n036t2,rh,pos,792,2.536,juvenile,juvenile,j rh,19.4093283848397
n036t2,rh,prculs,344,2.124,juvenile,juvenile,j rh,16.846579496535
n036t2,rh,prcus-a,245,2.217,juvenile,juvenile,j rh,10.3440082647995
n036t2,rh,prcus-i,270,1.859,juvenile,juvenile,j rh,8.33503820907615
n036t2,rh,prcus-p,382,2.583,juvenile,juvenile,j rh,11.9359557759312
n036t2,rh,spls,498,2.821,juvenile,juvenile,j rh,12.4430554526514
n036t2,rh,sps,544,1.869,juvenile,juvenile,j rh,12.0211756858446
n039t2,lh,ifrms,137,3.831,juvenile,juvenile,j lh,2.17873663723129
n039t2,lh,mcgs,901,2.244,juvenile,juvenile,j lh,13.895208464944
n039t2,lh,pos,935,2.524,juvenile,juvenile,j lh,17.7702647834433
n039t2,lh,prculs,405,2.182,juvenile,juvenile,j lh,12.0845209022974
n039t2,lh,prcus-a,284,2.281,juvenile,juvenile,j lh,12.3961376682978
n039t2,lh,prcus-i,237,2.162,juvenile,juvenile,j lh,12.5824003774523
n039t2,lh,prcus-p,268,2.308,juvenile,juvenile,j lh,9.05781786918164
n039t2,lh,spls,605,2.779,juvenile,juvenile,j lh,13.3196085530166
n039t2,lh,sps,395,1.836,juvenile,juvenile,j lh,16.2750779937468
n039t2,rh,icgs-p,19,3.525,juvenile,juvenile,j rh,0.737682558507278
n039t2,rh,ifrms,139,3.67,juvenile,juvenile,j rh,2.75680770705434
n039t2,rh,mcgs,427,2.075,juvenile,juvenile,j rh,11.8691816525241
n039t2,rh,pos,726,2.613,juvenile,juvenile,j rh,19.6945123944799
n039t2,rh,prculs,623,2.095,juvenile,juvenile,j rh,13.2347822970418
n039t2,rh,prcus-a,283,2.161,juvenile,juvenile,j rh,11.4375240904529
n039t2,rh,prcus-i,555,2.773,juvenile,juvenile,j rh,10.0689161491479
n039t2,rh,prcus-p,108,2.738,juvenile,juvenile,j rh,4.58420885472715
n039t2,rh,spls,393,3.037,juvenile,juvenile,j rh,12.1617674035375
n039t2,rh,sps,229,1.851,juvenile,juvenile,j rh,8.60936374093942
n039t2,rh,sspls,8,3.11,juvenile,juvenile,j rh,1.83474994951374
n041t2,lh,icgs-p,38,3.535,juvenile,juvenile,j lh,2.50622498169
n041t2,lh,ifrms,82,4.215,juvenile,juvenile,j lh,2.03712592223293
n041t2,lh,mcgs,829,2.578,juvenile,juvenile,j lh,17.5200635214709
n041t2,lh,pos,804,2.959,juvenile,juvenile,j lh,23.6327591244364
n041t2,lh,prculs,455,2.288,juvenile,juvenile,j lh,13.591934446287
n041t2,lh,prcus-a,156,2.467,juvenile,juvenile,j lh,12.1840589028358
n041t2,lh,prcus-i,290,2.131,juvenile,juvenile,j lh,11.1257584603865
n041t2,lh,prcus-p,292,2.706,juvenile,juvenile,j lh,14.0091634257908
n041t2,lh,spls,515,2.851,juvenile,juvenile,j lh,14.0708457792784
n041t2,lh,sps,365,2.263,juvenile,juvenile,j lh,14.9150880660058
n041t2,lh,sspls,43,3.601,juvenile,juvenile,j lh,5.12410116372285
n041t2,rh,icgs-p,15,3.524,juvenile,juvenile,j rh,1.29685417291959
n041t2,rh,ifrms,18,3.381,juvenile,juvenile,j rh,1.53666277514762
n041t2,rh,mcgs,1059,2.613,juvenile,juvenile,j rh,14.9850097059577
n041t2,rh,pos,1170,2.677,juvenile,juvenile,j rh,20.8704135881378
n041t2,rh,prculs,658,2.383,juvenile,juvenile,j rh,15.4514965091491
n041t2,rh,prcus-a,139,2.739,juvenile,juvenile,j rh,7.46227552958248
n041t2,rh,prcus-i,364,2.413,juvenile,juvenile,j rh,13.7043761008406
n041t2,rh,prcus-p,217,3.4,juvenile,juvenile,j rh,2.03127510317079
n041t2,rh,spls,468,2.793,juvenile,juvenile,j rh,13.5111520497353
n041t2,rh,sps,720,2.38,juvenile,juvenile,j rh,14.4881585656338
n043t1,lh,icgs-p,43,4.318,juvenile,juvenile,j lh,2.00074448314808
n043t1,lh,ifrms,81,3.805,juvenile,juvenile,j lh,2.50782481846527
n043t1,lh,mcgs,594,2.454,juvenile,juvenile,j lh,16.3203434149258
n043t1,lh,pos,624,2.869,juvenile,juvenile,j lh,18.9597436329478
n043t1,lh,prculs,581,2.14,juvenile,juvenile,j lh,11.9191175638707
n043t1,lh,prcus-a,126,2.976,juvenile,juvenile,j lh,11.6392257709995
n043t1,lh,prcus-i,344,2.343,juvenile,juvenile,j lh,10.7215483820672
n043t1,lh,prcus-p,58,3.346,juvenile,juvenile,j lh,3.37839847095612
n043t1,lh,spls,245,2.746,juvenile,juvenile,j lh,11.4046391843348
n043t1,lh,sspls,157,3.344,juvenile,juvenile,j lh,5.97691533846955
n043t1,rh,icgs-p,40,3.852,juvenile,juvenile,j rh,5.75766080802493
n043t1,rh,ifrms,22,4.556,juvenile,juvenile,j rh,1.80597061402544
n043t1,rh,mcgs,288,2.347,juvenile,juvenile,j rh,14.7053802581196
n043t1,rh,pos,854,2.686,juvenile,juvenile,j rh,21.385730197476
n043t1,rh,prculs,441,2.046,juvenile,juvenile,j rh,16.8317320308572
n043t1,rh,prcus-a,243,1.954,juvenile,juvenile,j rh,12.3329413446868
n043t1,rh,prcus-i,342,2.354,juvenile,juvenile,j rh,12.9471314427002
n043t1,rh,prcus-p,743,2.627,juvenile,juvenile,j rh,9.66036994338345
n043t1,rh,spls,467,3.18,juvenile,juvenile,j rh,12.5005372726866
n043t1,rh,sps,599,1.933,juvenile,juvenile,j rh,13.7208047997207
n043t1,rh,sspls,28,3.815,juvenile,juvenile,j rh,1.80859915586789
n044t2,lh,ifrms,124,2.893,juvenile,juvenile,j lh,8.70959620048311
n044t2,lh,mcgs,361,2.302,juvenile,juvenile,j lh,13.669602929673
n044t2,lh,pos,1149,2.476,juvenile,juvenile,j lh,17.8087321121997
n044t2,lh,prculs,190,2.582,juvenile,juvenile,j lh,11.2906568156885
n044t2,lh,prcus-a,328,2.579,juvenile,juvenile,j lh,15.2083330435072
n044t2,lh,prcus-i,220,2.989,juvenile,juvenile,j lh,12.6465085238445
n044t2,lh,prcus-p,254,2.991,juvenile,juvenile,j lh,10.568766893933
n044t2,lh,spls,353,2.862,juvenile,juvenile,j lh,14.7973942260369
n044t2,lh,sps,928,2.3,juvenile,juvenile,j lh,16.3103842655364
n044t2,lh,sspls,23,4.119,juvenile,juvenile,j lh,1.63569086806272
n044t2,rh,ifrms,52,4.236,juvenile,juvenile,j rh,1.03141221213786
n044t2,rh,mcgs,527,2.466,juvenile,juvenile,j rh,12.6029765687991
n044t2,rh,pos,1041,2.744,juvenile,juvenile,j rh,20.8699165239212
n044t2,rh,prculs,225,3.186,juvenile,juvenile,j rh,14.3747476134133
n044t2,rh,prcus-a,495,2.622,juvenile,juvenile,j rh,12.8153857232878
n044t2,rh,prcus-i,373,2.762,juvenile,juvenile,j rh,8.30452911406211
n044t2,rh,prcus-p,279,2.603,juvenile,juvenile,j rh,13.3131165716782
n044t2,rh,spls,562,3.141,juvenile,juvenile,j rh,14.7320642357798
n044t2,rh,sps,252,2.382,juvenile,juvenile,j rh,11.259015923546
n049t1,lh,icgs-p,102,3.107,juvenile,juvenile,j lh,8.90540492121768
n049t1,lh,ifrms,61,4.006,juvenile,juvenile,j lh,2.41171966072437
n049t1,lh,mcgs,997,2.582,juvenile,juvenile,j lh,20.0727405734321
n049t1,lh,pos,1250,2.635,juvenile,juvenile,j lh,23.1310487487979
n049t1,lh,prculs,94,3.143,juvenile,juvenile,j lh,13.6229139923515
n049t1,lh,prcus-a,507,2.247,juvenile,juvenile,j lh,15.9318609861326
n049t1,lh,prcus-i,456,2.258,juvenile,juvenile,j lh,11.5371622362608
n049t1,lh,prcus-p,169,2.853,juvenile,juvenile,j lh,10.3367464397351
n049t1,lh,spls,351,3.069,juvenile,juvenile,j lh,15.9691989632617
n049t1,lh,sps,229,2.261,juvenile,juvenile,j lh,7.41766230348218
n049t1,rh,ifrms,70,3.678,juvenile,juvenile,j rh,3.48961516454857
n049t1,rh,mcgs,1153,2.484,juvenile,juvenile,j rh,18.6933021114135
n049t1,rh,pos,1120,2.724,juvenile,juvenile,j rh,21.4485773251636
n049t1,rh,prculs,129,2.35,juvenile,juvenile,j rh,12.4607458086956
n049t1,rh,prcus-a,187,2.595,juvenile,juvenile,j rh,9.15012870181604
n049t1,rh,prcus-i,166,2.8,juvenile,juvenile,j rh,13.3210528472992
n049t1,rh,prcus-p,138,2.649,juvenile,juvenile,j rh,7.97859877789463
n049t1,rh,spls,535,2.896,juvenile,juvenile,j rh,14.6304423889786
n049t1,rh,sps,306,2.3,juvenile,juvenile,j rh,12.4502309490146
n050t2,lh,icgs-p,20,3.475,juvenile,juvenile,j lh,1.76124234539663
n050t2,lh,ifrms,56,4.128,juvenile,juvenile,j lh,1.64335428984252
n050t2,lh,mcgs,868,2.592,juvenile,juvenile,j lh,16.748334656598
n050t2,lh,pos,854,2.795,juvenile,juvenile,j lh,20.2685295335072
n050t2,lh,prculs,291,2.398,juvenile,juvenile,j lh,14.9167171890394
