sub,hemi,label,total_surface_area_.mm.2.,cortical_thickness_mean,dataset,group,group_hemi,sulcal_depth_mm
016_S_4951,lh,sps,217,1.958,ADNI,older adult,oa lh,8.50471663610551
016_S_4951,rh,icgs-p,28,3.327,ADNI,older adult,oa rh,1.3931192321712
016_S_4951,rh,ifrms,36,3.288,ADNI,older adult,oa rh,1.21964037626521
016_S_4951,rh,mcgs,810,1.876,ADNI,older adult,oa rh,11.6718225658336
016_S_4951,rh,pos,1407,2.051,ADNI,older adult,oa rh,18.2098586384667
016_S_4951,rh,prculs,305,1.792,ADNI,older adult,oa rh,14.354101259118
016_S_4951,rh,prcus-a,146,2.412,ADNI,older adult,oa rh,7.95033837508436
016_S_4951,rh,prcus-i,579,1.785,ADNI,older adult,oa rh,10.1457261460908
016_S_4951,rh,prcus-p,124,2.029,ADNI,older adult,oa rh,6.92192711227082
016_S_4951,rh,spls,315,2.362,ADNI,older adult,oa rh,9.0812183998386
016_S_4952,lh,ifrms,77,3.697,ADNI,older adult,oa lh,2.33710344741538
016_S_4952,lh,mcgs,776,1.732,ADNI,older adult,oa lh,13.9581438136472
016_S_4952,lh,pos,657,2.025,ADNI,older adult,oa lh,19.2101426562523
016_S_4952,lh,prculs,525,1.788,ADNI,older adult,oa lh,15.8140231677099
016_S_4952,lh,prcus-a,221,1.52,ADNI,older adult,oa lh,8.08642923810028
016_S_4952,lh,prcus-i,231,1.909,ADNI,older adult,oa lh,11.7536667666789
016_S_4952,lh,prcus-p,163,2.552,ADNI,older adult,oa lh,8.88721319148478
016_S_4952,lh,spls,191,2.542,ADNI,older adult,oa lh,11.1838611093591
016_S_4952,lh,sspls,104,3.437,ADNI,older adult,oa lh,2.799785512882
016_S_4952,rh,ifrms,68,2.366,ADNI,older adult,oa rh,6.99861562467267
016_S_4952,rh,mcgs,509,1.652,ADNI,older adult,oa rh,13.9895532284879
016_S_4952,rh,pos,742,2.118,ADNI,older adult,oa rh,20.1888039833187
016_S_4952,rh,prculs,296,1.61,ADNI,older adult,oa rh,12.9050663678595
016_S_4952,rh,prcus-a,93,1.693,ADNI,older adult,oa rh,7.89649253920033
016_S_4952,rh,prcus-i,141,1.958,ADNI,older adult,oa rh,7.46375681623226
016_S_4952,rh,prcus-p,106,1.862,ADNI,older adult,oa rh,6.86813408372744
016_S_4952,rh,spls,479,2.358,ADNI,older adult,oa rh,11.0507626263903
016_S_4952,rh,sps,457,1.664,ADNI,older adult,oa rh,11.7800155156204
018_S_4400,lh,icgs-p,26,2.472,ADNI,older adult,oa lh,2.94596549908259
018_S_4400,lh,ifrms,53,2.708,ADNI,older adult,oa lh,2.39148173760646
018_S_4400,lh,mcgs,706,1.946,ADNI,older adult,oa lh,14.6857713555748
018_S_4400,lh,pos,527,2.506,ADNI,older adult,oa lh,19.2448787729389
018_S_4400,lh,prculs,227,2.139,ADNI,older adult,oa lh,16.751337689422
018_S_4400,lh,prcus-a,137,2.162,ADNI,older adult,oa lh,9.4894004472495
018_S_4400,lh,prcus-i,348,1.906,ADNI,older adult,oa lh,11.529013670734
018_S_4400,lh,prcus-p,334,2.157,ADNI,older adult,oa lh,7.38244628518715
018_S_4400,lh,spls,346,2.408,ADNI,older adult,oa lh,11.2874303332911
018_S_4400,lh,sps,611,2.002,ADNI,older adult,oa lh,14.8917762197903
018_S_4400,rh,icgs-p,60,2.511,ADNI,older adult,oa rh,2.74097245421286
018_S_4400,rh,ifrms,53,2.794,ADNI,older adult,oa rh,1.92594052158192
018_S_4400,rh,mcgs,742,1.987,ADNI,older adult,oa rh,14.0470269166959
018_S_4400,rh,pos,903,2.456,ADNI,older adult,oa rh,19.5821860968578
018_S_4400,rh,prculs,171,2.14,ADNI,older adult,oa rh,11.370642972158
018_S_4400,rh,prcus-a,78,2.204,ADNI,older adult,oa rh,3.6190490745176
018_S_4400,rh,prcus-i,424,2.011,ADNI,older adult,oa rh,12.1218607903153
018_S_4400,rh,prcus-p,61,2.405,ADNI,older adult,oa rh,1.92029122812034
018_S_4400,rh,spls,427,2.283,ADNI,older adult,oa rh,9.72941187917471
018_S_4400,rh,sps,228,1.976,ADNI,older adult,oa rh,7.43974913462069
022_S_4266,lh,icgs-p,25,1.592,ADNI,older adult,oa lh,3.69643722073404
022_S_4266,lh,ifrms,66,3.057,ADNI,older adult,oa lh,3.76128228565022
022_S_4266,lh,mcgs,584,2.068,ADNI,older adult,oa lh,13.1543136042302
022_S_4266,lh,pos,756,2.349,ADNI,older adult,oa lh,21.1420132024651
022_S_4266,lh,prculs,507,1.951,ADNI,older adult,oa lh,17.0514997224107
022_S_4266,lh,prcus-a,78,2.387,ADNI,older adult,oa lh,3.37319932072672
022_S_4266,lh,prcus-i,719,2.149,ADNI,older adult,oa lh,12.5039363407281
022_S_4266,lh,prcus-p,178,2.245,ADNI,older adult,oa lh,7.8105325133928
022_S_4266,lh,spls,371,2.594,ADNI,older adult,oa lh,12.1108899330461
022_S_4266,lh,sps,106,2.495,ADNI,older adult,oa lh,3.63470765154989
022_S_4266,lh,sspls,20,2.579,ADNI,older adult,oa lh,2.62829076186775
022_S_4266,rh,icgs-p,34,2.217,ADNI,older adult,oa rh,3.04080998227442
022_S_4266,rh,ifrms,48,2.95,ADNI,older adult,oa rh,1.96549505573226
022_S_4266,rh,mcgs,802,2.145,ADNI,older adult,oa rh,14.3825242268797
022_S_4266,rh,pos,782,2.614,ADNI,older adult,oa rh,19.6844082359246
022_S_4266,rh,prculs,459,2.081,ADNI,older adult,oa rh,13.5438609137289
022_S_4266,rh,prcus-a,459,2.323,ADNI,older adult,oa rh,9.21535145891912
022_S_4266,rh,prcus-i,88,2.378,ADNI,older adult,oa rh,1.89371917512165
022_S_4266,rh,prcus-p,45,2.279,ADNI,older adult,oa rh,2.7327936544794
022_S_4266,rh,spls,284,2.547,ADNI,older adult,oa rh,9.65168065724698
022_S_4266,rh,sps,424,2.098,ADNI,older adult,oa rh,11.416095186354
022_S_4320,lh,ifrms,20,2.646,ADNI,older adult,oa lh,2.55682455728227
022_S_4320,lh,mcgs,860,1.96,ADNI,older adult,oa lh,14.3223335826103
022_S_4320,lh,pos,852,2.013,ADNI,older adult,oa lh,24.0188744796815
022_S_4320,lh,prculs,564,2.018,ADNI,older adult,oa lh,18.3388326901032
022_S_4320,lh,prcus-a,277,2.054,ADNI,older adult,oa lh,12.0398085900477
022_S_4320,lh,prcus-i,117,2.29,ADNI,older adult,oa lh,8.6031883859925
022_S_4320,lh,prcus-p,40,2.53,ADNI,older adult,oa lh,3.15840316281898
022_S_4320,lh,spls,618,2.143,ADNI,older adult,oa lh,12.4945946362662
022_S_4320,lh,sps,662,1.955,ADNI,older adult,oa lh,11.7966688678126
022_S_4320,rh,icgs-p,52,2.263,ADNI,older adult,oa rh,4.16415154292025
022_S_4320,rh,ifrms,66,2.81,ADNI,older adult,oa rh,8.13108789621151
022_S_4320,rh,mcgs,806,2.044,ADNI,older adult,oa rh,17.1110466222855
022_S_4320,rh,pos,1369,2.141,ADNI,older adult,oa rh,23.3590328269647
022_S_4320,rh,prculs,512,1.985,ADNI,older adult,oa rh,11.6313546554416
022_S_4320,rh,prcus-a,116,1.895,ADNI,older adult,oa rh,4.8963513255415
022_S_4320,rh,prcus-i,153,2.068,ADNI,older adult,oa rh,8.85664511533814
022_S_4320,rh,prcus-p,61,2.21,ADNI,older adult,oa rh,7.99790210783182
022_S_4320,rh,spls,481,2.27,ADNI,older adult,oa rh,11.8126963695481
022_S_4320,rh,sps,769,2.004,ADNI,older adult,oa rh,12.1506009146941
022_S_4320,rh,sspls,56,3.318,ADNI,older adult,oa rh,4.34542448104894
022_S_6069,lh,icgs-p,42,3.77,ADNI,older adult,oa lh,1.8131404825175
022_S_6069,lh,ifrms,50,3.117,ADNI,older adult,oa lh,3.0538710020779
022_S_6069,lh,mcgs,913,2.265,ADNI,older adult,oa lh,15.9612299202764
022_S_6069,lh,pos,1050,2.385,ADNI,older adult,oa lh,18.8504668746075
022_S_6069,lh,prculs,872,2.134,ADNI,older adult,oa lh,20.8636318596524
022_S_6069,lh,prcus-a,246,2.005,ADNI,older adult,oa lh,8.20126026140733
022_S_6069,lh,prcus-i,310,2.289,ADNI,older adult,oa lh,14.5464596885084
022_S_6069,lh,prcus-p,348,2.102,ADNI,older adult,oa lh,12.62718121989
022_S_6069,lh,spls,656,2.372,ADNI,older adult,oa lh,14.1432394357014
022_S_6069,rh,ifrms,58,3.401,ADNI,older adult,oa rh,1.37133046577737
022_S_6069,rh,mcgs,921,2.147,ADNI,older adult,oa rh,13.5192488350265
022_S_6069,rh,pos,1749,2.321,ADNI,older adult,oa rh,17.9835611692552
022_S_6069,rh,prculs,79,2.255,ADNI,older adult,oa rh,9.93038005329297
022_S_6069,rh,prcus-a,110,2.113,ADNI,older adult,oa rh,7.60382906382745
022_S_6069,rh,prcus-i,372,2.171,ADNI,older adult,oa rh,11.3603655559284
022_S_6069,rh,prcus-p,153,2.367,ADNI,older adult,oa rh,4.8521744938991
022_S_6069,rh,spls,783,2.342,ADNI,older adult,oa rh,12.0326339722382
022_S_6069,rh,sps,499,2.143,ADNI,older adult,oa rh,14.3202164422559
022_S_6069,rh,sspls,51,2.854,ADNI,older adult,oa rh,2.48473413389287
024_S_4084,lh,icgs-p,62,3.256,ADNI,older adult,oa lh,7.20442467461474
024_S_4084,lh,ifrms,62,3.581,ADNI,older adult,oa lh,3.50688544788874
024_S_4084,lh,mcgs,750,2.198,ADNI,older adult,oa lh,17.0148520483171
024_S_4084,lh,pos,788,2.178,ADNI,older adult,oa lh,19.2259537245533
024_S_4084,lh,prculs,223,2.305,ADNI,older adult,oa lh,15.7913796461684
024_S_4084,lh,prcus-a,440,2.119,ADNI,older adult,oa lh,11.4386062087437
024_S_4084,lh,prcus-i,313,2.236,ADNI,older adult,oa lh,12.2662637006748
024_S_4084,lh,prcus-p,314,2.463,ADNI,older adult,oa lh,8.58106614594141
024_S_4084,lh,spls,428,3.004,ADNI,older adult,oa lh,10.983063057165
024_S_4084,lh,sps,103,2.62,ADNI,older adult,oa lh,3.68468284154651
024_S_4084,rh,ifrms,93,3.787,ADNI,older adult,oa rh,1.12537389023601
024_S_4084,rh,mcgs,800,2.156,ADNI,older adult,oa rh,15.9298636436036
024_S_4084,rh,pos,1070,2.492,ADNI,older adult,oa rh,23.4159229622853
024_S_4084,rh,prculs,614,2.243,ADNI,older adult,oa rh,21.1218676029229
024_S_4084,rh,prcus-a,230,1.799,ADNI,older adult,oa rh,11.9810840704125
024_S_4084,rh,prcus-i,190,2.561,ADNI,older adult,oa rh,3.88829977063936
024_S_4084,rh,prcus-p,314,2.226,ADNI,older adult,oa rh,8.00805232913741
024_S_4084,rh,spls,463,2.615,ADNI,older adult,oa rh,13.5182692020828
024_S_4084,rh,sps,275,1.938,ADNI,older adult,oa rh,12.3407813671059
024_S_4084,rh,sspls,18,3.086,ADNI,older adult,oa rh,2.31038724213138
024_S_6385,lh,ifrms,69,3.225,ADNI,older adult,oa lh,4.66763318028407
024_S_6385,lh,mcgs,531,1.775,ADNI,older adult,oa lh,15.9099377021782
024_S_6385,lh,pos,995,1.898,ADNI,older adult,oa lh,18.5050702087129
024_S_6385,lh,prculs,775,1.957,ADNI,older adult,oa lh,13.9601643064203
024_S_6385,lh,prcus-a,219,2.053,ADNI,older adult,oa lh,7.45660136069289
024_S_6385,lh,prcus-i,148,2.108,ADNI,older adult,oa lh,9.83721536141571
024_S_6385,lh,prcus-p,216,2.388,ADNI,older adult,oa lh,6.35702073444399
024_S_6385,lh,spls,994,2.416,ADNI,older adult,oa lh,12.1745615358763
024_S_6385,lh,sps,243,2.209,ADNI,older adult,oa lh,4.60204097418323
024_S_6385,lh,sspls,173,2.756,ADNI,older adult,oa lh,5.26661271735884
024_S_6385,rh,ifrms,115,3.358,ADNI,older adult,oa rh,0.915421310854416
024_S_6385,rh,mcgs,1144,2.119,ADNI,older adult,oa rh,14.5518707501585
024_S_6385,rh,pos,1527,1.94,ADNI,older adult,oa rh,20.9163659613408
024_S_6385,rh,prculs,519,1.625,ADNI,older adult,oa rh,16.3911311828535
024_S_6385,rh,prcus-a,150,2.213,ADNI,older adult,oa rh,8.25103541575907
024_S_6385,rh,prcus-i,342,1.892,ADNI,older adult,oa rh,7.70812013077572
024_S_6385,rh,prcus-p,121,2.598,ADNI,older adult,oa rh,0.929988071159092
024_S_6385,rh,spls,857,2.379,ADNI,older adult,oa rh,11.3899967170088
024_S_6385,rh,sps,425,1.952,ADNI,older adult,oa rh,11.6152212336429
024_S_6385,rh,sspls,31,3.364,ADNI,older adult,oa rh,2.64885031005939
031_S_4021,lh,ifrms,47,2.831,ADNI,older adult,oa lh,3.6688689980838
031_S_4021,lh,mcgs,845,2.375,ADNI,older adult,oa lh,15.1205125111899
031_S_4021,lh,pos,1009,2.271,ADNI,older adult,oa lh,21.7497416606254
031_S_4021,lh,prculs,378,1.909,ADNI,older adult,oa lh,16.7603521503579
031_S_4021,lh,prcus-a,278,2.283,ADNI,older adult,oa lh,10.602228157346
031_S_4021,lh,prcus-i,129,2.697,ADNI,older adult,oa lh,5.64054455117969
031_S_4021,lh,prcus-p,207,2.016,ADNI,older adult,oa lh,9.31262225227273
031_S_4021,lh,spls,217,2.715,ADNI,older adult,oa lh,11.1504089187656
031_S_4021,rh,ifrms,79,3.045,ADNI,older adult,oa rh,2.05868941993444
031_S_4021,rh,mcgs,856,2.274,ADNI,older adult,oa rh,13.7329572472607
031_S_4021,rh,pos,994,2.387,ADNI,older adult,oa rh,22.5845300946364
031_S_4021,rh,prculs,370,2.134,ADNI,older adult,oa rh,17.6034868914999
031_S_4021,rh,prcus-a,72,2.854,ADNI,older adult,oa rh,4.09931574555449
031_S_4021,rh,prcus-i,266,2.199,ADNI,older adult,oa rh,10.6720564717112
031_S_4021,rh,prcus-p,56,2.393,ADNI,older adult,oa rh,10.4155131089444
031_S_4021,rh,spls,303,2.549,ADNI,older adult,oa rh,10.6035093367241
031_S_4021,rh,sps,230,2.208,ADNI,older adult,oa rh,9.47067958041625
032_S_4277,lh,ifrms,65,2.711,ADNI,older adult,oa lh,10.8820367131846
032_S_4277,lh,mcgs,948,2.078,ADNI,older adult,oa lh,16.1961282517825
032_S_4277,lh,pos,1113,2.154,ADNI,older adult,oa lh,21.814111129356
032_S_4277,lh,prculs,139,2.098,ADNI,older adult,oa lh,12.8770085568542
032_S_4277,lh,prcus-a,542,2,ADNI,older adult,oa lh,11.6470006842495
032_S_4277,lh,prcus-i,89,3.445,ADNI,older adult,oa lh,1.58963203987324
032_S_4277,lh,prcus-p,201,2.099,ADNI,older adult,oa lh,8.81987313792275
032_S_4277,lh,spls,291,2.25,ADNI,older adult,oa lh,9.63411513554836
032_S_4277,rh,ifrms,82,3.133,ADNI,older adult,oa rh,8.62586965272415
032_S_4277,rh,mcgs,920,2.074,ADNI,older adult,oa rh,14.1281255486429
032_S_4277,rh,pos,1246,2.276,ADNI,older adult,oa rh,22.1730103795992
032_S_4277,rh,prculs,182,2.209,ADNI,older adult,oa rh,15.8124987810377
032_S_4277,rh,prcus-a,128,2.804,ADNI,older adult,oa rh,3.03309396973432
032_S_4277,rh,prcus-i,441,2.204,ADNI,older adult,oa rh,8.32482766488127
032_S_4277,rh,prcus-p,174,2.8,ADNI,older adult,oa rh,6.35641858506541
032_S_4277,rh,spls,322,2.537,ADNI,older adult,oa rh,9.80815894251855
032_S_4277,rh,sps,120,1.652,ADNI,older adult,oa rh,9.27138090993162
035_S_4464,lh,icgs-p,25,2.817,ADNI,older adult,oa lh,3.12574170445949
035_S_4464,lh,ifrms,46,3.499,ADNI,older adult,oa lh,4.59082423399903
035_S_4464,lh,mcgs,1074,2.363,ADNI,older adult,oa lh,16.1575589177452
035_S_4464,lh,pos,1531,2.315,ADNI,older adult,oa lh,22.0927068001425
035_S_4464,lh,prculs,242,2.432,ADNI,older adult,oa lh,16.8452169411407
035_S_4464,lh,prcus-a,192,2.105,ADNI,older adult,oa lh,11.7059230181477
035_S_4464,lh,prcus-i,274,2.19,ADNI,older adult,oa lh,10.5461474142759
035_S_4464,lh,prcus-p,123,2.532,ADNI,older adult,oa lh,4.82414724950122
035_S_4464,lh,spls,613,2.447,ADNI,older adult,oa lh,14.7774807682358
035_S_4464,lh,sps,167,2.098,ADNI,older adult,oa lh,9.61509345244213
035_S_4464,lh,sspls,68,3.167,ADNI,older adult,oa lh,8.0020244993714
035_S_4464,rh,icgs-p,63,2.876,ADNI,older adult,oa rh,3.36288726826072
035_S_4464,rh,ifrms,11,3.116,ADNI,older adult,oa rh,0.999676183207617
035_S_4464,rh,mcgs,865,2.217,ADNI,older adult,oa rh,13.6293696686062
035_S_4464,rh,pos,1671,2.308,ADNI,older adult,oa rh,20.3619463140123
035_S_4464,rh,prculs,317,2.172,ADNI,older adult,oa rh,10.1964586481848
035_S_4464,rh,prcus-a,165,2.592,ADNI,older adult,oa rh,7.95292198318956
035_S_4464,rh,prcus-i,409,2.253,ADNI,older adult,oa rh,10.591879219737
035_S_4464,rh,prcus-p,262,2.326,ADNI,older adult,oa rh,9.49008964857167
035_S_4464,rh,spls,529,2.651,ADNI,older adult,oa rh,11.2565289955961
035_S_4464,rh,sps,378,2.137,ADNI,older adult,oa rh,11.0790595070031
035_S_4464,rh,sspls,103,3.735,ADNI,older adult,oa rh,1.37409294696855
035_S_6488,lh,ifrms,56,3.032,ADNI,older adult,oa lh,2.86240054814309
035_S_6488,lh,mcgs,1122,2.343,ADNI,older adult,oa lh,15.6758251202858
035_S_6488,lh,pos,1085,2.186,ADNI,older adult,oa lh,18.9345130242278
035_S_6488,lh,prculs,240,2.297,ADNI,older adult,oa lh,16.9596269342394
035_S_6488,lh,prcus-a,76,3.128,ADNI,older adult,oa lh,2.93397596543354
035_S_6488,lh,prcus-i,287,2.507,ADNI,older adult,oa lh,10.1839915532971
035_S_6488,lh,prcus-p,180,2.262,ADNI,older adult,oa lh,12.8999499678728
035_S_6488,lh,spls,397,2.551,ADNI,older adult,oa lh,9.48880565333131
035_S_6488,lh,sps,132,2.175,ADNI,older adult,oa lh,8.68347487150367
035_S_6488,lh,sspls,139,2.477,ADNI,older adult,oa lh,10.1157728124974
035_S_6488,rh,icgs-p,38,2.532,ADNI,older adult,oa rh,2.70540936029179
035_S_6488,rh,ifrms,24,3.291,ADNI,older adult,oa rh,1.07397941609567
035_S_6488,rh,mcgs,1097,2.313,ADNI,older adult,oa rh,15.1947052264446
035_S_6488,rh,pos,1266,2.348,ADNI,older adult,oa rh,20.4376078675444
035_S_6488,rh,prculs,391,2.233,ADNI,older adult,oa rh,15.8521567526373
035_S_6488,rh,prcus-a,97,2.242,ADNI,older adult,oa rh,6.32269662209223
035_S_6488,rh,prcus-i,50,3.041,ADNI,older adult,oa rh,1.68113756319049
035_S_6488,rh,prcus-p,262,2.173,ADNI,older adult,oa rh,9.30700066241941
035_S_6488,rh,spls,327,2.478,ADNI,older adult,oa rh,10.6863643041034
035_S_6488,rh,sps,242,2.265,ADNI,older adult,oa rh,8.36101338788872
035_S_6488,rh,sspls,64,3.088,ADNI,older adult,oa rh,3.19270026383532
037_S_6187,lh,ifrms,42,2.731,ADNI,older adult,oa lh,2.60116194938107
037_S_6187,lh,mcgs,968,2.217,ADNI,older adult,oa lh,16.0444563059531
037_S_6187,lh,pos,1014,2.348,ADNI,older adult,oa lh,21.9128775943558
037_S_6187,lh,prculs,457,2.01,ADNI,older adult,oa lh,15.0566275835662
037_S_6187,lh,prcus-a,202,2.405,ADNI,older adult,oa lh,8.37295711649329
037_S_6187,lh,prcus-i,146,2.429,ADNI,older adult,oa lh,8.38497671281666
037_S_6187,lh,prcus-p,127,2.082,ADNI,older adult,oa lh,7.43575074582268
037_S_6187,lh,spls,332,2.223,ADNI,older adult,oa lh,11.4780719265004
037_S_6187,lh,sps,233,2.141,ADNI,older adult,oa lh,11.7141535641081
037_S_6187,lh,sspls,59,3.087,ADNI,older adult,oa lh,2.7816447380316
037_S_6187,rh,ifrms,60,2.809,ADNI,older adult,oa rh,1.83287395546498
037_S_6187,rh,mcgs,1118,2.109,ADNI,older adult,oa rh,13.3599097553845
037_S_6187,rh,pos,748,2.279,ADNI,older adult,oa rh,17.4477746741132
037_S_6187,rh,prculs,259,2.004,ADNI,older adult,oa rh,10.7954140470422
037_S_6187,rh,prcus-a,261,2.049,ADNI,older adult,oa rh,11.3182383005151
037_S_6187,rh,prcus-i,111,2.288,ADNI,older adult,oa rh,3.62394707676418
037_S_6187,rh,prcus-p,57,2.038,ADNI,older adult,oa rh,5.20137587930958
037_S_6187,rh,spls,393,2.309,ADNI,older adult,oa rh,12.0625635797517
037_S_6187,rh,sps,195,2.079,ADNI,older adult,oa rh,11.9414863615345
037_S_6187,rh,sspls,60,2.88,ADNI,older adult,oa rh,1.54816747460197
037_S_6204,lh,ifrms,28,3.18,ADNI,older adult,oa lh,2.6195951767937
037_S_6204,lh,mcgs,1144,2.329,ADNI,older adult,oa lh,18.6838940042082
037_S_6204,lh,pos,1048,2.324,ADNI,older adult,oa lh,19.4920769357268
037_S_6204,lh,prculs,767,2.074,ADNI,older adult,oa lh,12.925262920113
037_S_6204,lh,prcus-a,367,2.065,ADNI,older adult,oa lh,14.0354496934263
037_S_6204,lh,prcus-i,124,2.74,ADNI,older adult,oa lh,5.92767958012393
037_S_6204,lh,prcus-p,78,2.874,ADNI,older adult,oa lh,4.24400104509978
037_S_6204,lh,spls,505,2.368,ADNI,older adult,oa lh,13.5040626821727
037_S_6204,rh,ifrms,27,3.17,ADNI,older adult,oa rh,1.2275672921067
037_S_6204,rh,mcgs,601,2.258,ADNI,older adult,oa rh,13.1673541054636
037_S_6204,rh,pos,1086,2.408,ADNI,older adult,oa rh,21.7682781633971
037_S_6204,rh,prculs,615,2.123,ADNI,older adult,oa rh,16.6925293081722
037_S_6204,rh,prcus-a,241,2.218,ADNI,older adult,oa rh,8.32763212301193
037_S_6204,rh,prcus-i,84,2.764,ADNI,older adult,oa rh,3.46631037492388
037_S_6204,rh,prcus-p,193,2.429,ADNI,older adult,oa rh,9.29023963409406
037_S_6204,rh,spls,665,2.462,ADNI,older adult,oa rh,12.7604569970079
037_S_6204,rh,sps,426,2.271,ADNI,older adult,oa rh,11.8136678232768
041_S_6401,lh,ifrms,16,2.862,ADNI,older adult,oa lh,4.96032460339647
041_S_6401,lh,mcgs,1073,1.949,ADNI,older adult,oa lh,19.0948616153565
041_S_6401,lh,pos,1051,2.137,ADNI,older adult,oa lh,21.1981150332185
041_S_6401,lh,prculs,793,1.732,ADNI,older adult,oa lh,17.670599721802
041_S_6401,lh,prcus-a,500,1.84,ADNI,older adult,oa lh,13.3421598500029
041_S_6401,lh,prcus-i,132,2.187,ADNI,older adult,oa lh,6.65252120401528
041_S_6401,lh,prcus-p,126,1.904,ADNI,older adult,oa lh,9.03188527961675
041_S_6401,lh,spls,624,2.269,ADNI,older adult,oa lh,14.526076936834
041_S_6401,lh,sps,364,1.937,ADNI,older adult,oa lh,8.4623938217178
041_S_6401,lh,sspls,67,2.347,ADNI,older adult,oa lh,5.76002611494486
041_S_6401,rh,ifrms,31,2.84,ADNI,older adult,oa rh,2.21746013033763
041_S_6401,rh,mcgs,1133,1.951,ADNI,older adult,oa rh,15.9081770824401
041_S_6401,rh,pos,1372,2.026,ADNI,older adult,oa rh,20.2843155506043
041_S_6401,rh,prculs,336,1.527,ADNI,older adult,oa rh,15.5891323020056
041_S_6401,rh,prcus-a,272,2.064,ADNI,older adult,oa rh,10.1285257728809
041_S_6401,rh,prcus-i,330,1.703,ADNI,older adult,oa rh,8.02132901368208
041_S_6401,rh,prcus-p,242,2,ADNI,older adult,oa rh,7.11683926322824
041_S_6401,rh,spls,474,2.29,ADNI,older adult,oa rh,12.1688843441749
041_S_6401,rh,sps,162,1.731,ADNI,older adult,oa rh,9.7200964971032
082_S_4428,lh,icgs-p,18,2.029,ADNI,older adult,oa lh,3.21658939246952
082_S_4428,lh,ifrms,61,2.248,ADNI,older adult,oa lh,4.69131275088066
082_S_4428,lh,mcgs,1425,1.915,ADNI,older adult,oa lh,17.1977736622058
082_S_4428,lh,pos,843,1.651,ADNI,older adult,oa lh,18.8867178462763
082_S_4428,lh,prculs,554,1.779,ADNI,older adult,oa lh,12.7477885310002
082_S_4428,lh,prcus-a,257,1.832,ADNI,older adult,oa lh,11.8769293659194
082_S_4428,lh,prcus-i,473,1.847,ADNI,older adult,oa lh,11.0597481423263
082_S_4428,lh,prcus-p,154,1.977,ADNI,older adult,oa lh,9.41671048410983
082_S_4428,lh,spls,523,2.164,ADNI,older adult,oa lh,13.8428900057294
082_S_4428,lh,sps,596,1.848,ADNI,older adult,oa lh,13.1088989288031
082_S_4428,rh,icgs-p,17,2.51,ADNI,older adult,oa rh,2.08820906377733
082_S_4428,rh,ifrms,62,2.099,ADNI,older adult,oa rh,5.38355831303772
082_S_4428,rh,mcgs,898,1.983,ADNI,older adult,oa rh,15.3359464453638
082_S_4428,rh,pos,1394,1.963,ADNI,older adult,oa rh,20.4465496790772
082_S_4428,rh,prculs,481,1.91,ADNI,older adult,oa rh,13.9153258732463
082_S_4428,rh,prcus-a,167,1.744,ADNI,older adult,oa rh,10.0546410926227
082_S_4428,rh,prcus-i,397,2.064,ADNI,older adult,oa rh,8.363499307314
082_S_4428,rh,prcus-p,310,2.015,ADNI,older adult,oa rh,10.7263067475732
082_S_4428,rh,spls,550,2.054,ADNI,older adult,oa rh,12.0674513888567
082_S_4428,rh,sps,65,2.413,ADNI,older adult,oa rh,2.51857156944357
100_S_6273,lh,ifrms,71,3.477,ADNI,older adult,oa lh,1.89159971223881
100_S_6273,lh,mcgs,907,2.296,ADNI,older adult,oa lh,14.1022444698883
100_S_6273,lh,pos,1009,2.475,ADNI,older adult,oa lh,16.966518595581
100_S_6273,lh,prculs,124,2.189,ADNI,older adult,oa lh,12.0176878460016
100_S_6273,lh,prcus-a,318,2.423,ADNI,older adult,oa lh,9.72444420804798
100_S_6273,lh,prcus-i,201,2.313,ADNI,older adult,oa lh,9.6502548828138
100_S_6273,lh,prcus-p,183,2.556,ADNI,older adult,oa lh,8.28312235129359
100_S_6273,lh,spls,334,2.799,ADNI,older adult,oa lh,9.71760956492915
100_S_6273,rh,icgs-p,39,3.014,ADNI,older adult,oa rh,1.27420908641679
100_S_6273,rh,ifrms,41,3.275,ADNI,older adult,oa rh,1.33196174521237
100_S_6273,rh,mcgs,690,2.136,ADNI,older adult,oa rh,11.7537152985748
100_S_6273,rh,pos,1194,2.479,ADNI,older adult,oa rh,17.1426306767084
100_S_6273,rh,prculs,375,2.147,ADNI,older adult,oa rh,17.1893269365238
100_S_6273,rh,prcus-a,206,1.99,ADNI,older adult,oa rh,6.22763674926983
100_S_6273,rh,prcus-i,285,2.117,ADNI,older adult,oa rh,10.9467821619789
100_S_6273,rh,prcus-p,205,2.624,ADNI,older adult,oa rh,6.54958730118109
100_S_6273,rh,spls,420,2.611,ADNI,older adult,oa rh,11.4828076542349
100_S_6273,rh,sps,207,1.851,ADNI,older adult,oa rh,9.7276186686424
100_S_6273,rh,sspls,40,2.561,ADNI,older adult,oa rh,3.30678786331601
100206,lh,ifrms,109,3.341,HCP_discovery,young adult,ya lh,2.59859721671999
100206,lh,mcgs,887,2.174,HCP_discovery,young adult,ya lh,18.4376009323387
100206,lh,pos,1273,2.391,HCP_discovery,young adult,ya lh,21.9184849423215
100206,lh,prculs,451,2.318,HCP_discovery,young adult,ya lh,15.7551827296191
100206,lh,prcus-a,420,2.251,HCP_discovery,young adult,ya lh,15.169829554122
100206,lh,prcus-i,245,2.354,HCP_discovery,young adult,ya lh,7.44028943234583
100206,lh,prcus-p,317,2.614,HCP_discovery,young adult,ya lh,9.27058288461778
