"","sub","hemi","label","cortical_thickness_mean","myelin","dataset","ratio","label_dataset"
"270",146937,"rh","prcus-i",2.185,1.29663932323456,"HCP_discovery",1.68512550934315,"prcus-i d"
"271",146937,"rh","prcus-p",2.409,1.30924439430237,"HCP_discovery",1.83999260220903,"prcus-p d"
"272",146937,"lh","sspls",3.675,1.396213889,"HCP_discovery",2.63211820835855,"sspls d"
"273",146937,"lh","prculs",1.98,1.35844147205353,"HCP_discovery",1.4575526739528,"prculs d"
"274",146937,"lh","pos",2.354,1.43804585933685,"HCP_discovery",1.63694362367939,"POS d"
"275",146937,"rh","sps",2.074,1.25021111965179,"HCP_discovery",1.65891981554096,"sps d"
"276",146937,"lh","prcus-p",2.382,1.30467283725739,"HCP_discovery",1.82574506955116,"prcus-p d"
"277",146937,"rh","prculs",1.974,1.36611688137054,"HCP_discovery",1.44497152982958,"prculs d"
"278",146937,"rh","pos",2.231,1.47352814674377,"HCP_discovery",1.51405319601808,"POS d"
"279",146937,"rh","spls",2.731,1.34292018413544,"HCP_discovery",2.03362793430512,"spls d"
"280",146937,"rh","ifrms",3.57,1.32771170139313,"HCP_discovery",2.68883673786568,"ifrms d"
"281",146937,"lh","ifrms",3.781,1.40834641456604,"HCP_discovery",2.68470879102927,"ifrms d"
"282",146937,"lh","spls",2.711,1.33952057361603,"HCP_discovery",2.02385842621414,"spls d"
"283",146937,"lh","sps",2.206,1.29697477817535,"HCP_discovery",1.70088118683658,"sps d"
"284",151425,"lh","pos",2.329,1.45466411113739,"HCP_discovery",1.60105689153146,"POS d"
"285",151425,"rh","mcgs",2.275,1.36561346054077,"HCP_discovery",1.66591796707915,"MCGS d"
"286",151425,"rh","prculs",2.206,1.47765100002289,"HCP_discovery",1.4929100308299,"prculs d"
"287",151425,"rh","prcus-a",2.256,1.26423966884613,"HCP_discovery",1.78447177034007,"prcus-a d"
"288",151425,"rh","prcus-p",2.7,1.31787347793579,"HCP_discovery",2.04875509311339,"prcus-p d"
"289",151425,"lh","mcgs",2.108,1.34569668769836,"HCP_discovery",1.56647483736135,"MCGS d"
"290",151425,"lh","prcus-a",2.26,1.30325031280518,"HCP_discovery",1.73412580668058,"prcus-a d"
"291",151425,"rh","prcus-i",2.299,1.32394766807556,"HCP_discovery",1.736473469032,"prcus-i d"
"292",151425,"rh","ifrms",2.817,1.29903435707092,"HCP_discovery",2.1685338687668,"ifrms d"
"293",151425,"lh","prculs",2.282,1.42819499969482,"HCP_discovery",1.59782102618173,"prculs d"
"294",151425,"lh","icgs-p",3.039,1.191729426,"HCP_discovery",2.55007549003829,"icgs-p d"
"295",151425,"lh","spls",2.639,1.35871839523315,"HCP_discovery",1.9422714885281,"spls d"
"296",151425,"lh","ifrms",3.433,1.23225009441376,"HCP_discovery",2.78596042764618,"ifrms d"
"297",151425,"rh","sps",2.204,1.33964169025421,"HCP_discovery",1.645216042494,"sps d"
"298",151425,"lh","sspls",2.982,1.425618887,"HCP_discovery",2.09172312964734,"sspls d"
"299",151425,"rh","pos",2.384,1.43696248531342,"HCP_discovery",1.65905514191626,"POS d"
"300",151425,"rh","spls",2.603,1.33955442905426,"HCP_discovery",1.94318345230492,"spls d"
"301",151425,"lh","prcus-p",2.27,1.29602944850922,"HCP_discovery",1.75150341113862,"prcus-p d"
"302",151425,"lh","sps",2.13,1.327397108078,"HCP_discovery",1.60464414683269,"sps d"
"303",151425,"lh","prcus-i",2.351,1.27625811100006,"HCP_discovery",1.84210386577507,"prcus-i d"
"304",151829,"rh","prcus-i",2.312,1.31502509117126,"HCP_discovery",1.75814135830728,"prcus-i d"
"305",151829,"rh","sspls",3.174,1.429846168,"HCP_discovery",2.21981921624453,"sspls d"
"306",151829,"lh","ifrms",3.595,1.42208826541901,"HCP_discovery",2.5279724806257,"ifrms d"
"307",151829,"rh","prcus-a",2.144,1.32448506355286,"HCP_discovery",1.61874230144116,"prcus-a d"
"308",151829,"lh","sspls",2.918,1.394237518,"HCP_discovery",2.09290021415132,"sspls d"
"309",151829,"lh","sps",1.927,1.34243047237396,"HCP_discovery",1.43545609225652,"sps d"
"310",151829,"lh","prcus-i",2.224,1.30107367038727,"HCP_discovery",1.70935747192395,"prcus-i d"
"311",151829,"rh","pos",2.322,1.45748805999756,"HCP_discovery",1.59315198781381,"POS d"
"312",151829,"rh","prcus-p",2.317,1.31476485729218,"HCP_discovery",1.76229231192867,"prcus-p d"
"313",151829,"rh","prculs",2.039,1.38286066055298,"HCP_discovery",1.4744797203101,"prculs d"
"314",151829,"lh","spls",2.468,1.32572710514069,"HCP_discovery",1.86161992949378,"spls d"
"315",151829,"lh","prcus-a",2.081,1.27981507778168,"HCP_discovery",1.6260161613403,"prcus-a d"
"316",151829,"rh","spls",2.505,1.34716892242432,"HCP_discovery",1.85945500842766,"spls d"
"317",151829,"rh","ifrms",3.307,1.34149944782257,"HCP_discovery",2.46515196511463,"ifrms d"
"318",151829,"lh","mcgs",2.276,1.31327140331268,"HCP_discovery",1.7330766468065,"MCGS d"
"319",151829,"rh","mcgs",2.305,1.3315372467041,"HCP_discovery",1.73108187976376,"MCGS d"
"320",151829,"lh","prcus-p",2.156,1.37807905673981,"HCP_discovery",1.56449660087031,"prcus-p d"
"321",151829,"lh","prculs",2.043,1.43646240234375,"HCP_discovery",1.42224397705545,"prculs d"
"322",151829,"lh","pos",2.288,1.42622625827789,"HCP_discovery",1.6042335405903,"POS d"
"323",151829,"rh","sps",1.902,1.34453463554382,"HCP_discovery",1.41461584530376,"sps d"
"324",164939,"rh","icgs-p",3.177,1.214288712,"HCP_discovery",2.61634648218652,"icgs-p d"
"325",164939,"lh","mcgs",1.992,1.26700007915497,"HCP_discovery",1.57221773918797,"MCGS d"
"326",164939,"rh","pos",2.553,1.45059716701508,"HCP_discovery",1.75996483245128,"POS d"
"327",164939,"rh","spls",2.698,1.34705007076263,"HCP_discovery",2.00289511025565,"spls d"
"328",164939,"rh","mcgs",2.066,1.33839416503906,"HCP_discovery",1.54364091981805,"MCGS d"
"329",164939,"lh","prcus-a",2.074,1.34600591659546,"HCP_discovery",1.54085503966127,"prcus-a d"
"330",164939,"lh","prcus-i",2.121,1.31178939342499,"HCP_discovery",1.61687539984007,"prcus-i d"
"331",164939,"rh","ifrms",3.183,1.36948084831238,"HCP_discovery",2.32423841773504,"ifrms d"
"332",164939,"lh","sps",1.806,1.31468939781189,"HCP_discovery",1.3737084995177,"sps d"
"333",164939,"rh","prculs",2.165,1.43342161178589,"HCP_discovery",1.51037209303873,"prculs d"
"334",164939,"lh","pos",2.35,1.41090679168701,"HCP_discovery",1.66559549776504,"POS d"
"335",164939,"rh","prcus-a",2.237,1.28895807266235,"HCP_discovery",1.73551029117608,"prcus-a d"
"336",164939,"lh","prcus-p",2.122,1.3439564704895,"HCP_discovery",1.57892018573125,"prcus-p d"
"337",164939,"rh","sps",1.92,1.25386369228363,"HCP_discovery",1.53126692463927,"sps d"
"338",164939,"lh","prculs",1.986,1.45011031627655,"HCP_discovery",1.36955097671428,"prculs d"
"339",164939,"rh","prcus-i",2.065,1.29020524024963,"HCP_discovery",1.6005205494286,"prcus-i d"
"340",164939,"rh","prcus-p",2.243,1.28514325618744,"HCP_discovery",1.74533071640136,"prcus-p d"
"341",164939,"lh","spls",2.527,1.31822264194489,"HCP_discovery",1.91697511451608,"spls d"
"342",164939,"lh","ifrms",3.507,1.30665302276611,"HCP_discovery",2.6839565966609,"ifrms d"
"343",176744,"lh","prcus-a",2.552,1.29858362674713,"HCP_discovery",1.96521806330841,"prcus-a d"
"344",176744,"lh","prcus-i",2.217,1.31682801246643,"HCP_discovery",1.68359115921869,"prcus-i d"
"345",176744,"lh","spls",2.516,1.34127247333527,"HCP_discovery",1.87583063845603,"spls d"
"346",176744,"lh","ifrms",3.709,1.31447529792786,"HCP_discovery",2.821658197645,"ifrms d"
"347",176744,"rh","prcus-i",2.364,1.26276183128357,"HCP_discovery",1.87208699331452,"prcus-i d"
"348",176744,"lh","prculs",2.427,1.32421052455902,"HCP_discovery",1.83279014551574,"prculs d"
"349",176744,"rh","mcgs",2.207,1.30185413360596,"HCP_discovery",1.69527441134047,"MCGS d"
"350",176744,"rh","prcus-a",2.609,1.29588484764099,"HCP_discovery",2.01329616960132,"prcus-a d"
"351",176744,"rh","ifrms",2.665,1.26341485977173,"HCP_discovery",2.10936255766495,"ifrms d"
"352",176744,"rh","prculs",2.549,1.37110888957977,"HCP_discovery",1.85907918719806,"prculs d"
"353",176744,"rh","pos",2.452,1.43511140346527,"HCP_discovery",1.7085781592142,"POS d"
"354",176744,"rh","spls",2.704,1.34102022647858,"HCP_discovery",2.01637525416041,"spls d"
"355",176744,"rh","icgs-p",3.959,1.283436418,"HCP_discovery",3.08468728522553,"icgs-p d"
"356",176744,"lh","mcgs",2.183,1.27950572967529,"HCP_discovery",1.70612756892773,"MCGS d"
"357",176744,"lh","prcus-p",2.488,1.31909644603729,"HCP_discovery",1.88613956733355,"prcus-p d"
"358",176744,"lh","pos",2.463,1.44697034358978,"HCP_discovery",1.70217724980428,"POS d"
"359",176744,"rh","sspls",3.275,1.489579439,"HCP_discovery",2.19860714659072,"sspls d"
"360",176744,"rh","prcus-p",2.822,1.37141239643097,"HCP_discovery",2.05773260278535,"prcus-p d"
"361",176744,"rh","sps",2.135,1.32112812995911,"HCP_discovery",1.61604310103221,"sps d"
"362",176744,"lh","sps",1.939,1.36884450912476,"HCP_discovery",1.41652319680911,"sps d"
"363",180937,"rh","spls",2.294,1.33312439918518,"HCP_discovery",1.72076964565506,"spls d"
"364",180937,"rh","ifrms",3.035,1.24895811080933,"HCP_discovery",2.4300254538027,"ifrms d"
"365",180937,"rh","pos",2.508,1.42389070987701,"HCP_discovery",1.76137113796931,"POS d"
"366",180937,"lh","icgs-p",3.321,1.340933681,"HCP_discovery",2.47663254869053,"icgs-p d"
"367",180937,"rh","icgs-p",2.864,1.257964015,"HCP_discovery",2.2766946954361,"icgs-p d"
"368",180937,"lh","prcus-a",1.928,1.29268431663513,"HCP_discovery",1.49147009458473,"prcus-a d"
"369",180937,"lh","prcus-i",2.05,1.27902662754059,"HCP_discovery",1.60278133062945,"prcus-i d"
"370",180937,"lh","prcus-p",2.078,1.36540496349335,"HCP_discovery",1.52189281243236,"prcus-p d"
"371",180937,"lh","mcgs",1.89,1.29707372188568,"HCP_discovery",1.45712612021183,"MCGS d"
"372",180937,"rh","prcus-i",2.138,1.29480826854706,"HCP_discovery",1.65120972111115,"prcus-i d"
"373",180937,"rh","prcus-p",2.302,1.35238182544708,"HCP_discovery",1.70218199970189,"prcus-p d"
"374",180937,"rh","prculs",1.895,1.36115264892578,"HCP_discovery",1.39220241131333,"prculs d"
"375",180937,"lh","sps",1.831,1.27654695510864,"HCP_discovery",1.43433815158344,"sps d"
"376",180937,"lh","prculs",2.473,1.32499015331268,"HCP_discovery",1.86642896463579,"prculs d"
"377",180937,"lh","pos",2.139,1.40242540836334,"HCP_discovery",1.52521480803479,"POS d"
"378",180937,"rh","prcus-a",1.91,1.33597230911255,"HCP_discovery",1.42967035092873,"prcus-a d"
"379",180937,"lh","sspls",2.432,1.542641044,"HCP_discovery",1.57651710970553,"sspls d"
"380",180937,"rh","sspls",2.668,1.419848561,"HCP_discovery",1.87907363734688,"sspls d"
"381",180937,"rh","mcgs",1.88,1.32501363754272,"HCP_discovery",1.41885332100168,"MCGS d"
"382",180937,"rh","sps",1.861,1.32025146484375,"HCP_discovery",1.40957995469465,"sps d"
"383",180937,"lh","spls",2.431,1.30461502075195,"HCP_discovery",1.86338495366919,"spls d"
"384",180937,"lh","ifrms",3.259,1.38166201114655,"HCP_discovery",2.35875342428759,"ifrms d"
"385",185947,"rh","spls",2.607,1.35135054588318,"HCP_discovery",1.92918114988157,"spls d"
"386",185947,"rh","pos",2.399,1.43660318851471,"HCP_discovery",1.66991137091955,"POS d"
"387",185947,"lh","prcus-a",2.225,1.34700894355774,"HCP_discovery",1.65180788935469,"prcus-a d"
"388",185947,"rh","ifrms",3.974,1.29711019992828,"HCP_discovery",3.06373352103756,"ifrms d"
"389",185947,"rh","icgs-p",3.24,1.215451121,"HCP_discovery",2.66567691947523,"icgs-p d"
"390",185947,"lh","ifrms",3.34,1.42710030078888,"HCP_discovery",2.34041012965501,"ifrms d"
"391",185947,"rh","prcus-a",2.56,1.31467235088348,"HCP_discovery",1.94725324395819,"prcus-a d"
"392",185947,"rh","prcus-i",2.216,1.30955028533936,"HCP_discovery",1.6921839694195,"prcus-i d"
"393",185947,"lh","mcgs",2.141,1.29166436195374,"HCP_discovery",1.65755134465549,"MCGS d"
"394",185947,"lh","sps",1.994,1.30981206893921,"HCP_discovery",1.52235579995449,"sps d"
"395",185947,"rh","mcgs",2.269,1.29671311378479,"HCP_discovery",1.74980878644571,"MCGS d"
"396",185947,"lh","prcus-i",2.222,1.3136842250824,"HCP_discovery",1.69142626330968,"prcus-i d"
"397",185947,"rh","prcus-p",2.157,1.32605695724487,"HCP_discovery",1.62662696214917,"prcus-p d"
"398",185947,"lh","spls",2.676,1.34300518035889,"HCP_discovery",1.99254629776253,"spls d"
"399",185947,"rh","prculs",2.165,1.39720714092255,"HCP_discovery",1.54951970727153,"prculs d"
"400",185947,"rh","sps",1.931,1.32736873626709,"HCP_discovery",1.45475778300345,"sps d"
"401",185947,"lh","prcus-p",2.273,1.28797650337219,"HCP_discovery",1.76478374725689,"prcus-p d"
"402",185947,"lh","prculs",2.188,1.41598951816559,"HCP_discovery",1.54520917840871,"prculs d"
"403",185947,"lh","pos",2.313,1.43082761764526,"HCP_discovery",1.61654693512734,"POS d"
"404",214019,"rh","prcus-i",2.542,1.31240797042847,"HCP_discovery",1.93689771570809,"prcus-i d"
"405",214019,"rh","mcgs",2.217,1.33418905735016,"HCP_discovery",1.66168354311284,"MCGS d"
"406",214019,"lh","prculs",2.433,1.28651022911072,"HCP_discovery",1.89116257682753,"prculs d"
"407",214019,"lh","pos",2.353,1.45816385746002,"HCP_discovery",1.61367324252481,"POS d"
"408",214019,"rh","prcus-p",2.395,1.29438781738281,"HCP_discovery",1.85029553572481,"prcus-p d"
"409",214019,"rh","prcus-a",2.253,1.28540468215942,"HCP_discovery",1.75275540168024,"prcus-a d"
"410",214019,"rh","icgs-p",3.178,1.254552484,"HCP_discovery",2.53317421194473,"icgs-p d"
"411",214019,"rh","pos",2.587,1.43500936031342,"HCP_discovery",1.8027756971808,"POS d"
"412",214019,"rh","spls",2.764,1.33221626281738,"HCP_discovery",2.07473822167181,"spls d"
"413",214019,"lh","prcus-p",2.38,1.33835780620575,"HCP_discovery",1.77829873966762,"prcus-p d"
"414",214019,"rh","prculs",2.261,1.43507933616638,"HCP_discovery",1.57552265092183,"prculs d"
"415",214019,"lh","prcus-a",2.469,1.30411219596863,"HCP_discovery",1.89324201371045,"prcus-a d"
"416",214019,"lh","prcus-i",2.43,1.31545186042786,"HCP_discovery",1.84727398478088,"prcus-i d"
"417",214019,"rh","ifrms",4.014,1.31394791603088,"HCP_discovery",3.05491561044925,"ifrms d"
"418",214019,"lh","mcgs",2.216,1.31532907485962,"HCP_discovery",1.68474949908372,"MCGS d"
"419",214019,"lh","ifrms",3.476,1.34447121620178,"HCP_discovery",2.58540306264044,"ifrms d"
"420",214019,"lh","spls",2.721,1.32438564300537,"HCP_discovery",2.05453752414996,"spls d"
"421",214019,"lh","sps",2.437,1.2503650188446,"HCP_discovery",1.94903085360778,"sps d"
"422",214019,"rh","sps",2.288,1.27780985832214,"HCP_discovery",1.79056374084037,"sps d"
"423",268749,"rh","spls",2.758,1.39904427528381,"HCP_discovery",1.97134575990493,"spls d"
"424",268749,"rh","ifrms",3.537,1.30036234855652,"HCP_discovery",2.72001108300796,"ifrms d"
"425",268749,"lh","mcgs",2.195,1.32202768325806,"HCP_discovery",1.660328318232,"MCGS d"
"426",268749,"rh","pos",2.526,1.41394519805908,"HCP_discovery",1.78649073773682,"POS d"
"427",268749,"lh","icgs-p",2.953,1.282604933,"HCP_discovery",2.30234573719669,"icgs-p d"
"428",268749,"rh","sspls",3.579,1.43845892,"HCP_discovery",2.48807939541297,"sspls d"
"429",268749,"rh","prcus-i",2.332,1.34755039215088,"HCP_discovery",1.73054752800584,"prcus-i d"
"430",268749,"rh","prcus-p",2.28,1.30373823642731,"HCP_discovery",1.74881731339566,"prcus-p d"
"431",268749,"lh","prcus-a",2.152,1.3298933506012,"HCP_discovery",1.61817487020832,"prcus-a d"
"432",268749,"lh","prcus-i",2.456,1.29685235023499,"HCP_discovery",1.89381620780112,"prcus-i d"
"433",268749,"rh","prcus-a",2.467,1.25092577934265,"HCP_discovery",1.97213938727555,"prcus-a d"
"434",268749,"lh","prcus-p",2.546,1.31207716464996,"HCP_discovery",1.94043465475541,"prcus-p d"
"435",268749,"rh","prculs",2.126,1.44531035423279,"HCP_discovery",1.4709643460131,"prculs d"
"436",268749,"lh","sps",2.192,1.33888459205627,"HCP_discovery",1.63718367737245,"sps d"
"437",268749,"lh","sspls",3.168,1.568200707,"HCP_discovery",2.02014958025395,"sspls d"
"438",268749,"lh","ifrms",3.853,1.32314956188202,"HCP_discovery",2.91199129032668,"ifrms d"
"439",268749,"lh","prculs",2.074,1.35059928894043,"HCP_discovery",1.53561460973898,"prculs d"
"440",268749,"rh","mcgs",2.273,1.33023202419281,"HCP_discovery",1.7087244620947,"MCGS d"
"441",268749,"lh","pos",2.438,1.4005538225174,"HCP_discovery",1.74073995643942,"POS d"
"442",268749,"lh","spls",2.84,1.32417500019073,"HCP_discovery",2.14473162504271,"spls d"
"443",268749,"rh","sps",2.023,1.25490868091583,"HCP_discovery",1.61206949219892,"sps d"
"444",365343,"rh","prcus-a",2.555,1.30401968955994,"HCP_discovery",1.95932624365681,"prcus-a d"
"445",365343,"rh","icgs-p",3.728,1.316571593,"HCP_discovery",2.83159686857986,"icgs-p d"
"446",365343,"rh","prculs",2.167,1.41680288314819,"HCP_discovery",1.52949999310055,"prculs d"
"447",365343,"lh","ifrms",3.18,1.31558668613434,"HCP_discovery",2.41717253109635,"ifrms d"
"448",365343,"rh","pos",2.386,1.41758930683136,"HCP_discovery",1.68313910700502,"POS d"
"449",365343,"lh","icgs-p",2.805,1.256814241,"HCP_discovery",2.2318333994753,"icgs-p d"
"450",365343,"rh","prcus-p",2.675,1.29019391536713,"HCP_discovery",2.07333174349905,"prcus-p d"
"451",365343,"rh","mcgs",2.288,1.33741855621338,"HCP_discovery",1.71075837804882,"MCGS d"
"452",365343,"lh","prcus-a",2.157,1.28087270259857,"HCP_discovery",1.68400809512451,"prcus-a d"
"453",365343,"lh","prcus-i",2.186,1.30817484855652,"HCP_discovery",1.67103044551888,"prcus-i d"
"454",365343,"rh","prcus-i",2.282,1.31538891792297,"HCP_discovery",1.73484812659311,"prcus-i d"
"455",365343,"rh","sspls",3,1.441708922,"HCP_discovery",2.08086386525116,"sspls d"
"456",365343,"lh","spls",2.606,1.37915110588074,"HCP_discovery",1.88956814731028,"spls d"
"457",365343,"lh","mcgs",2.225,1.32429027557373,"HCP_discovery",1.68014523782261,"MCGS d"
"458",365343,"lh","prcus-p",2.801,1.38045251369476,"HCP_discovery",2.02904480394126,"prcus-p d"
"459",365343,"lh","sspls",3.291,1.482981801,"HCP_discovery",2.21917760405476,"sspls d"
"460",365343,"rh","ifrms",3.24,1.29966855049133,"HCP_discovery",2.49294329602355,"ifrms d"
"461",365343,"lh","pos",2.21,1.45022881031036,"HCP_discovery",1.52389745968917,"POS d"
"462",365343,"rh","sps",2.054,1.34553360939026,"HCP_discovery",1.52653191690305,"sps d"
"463",365343,"rh","spls",2.671,1.39100503921509,"HCP_discovery",1.92019433769067,"spls d"
"464",365343,"lh","prculs",2.121,1.39655685424805,"HCP_discovery",1.51873516180049,"prculs d"
"465",380036,"rh","sspls",2.73,1.356391907,"HCP_discovery",2.01269263397338,"sspls d"
"466",380036,"lh","sspls",2.865,1.453795671,"HCP_discovery",1.97070335064989,"sspls d"
"467",380036,"rh","spls",2.92,1.34290421009064,"HCP_discovery",2.17439187252448,"spls d"
"468",380036,"rh","prcus-i",2.219,1.34471571445465,"HCP_discovery",1.65016291261229,"prcus-i d"
"469",380036,"rh","pos",2.47,1.44424772262573,"HCP_discovery",1.71023292009032,"POS d"
"470",380036,"lh","icgs-p",2.492,1.237329245,"HCP_discovery",2.01401527529562,"icgs-p d"
"471",380036,"rh","prcus-p",2.297,1.36999773979187,"HCP_discovery",1.67664510187364,"prcus-p d"
"472",380036,"rh","prculs",2.012,1.41848194599152,"HCP_discovery",1.41841777097389,"prculs d"
"473",380036,"rh","prcus-a",2.48,1.25039970874786,"HCP_discovery",1.9833657850764,"prcus-a d"
"474",380036,"lh","spls",2.705,1.31921374797821,"HCP_discovery",2.05046377370279,"spls d"
"475",380036,"rh","icgs-p",3.375,1.28828871250153,"HCP_discovery",2.61975438211098,"icgs-p d"
"476",380036,"lh","prculs",2.882,1.3656165599823,"HCP_discovery",2.11040205900649,"prculs d"
"477",380036,"lh","pos",2.319,1.41092813014984,"HCP_discovery",1.64359895479136,"POS d"
"478",380036,"rh","ifrms",3.664,1.34647989273071,"HCP_discovery",2.72116948777399,"ifrms d"
"479",380036,"lh","ifrms",3.114,1.33179259300232,"HCP_discovery",2.33820192150188,"ifrms d"
"480",380036,"lh","prcus-p",2.134,1.350754737854,"HCP_discovery",1.57985749758714,"prcus-p d"
"481",380036,"rh","mcgs",2.217,1.35137557983398,"HCP_discovery",1.64055058644198,"MCGS d"
"482",380036,"lh","sps",2.036,1.34777998924255,"HCP_discovery",1.51063231109718,"sps d"
"483",380036,"lh","prcus-i",2.387,1.29175817966461,"HCP_discovery",1.8478690807437,"prcus-i d"
"484",380036,"lh","mcgs",2.247,1.3223956823349,"HCP_discovery",1.69918885097429,"MCGS d"
"485",380036,"rh","sps",2.029,1.28163027763367,"HCP_discovery",1.58313987692787,"sps d"
"486",380036,"lh","prcus-a",2.25,1.29443919658661,"HCP_discovery",1.73820447181542,"prcus-a d"
"487",517239,"lh","sspls",3.475,1.537235498,"HCP_discovery",2.26055149293723,"sspls d"
"488",517239,"lh","prculs",2.694,1.40488421916962,"HCP_discovery",1.91759574436129,"prculs d"
"489",517239,"lh","ifrms",3.625,1.30474460124969,"HCP_discovery",2.7783215171214,"ifrms d"
"490",517239,"lh","icgs-p",2.66,1.322162509,"HCP_discovery",2.01185556381557,"icgs-p d"
"491",517239,"rh","icgs-p",3.941,1.299410582,"HCP_discovery",3.03291357988956,"icgs-p d"
"492",517239,"lh","spls",2.7,1.34972655773163,"HCP_discovery",2.00040518172633,"spls d"
"493",517239,"rh","spls",2.643,1.35912525653839,"HCP_discovery",1.94463312876075,"spls d"
"494",517239,"rh","ifrms",3.535,1.26514959335327,"HCP_discovery",2.79413598089259,"ifrms d"
"495",517239,"lh","mcgs",2.257,1.31575179100037,"HCP_discovery",1.71536912618146,"MCGS d"
"496",517239,"lh","prcus-a",2.358,1.27224218845367,"HCP_discovery",1.85342069411014,"prcus-a d"
"497",517239,"lh","prcus-i",2.276,1.3558349609375,"HCP_discovery",1.67867038804358,"prcus-i d"
"498",517239,"lh","prcus-p",2.647,1.37022817134857,"HCP_discovery",1.93179505088911,"prcus-p d"
"499",517239,"lh","sps",2.234,1.31738424301147,"HCP_discovery",1.69578466711671,"sps d"
"500",517239,"lh","pos",2.339,1.45109736919403,"HCP_discovery",1.61188356457371,"POS d"
"501",517239,"rh","mcgs",2.265,1.35802960395813,"HCP_discovery",1.66785760295534,"MCGS d"
"502",517239,"rh","prcus-a",2.637,1.27159225940704,"HCP_discovery",2.07377795869068,"prcus-a d"
"503",517239,"rh","prcus-i",2.432,1.31676125526428,"HCP_discovery",1.84695592331344,"prcus-i d"
"504",517239,"rh","prcus-p",3.003,1.32518064975739,"HCP_discovery",2.26610613469928,"prcus-p d"
"505",517239,"rh","prculs",2.509,1.4020881652832,"HCP_discovery",1.78947377356489,"prculs d"
"506",517239,"rh","pos",2.647,1.42860019207001,"HCP_discovery",1.85286269363058,"POS d"
"507",517239,"rh","sps",2.106,1.32339978218079,"HCP_discovery",1.59135586113637,"sps d"
"508",522434,"rh","mcgs",2.066,1.27664613723755,"HCP_discovery",1.61830278550835,"MCGS d"
"509",522434,"lh","spls",2.588,1.32468640804291,"HCP_discovery",1.95366992843499,"spls d"
"510",522434,"rh","prculs",2.15,1.37505674362183,"HCP_discovery",1.56357183801521,"prculs d"
"511",522434,"rh","pos",2.399,1.4301472902298,"HCP_discovery",1.67744960004401,"POS d"
"512",522434,"lh","ifrms",2.977,1.36271619796753,"HCP_discovery",2.18460748058924,"ifrms d"
"513",522434,"lh","prcus-i",2.313,1.29804539680481,"HCP_discovery",1.78190994374584,"prcus-i d"
"514",522434,"lh","prcus-p",2.416,1.36997723579407,"HCP_discovery",1.76353295286664,"prcus-p d"
"515",522434,"rh","prcus-a",3.806,1.3270046710968,"HCP_discovery",2.86811349115618,"prcus-a d"
"516",522434,"rh","sspls",2.68,1.52061677,"HCP_discovery",1.76244274880646,"sspls d"
"517",522434,"rh","prcus-i",2.165,1.28328597545624,"HCP_discovery",1.68707524387172,"prcus-i d"
"518",522434,"rh","prcus-p",2.174,1.2995480298996,"HCP_discovery",1.67288930457457,"prcus-p d"
"519",522434,"lh","pos",2.264,1.39358961582184,"HCP_discovery",1.62458156568916,"POS d"
"520",522434,"rh","spls",2.656,1.33305990695953,"HCP_discovery",1.99240858279045,"spls d"
"521",522434,"rh","ifrms",2.597,1.20235884189606,"HCP_discovery",2.15992090672753,"ifrms d"
"522",522434,"lh","mcgs",2.072,1.28086972236633,"HCP_discovery",1.61765085380588,"MCGS d"
"523",522434,"rh","sps",2.155,1.29252398014069,"HCP_discovery",1.66728047843679,"sps d"
"524",522434,"lh","prculs",2.181,1.34634602069855,"HCP_discovery",1.61994016877503,"prculs d"
"525",522434,"lh","icgs-p",2.059,1.607166052,"HCP_discovery",1.28113706572991,"icgs-p d"
"526",522434,"lh","prcus-a",2.166,1.28905773162842,"HCP_discovery",1.68029712467864,"prcus-a d"
"527",522434,"lh","sps",2.147,1.2545154094696,"HCP_discovery",1.71141779829371,"sps d"
"528",531536,"rh","prculs",2.062,1.42155146598816,"HCP_discovery",1.45052785589205,"prculs d"
"529",531536,"rh","icgs-p",2.889,1.327742934,"HCP_discovery",2.17587299922321,"icgs-p d"
"530",531536,"rh","pos",2.52,1.42555153369904,"HCP_discovery",1.76773686564741,"POS d"
"531",531536,"rh","prcus-p",2.338,1.31986320018768,"HCP_discovery",1.77139570196937,"prcus-p d"
"532",531536,"rh","prcus-a",2.407,1.30792796611786,"HCP_discovery",1.84031541671546,"prcus-a d"
"533",531536,"rh","mcgs",2.296,1.3483179807663,"HCP_discovery",1.70286240542094,"MCGS d"
"534",531536,"lh","prculs",1.971,1.3755259513855,"HCP_discovery",1.43290644426934,"prculs d"
"535",531536,"rh","prcus-i",2.382,1.3208132982254,"HCP_discovery",1.80343429552108,"prcus-i d"
"536",531536,"lh","ifrms",3.155,1.39773762226105,"HCP_discovery",2.25721905867878,"ifrms d"
"537",531536,"rh","ifrms",3.614,1.32317292690277,"HCP_discovery",2.73131344098727,"ifrms d"
"538",531536,"lh","prcus-p",2.578,1.38759970664978,"HCP_discovery",1.85788450923236,"prcus-p d"
"539",531536,"lh","mcgs",2.29,1.31440556049347,"HCP_discovery",1.74223243482039,"MCGS d"
"540",531536,"rh","spls",2.816,1.33004200458527,"HCP_discovery",2.11722636600344,"spls d"
"541",531536,"lh","sspls",2.9,1.436325908,"HCP_discovery",2.01904037506229,"sspls d"
"542",531536,"lh","sps",2.17,1.28521251678467,"HCP_discovery",1.68843671506474,"sps d"
"543",531536,"rh","sps",2.148,1.3071174621582,"HCP_discovery",1.6433106145284,"sps d"
