Sulci,beta
pos,-0.0
sbps,-0.0
prculs-d,-1.4918515207125953
prcus-p,-1.716067786069697
prcus-i,-2.924141964384234
prcus-a,-1.1851276043397851
ifrms,-2.8429427831349727
sspls-v,0.34602316315363707
mcgs,-0.8897533926940541
pos,-0.0008793814675502886
sbps,-0.19893292924240372
prculs-d,-1.7693028134381092
prcus-p,-1.6194741855210701
prcus-i,-2.8895956277050403
prcus-a,-0.006503633903582475
ifrms,-2.4953573412247687
sspls-v,0.5578824884887466
mcgs,-0.4078987140333598
pos,-0.0
sbps,-0.0
prculs-d,-1.3544228787488453
prcus-p,-1.8359384127548068
prcus-i,-2.8611428824632736
prcus-a,-1.1531255029710177
ifrms,-2.642678987101386
sspls-v,0.27824199385882814
mcgs,-0.25584440423686616
pos,-0.031039132301091583
sbps,-0.8458741087518973
prculs-d,-1.8411364986459862
prcus-p,-1.3738868441804954
prcus-i,-2.2763698529967704
prcus-a,-0.6331835138008791
ifrms,-2.2836571892666204
sspls-v,0.13753076991602156
mcgs,-0.8576177065147021
pos,-0.0
sbps,0.0
prculs-d,-1.3688784490921824
prcus-p,-1.7641911223319506
prcus-i,-3.116248166051713
prcus-a,-1.2236680921108358
ifrms,-2.8387999074402117
sspls-v,0.5476165294909799
mcgs,-0.4019587770638877
pos,0.0
sbps,-0.0
prculs-d,-1.2982624140923198
prcus-p,-1.6681246874560944
prcus-i,-2.794455660551835
prcus-a,-1.0673715302647007
ifrms,-2.361399377198008
sspls-v,0.2549755526180146
mcgs,-0.6473230601862163
pos,0.07218741686506268
sbps,0.0
prculs-d,-1.6995214548730673
prcus-p,-2.132072959032972
prcus-i,-3.639076539580106
prcus-a,-1.79187072399526
ifrms,-2.5187466306988653
sspls-v,0.45637964312079365
mcgs,0.0
pos,0.0
sbps,-0.0
prculs-d,-1.6373999261934464
prcus-p,-1.8774147162504107
prcus-i,-2.8243374543062765
prcus-a,-1.4112596685553245
ifrms,-2.083275830168461
sspls-v,0.0
mcgs,-0.11301695465795604
pos,0.0
sbps,-0.0
prculs-d,-1.4797824716389456
prcus-p,-1.3171541350633005
prcus-i,-2.7961295379307716
prcus-a,-0.806580658183631
ifrms,-2.7133724815918137
sspls-v,0.613109984512773
mcgs,-0.353447255863253
pos,-0.0
sbps,-0.0
prculs-d,-1.3377005251740042
prcus-p,-1.8040254972763248
prcus-i,-2.8529640705492465
prcus-a,-1.1108058976103492
ifrms,-2.6082562118165695
sspls-v,0.30886994579515137
mcgs,-0.0
pos,-0.11092473796786473
sbps,-0.019193955987309035
prculs-d,-0.009562766937164586
prcus-p,-1.5448444221105782
prcus-i,-2.4214617463073185
prcus-a,-1.2083139236134361
ifrms,-2.121061638981733
sspls-v,0.18110469850065009
mcgs,-0.5358309575741131
pos,0.39012601600735286
sbps,0.0623292648926088
prculs-d,-0.9765262938577846
prcus-p,-1.7248814289227583
prcus-i,-2.4173499177700246
prcus-a,-0.5162015074213284
ifrms,-2.5519302889147344
sspls-v,0.0
mcgs,-0.5437199774567091
pos,-0.0
sbps,0.0
prculs-d,-0.5838294891735691
prcus-p,-1.7055084384669466
prcus-i,-2.9644600960822767
prcus-a,-1.1184532297196166
ifrms,-2.9348665078817904
sspls-v,0.0
mcgs,-0.2971506783072264
pos,0.0
sbps,-0.0
prculs-d,-1.25223264328176
prcus-p,-1.1694958403830986
prcus-i,-2.0882317431819817
prcus-a,-0.6231243547854448
ifrms,-2.4644696790096345
sspls-v,0.0
mcgs,-0.3742330715474896
pos,-0.0
sbps,-0.0
prculs-d,-1.3025434983637576
prcus-p,-1.2211509971189975
prcus-i,-2.963462419318909
prcus-a,-0.6901355899269234
ifrms,-3.090861597792631
sspls-v,0.0
mcgs,-0.17799668646511277
pos,-0.0013014526312009034
sbps,-0.49341641897700655
prculs-d,-1.4405938747891756
prcus-p,-1.2538854970578621
prcus-i,-2.510232022469676
prcus-a,-0.9163269946527393
ifrms,-2.291140142079136
sspls-v,0.4897811379037485
mcgs,-0.43275584568095
pos,0.0
sbps,-0.0
prculs-d,-1.2861046187783414
prcus-p,-1.7166290970103018
prcus-i,-2.786623596426209
prcus-a,-1.0663565001806288
ifrms,-2.5600588034031726
sspls-v,0.29343833350866316
mcgs,-0.6145666492366864
pos,-0.0
sbps,-0.0
prculs-d,-1.2615493035786034
prcus-p,-1.744472807592656
prcus-i,-2.803144449823581
prcus-a,-1.1173810071281625
ifrms,-2.5373753895358337
sspls-v,0.16963089075330223
mcgs,-0.36284073656592136
pos,-0.0
sbps,-0.0
prculs-d,-1.2986653822616996
prcus-p,-1.8650055659389329
prcus-i,-2.8727649175016436
prcus-a,-1.1349712533995102
ifrms,-2.576710041309869
sspls-v,0.15786153188773408
mcgs,-0.28168597052725364
pos,-1.0348191248486576
sbps,0.6362196434475711
prculs-d,-0.6283523665575372
prcus-p,-2.1452892262079266
prcus-i,-1.5493305096414867
prcus-a,-0.9367130121034253
ifrms,-2.267628946727668
sspls-v,0.0
mcgs,-0.6325426177164614
pos,0.0
sbps,-0.0
prculs-d,-1.2437277032753156
prcus-p,-1.968824266341475
prcus-i,-2.7100175889146736
prcus-a,-1.269641714641745
ifrms,-2.7245608966083767
sspls-v,0.0999747223741232
mcgs,-0.44692229617259416
pos,-0.0
sbps,-0.0
prculs-d,-1.316541765327247
prcus-p,-1.8007915512318562
prcus-i,-2.710035016021334
prcus-a,-1.1247144156398414
ifrms,-2.46704047031428
sspls-v,0.2925436168410561
mcgs,-0.6844184198122141
pos,-0.0
sbps,-0.0
prculs-d,-1.4094658926099846
prcus-p,-1.7150407102271883
prcus-i,-2.8432748813186812
prcus-a,-0.7731405493975373
ifrms,-2.68935673196794
sspls-v,0.13059653393557935
mcgs,-0.3786868482046334
pos,-0.0
sbps,0.0
prculs-d,-1.4692802157551073
prcus-p,-1.984435745944356
prcus-i,-2.7180168825380364
prcus-a,-1.000521831349735
ifrms,-2.4094707205214667
sspls-v,0.36262699333154835
mcgs,-0.0
pos,0.0
sbps,-0.0
prculs-d,-1.3638038307361224
prcus-p,-1.2505496642929952
prcus-i,-2.4523487346554687
prcus-a,-0.8716822717989366
ifrms,-2.680862871345179
sspls-v,0.22498239549933122
mcgs,-0.39101451787244135
pos,0.05570608372190661
sbps,-0.005240450874614535
prculs-d,-1.1733121053904756
prcus-p,-2.541387920007471
prcus-i,-2.7184421150124916
prcus-a,-1.51479980396829
ifrms,-2.552684902780356
sspls-v,1.2271652449205708
mcgs,-0.3653286789995172
pos,0.3893780050343269
sbps,-0.26894537747196545
prculs-d,-1.2452354212975683
prcus-p,-1.693613291326903
prcus-i,-2.740589433884898
prcus-a,-0.8102495469076667
ifrms,-2.6861439649180165
sspls-v,0.13259527456369308
mcgs,-0.0
pos,-0.3266789647676856
sbps,-0.36839932423816624
prculs-d,-1.3530811641577107
prcus-p,-1.1859741732885787
prcus-i,-3.072938749636813
prcus-a,-1.6568839136075355
ifrms,-2.875752336161072
sspls-v,0.27966689925243204
mcgs,-0.4765405283626361
pos,-0.0
sbps,-0.0
prculs-d,-1.454056888679719
prcus-p,-1.631770521934168
prcus-i,-2.826111649980524
prcus-a,-1.1042082841126168
ifrms,-2.8027962809412874
sspls-v,0.30445747932443
mcgs,-0.8323473561861101
pos,-0.0
sbps,-0.1859238257969031
prculs-d,-1.7272309251815243
prcus-p,-1.5743698222155205
prcus-i,-2.828611614829528
prcus-a,-0.0
ifrms,-2.46865504513339
sspls-v,0.5209030398741796
mcgs,-0.34859024766382646
pos,-0.0
sbps,-0.0
prculs-d,-1.3137876842607967
prcus-p,-1.744564243980054
prcus-i,-2.7563984595949353
prcus-a,-1.0675019322760502
ifrms,-2.603851445694952
sspls-v,0.23741733778265106
mcgs,-0.19660135476337312
pos,-0.02295257350069558
sbps,-0.8454669133639018
prculs-d,-1.8088918304930783
prcus-p,-1.2880088835652344
prcus-i,-2.1782083382640254
prcus-a,-0.5497291685965573
ifrms,-2.247269223133398
sspls-v,0.09593646654260711
mcgs,-0.7947385854041017
pos,-0.0
sbps,0.0
prculs-d,-1.330610802677094
prcus-p,-1.6828436053353555
prcus-i,-3.0121482379882427
prcus-a,-1.1409814206061641
ifrms,-2.796843012151029
sspls-v,0.5031324656122178
mcgs,-0.3380121607253612
pos,0.0
sbps,-0.0
prculs-d,-1.255669540941956
prcus-p,-1.569846533087523
prcus-i,-2.678952072935896
prcus-a,-0.9737787029161227
ifrms,-2.3125024495747537
sspls-v,0.20558083452465656
mcgs,-0.5686831433304977
pos,0.0379908866990411
sbps,0.0
prculs-d,-1.6371957944798332
prcus-p,-2.028169345111006
prcus-i,-3.4982390180428147
prcus-a,-1.680496109117935
ifrms,-2.476653887372067
sspls-v,0.40881189987675853
mcgs,0.0
pos,0.0
sbps,-0.0
prculs-d,-1.6149913351307401
prcus-p,-1.8386049881682343
prcus-i,-2.765545228664829
prcus-a,-1.3492698007858563
ifrms,-2.066678940957238
sspls-v,0.0
mcgs,-0.04888165957658981
pos,0.0
sbps,-0.0
prculs-d,-1.4447977408582804
prcus-p,-1.2273344948432803
prcus-i,-2.6972320396658485
prcus-a,-0.7223074718122923
ifrms,-2.6765671536454163
sspls-v,0.5810354179347217
mcgs,-0.2963424125891778
pos,-0.0
sbps,-0.0
prculs-d,-1.2996835324382745
prcus-p,-1.718370854348329
prcus-i,-2.7530512704878016
prcus-a,-1.0291414193763844
ifrms,-2.570902900393447
sspls-v,0.2667308407333018
mcgs,-0.0
pos,-0.09186046645654761
sbps,-0.015107764880338128
prculs-d,-0.0
prcus-p,-1.4939705474796705
prcus-i,-2.355469305911606
prcus-a,-1.1362105888251501
ifrms,-2.1060860068165166
sspls-v,0.1453865294225053
mcgs,-0.466684044408679
pos,0.36235584930636133
sbps,0.02488182717566203
prculs-d,-0.9541508706410955
prcus-p,-1.629937099142625
prcus-i,-2.330641679938485
prcus-a,-0.443539138440124
ifrms,-2.5078428358801643
sspls-v,0.0
mcgs,-0.4828241451851437
pos,-0.0
sbps,-0.0
prculs-d,-0.5651070694822637
prcus-p,-1.6343629293795392
prcus-i,-2.8856473208482822
prcus-a,-1.0478392788929125
ifrms,-2.898704595148295
sspls-v,0.0
mcgs,-0.23558280792080105
pos,0.0
sbps,-0.0
prculs-d,-1.2305072738076914
prcus-p,-1.0900956597572513
prcus-i,-1.997570193346001
prcus-a,-0.543060560654776
ifrms,-2.425710570809092
sspls-v,0.0
mcgs,-0.3164605194674398
pos,-0.0
sbps,-0.0
prculs-d,-1.2795465569736824
prcus-p,-1.153024518733219
prcus-i,-2.8880734197218754
prcus-a,-0.6268924271096552
ifrms,-3.057511605554683
sspls-v,0.0
mcgs,-0.1166172790500111
pos,-0.0
sbps,-0.49304340646014294
prculs-d,-1.4036140855388972
prcus-p,-1.1664215992716938
prcus-i,-2.409898107776783
prcus-a,-0.8344436607503748
ifrms,-2.253065981333999
sspls-v,0.4500853299438009
mcgs,-0.37385068094401486
pos,0.0
sbps,-0.0
prculs-d,-1.2489075047364993
prcus-p,-1.6386711028111138
prcus-i,-2.6894484034998634
prcus-a,-0.9886307096768645
ifrms,-2.5243199166486616
sspls-v,0.25423740140266726
mcgs,-0.5634211668278479
pos,-0.0
sbps,-0.0
prculs-d,-1.224249215145366
prcus-p,-1.6627858771316393
prcus-i,-2.7060602436823644
prcus-a,-1.0392611688583735
ifrms,-2.501905522517126
sspls-v,0.1284755805004433
mcgs,-0.30443747774295016
pos,-0.0
sbps,-0.0
prculs-d,-1.2615204089955039
prcus-p,-1.7816660840553855
prcus-i,-2.7752097907663646
prcus-a,-1.054672423405986
ifrms,-2.5389352844052215
sspls-v,0.11920248862675174
mcgs,-0.2206684098912566
pos,-1.0301451815448905
sbps,0.6017870430248232
prculs-d,-0.6124744934595499
prcus-p,-2.0525762965795176
prcus-i,-1.4743208303523778
prcus-a,-0.8606318984187176
ifrms,-2.2330419865197655
sspls-v,0.0
mcgs,-0.5666848735157998
pos,0.0
sbps,-0.0
prculs-d,-1.208942505486706
prcus-p,-1.8780435260222546
prcus-i,-2.6168314058476083
prcus-a,-1.1860072747089458
ifrms,-2.6843373066801184
sspls-v,0.06608893835357449
mcgs,-0.38098773462364766
pos,-0.0
sbps,-0.0
prculs-d,-1.2793792787489322
prcus-p,-1.7116065595325587
prcus-i,-2.617647020542624
prcus-a,-1.0389931535236074
ifrms,-2.4213037455597806
sspls-v,0.24891148296159052
mcgs,-0.6257022400167065
pos,-0.0
sbps,-0.0
prculs-d,-1.3724682407426942
prcus-p,-1.627760618729344
prcus-i,-2.7451529694311185
prcus-a,-0.694096857748494
ifrms,-2.6517870891783875
sspls-v,0.08976235751395123
mcgs,-0.3197348302204841
pos,-0.0
sbps,0.0
prculs-d,-1.4331945553450673
prcus-p,-1.9041705985606245
prcus-i,-2.621258450301515
prcus-a,-0.921395390132323
ifrms,-2.3723744093033647
sspls-v,0.32155652816623115
mcgs,-0.0
pos,0.0
sbps,-0.0
prculs-d,-1.3302123002819535
prcus-p,-1.1943940807791573
prcus-i,-2.3775149750112217
prcus-a,-0.7994779325852952
ifrms,-2.664458660923286
sspls-v,0.1831934556415026
mcgs,-0.32511048673675474
pos,0.032893388337658216
sbps,-0.004056555116150136
prculs-d,-1.134444429832731
prcus-p,-2.448692631564963
prcus-i,-2.62208637042235
prcus-a,-1.432754204303547
ifrms,-2.5095564021238954
sspls-v,1.1847862662320516
mcgs,-0.3007542324786748
pos,0.3694412490655406
sbps,-0.2679834746986338
prculs-d,-1.2048084659223623
prcus-p,-1.6075406127976883
prcus-i,-2.6415148778377295
prcus-a,-0.7325380175756889
ifrms,-2.642818149263699
sspls-v,0.09332270790561452
mcgs,-0.0
pos,-0.3069758670716065
sbps,-0.35808364731577863
prculs-d,-1.318771917405271
prcus-p,-1.1386626934232613
prcus-i,-2.993703123625873
prcus-a,-1.581565980590703
ifrms,-2.855797359550498
sspls-v,0.23664773318749927
mcgs,-0.41534748554128675
pos,-0.0
sbps,-0.0
prculs-d,-1.4162622566468432
prcus-p,-1.547473257798639
prcus-i,-2.728081335576815
prcus-a,-1.0232889638854474
ifrms,-2.762649778747601
sspls-v,0.26289179549522196
mcgs,-0.7746970134430928
pos,-0.0
sbps,-0.17216432971253345
prculs-d,-1.6844721785928858
prcus-p,-1.5328755770548042
prcus-i,-2.7708088513596834
prcus-a,-0.0
ifrms,-2.4427377808897814
sspls-v,0.48430286708730413
mcgs,-0.2803320388195813
pos,-0.0
sbps,-0.0
prculs-d,-1.2669888003176146
prcus-p,-1.6393569340035519
prcus-i,-2.6357666531991337
prcus-a,-0.9688594831077727
ifrms,-2.559106626356409
sspls-v,0.19036932494843717
mcgs,-0.12815327306629237
pos,-0.013644415002401546
sbps,-0.8450561738845188
prculs-d,-1.771667894126407
prcus-p,-1.1887943810780566
prcus-i,-2.0648336735763846
prcus-a,-0.45335651043533814
ifrms,-2.2052419954921634
sspls-v,0.0479189038463092
mcgs,-0.722186047609592
pos,-0.0
sbps,0.0
prculs-d,-1.286455971564455
prcus-p,-1.5889814037706818
prcus-i,-2.8920333223198833
prcus-a,-1.045573969781333
ifrms,-2.748431323814084
sspls-v,0.4518048137417077
mcgs,-0.26423599764966504
pos,0.0
sbps,-0.0
prculs-d,-1.206528080514075
prcus-p,-1.4564592593593404
prcus-i,-2.5456902939761354
prcus-a,-0.8657948512795737
ifrms,-2.2560866703425426
sspls-v,0.1485903044928475
mcgs,-0.478473100849668
pos,0.0
sbps,-0.0
prculs-d,-1.565749594054803
prcus-p,-1.9085359620241193
prcus-i,-3.3362664467760155
prcus-a,-1.5522244472294542
ifrms,-2.4284812940217795
sspls-v,0.3539044055970088
mcgs,0.0
pos,0.0
sbps,-0.0
prculs-d,-1.5891349490274953
prcus-p,-1.7938236731293629
prcus-i,-2.697707213237231
prcus-a,-1.277742278249929
ifrms,-2.047528807121953
sspls-v,0.0
mcgs,-0.0
pos,0.0
sbps,-0.0
prculs-d,-1.4039423834184734
prcus-p,-1.139551921679931
prcus-i,-2.5924129443054587
prcus-a,-0.631261938442084
ifrms,-2.6399620978603764
sspls-v,0.5414629789926844
mcgs,-0.23045220881139863
pos,-0.0
sbps,-0.0
prculs-d,-1.255817771589355
prcus-p,-1.6195385740467916
prcus-i,-2.6377672704169015
prcus-a,-0.9349131752602672
ifrms,-2.5278029256744605
sspls-v,0.2181087964311669
mcgs,-0.0
pos,-0.067899233595893
sbps,-0.011074730150455986
prculs-d,-0.0
prcus-p,-1.4355468431934209
prcus-i,-2.2840273612054265
prcus-a,-1.0524947225384294
ifrms,-2.090861261291608
sspls-v,0.10718426266395172
mcgs,-0.38820357306152026
pos,0.33317243447604855
sbps,0.0
prculs-d,-0.9257854466951838
prcus-p,-1.5315238114839416
prcus-i,-2.232093887796019
prcus-a,-0.36147011768083054
ifrms,-2.457732885332538
sspls-v,0.0
mcgs,-0.41255972333333757
pos,-0.0
sbps,-0.0
prculs-d,-0.5435042775307618
prcus-p,-1.55227195735561
prcus-i,-2.794709503270596
prcus-a,-0.9663616433236392
ifrms,-2.856979311225032
sspls-v,0.0
mcgs,-0.16472610582350766
pos,0.0
sbps,-0.0
prculs-d,-1.2054770971838038
prcus-p,-0.9986897610013292
prcus-i,-1.8931640163588117
prcus-a,-0.4508307527316069
ifrms,-2.3810455374819623
sspls-v,0.0
mcgs,-0.24979952556503532
pos,-0.0
sbps,-0.0
prculs-d,-1.2530115329326712
prcus-p,-1.0744167117457708
prcus-i,-2.8010857963777833
prcus-a,-0.5539193450622205
ifrms,-3.01903074396178
sspls-v,0.0
mcgs,-0.04556397627786711
pos,-0.0
sbps,-0.4927701708290713
prculs-d,-1.360795664446025
prcus-p,-1.0655591713707346
prcus-i,-2.2942453064992914
prcus-a,-0.7402231642721417
ifrms,-2.2087352460616967
sspls-v,0.40448780067156376
mcgs,-0.30588246464757635
pos,-0.0
sbps,-0.0
prculs-d,-1.2059874261982098
prcus-p,-1.548718889642637
prcus-i,-2.5773223312295093
prcus-a,-0.8989465950884464
ifrms,-2.483082487852585
sspls-v,0.2090053593893605
mcgs,-0.504283671875841
pos,-0.0
sbps,-0.0
prculs-d,-1.1811491704213732
prcus-p,-1.5683737906881163
prcus-i,-2.593873836909022
prcus-a,-0.9490128949307918
ifrms,-2.4609394730901384
sspls-v,0.08094581070658173
mcgs,-0.2370514558677598
pos,-0.0
sbps,-0.0
prculs-d,-1.2186618587307438
prcus-p,-1.6855079207193606
prcus-i,-2.6626490410602193
prcus-a,-0.9620218573195205
ifrms,-2.495349771517108
sspls-v,0.07459658738105872
mcgs,-0.15026353223433558
pos,-1.0247521700405458
sbps,0.5620571194601106
prculs-d,-0.594153870654178
prcus-p,-1.9455998393159648
prcus-i,-1.3877712004034042
prcus-a,-0.7728459980132862
ifrms,-2.193133955510643
sspls-v,0.0
mcgs,-0.4907000529115594
pos,0.0
sbps,-0.0
prculs-d,-1.1688071828733724
prcus-p,-1.7733016731057702
prcus-i,-2.5093135097797097
prcus-a,-1.0895095736099218
ifrms,-2.6379271131707873
sspls-v,0.02699071070807641
mcgs,-0.3047595925696338
pos,-0.0
sbps,-0.0
prculs-d,-1.2364454133105318
prcus-p,-1.6085376719462994
prcus-i,-2.5108935018433987
prcus-a,-0.9399653816488102
ifrms,-2.368473517156293
sspls-v,0.19852419356345447
mcgs,-0.5579713115221482
pos,-0.0
sbps,-0.0
prculs-d,-1.3297861188426823
prcus-p,-1.527071561618584
prcus-i,-2.6319548341462027
prcus-a,-0.6029038705120243
ifrms,-2.6084434530625242
sspls-v,0.04265016585676856
mcgs,-0.2517132710080072
pos,-0.0
sbps,0.0
prculs-d,-1.3915572548719448
prcus-p,-1.8115569669640135
prcus-i,-2.5096141054132217
prcus-a,-0.8300956502660775
ifrms,-2.3295709732824785
sspls-v,0.27416752989855914
mcgs,-0.0
pos,0.0
sbps,-0.0
prculs-d,-1.2914529203127993
prcus-p,-1.1295993856611284
prcus-i,-2.291168521232396
prcus-a,-0.716165393712837
ifrms,-2.645530697617009
sspls-v,0.13497553315893604
mcgs,-0.24906712878805082
pos,0.0065709998218753
sbps,-0.002690646929873662
prculs-d,-1.0895970313250436
prcus-p,-2.341736183237668
prcus-i,-2.510906387496295
prcus-a,-1.3380860031631712
ifrms,-2.459792659804052
sspls-v,1.1358873791299344
mcgs,-0.22625188618938974
pos,0.3464383938027809
sbps,-0.26687015809603887
prculs-d,-1.1581641934041564
prcus-p,-1.508235072249099
prcus-i,-2.5272057664143133
prcus-a,-0.6428761915771222
ifrms,-2.592829220099577
sspls-v,0.04800993594747792
mcgs,-0.0
pos,-0.284241369131466
sbps,-0.3461791968958749
prculs-d,-1.2791854546291705
prcus-p,-1.0840759641124602
prcus-i,-2.902280259247799
prcus-a,-1.4946629354144363
ifrms,-2.832772355555305
sspls-v,0.1870113780216726
mcgs,-0.34473871410132595
pos,-0.0
sbps,-0.0
prculs-d,-1.3726525366718558
prcus-p,-1.4502056217944987
prcus-i,-2.61496784615183
prcus-a,-0.9299194365531301
ifrms,-2.7163264226646238
sspls-v,0.21493099031128418
mcgs,-0.7081811013492608
pos,-0.0
sbps,-0.15628563893337985
prculs-d,-1.6351359816607742
prcus-p,-1.4850002369198392
prcus-i,-2.704115252116556
prcus-a,-0.0
ifrms,-2.4128344356658387
sspls-v,0.44207213616905516
mcgs,-0.21207914438595477
pos,-0.0
sbps,-0.0
prculs-d,-1.2201925906358195
prcus-p,-1.5341564534631433
prcus-i,-2.515141759040016
prcus-a,-0.8702217196902564
ifrms,-2.514363516957753
sspls-v,0.14332305762800476
mcgs,-0.05978335211233378
pos,-0.004325938859141594
sbps,-0.8445974204857629
prculs-d,-1.7344940325544955
prcus-p,-1.089731756842632
prcus-i,-1.9516000137984644
prcus-a,-0.3570793504498678
ifrms,-2.163251868151423
sspls-v,0.0
mcgs,-0.6496335098150829
pos,-0.0
sbps,0.0
prculs-d,-1.2423011404518174
prcus-p,-1.4951192022060051
prcus-i,-2.7719184066515252
prcus-a,-0.9501665189565022
ifrms,-2.700019635477143
sspls-v,0.4004771618711989
mcgs,-0.19034961884039708
pos,0.0
sbps,-0.0
prculs-d,-1.1573319676059737
prcus-p,-1.3429328518531145
prcus-i,-2.412276321281269
prcus-a,-0.7577076379234491
ifrms,-2.199621619209128
sspls-v,0.09155545494423466
mcgs,-0.3992558575995436
pos,0.0
sbps,-0.0
prculs-d,-1.504917289447672
prcus-p,-1.792816879671333
prcus-i,-3.184367085379791
prcus-a,-1.4276210730478127
ifrms,-2.389755217744994
sspls-v,0.2975917294884733
mcgs,0.0
pos,0.0
sbps,-0.0
prculs-d,-1.5632785629242498
prcus-p,-1.7490423580904932
prcus-i,-2.629869197809632
prcus-a,-1.2062147557140028
ifrms,-2.0283786732866673
sspls-v,0.0
mcgs,-0.0
pos,0.0
sbps,-0.0
prculs-d,-1.3623334503924733
prcus-p,-1.0829555521148473
prcus-i,-2.5059857717018543
prcus-a,-0.5524779363269098
ifrms,-2.614742990857083
sspls-v,0.4970436963256533
mcgs,-0.1645620050336201
pos,-0.0
sbps,-0.0
prculs-d,-1.211952010740438
prcus-p,-1.5207062937452571
prcus-i,-2.522483270346003
prcus-a,-0.8406849311441509
ifrms,-2.4847029509554743
sspls-v,0.16948675212903117
mcgs,0.0
pos,-0.04393800073523899
sbps,-0.007041695420571476
prculs-d,-0.0
prcus-p,-1.3771231389071747
prcus-i,-2.212585416499246
prcus-a,-0.9687788562517097
ifrms,-2.0756365157667
sspls-v,0.06898199590540043
mcgs,-0.3119224094440365
pos,0.3079037650581713
sbps,0.0
prculs-d,-0.894088592363847
prcus-p,-1.4486196687197013
prcus-i,-2.135997611280432
prcus-a,-0.2820776169611793
ifrms,-2.4087980893082994
sspls-v,0.0
mcgs,-0.34229530148153026
pos,-0.0
sbps,-0.0
prculs-d,-0.5219014855792558
prcus-p,-1.4701809853316785
prcus-i,-2.703771685692909
prcus-a,-0.8848840077543666
ifrms,-2.815254027301768
sspls-v,0.0
mcgs,-0.09386940372621504
pos,0.0
sbps,-0.0
prculs-d,-1.1804469205599157
prcus-p,-0.9072838622454051
prcus-i,-1.7887578393716228
prcus-a,-0.3586009448084369
ifrms,-2.336380504154831
sspls-v,0.0
mcgs,-0.18296390013965969
pos,-0.0
sbps,-0.0
prculs-d,-1.2264312823387538
prcus-p,-0.995645871926048
prcus-i,-2.713942900440921
prcus-a,-0.48084697540736404
ifrms,-2.9805003795869474
sspls-v,0.0
mcgs,-0.0
pos,-0.0
sbps,-0.49091206618492894
prculs-d,-1.3184689607567983
prcus-p,-0.9800299794739782
prcus-i,-2.189147899973021
prcus-a,-0.6508918099219512
ifrms,-2.1719181350827217
sspls-v,0.35851978789077804
mcgs,-0.2379140573758885
pos,-0.0
sbps,-0.0
prculs-d,-1.1630672594506768
prcus-p,-1.4587664954690103
prcus-i,-2.4651960329839846
prcus-a,-0.809262344813782
ifrms,-2.441844992087941
sspls-v,0.1637732649554362
mcgs,-0.4452991618482351
pos,-0.0
sbps,-0.0
prculs-d,-1.1381252993142066
prcus-p,-1.4741573830999306
prcus-i,-2.481893309314004
prcus-a,-0.8589009070128374
ifrms,-2.4200220903810417
sspls-v,0.03346915991992927
mcgs,-0.16953568716808218
pos,-0.0
sbps,-0.0
prculs-d,-1.175746279481895
prcus-p,-1.5891966256842198
prcus-i,-2.5499307087319862
prcus-a,-0.8692648707574503
ifrms,-2.4517231888783235
sspls-v,0.029952795866213973
mcgs,-0.07976264844726587
pos,-1.019384837928715
sbps,0.5222936909106196
prculs-d,-0.5758054208838378
prcus-p,-1.8385222738732532
prcus-i,-1.301128271181426
prcus-a,-0.6849967623839847
ifrms,-2.1531876433384345
sspls-v,0.0
mcgs,-0.4129739436703503
pos,0.0
sbps,-0.0
prculs-d,-1.1330447507294796
prcus-p,-1.671517564432192
prcus-i,-2.4065736289607735
prcus-a,-0.9943531983433146
ifrms,-2.590939122063892
sspls-v,0.0
mcgs,-0.22870029232026068
pos,-0.0
sbps,-0.0
prculs-d,-1.1935724985248342
prcus-p,-1.5056526574941909
prcus-i,-2.4043113045371154
prcus-a,-0.8410713288292513
ifrms,-2.3157076309896523
sspls-v,0.14818483323910875
mcgs,-0.4898432213317196
pos,-0.0
sbps,-0.0
prculs-d,-1.2884579134912935
prcus-p,-1.4281692831547141
prcus-i,-2.5205050652661143
prcus-a,-0.5130766498342497
ifrms,-2.5652044930642997
sspls-v,0.0
mcgs,-0.183691711795529
pos,-0.0
sbps,0.0
prculs-d,-1.349919954398827
prcus-p,-1.7189433353674015
prcus-i,-2.3979697605249273
prcus-a,-0.7387959103998297
ifrms,-2.286767537261593
sspls-v,0.22677853163088688
mcgs,-0.0
pos,0.0
sbps,-0.0
prculs-d,-1.2526997181092645
prcus-p,-1.064821186287604
prcus-i,-2.204837223397153
prcus-a,-0.6328655045043559
ifrms,-2.6266005076150956
sspls-v,0.0867643251523754
mcgs,-0.1774038638674903
pos,0.0
sbps,-0.0
prculs-d,-1.0474524137122891
prcus-p,-2.2365137754306095
prcus-i,-2.3996639108158044
prcus-a,-1.2417510438989452
ifrms,-2.41524685642715
sspls-v,1.0868011796588426
mcgs,-0.15157790676137708
pos,0.3234072304729088
sbps,-0.2658456287328218
prculs-d,-1.1114626294453849
prcus-p,-1.4086942348927358
prcus-i,-2.412697816924916
prcus-a,-0.55307661682105
ifrms,-2.542778283649261
sspls-v,0.002652440646052905
mcgs,-0.0
pos,-0.2615066413681844
sbps,-0.3342721467443216
prculs-d,-1.2396006737941552
prcus-p,-1.0294943560917251
prcus-i,-2.8108616499897496
prcus-a,-1.4077632582843869
ifrms,-2.809747305399159
sspls-v,0.13737672637258855
mcgs,-0.27412914344202766
pos,-0.0
sbps,-0.0
prculs-d,-1.3290425176728504
prcus-p,-1.3529371031289827
prcus-i,-2.501853459266876
