alpha_level,fold,RMSE,Sulci,beta,Model
0.1,21.0,5.950547208940776,sbps,-1.2500666594495424,"Lasso(alpha=0.1, max_iter=10000)"
0.1,21.0,5.950547208940776,prculs-d,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,21.0,5.950547208940776,prcus-p,1.7963528088559426,"Lasso(alpha=0.1, max_iter=10000)"
0.1,21.0,5.950547208940776,prcus-i,-0.20999782152161497,"Lasso(alpha=0.1, max_iter=10000)"
0.1,21.0,5.950547208940776,prcus-a,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,21.0,5.950547208940776,ifrms,-2.0498264218784614,"Lasso(alpha=0.1, max_iter=10000)"
0.1,21.0,5.950547208940776,sspls-v,1.4957384010862025,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,mcgs,0.5216233866438558,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,pos,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,sbps,-1.6798214057013083,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,prculs-d,-0.18954326076024403,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,prcus-p,1.955772743383711,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,prcus-i,-0.2879861865466195,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,prcus-a,0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,ifrms,-1.9798252745682523,"Lasso(alpha=0.1, max_iter=10000)"
0.1,22.0,6.030409679341981,sspls-v,1.4727180255165127,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,mcgs,0.5336398468046899,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,pos,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,sbps,-1.5876979866015453,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,prculs-d,-0.19651973564482142,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,prcus-p,1.9464218126655073,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,prcus-i,-0.3033119307299986,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,prcus-a,0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,ifrms,-2.054492633464872,"Lasso(alpha=0.1, max_iter=10000)"
0.1,23.0,6.047414238744292,sspls-v,1.4739912324578304,"Lasso(alpha=0.1, max_iter=10000)"
0.1,24.0,5.912724308608631,mcgs,0.5260591555182891,"Lasso(alpha=0.1, max_iter=10000)"
0.1,24.0,5.912724308608631,pos,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,24.0,5.912724308608631,sbps,-1.5981680917584298,"Lasso(alpha=0.1, max_iter=10000)"
0.1,24.0,5.912724308608631,prculs-d,-0.36610547732114757,"Lasso(alpha=0.1, max_iter=10000)"
0.1,24.0,5.912724308608631,prcus-p,1.912672193480872,"Lasso(alpha=0.1, max_iter=10000)"
0.1,24.0,5.912724308608631,prcus-i,-0.5001046860982662,"Lasso(alpha=0.1, max_iter=10000)"
