alpha_level,Sulci,beta,RMSE
0.291,mcgs,0.2020330319193653,5.736434186971735
0.291,pos,-0.0,5.736434186971735
0.291,prculs-d,-0.0078612371009059,5.736434186971735
0.291,prcus-a,-0.0,5.736434186971735
0.291,prcus-i,-0.0822575489594013,5.736434186971735
0.291,prcus-p,1.756696201101808,5.736434186971735
0.291,sbps,-1.2671177025929234,5.736434186971735
0.291,sspls-v,1.108276591084122,5.736434186971735
0.311,ifrms,-1.65631883197981,5.726129822453039
0.311,mcgs,0.1720126816034973,5.726129822453039
0.311,pos,-0.0,5.726129822453039
0.311,prculs-d,-0.0,5.726129822453039
0.311,prcus-a,0.0,5.726129822453039
0.311,prcus-i,-0.0585461819885916,5.726129822453039
0.311,prcus-p,1.73503786456963,5.726129822453039
0.311,sbps,-1.2264199384377334,5.726129822453039
0.311,sspls-v,1.0693612610768986,5.726129822453039
0.332,ifrms,-1.6158643172106515,5.706910601822589
0.332,mcgs,0.1446891445569457,5.706910601822589
0.332,pos,-0.0,5.706910601822589
0.332,prculs-d,-0.0,5.706910601822589
0.332,prcus-a,0.0,5.706910601822589
0.332,prcus-i,-0.0336491185346259,5.706910601822589
0.332,prcus-p,1.7119234216784107,5.706910601822589
0.332,sbps,-1.1842122011720728,5.706910601822589
0.332,sspls-v,1.0285000303488028,5.706910601822589
0.355,ifrms,-1.5712957276792217,5.688913934496287
0.355,mcgs,0.1150176167222397,5.688913934496287
0.355,pos,-0.0,5.688913934496287
0.355,prculs-d,-0.0,5.688913934496287
0.355,prcus-a,0.0,5.688913934496287
0.355,prcus-i,-0.0063804879445929,5.688913934496287
0.355,prcus-p,1.6851770780011726,5.688913934496287
0.355,sbps,-1.1379846794049229,5.688913934496287
0.355,sspls-v,0.9861692745255,5.688913934496287
0.38,ifrms,-1.5283541570600874,5.672334250664586
0.38,mcgs,0.0826939942398314,5.672334250664586
0.38,pos,-0.0,5.672334250664586
0.38,prculs-d,-0.0,5.672334250664586
0.38,prcus-a,0.0,5.672334250664586
0.38,prcus-i,-0.0,5.672334250664586
0.38,prcus-p,1.655463327385308,5.672334250664586
0.38,sbps,-1.088722458102884,5.672334250664586
0.38,sspls-v,0.9390376641027138,5.672334250664586
0.406,ifrms,-1.4990193902812563,5.652987332659109
0.406,mcgs,0.0490777840887782,5.652987332659109
0.406,pos,-0.0,5.652987332659109
0.406,prculs-d,-0.0,5.652987332659109
0.406,prcus-a,0.0,5.652987332659109
0.406,prcus-i,-0.0,5.652987332659109
0.406,prcus-p,1.6214535330178124,5.652987332659109
0.406,sbps,-1.0363730566927063,5.652987332659109
0.406,sspls-v,0.8926140286993638,5.652987332659109
0.434,ifrms,-1.4555363142027693,5.627583761070573
0.434,mcgs,0.0128758026923646,5.627583761070573
0.434,pos,-0.0,5.627583761070573
0.434,prculs-d,-0.0,5.627583761070573
0.434,prcus-a,0.0,5.627583761070573
0.434,prcus-i,-0.0,5.627583761070573
0.434,prcus-p,1.5847005389274256,5.627583761070573
0.434,sbps,-0.9815163906068968,5.627583761070573
0.434,sspls-v,0.847659834352887,5.627583761070573
0.464,ifrms,-1.4076892834010852,5.610834646887703
0.464,mcgs,0.0,5.610834646887703
0.464,pos,-0.0,5.610834646887703
0.464,prculs-d,-0.0,5.610834646887703
0.464,prcus-a,0.0,5.610834646887703
0.464,prcus-i,-0.0,5.610834646887703
0.464,prcus-p,1.542430751042955,5.610834646887703
0.464,sbps,-0.9205490474034216,5.610834646887703
0.464,sspls-v,0.7994945989351492,5.610834646887703
0.496,ifrms,-1.3593090846477922,5.596502539795087
0.496,mcgs,0.0,5.596502539795087
0.496,pos,-0.0,5.596502539795087
0.496,prculs-d,-0.0,5.596502539795087
0.496,prcus-a,0.0,5.596502539795087
0.496,prcus-i,-0.0,5.596502539795087
0.496,prcus-p,1.5004164966144644,5.596502539795087
0.496,sbps,-0.8536368527350269,5.596502539795087
0.496,sspls-v,0.7477570356330966,5.596502539795087
0.53,ifrms,-1.316675003080204,5.583163695331332
0.53,mcgs,0.0,5.583163695331332
0.53,pos,-0.0,5.583163695331332
0.53,prculs-d,-0.0,5.583163695331332
0.53,prcus-a,0.0,5.583163695331332
0.53,prcus-i,0.0,5.583163695331332
0.53,prcus-p,1.454657856433698,5.583163695331332
0.53,sbps,-0.7825430416458373,5.583163695331332
0.53,sspls-v,0.6915585288049102,5.583163695331332
0.567,ifrms,-1.2702791047658668,5.577980430189516
0.567,mcgs,0.0,5.577980430189516
0.567,pos,-0.0,5.577980430189516
0.567,prculs-d,-0.0,5.577980430189516
0.567,prcus-a,0.0,5.577980430189516
0.567,prcus-i,0.0,5.577980430189516
0.567,prcus-p,1.401376851004174,5.577980430189516
0.567,sbps,-0.714988320712629,5.577980430189516
0.567,sspls-v,0.6329029598968008,5.577980430189516
0.606,ifrms,-1.2204559451617765,5.575315462763377
0.606,mcgs,0.0,5.575315462763377
0.606,pos,-0.0,5.575315462763377
0.606,prculs-d,-0.0,5.575315462763377
0.606,prcus-a,0.0,5.575315462763377
0.606,prcus-i,0.0,5.575315462763377
0.606,prcus-p,1.3441341989918327,5.575315462763377
0.606,sbps,-0.6437819932424913,5.575315462763377
0.606,sspls-v,0.57107691075171,5.575315462763377
0.648,ifrms,-1.1653250860247395,5.584998796173445
0.648,mcgs,0.0,5.584998796173445
0.648,pos,-0.0,5.584998796173445
0.648,prculs-d,-0.0,5.584998796173445
0.648,prcus-a,0.0,5.584998796173445
0.648,prcus-i,0.0,5.584998796173445
0.648,prcus-p,1.2824882924214114,5.584998796173445
0.648,sbps,-0.5634153595297055,5.584998796173445
0.648,sspls-v,0.4999363660306046,5.584998796173445
0.693,ifrms,-1.1062562926197377,5.597389000573044
0.693,mcgs,0.0,5.597389000573044
0.693,pos,-0.0,5.597389000573044
0.693,prculs-d,-0.0,5.597389000573044
0.693,prcus-a,0.0,5.597389000573044
0.693,prcus-i,0.0,5.597389000573044
0.693,prcus-p,1.2164391068102465,5.597389000573044
0.693,sbps,-0.4733085841152409,5.597389000573044
0.693,sspls-v,0.427628397750129,5.597389000573044
0.741,ifrms,-1.0432495796544017,5.5886509656682986
0.741,mcgs,0.0,5.5886509656682986
0.741,pos,-0.0,5.5886509656682986
0.741,prculs-d,-0.0,5.5886509656682986
0.741,prcus-a,0.0,5.5886509656682986
0.741,prcus-i,0.0,5.5886509656682986
0.741,prcus-p,1.1459866421583385,5.5886509656682986
0.741,sbps,-0.3771934848728023,5.5886509656682986
0.741,sspls-v,0.3504998982509543,5.5886509656682986
0.792,ifrms,-0.9763019418632166,5.576406887525707
0.792,mcgs,0.0,5.576406887525707
0.792,pos,-0.0,5.576406887525707
0.792,prculs-d,-0.0,5.576406887525707
0.792,prcus-a,0.0,5.576406887525707
0.792,prcus-i,0.0,5.576406887525707
0.792,prcus-p,1.0790868191483476,5.576406887525707
0.792,sbps,-0.2750504327406948,5.576406887525707
0.792,sspls-v,0.2685508675330818,5.576406887525707
0.846,ifrms,-0.9054208511711304,5.5715690111090135
0.846,mcgs,0.0,5.5715690111090135
0.846,pos,-0.0,5.5715690111090135
0.846,prculs-d,-0.0,5.5715690111090135
0.846,prcus-a,0.0,5.5715690111090135
0.846,prcus-i,-0.0,5.5715690111090135
0.846,prcus-p,1.0083416560037062,5.5715690111090135
0.846,sbps,-0.1729234775074822,5.5715690111090135
0.846,sspls-v,0.181778395080735,5.5715690111090135
0.905,ifrms,-0.8234867308144922,5.560084435850647
0.905,mcgs,0.0,5.560084435850647
0.905,pos,-0.0,5.560084435850647
0.905,prculs-d,-0.0,5.560084435850647
0.905,prcus-a,0.0,5.560084435850647
0.905,prcus-i,-0.0,5.560084435850647
0.905,prcus-p,0.9249447751553546,5.560084435850647
0.905,sbps,-0.0547415270417527,5.560084435850647
0.905,sspls-v,0.086979023345618,5.560084435850647
0.967,ifrms,-0.7562910297247093,5.5502018536643325
0.967,mcgs,0.0,5.5502018536643325
0.967,pos,-0.0,5.5502018536643325
0.967,prculs-d,-0.0,5.5502018536643325
0.967,prcus-a,0.0,5.5502018536643325
0.967,prcus-i,-0.0,5.5502018536643325
0.967,prcus-p,0.8483606345960564,5.5502018536643325
0.967,sbps,-0.0,5.5502018536643325
0.967,sspls-v,0.0006227655240048,5.5502018536643325
1.034,ifrms,-0.6925951311541932,5.55557115497912
1.034,mcgs,0.0,5.55557115497912
1.034,pos,-0.0,5.55557115497912
1.034,prculs-d,-0.0,5.55557115497912
1.034,prcus-a,0.0,5.55557115497912
1.034,prcus-i,-0.0,5.55557115497912
1.034,prcus-p,0.7845969270798203,5.55557115497912
1.034,sbps,-0.0,5.55557115497912
1.034,sspls-v,0.0,5.55557115497912
1.105,ifrms,-0.6251128918869775,5.542421838944238
1.105,mcgs,0.0,5.542421838944238
1.105,pos,-0.0,5.542421838944238
1.105,prculs-d,-0.0,5.542421838944238
1.105,prcus-a,0.0,5.542421838944238
1.105,prcus-i,-0.0,5.542421838944238
1.105,prcus-p,0.7175844340002215,5.542421838944238
1.105,sbps,-0.0,5.542421838944238
1.105,sspls-v,0.0,5.542421838944238
1.182,ifrms,-0.551927928174645,5.546360026941911
1.182,mcgs,0.0,5.546360026941911
1.182,pos,-0.0,5.546360026941911
1.182,prculs-d,-0.0,5.546360026941911
1.182,prcus-a,0.0,5.546360026941911
1.182,prcus-i,-0.0,5.546360026941911
1.182,prcus-p,0.6449089133364314,5.546360026941911
1.182,sbps,-0.0,5.546360026941911
1.182,sspls-v,0.0,5.546360026941911
1.263,ifrms,-0.4749411481655674,5.5417762690361565
1.263,mcgs,0.0,5.5417762690361565
1.263,pos,-0.0,5.5417762690361565
1.263,prculs-d,-0.0,5.5417762690361565
1.263,prcus-a,0.0,5.5417762690361565
1.263,prcus-i,-0.0,5.5417762690361565
1.263,prcus-p,0.5681687973491193,5.5417762690361565
1.263,sbps,-0.0,5.5417762690361565
1.263,sspls-v,0.0,5.5417762690361565
1.35,ifrms,-0.3922516437113725,5.548179300358152
1.35,mcgs,0.0,5.548179300358152
1.35,pos,-0.0,5.548179300358152
1.35,prculs-d,-0.0,5.548179300358152
1.35,prcus-a,0.0,5.548179300358152
1.35,prcus-i,-0.0,5.548179300358152
1.35,prcus-p,0.4851945725526896,5.548179300358152
1.35,sbps,-0.0,5.548179300358152
1.35,sspls-v,0.0,5.548179300358152
1.444,ifrms,-0.3029089607378755,5.558892475319148
1.444,mcgs,0.0,5.558892475319148
1.444,pos,-0.0,5.558892475319148
1.444,prculs-d,-0.0,5.558892475319148
1.444,prcus-a,0.0,5.558892475319148
1.444,prcus-i,-0.0,5.558892475319148
1.444,prcus-p,0.395378835090547,5.558892475319148
1.444,sbps,-0.0,5.558892475319148
1.444,sspls-v,0.0,5.558892475319148
1.543,ifrms,-0.2088140073934478,5.586978023747323
1.543,mcgs,0.0,5.586978023747323
1.543,pos,-0.0,5.586978023747323
1.543,prculs-d,-0.0,5.586978023747323
1.543,prcus-a,0.0,5.586978023747323
1.543,prcus-i,-0.0,5.586978023747323
1.543,prcus-p,0.3010799045903883,5.586978023747323
1.543,sbps,-0.0,5.586978023747323
1.543,sspls-v,0.0,5.586978023747323
1.65,ifrms,-0.1071154193119931,5.587509822832106
1.65,mcgs,0.0,5.587509822832106
1.65,pos,-0.0,5.587509822832106
1.65,prculs-d,-0.0,5.587509822832106
1.65,prcus-a,0.0,5.587509822832106
1.65,prcus-i,-0.0,5.587509822832106
1.65,prcus-p,0.199160858494256,5.587509822832106
1.65,sbps,-0.0,5.587509822832106
1.65,sspls-v,0.0,5.587509822832106
1.764,ifrms,-0.0,5.557322768069207
1.764,mcgs,0.0,5.557322768069207
1.764,pos,-0.0,5.557322768069207
1.764,prculs-d,-0.0,5.557322768069207
1.764,prcus-a,0.0,5.557322768069207
1.764,prcus-i,-0.0,5.557322768069207
1.764,prcus-p,0.0905742112516481,5.557322768069207
1.764,sbps,-0.0,5.557322768069207
1.764,sspls-v,0.0,5.557322768069207
1.885,ifrms,-0.0,5.536407460223194
1.885,mcgs,0.0,5.536407460223194
1.885,pos,-0.0,5.536407460223194
1.885,prculs-d,-0.0,5.536407460223194
1.885,prcus-a,0.0,5.536407460223194
1.885,prcus-i,-0.0,5.536407460223194
1.885,prcus-p,0.0,5.536407460223194
1.885,sbps,-0.0,5.536407460223194
1.885,sspls-v,0.0,5.536407460223194
2.015,ifrms,-0.0,5.504973012512623
2.015,mcgs,0.0,5.504973012512623
2.015,pos,-0.0,5.504973012512623
2.015,prculs-d,-0.0,5.504973012512623
2.015,prcus-a,0.0,5.504973012512623
2.015,prcus-i,-0.0,5.504973012512623
2.015,prcus-p,0.0,5.504973012512623
2.015,sbps,-0.0,5.504973012512623
2.015,sspls-v,0.0,5.504973012512623
2.154,ifrms,-0.0,5.48910777875038
2.154,mcgs,0.0,5.48910777875038
2.154,pos,-0.0,5.48910777875038
2.154,prculs-d,-0.0,5.48910777875038
2.154,prcus-a,0.0,5.48910777875038
2.154,prcus-i,-0.0,5.48910777875038
2.154,prcus-p,0.0,5.48910777875038
2.154,sbps,-0.0,5.48910777875038
2.154,sspls-v,0.0,5.48910777875038
2.303,ifrms,-0.0,5.484848484848485
2.303,mcgs,0.0,5.484848484848485
2.303,pos,-0.0,5.484848484848485
2.303,prculs-d,-0.0,5.484848484848485
2.303,prcus-a,0.0,5.484848484848485
2.303,prcus-i,-0.0,5.484848484848485
2.303,prcus-p,0.0,5.484848484848485
2.303,sbps,-0.0,5.484848484848485
2.303,sspls-v,0.0,5.484848484848485
2.462,ifrms,-0.0,5.484848484848485
2.462,mcgs,0.0,5.484848484848485
2.462,pos,-0.0,5.484848484848485
2.462,prculs-d,-0.0,5.484848484848485
2.462,prcus-a,0.0,5.484848484848485
2.462,prcus-i,-0.0,5.484848484848485
2.462,prcus-p,0.0,5.484848484848485
2.462,sbps,-0.0,5.484848484848485
2.462,sspls-v,0.0,5.484848484848485
2.632,ifrms,-0.0,5.484848484848485
2.632,mcgs,0.0,5.484848484848485
2.632,pos,-0.0,5.484848484848485
2.632,prculs-d,-0.0,5.484848484848485
2.632,prcus-a,0.0,5.484848484848485
2.632,prcus-i,-0.0,5.484848484848485
2.632,prcus-p,0.0,5.484848484848485
2.632,sbps,-0.0,5.484848484848485
2.632,sspls-v,0.0,5.484848484848485
2.814,ifrms,-0.0,5.484848484848485
2.814,mcgs,0.0,5.484848484848485
2.814,pos,-0.0,5.484848484848485
2.814,prculs-d,-0.0,5.484848484848485
2.814,prcus-a,0.0,5.484848484848485
2.814,prcus-i,-0.0,5.484848484848485
2.814,prcus-p,0.0,5.484848484848485
2.814,sbps,-0.0,5.484848484848485
2.814,sspls-v,0.0,5.484848484848485
3.008,ifrms,-0.0,5.484848484848485
3.008,mcgs,0.0,5.484848484848485
3.008,pos,-0.0,5.484848484848485
3.008,prculs-d,-0.0,5.484848484848485
3.008,prcus-a,0.0,5.484848484848485
3.008,prcus-i,-0.0,5.484848484848485
3.008,prcus-p,0.0,5.484848484848485
3.008,sbps,-0.0,5.484848484848485
3.008,sspls-v,0.0,5.484848484848485
3.215,ifrms,-0.0,5.484848484848485
3.215,mcgs,0.0,5.484848484848485
3.215,pos,-0.0,5.484848484848485
3.215,prculs-d,-0.0,5.484848484848485
3.215,prcus-a,0.0,5.484848484848485
3.215,prcus-i,-0.0,5.484848484848485
3.215,prcus-p,0.0,5.484848484848485
3.215,sbps,-0.0,5.484848484848485
3.215,sspls-v,0.0,5.484848484848485
3.437,ifrms,-0.0,5.484848484848485
3.437,mcgs,0.0,5.484848484848485
3.437,pos,-0.0,5.484848484848485
3.437,prculs-d,-0.0,5.484848484848485
3.437,prcus-a,0.0,5.484848484848485
3.437,prcus-i,-0.0,5.484848484848485
3.437,prcus-p,0.0,5.484848484848485
3.437,sbps,-0.0,5.484848484848485
3.437,sspls-v,0.0,5.484848484848485
3.675,ifrms,-0.0,5.484848484848485
3.675,mcgs,0.0,5.484848484848485
3.675,pos,-0.0,5.484848484848485
3.675,prculs-d,-0.0,5.484848484848485
3.675,prcus-a,0.0,5.484848484848485
3.675,prcus-i,-0.0,5.484848484848485
3.675,prcus-p,0.0,5.484848484848485
3.675,sbps,-0.0,5.484848484848485
3.675,sspls-v,0.0,5.484848484848485
3.928,ifrms,-0.0,5.484848484848485
3.928,mcgs,0.0,5.484848484848485
3.928,pos,-0.0,5.484848484848485
3.928,prculs-d,-0.0,5.484848484848485
3.928,prcus-a,0.0,5.484848484848485
3.928,prcus-i,-0.0,5.484848484848485
3.928,prcus-p,0.0,5.484848484848485
3.928,sbps,-0.0,5.484848484848485
3.928,sspls-v,0.0,5.484848484848485
4.199,ifrms,-0.0,5.484848484848485
4.199,mcgs,0.0,5.484848484848485
4.199,pos,-0.0,5.484848484848485
4.199,prculs-d,-0.0,5.484848484848485
4.199,prcus-a,0.0,5.484848484848485
4.199,prcus-i,-0.0,5.484848484848485
4.199,prcus-p,0.0,5.484848484848485
4.199,sbps,-0.0,5.484848484848485
4.199,sspls-v,0.0,5.484848484848485
4.489,ifrms,-0.0,5.484848484848485
4.489,mcgs,0.0,5.484848484848485
4.489,pos,-0.0,5.484848484848485
4.489,prculs-d,-0.0,5.484848484848485
4.489,prcus-a,0.0,5.484848484848485
4.489,prcus-i,-0.0,5.484848484848485
4.489,prcus-p,0.0,5.484848484848485
4.489,sbps,-0.0,5.484848484848485
4.489,sspls-v,0.0,5.484848484848485
4.799,ifrms,-0.0,5.484848484848485
4.799,mcgs,0.0,5.484848484848485
4.799,pos,-0.0,5.484848484848485
4.799,prculs-d,-0.0,5.484848484848485
4.799,prcus-a,0.0,5.484848484848485
4.799,prcus-i,-0.0,5.484848484848485
4.799,prcus-p,0.0,5.484848484848485
4.799,sbps,-0.0,5.484848484848485
4.799,sspls-v,0.0,5.484848484848485
5.13,ifrms,-0.0,5.484848484848485
5.13,mcgs,0.0,5.484848484848485
5.13,pos,-0.0,5.484848484848485
5.13,prculs-d,-0.0,5.484848484848485
5.13,prcus-a,0.0,5.484848484848485
5.13,prcus-i,-0.0,5.484848484848485
5.13,prcus-p,0.0,5.484848484848485
5.13,sbps,-0.0,5.484848484848485
5.13,sspls-v,0.0,5.484848484848485
5.484,ifrms,-0.0,5.484848484848485
5.484,mcgs,0.0,5.484848484848485
5.484,pos,-0.0,5.484848484848485
5.484,prculs-d,-0.0,5.484848484848485
5.484,prcus-a,0.0,5.484848484848485
5.484,prcus-i,-0.0,5.484848484848485
5.484,prcus-p,0.0,5.484848484848485
5.484,sbps,-0.0,5.484848484848485
5.484,sspls-v,0.0,5.484848484848485
5.863,ifrms,-0.0,5.484848484848485
5.863,mcgs,0.0,5.484848484848485
5.863,pos,-0.0,5.484848484848485
5.863,prculs-d,-0.0,5.484848484848485
5.863,prcus-a,0.0,5.484848484848485
5.863,prcus-i,-0.0,5.484848484848485
5.863,prcus-p,0.0,5.484848484848485
5.863,sbps,-0.0,5.484848484848485
5.863,sspls-v,0.0,5.484848484848485
6.268,ifrms,-0.0,5.484848484848485
6.268,mcgs,0.0,5.484848484848485
6.268,pos,-0.0,5.484848484848485
6.268,prculs-d,-0.0,5.484848484848485
6.268,prcus-a,0.0,5.484848484848485
6.268,prcus-i,-0.0,5.484848484848485
6.268,prcus-p,0.0,5.484848484848485
6.268,sbps,-0.0,5.484848484848485
6.268,sspls-v,0.0,5.484848484848485
6.7,ifrms,-0.0,5.484848484848485
6.7,mcgs,0.0,5.484848484848485
6.7,pos,-0.0,5.484848484848485
6.7,prculs-d,-0.0,5.484848484848485
6.7,prcus-a,0.0,5.484848484848485
6.7,prcus-i,-0.0,5.484848484848485
6.7,prcus-p,0.0,5.484848484848485
6.7,sbps,-0.0,5.484848484848485
6.7,sspls-v,0.0,5.484848484848485
7.163,ifrms,-0.0,5.484848484848485
7.163,mcgs,0.0,5.484848484848485
7.163,pos,-0.0,5.484848484848485
7.163,prculs-d,-0.0,5.484848484848485
7.163,prcus-a,0.0,5.484848484848485
7.163,prcus-i,-0.0,5.484848484848485
7.163,prcus-p,0.0,5.484848484848485
7.163,sbps,-0.0,5.484848484848485
7.163,sspls-v,0.0,5.484848484848485
7.657,ifrms,-0.0,5.484848484848485
7.657,mcgs,0.0,5.484848484848485
7.657,pos,-0.0,5.484848484848485
7.657,prculs-d,-0.0,5.484848484848485
7.657,prcus-a,0.0,5.484848484848485
