Sulci,beta
prcus-p,1.854529052621546
prcus-i,-0.7617424218968867
prcus-a,-0.07892105042991815
ifrms,-1.7823953070116307
sspls-v,1.3465156613961469
mcgs,0.44162230786678647
pos,-0.24547333187093454
sbps,-1.9105710554422213
prculs-d,0.0
prcus-p,2.18883870399117
prcus-i,-0.055498615045990435
prcus-a,0.1506758033070486
ifrms,-1.9172359959930858
sspls-v,1.5956222250064036
mcgs,0.17311168960782636
pos,-0.00675792384820064
sbps,-1.2554852498346063
prculs-d,-0.28576794213846574
prcus-p,1.5051259834287112
prcus-i,-0.10303299773580449
prcus-a,0.0
ifrms,-1.4678004184358628
sspls-v,0.9861099915419312
mcgs,0.638333410072151
pos,-0.04670142323580289
sbps,-1.2419102062073566
prculs-d,-0.09174352794931812
prcus-p,1.5491241607026158
prcus-i,-0.3440962632988568
prcus-a,0.0
ifrms,-1.7746041673851256
sspls-v,1.0276961678032812
mcgs,0.3148279818132514
pos,-0.0
sbps,-1.5470017360748631
prculs-d,-0.21837113022671065
prcus-p,1.9109721188172155
prcus-i,-0.0
prcus-a,0.0
ifrms,-1.8826605179313929
sspls-v,1.2909239954814673
mcgs,0.25936340507001243
pos,-0.0
sbps,-1.5872418516043467
prculs-d,-0.0
prcus-p,1.8231768170897404
prcus-i,-0.34057142383283934
prcus-a,-0.0
ifrms,-1.7938530276444016
sspls-v,1.434723405432326
mcgs,0.4185401779779226
pos,-0.0
sbps,-1.4372890588980833
prculs-d,-0.15033019867705744
prcus-p,1.8482911488516987
prcus-i,-0.19553820302888872
prcus-a,0.0
ifrms,-1.9072526253431747
sspls-v,1.2998313678299764
mcgs,0.2214913945380931
pos,-0.3012267405554953
sbps,-1.4597154341248664
prculs-d,-0.0
prcus-p,2.2934831520711847
prcus-i,0.0
prcus-a,-0.00760197961765652
ifrms,-1.874851175094918
sspls-v,1.1068350363597144
mcgs,0.8401699605223685
pos,0.013239406075132527
sbps,-1.8889276569248186
prculs-d,-0.14322170393018113
prcus-p,1.9639436395191727
prcus-i,-0.18062228647934456
prcus-a,0.3402285169138967
ifrms,-1.8922478869632846
sspls-v,1.1520448235387792
mcgs,0.1568085713855167
pos,0.0
sbps,-1.0037911641497974
prculs-d,-0.0
prcus-p,2.053700385914191
prcus-i,-0.08919278783202245
prcus-a,0.3889629437645171
ifrms,-1.649809647093189
sspls-v,1.0931907124414253
mcgs,0.8843862854159124
pos,-0.0
sbps,-1.5910920469799834
prculs-d,0.05779347409989139
prcus-p,1.8423715883298184
prcus-i,-0.1940158210040135
prcus-a,0.0
ifrms,-1.3266297232592283
sspls-v,1.871185013167855
mcgs,0.13424849014167053
pos,-0.06859671302332046
sbps,-1.5153289666332062
prculs-d,-0.16840028246332978
prcus-p,2.1190753877566832
prcus-i,-0.0
prcus-a,-0.0
ifrms,-2.0318828455833104
sspls-v,0.893382525318187
mcgs,0.2758609275766342
pos,-0.100534644365701
sbps,-1.144880282356407
prculs-d,-0.04367428015480875
prcus-p,1.8763849132487753
prcus-i,-0.0042801603923227
prcus-a,0.0
ifrms,-1.5963765790206297
sspls-v,1.3275691079076368
mcgs,0.33042521118725005
pos,-0.0
sbps,-1.375575212211412
prculs-d,-0.1438718586999038
prcus-p,1.967897490179511
prcus-i,-0.10451466300705735
prcus-a,0.0
ifrms,-1.7385649454022938
sspls-v,1.39796841129433
mcgs,0.5872280194581356
pos,-0.0
sbps,-1.6117846332492722
prculs-d,-0.06818493416901841
prcus-p,2.135150414198585
prcus-i,-0.28945840116340343
prcus-a,0.0
ifrms,-2.0255662301301642
sspls-v,1.0881870099310542
mcgs,0.12843564907956645
pos,-0.0
sbps,-1.0246693239638043
prculs-d,-0.0
prcus-p,1.6717960649375918
prcus-i,-0.06775669149243162
prcus-a,0.0
ifrms,-1.902179379070599
sspls-v,1.319044791250377
mcgs,0.39895950984681394
pos,-0.0
sbps,-1.4745836565669679
prculs-d,-0.1061789306027905
prcus-p,1.8725958748508609
prcus-i,-0.16029478138280234
prcus-a,0.0
ifrms,-1.7835836513589498
sspls-v,1.282557591346038
mcgs,0.4013620609486522
pos,-0.0
sbps,-1.4089497056809663
prculs-d,-0.10718951761730867
prcus-p,1.8620450175715886
prcus-i,-0.19847357899527476
prcus-a,0.0
ifrms,-1.8731208097050032
sspls-v,1.2994863943274668
mcgs,0.3554560116454498
pos,-0.0
sbps,-1.414488341347754
prculs-d,-0.26069245009387104
prcus-p,1.8502333879004338
prcus-i,-0.43849859389526724
prcus-a,0.0
ifrms,-1.9517289245925988
sspls-v,1.3942085712296923
mcgs,0.3110459954600837
pos,-0.0
sbps,-1.8524803483089962
prculs-d,-0.43716202604472026
prcus-p,1.563308961791893
prcus-i,-0.1623675442969888
prcus-a,-0.0
ifrms,-2.1120097058722043
sspls-v,1.4341197050943153
mcgs,0.40282125618708653
pos,-0.015323967347776343
sbps,-1.4398392584203528
prculs-d,-0.18332542566685137
prcus-p,1.7005329387097707
prcus-i,-0.2901096269208919
prcus-a,0.0
ifrms,-1.9576337721153763
sspls-v,1.362014537827284
mcgs,0.47454286136290297
pos,-0.0
sbps,-1.5107758684300712
prculs-d,-0.08376238486830033
prcus-p,1.854009339906467
prcus-i,-0.20625376122419667
prcus-a,0.0
ifrms,-1.8744727418063634
sspls-v,1.328532260615582
mcgs,0.4051848463633244
pos,-0.0
sbps,-1.454712911329514
prculs-d,-0.08435601208601744
prcus-p,1.8594165887478296
prcus-i,-0.18733823081444378
prcus-a,0.0
ifrms,-1.890902949016909
sspls-v,1.273740354901363
mcgs,0.40558984371856105
pos,-0.0
sbps,-1.4789118494617821
prculs-d,-0.07297194753764007
prcus-p,1.8330455844977227
prcus-i,-0.24298310169374404
prcus-a,0.0
ifrms,-1.8870691597194413
sspls-v,1.2734611045626405
mcgs,0.22977069651436408
pos,0.0
sbps,-1.4317612942628444
prculs-d,0.0
prcus-p,1.325966111584006
prcus-i,-0.0
prcus-a,0.176673550224316
ifrms,-1.9839287544711113
sspls-v,1.0648095729943792
mcgs,0.11626702077835283
pos,-0.0
sbps,-1.5315583849489334
prculs-d,-0.09650339374795874
prcus-p,1.8373404105256983
prcus-i,-0.26063158849314827
prcus-a,0.02158750541957065
ifrms,-1.9462409937471505
sspls-v,1.1670012964100582
mcgs,0.26343708501586127
pos,-0.0
sbps,-1.5525799714224062
prculs-d,-0.0
prcus-p,1.7949817215943575
prcus-i,-0.27372906405627107
prcus-a,0.0
ifrms,-1.7562454211283671
sspls-v,1.3005770870728794
mcgs,0.4659765203028793
pos,-0.27556869747729895
sbps,-1.4801599458138217
prculs-d,-0.03714318168481469
prcus-p,1.8195311649457342
prcus-i,-0.35860398623047907
prcus-a,0.0
ifrms,-1.6749553237427606
sspls-v,1.1194333323760994
mcgs,0.331175168811364
pos,-0.0
sbps,-1.3717279112055571
prculs-d,-0.2830775436843731
prcus-p,1.848533662907477
prcus-i,-0.19607130929862354
prcus-a,0.0
ifrms,-1.88047069684354
sspls-v,1.3505208822935924
mcgs,0.22869276341198003
pos,-0.051231806767497196
sbps,-1.436804588582907
prculs-d,-0.13573699055348265
prcus-p,1.9676332823177058
prcus-i,-0.24151712040752837
prcus-a,-0.0
ifrms,-1.8741256695402548
sspls-v,1.1043325826057468
mcgs,0.44185653189499174
pos,-0.0
sbps,-1.4816051151858662
prculs-d,-0.0
prcus-p,1.844793387476606
prcus-i,-0.18118664197321702
prcus-a,0.0
ifrms,-1.85823921958103
sspls-v,1.2697759326914184
mcgs,0.3268688018427889
pos,-0.0
sbps,-1.346923910286196
prculs-d,-0.0443825693612836
prcus-p,1.846064177453313
prcus-i,-0.24412236473294002
prcus-a,0.0
ifrms,-1.777066048652265
sspls-v,1.2421238994858186
mcgs,0.44428086781992443
pos,-0.0
sbps,-1.4914337060008798
prculs-d,-0.34319413753230416
prcus-p,1.5605440486391597
prcus-i,-0.0
prcus-a,-0.0
ifrms,-1.8574892435235615
sspls-v,1.1019961039029709
mcgs,0.32802621482215916
pos,0.0
sbps,-1.5252528818740596
prculs-d,-0.2661083035275063
prcus-p,1.3793863435349112
prcus-i,-0.13399134697238152
prcus-a,0.04635812343038849
ifrms,-1.9905903526754058
sspls-v,1.5251325230597748
mcgs,0.8688566427830072
pos,0.19031691612683743
sbps,-1.124509833347253
prculs-d,-0.38141765271254263
prcus-p,1.4810370707290441
prcus-i,-0.4010535679785274
prcus-a,-0.0
ifrms,-2.500626554892997
sspls-v,1.2254505991871245
mcgs,0.12039441344294953
pos,-0.0
sbps,-1.452282718347335
prculs-d,-0.13818998349225356
prcus-p,1.8375874431155879
prcus-i,-0.7325423537675109
prcus-a,-0.04975747525262364
ifrms,-1.7658877628186982
sspls-v,1.3157415593042041
mcgs,0.41600103470742805
pos,-0.23203161070670547
sbps,-1.873263726812754
prculs-d,-0.0
prcus-p,2.168208935231577
prcus-i,-0.054195509262925455
prcus-a,0.1250533458313554
ifrms,-1.8905188986838113
sspls-v,1.5678246588387097
mcgs,0.15022312675409785
pos,-0.009929179503188572
sbps,-1.2233691389802788
prculs-d,-0.2769373093996619
prcus-p,1.4882867400777362
prcus-i,-0.08485513167335755
prcus-a,0.0
ifrms,-1.435320382860277
sspls-v,0.9551258354968362
mcgs,0.6251665668266241
pos,-0.04976555675374226
sbps,-1.2121411938293254
prculs-d,-0.0784671485178133
prcus-p,1.534877349934063
prcus-i,-0.3305865508358268
prcus-a,0.0
ifrms,-1.7468111461249114
sspls-v,1.0007478211940093
mcgs,0.29847731987454956
pos,-0.0
sbps,-1.521156082218813
prculs-d,-0.20300759781900415
prcus-p,1.8976317300185273
prcus-i,-0.0
prcus-a,0.0
ifrms,-1.8570356090129616
sspls-v,1.268812200784927
mcgs,0.24176255586953463
pos,-0.0
sbps,-1.5593101867926111
prculs-d,-0.0
prcus-p,1.8089178895436495
prcus-i,-0.32298633548354827
prcus-a,-0.0
ifrms,-1.772187120791332
sspls-v,1.4094903590849497
mcgs,0.39996674822975203
pos,-0.0
sbps,-1.4118148369283539
prculs-d,-0.1374778997235339
prcus-p,1.8368554335671305
prcus-i,-0.18068652459724774
prcus-a,0.0
ifrms,-1.8815861131528004
sspls-v,1.27520167394104
mcgs,0.20853329025369544
pos,-0.2938549026121033
sbps,-1.4334641847994058
prculs-d,-0.0
prcus-p,2.2734121792985906
prcus-i,0.0
prcus-a,-0.0
ifrms,-1.8588964150174945
sspls-v,1.0847730526221466
mcgs,0.812405505960998
pos,0.0
sbps,-1.860681302248773
prculs-d,-0.12394233371689252
prcus-p,1.9583714078286443
prcus-i,-0.17253181931712455
prcus-a,0.3211148404711401
ifrms,-1.8548395299341849
sspls-v,1.1306887255495361
mcgs,0.13363208374180646
pos,0.0
sbps,-0.9763941041496131
prculs-d,-0.0
prcus-p,2.042608521262596
prcus-i,-0.07753079627721506
prcus-a,0.3772206616809374
ifrms,-1.6235841866311493
sspls-v,1.07001216424762
mcgs,0.8641912136846008
pos,-0.0
sbps,-1.561001228285418
prculs-d,0.03479103768305668
prcus-p,1.822637633250521
prcus-i,-0.17293150981773675
prcus-a,0.0
ifrms,-1.3152842808089928
sspls-v,1.8433682845379462
mcgs,0.11832869132573712
pos,-0.06777936684135209
sbps,-1.4901172713817203
prculs-d,-0.15361145536061646
prcus-p,2.106323716095838
prcus-i,-0.0
prcus-a,-0.0
ifrms,-2.0076124611825215
sspls-v,0.873480467030105
mcgs,0.257879135040592
pos,-0.1018826140945416
sbps,-1.1178388606516685
prculs-d,-0.028383205805157383
prcus-p,1.8638254474622173
prcus-i,-0.0
prcus-a,0.0
ifrms,-1.5684619787935359
sspls-v,1.3059566164478253
mcgs,0.312281768422344
pos,-0.0
sbps,-1.3505351252062576
prculs-d,-0.13178043129490047
prcus-p,1.9581138614483877
prcus-i,-0.08948109038377887
prcus-a,0.0
ifrms,-1.7136203818048552
sspls-v,1.3743359196531522
mcgs,0.5687110607302569
pos,-0.0
sbps,-1.5846147627800153
prculs-d,-0.05610389354132706
prcus-p,2.123006902327658
prcus-i,-0.2739537024114259
prcus-a,0.0
ifrms,-1.99949959191
sspls-v,1.0644228556936952
mcgs,0.10760629529905466
pos,-0.0
sbps,-0.9938277470394188
prculs-d,-0.0
prcus-p,1.65475360316886
prcus-i,-0.04829189201295146
prcus-a,0.0
ifrms,-1.881974711189703
sspls-v,1.2948660982009348
mcgs,0.3821743014948778
pos,-0.0
sbps,-1.4464901037533693
prculs-d,-0.09478027679285018
prcus-p,1.8612093637364562
prcus-i,-0.1428187964313935
prcus-a,0.0
ifrms,-1.756730624964808
sspls-v,1.2565329485520536
mcgs,0.38326073443088143
pos,-0.0
sbps,-1.3844888945064913
prculs-d,-0.09496593611832646
prcus-p,1.8504986158439307
prcus-i,-0.18412701920582467
prcus-a,0.0
ifrms,-1.8483015560193559
sspls-v,1.2756066299258895
mcgs,0.3375146390775422
pos,-0.0
sbps,-1.3882333122460775
prculs-d,-0.24795208086563267
prcus-p,1.8385423245164574
prcus-i,-0.4226192790264734
prcus-a,0.0
ifrms,-1.9256943180686459
sspls-v,1.368959508364395
mcgs,0.2933901265465534
pos,-0.0
sbps,-1.8254580843993016
prculs-d,-0.4232668016077794
prcus-p,1.553906332920613
prcus-i,-0.14734413486535405
prcus-a,-0.0
ifrms,-2.0851486106358585
sspls-v,1.4087904525004782
mcgs,0.38435377715783936
pos,-0.014678974944959011
sbps,-1.4152805145541558
prculs-d,-0.16888548081982582
prcus-p,1.6930513279885504
prcus-i,-0.2732405203730285
prcus-a,0.0
ifrms,-1.9302564983848887
sspls-v,1.3364564601074311
mcgs,0.4545883858915686
pos,-0.0
sbps,-1.4837669575624897
prculs-d,-0.07348420024488414
prcus-p,1.842186992228054
prcus-i,-0.19121598875052984
prcus-a,0.0
ifrms,-1.84861640712576
sspls-v,1.303224454074353
mcgs,0.38894846666361177
pos,-0.0
sbps,-1.4264013187054627
prculs-d,-0.07179186651878035
prcus-p,1.8471971215043628
prcus-i,-0.17061788458966087
prcus-a,0.0
ifrms,-1.8659167954658316
sspls-v,1.2474595340759422
mcgs,0.3875958002737152
pos,-0.0
sbps,-1.452794501692573
prculs-d,-0.06113818144874877
prcus-p,1.8215492993240407
prcus-i,-0.2276690743447087
prcus-a,0.0
ifrms,-1.8614222191197436
sspls-v,1.2497956716812053
mcgs,0.20532947296197976
pos,0.0
sbps,-1.4054967015903623
prculs-d,0.0
prcus-p,1.3131578448199435
prcus-i,-0.0
prcus-a,0.1562119459001302
ifrms,-1.9573986021240017
sspls-v,1.0445730180486053
mcgs,0.09721089206932548
pos,-0.0
sbps,-1.5059089551700686
prculs-d,-0.08345748921459673
prcus-p,1.8279456366342317
prcus-i,-0.25262164356564626
prcus-a,0.007359369777994066
ifrms,-1.9184789716732464
sspls-v,1.1456172723211973
mcgs,0.24484337629794617
pos,-0.0
sbps,-1.5248362028060687
prculs-d,-0.0
prcus-p,1.78035565430622
prcus-i,-0.25628048321996805
prcus-a,0.0
ifrms,-1.7341342161892914
sspls-v,1.2751647284016159
mcgs,0.4478416317568894
pos,-0.27727711231300595
sbps,-1.4532852144820831
prculs-d,-0.024384261726930923
prcus-p,1.808286993937252
prcus-i,-0.34355065166506676
prcus-a,0.0
ifrms,-1.6485571519455202
sspls-v,1.0949926087933393
mcgs,0.31333804665264825
pos,-0.0
sbps,-1.346151430776652
prculs-d,-0.2720544180738452
prcus-p,1.8367762068509492
prcus-i,-0.180659041324731
prcus-a,0.0
ifrms,-1.8553502494863854
sspls-v,1.3263039976974702
mcgs,0.21001969353334368
pos,-0.05297336530072277
sbps,-1.4096880520317752
prculs-d,-0.12318559841103832
prcus-p,1.9571010854038575
prcus-i,-0.22629558578629666
prcus-a,-0.0
ifrms,-1.8476339857718638
sspls-v,1.0794016843296665
mcgs,0.42116566999834903
pos,-0.0
sbps,-1.44932102868422
prculs-d,-0.0
prcus-p,1.8280717755721465
prcus-i,-0.1614205809992088
prcus-a,0.0
ifrms,-1.8328764338511563
sspls-v,1.2405900244874277
mcgs,0.3043838839498624
pos,-0.0
sbps,-1.313134042257472
prculs-d,-0.028829828554658418
prcus-p,1.8321450773053085
prcus-i,-0.2282869013363602
prcus-a,0.0
ifrms,-1.7445848680346276
sspls-v,1.2119544372773485
mcgs,0.4250477479210566
pos,-0.0
sbps,-1.4631968562435695
prculs-d,-0.326382355681626
prcus-p,1.546528441287325
prcus-i,-0.0
prcus-a,-0.0
ifrms,-1.82826042354333
sspls-v,1.0775151752541523
mcgs,0.3007811460644597
pos,0.0
sbps,-1.4955083549197528
prculs-d,-0.24945534332071137
prcus-p,1.3726444747301596
prcus-i,-0.12648315578492877
prcus-a,0.02522705245777656
ifrms,-1.9540268986324667
sspls-v,1.500804616849537
mcgs,0.8336484737553679
pos,0.1356121322199601
sbps,-1.0965176520008082
prculs-d,-0.3414200279642232
prcus-p,1.4869892527067532
prcus-i,-0.3768265415867042
prcus-a,-0.0
ifrms,-2.436783304676749
sspls-v,1.1923956153176887
mcgs,0.11186267406787043
pos,-0.0
sbps,-1.4195039092608617
prculs-d,-0.12640471250138227
prcus-p,1.8180394321471756
prcus-i,-0.6988499674643834
prcus-a,-0.01610719620189854
ifrms,-1.7468405964422358
sspls-v,1.2802329799673484
mcgs,0.3864380272158601
pos,-0.2165219324402871
sbps,-1.8302168091633695
prculs-d,-0.0
prcus-p,2.1444053558935856
prcus-i,-0.05269192566708206
prcus-a,0.0954889718209405
ifrms,-1.8596914787115735
sspls-v,1.5357505440298327
mcgs,0.12381346723830171
pos,-0.013587792990603276
sbps,-1.1863121751742594
prculs-d,-0.26674848437025317
prcus-p,1.4688566879310578
prcus-i,-0.06388073619027217
prcus-a,0.0
ifrms,-1.3978438004217764
sspls-v,0.9193749853142096
mcgs,0.6099740553894767
pos,-0.05330109542828767
sbps,-1.177792333393135
prculs-d,-0.06314824917376864
prcus-p,1.5184387221241953
prcus-i,-0.31499842107079096
prcus-a,0.0
ifrms,-1.7147422754400488
sspls-v,0.9696535751063872
mcgs,0.27961125631248634
pos,-0.0
sbps,-1.4913348183961639
prculs-d,-0.18527968242487483
prcus-p,1.8822393695871897
prcus-i,-0.0
prcus-a,0.0
ifrms,-1.8274682861451748
sspls-v,1.2432987699087803
mcgs,0.22145388371513605
pos,-0.0
sbps,-1.5270813427790697
prculs-d,-0.0
prcus-p,1.7924652808366226
prcus-i,-0.30269584892667317
prcus-a,-0.0
ifrms,-1.7471879974993283
sspls-v,1.3803753056072074
mcgs,0.3785358677510934
pos,-0.0
sbps,-1.3824215038863576
prculs-d,-0.12264832400792995
prcus-p,1.8236603774695528
prcus-i,-0.1635499725607387
prcus-a,0.0
ifrms,-1.8519709067792913
sspls-v,1.2467827963768818
mcgs,0.19036637565985268
pos,-0.2854918082173437
sbps,-1.4033173512192991
prculs-d,-0.0
prcus-p,2.252458473810767
prcus-i,0.0
prcus-a,-0.0
ifrms,-1.8378721187592142
sspls-v,1.060255470783052
mcgs,0.7832158851122168
pos,0.0
sbps,-1.829403321553974
prculs-d,-0.10825416271511384
prcus-p,1.947940817481512
prcus-i,-0.16467622385602032
prcus-a,0.2988151929476451
ifrms,-1.8195745951201183
sspls-v,1.1075374500683743
mcgs,0.10685985010956178
pos,0.0
sbps,-0.9448096480678028
prculs-d,-0.0
prcus-p,2.029815117440107
prcus-i,-0.06414695242860945
prcus-a,0.36361459581935196
ifrms,-1.5933127027732943
sspls-v,1.043293453596119
mcgs,0.8408603658191853
pos,-0.0
sbps,-1.5262643422547786
prculs-d,0.008232366562205521
prcus-p,1.7998740136543092
prcus-i,-0.14858862826046038
prcus-a,0.0
ifrms,-1.302194719612237
sspls-v,1.8112608639729817
mcgs,0.09996003520182602
pos,-0.06683535592857033
sbps,-1.4610268581426986
prculs-d,-0.13654818176591488
prcus-p,2.0916098599271953
prcus-i,-0.0
prcus-a,-0.0
ifrms,-1.9796087621390261
sspls-v,0.8505166752113814
mcgs,0.23775077997386335
pos,-0.10271238824230103
sbps,-1.0873834013795476
prculs-d,-0.010124257852077472
prcus-p,1.8487253369709198
prcus-i,-0.0
prcus-a,0.0
ifrms,-1.536826347689797
sspls-v,1.2819493782070317
mcgs,0.29134702677053004
pos,-0.0
sbps,-1.3216427171233884
prculs-d,-0.11782878428912585
prcus-p,1.9468250590663216
prcus-i,-0.07213466043384317
prcus-a,0.0
ifrms,-1.6848381930385805
sspls-v,1.3470676600671776
mcgs,0.54734545945439
pos,-0.0
sbps,-1.5532653275536894
prculs-d,-0.04216376939305584
prcus-p,2.1089952984457776
prcus-i,-0.25606383275713246
prcus-a,0.0
ifrms,-1.969422657700593
sspls-v,1.0370028139140752
mcgs,0.08354568288341598
pos,-0.0
sbps,-0.958240413290118
prculs-d,-0.0
prcus-p,1.6351023360824464
prcus-i,-0.025825424729222862
prcus-a,0.0
ifrms,-1.8586543916346887
sspls-v,1.266965702702107
mcgs,0.36280652929496954
pos,-0.0
sbps,-1.4140732009917543
prculs-d,-0.08162901810998922
prcus-p,1.8480707618764984
prcus-i,-0.12265366626297333
prcus-a,0.0
ifrms,-1.7257463152351993
sspls-v,1.2265040637828315
mcgs,0.36237458844883824
pos,-0.0
sbps,-1.3562648816128662
prculs-d,-0.08086180361950228
prcus-p,1.8371758446197088
prcus-i,-0.16757329637184362
prcus-a,0.0
ifrms,-1.8196639556128396
sspls-v,1.248053055616377
mcgs,0.3168130553453412
pos,-0.0
sbps,-1.3579390478979894
prculs-d,-0.23325165483305155
prcus-p,1.8250526359964858
prcus-i,-0.40429699263940205
prcus-a,0.0
ifrms,-1.8956543874640848
sspls-v,1.3398259742890517
mcgs,0.2730179614840587
pos,-0.0
sbps,-1.7942785461536386
prculs-d,-0.4072338952143118
prcus-p,1.5430571352640536
prcus-i,-0.1300094226606446
prcus-a,-0.0
ifrms,-2.0541550518426273
sspls-v,1.3795643894956409
mcgs,0.3630451475087099
pos,-0.01393475294170791
sbps,-1.3869435024008532
prculs-d,-0.1522240059963376
prcus-p,1.6844187002332962
prcus-i,-0.2537761666639545
prcus-a,0.0
ifrms,-1.898667336388175
sspls-v,1.3069663704306773
mcgs,0.43156379709652104
pos,-0.0
sbps,-1.4526027036377593
prculs-d,-0.061624687764343655
prcus-p,1.8285458993550379
prcus-i,-0.1738646561260919
prcus-a,0.0
ifrms,-1.8187820633236367
sspls-v,1.2740230821311043
mcgs,0.37021432428586437
pos,-0.0
sbps,-1.393734321929847
prculs-d,-0.057294782240535
prcus-p,1.8330976682192965
prcus-i,-0.1513253098201537
prcus-a,0.0
ifrms,-1.837086701199312
sspls-v,1.217135605809079
mcgs,0.36681646432697945
pos,-0.0
sbps,-1.422623344290169
prculs-d,-0.04753335417100765
prcus-p,1.8082696801176978
prcus-i,-0.2099826569745457
prcus-a,0.0
ifrms,-1.8318349542824546
sspls-v,1.2224776268331827
mcgs,0.17712648808724477
pos,0.0
sbps,-1.375192381548867
prculs-d,0.0
prcus-p,1.2983804320130627
prcus-i,-0.0
prcus-a,0.13260118524578765
ifrms,-1.9267863663821296
sspls-v,1.0212235333794695
mcgs,0.0768254660631536
pos,-0.0
sbps,-1.4759059618024983
prculs-d,-0.0691929666387376
prcus-p,1.8153395872362412
prcus-i,-0.23912695841673196
prcus-a,0.0
ifrms,-1.8895669104135393
sspls-v,1.1185884215314017
mcgs,0.22338743519854332
pos,-0.0
sbps,-1.4928237224245382
prculs-d,-0.0
prcus-p,1.7634802702360608
prcus-i,-0.2361468209470709
prcus-a,0.0
ifrms,-1.7086207257465178
sspls-v,1.2458424591318065
mcgs,0.42695443282591866
pos,-0.27911353795459964
sbps,-1.4222810360154783
prculs-d,-0.009770508580994163
prcus-p,1.795259622973801
prcus-i,-0.3261828052383085
prcus-a,0.0
ifrms,-1.6181951793085694
sspls-v,1.066811013917379
mcgs,0.2927567518541298
pos,-0.0
sbps,-1.316640107204839
prculs-d,-0.259335426984776
prcus-p,1.8232099114011122
prcus-i,-0.16287565520100974
prcus-a,0.0
ifrms,-1.8263651179204403
sspls-v,1.2983614385480997
mcgs,0.1884737855979854
pos,-0.05498300504882739
sbps,-1.3783997374886807
prculs-d,-0.10870310476558152
prcus-p,1.944948618742429
prcus-i,-0.20873226722665222
prcus-a,-0.0
ifrms,-1.8170665543550817
sspls-v,1.0506352426250567
mcgs,0.40044493426326944
pos,-0.0
sbps,-1.417033654778717
prculs-d,-0.0
prcus-p,1.8113659639083166
prcus-i,-0.14164450527775116
prcus-a,0.0
ifrms,-1.8075045447106073
sspls-v,1.211400283021446
mcgs,0.28189758598692677
pos,-0.0
sbps,-1.279342069846032
prculs-d,-0.013278898774080512
prcus-p,1.8182257659712893
prcus-i,-0.21245043256844903
prcus-a,0.0
ifrms,-1.712103438636117
sspls-v,1.1817841405125087
mcgs,0.40581462802218954
pos,-0.0
sbps,-1.4349600064862589
prculs-d,-0.30957057383094794
prcus-p,1.5325128339354908
prcus-i,-0.0
prcus-a,-0.0
ifrms,-1.799031603563099
sspls-v,1.0530342466053337
mcgs,0.2735640924502195
pos,0.0
sbps,-1.4657417715176253
prculs-d,-0.23284587404504642
prcus-p,1.3658765085240394
prcus-i,-0.11891255545461474
prcus-a,0.0041491810268574625
ifrms,-1.9174911538546047
sspls-v,1.4764589667104926
mcgs,0.7983965567950531
pos,0.08081658981437284
sbps,-1.0685356945497395
prculs-d,-0.3013493994629674
prcus-p,1.492989496990388
prcus-i,-0.3525887268703666
prcus-a,-0.0
ifrms,-2.3728677954594977
sspls-v,1.1593336570312633
mcgs,0.09734553595133046
pos,-0.0
sbps,-1.3876262249567655
prculs-d,-0.11346405502005871
prcus-p,1.8015478257828819
prcus-i,-0.6740806218720526
prcus-a,-0.0
ifrms,-1.7223720493732704
sspls-v,1.2483522792664479
mcgs,0.35687616669395905
pos,-0.20101902741202457
sbps,-1.7871725301076993
prculs-d,-0.0
prcus-p,2.1206051728513726
prcus-i,-0.051180417434116804
prcus-a,0.0659297778265608
ifrms,-1.828863405804687
sspls-v,1.5036759425221045
mcgs,0.09740380772250701
pos,-0.017246406478016046
sbps,-1.14925521136824
prculs-d,-0.2565596593408457
prcus-p,1.449426635784377
prcus-i,-0.042906340707187136
prcus-a,0.0
ifrms,-1.3603672179832769
sspls-v,0.8836241351315829
mcgs,0.5947820539736084
pos,-0.0568341279962641
sbps,-1.1434437451097412
prculs-d,-0.047831369506111505
prcus-p,1.501999277821115
prcus-i,-0.2994103411415737
prcus-a,0.0
ifrms,-1.6826751668845181
sspls-v,0.9385597052395982
mcgs,0.2607452608377436
pos,-0.0
sbps,-1.461514062716534
prculs-d,-0.1675511818081099
prcus-p,1.8668473158565775
prcus-i,-0.0
prcus-a,0.0
ifrms,-1.7979008742902076
sspls-v,1.2177854799040295
mcgs,0.20114521156074044
pos,-0.0
sbps,-1.4948524987655278
prculs-d,-0.0
prcus-p,1.7760126721295943
prcus-i,-0.2824053623697988
prcus-a,-0.0
ifrms,-1.7221888742073248
sspls-v,1.3512602521294659
mcgs,0.3571047792972469
pos,-0.0
sbps,-1.3530269534096064
prculs-d,-0.10782014865240147
prcus-p,1.8104649550418561
prcus-i,-0.14641283857375487
prcus-a,0.0
ifrms,-1.8223559570083958
sspls-v,1.2183634980997307
mcgs,0.1721850815610331
pos,-0.27714487209579014
sbps,-1.3731685174889785
prculs-d,-0.0
prcus-p,2.231509920325755
prcus-i,0.0
prcus-a,-0.0
ifrms,-1.8168387668557446
sspls-v,1.0357353571508965
mcgs,0.7540262642634368
pos,0.0
sbps,-1.7981253408591735
prculs-d,-0.09256599171333463
prcus-p,1.9375102271343807
prcus-i,-0.15682062839491398
prcus-a,0.27651554542415324
ifrms,-1.7843096603060522
sspls-v,1.0843861745872123
mcgs,0.0801258760541302
pos,0.0
sbps,-0.9131892906537057
prculs-d,-0.0
prcus-p,2.01701575386749
prcus-i,-0.050669359299888805
