alpha_level,fold,RMSE,Sulci,beta,Model
0.332,11.0,5.420161815947971,sspls-v,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,pos,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,prculs-d,-1.0317571649765374,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,prcus-p,-0.6150117033614566,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,prcus-i,-1.37013499006531,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,prcus-a,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,ifrms,-2.1756781949585817,"Lasso(alpha=0.332, max_iter=10000)"
0.332,12.0,5.518246926531442,sspls-v,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,prculs-d,-1.0676615515246135,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,prcus-p,-0.6415968124521549,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,prcus-i,-2.2570381346880763,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,prcus-a,-0.06591273439613732,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,ifrms,-2.7982530245976114,"Lasso(alpha=0.332, max_iter=10000)"
0.332,13.0,5.457530342021875,sspls-v,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,sbps,-0.4607980006658788,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,prculs-d,-1.0592290800012394,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,prcus-p,-0.6178875974066353,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,prcus-i,-1.6502005322200588,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,prcus-a,-0.1470788247414212,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,ifrms,-2.025220168746094,"Lasso(alpha=0.332, max_iter=10000)"
0.332,14.0,5.787718054937803,sspls-v,0.06689945875968692,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,prculs-d,-0.9280694249972279,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,prcus-p,-1.0458030343463034,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,prcus-i,-1.8646950579560593,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,prcus-a,-0.2913775761170447,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,ifrms,-2.241026692056733,"Lasso(alpha=0.332, max_iter=10000)"
0.332,15.0,5.94988229342477,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,mcgs,-0.055176581509227836,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,prculs-d,-0.9603680481606901,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,prcus-p,-0.9822098415248077,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,prcus-i,-1.8909883734267947,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,prcus-a,-0.35325273240254396,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,ifrms,-2.1777532591026927,"Lasso(alpha=0.332, max_iter=10000)"
0.332,16.0,5.878580816210834,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,prculs-d,-1.002334430510338,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,prcus-p,-1.206975541008911,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,prcus-i,-2.041444876363881,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,prcus-a,-0.3906942431581518,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,ifrms,-2.2681759802874266,"Lasso(alpha=0.332, max_iter=10000)"
0.332,17.0,5.776791297028146,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,pos,-0.9340285884612043,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,sbps,0.2756502071814333,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,prculs-d,-0.48735929136745787,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,prcus-p,-1.367885093938419,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,prcus-i,-0.9048605741124245,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,prcus-a,-0.1962622065601707,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,ifrms,-2.0186375457994066,"Lasso(alpha=0.332, max_iter=10000)"
0.332,18.0,5.465694366611078,sspls-v,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,pos,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,prculs-d,-0.9726221551190264,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,prcus-p,-1.13696207793561,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,prcus-i,-1.8664145686853182,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,prcus-a,-0.44318707189239737,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,ifrms,-2.319681562474862,"Lasso(alpha=0.332, max_iter=10000)"
0.332,19.0,5.802509156374459,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,prculs-d,-0.9884342314104593,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,prcus-p,-1.0622212727874338,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,prcus-i,-1.8901356859462173,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,prcus-a,-0.32155033693318225,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,ifrms,-2.0860970218185524,"Lasso(alpha=0.332, max_iter=10000)"
0.332,20.0,5.946451603148067,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,mcgs,-0.044681042517215344,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,prculs-d,-1.1115893982409908,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,prcus-p,-0.9180554555169432,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,prcus-i,-1.9304086822358737,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,prcus-a,-0.03345695723255027,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,ifrms,-2.302391083360496,"Lasso(alpha=0.332, max_iter=10000)"
0.332,21.0,5.821498322928626,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,prculs-d,-1.1197944165541873,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,prcus-p,-1.2934251433287676,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,prcus-i,-1.825402768564478,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,prcus-a,-0.228164559823734,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,ifrms,-2.091281666217482,"Lasso(alpha=0.332, max_iter=10000)"
0.332,22.0,5.907017661229006,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,mcgs,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,pos,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,prculs-d,-1.080203901077369,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,prcus-p,-0.7500672828826034,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,prcus-i,-1.7564968222298172,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,prcus-a,-0.16747663171967006,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,ifrms,-2.5118140968960936,"Lasso(alpha=0.332, max_iter=10000)"
0.332,23.0,5.7108700799599585,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,pos,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,prculs-d,-0.8006952530140932,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,prcus-p,-1.7174097637083041,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,prcus-i,-1.8043056592453082,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,prcus-a,-0.6788679850955589,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,ifrms,-2.2209170143533705,"Lasso(alpha=0.332, max_iter=10000)"
0.332,24.0,5.394555433503319,sspls-v,0.7785832080599329,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,pos,0.19043171982276594,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,sbps,-0.24363693681613016,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,prculs-d,-0.9275147568088766,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,prcus-p,-1.0819021328284366,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,prcus-i,-1.9436065765067851,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,prcus-a,-0.12062445414583095,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,ifrms,-2.3345358469924276,"Lasso(alpha=0.332, max_iter=10000)"
0.332,25.0,5.548886750320604,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,pos,-0.1323424512755599,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,sbps,-0.2613743432890731,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,prculs-d,-1.0487810257824617,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,prcus-p,-0.7560722860885101,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,prcus-i,-2.312854495123428,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,prcus-a,-0.907648998210702,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,ifrms,-2.6707721203874195,"Lasso(alpha=0.332, max_iter=10000)"
0.332,26.0,5.648422106430934,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,mcgs,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,sbps,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,prculs-d,-1.1094914037246963,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,prcus-p,-0.8863778795382318,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,prcus-i,-1.915902374335544,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,prcus-a,-0.31486843866993575,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,ifrms,-2.4376959658797177,"Lasso(alpha=0.332, max_iter=10000)"
0.332,27.0,5.83907366504127,sspls-v,0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,mcgs,-0.22468328852252584,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,pos,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,sbps,-0.04093727045997193,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,prculs-d,-1.2765605104608202,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,prcus-p,-1.137013752040527,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,prcus-i,-2.2193823509772073,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,prcus-a,-0.0,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,ifrms,-2.1954910482155148,"Lasso(alpha=0.332, max_iter=10000)"
0.332,28.0,5.723496835214287,sspls-v,0.1351711808606182,"Lasso(alpha=0.332, max_iter=10000)"
0.355,1.0,5.84971625226142,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,1.0,5.84971625226142,pos,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,1.0,5.84971625226142,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,1.0,5.84971625226142,prculs-d,-0.9440708363819236,"Lasso(alpha=0.355, max_iter=10000)"
0.355,1.0,5.84971625226142,prcus-p,-0.986016995139279,"Lasso(alpha=0.355, max_iter=10000)"
0.355,1.0,5.84971625226142,prcus-i,-1.7963098850980872,"Lasso(alpha=0.355, max_iter=10000)"
0.355,1.0,5.84971625226142,prcus-a,-0.2168747871931215,"Lasso(alpha=0.355, max_iter=10000)"
0.355,1.0,5.84971625226142,ifrms,-2.26770834694473,"Lasso(alpha=0.355, max_iter=10000)"
0.355,1.0,5.84971625226142,sspls-v,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,pos,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,sbps,-0.7814018376452158,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,prculs-d,-1.5389357876742924,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,prcus-p,-0.8505529807882819,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,prcus-i,-1.5351103681976896,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,prcus-a,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,ifrms,-2.0026682691439257,"Lasso(alpha=0.355, max_iter=10000)"
0.355,2.0,5.434454700995915,sspls-v,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,mcgs,-0.08347537810598278,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,pos,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,prculs-d,-0.8977868528503756,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,prcus-p,-0.762738395284302,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,prcus-i,-1.834710183579117,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,prcus-a,-0.20578598187262878,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,ifrms,-2.322313479112052,"Lasso(alpha=0.355, max_iter=10000)"
0.355,3.0,5.950474633583452,sspls-v,3.319496208181109e-05,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,pos,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,prculs-d,-0.9148660485751747,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,prcus-p,-0.8350345391131769,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,prcus-i,-1.7152109172605068,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,prcus-a,-0.10507697959739488,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,ifrms,-1.918539449651315,"Lasso(alpha=0.355, max_iter=10000)"
0.355,4.0,5.698501068575552,sspls-v,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,pos,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,prculs-d,-1.102225771090125,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,prcus-p,-1.0779018384268786,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,prcus-i,-2.181264517122488,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,prcus-a,-0.562121268780277,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,ifrms,-2.1478986428591873,"Lasso(alpha=0.355, max_iter=10000)"
0.355,5.0,5.76679063350687,sspls-v,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,mcgs,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,pos,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,prculs-d,-1.361596312028998,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,prcus-p,-1.3997415386493246,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,prcus-i,-2.10072632542131,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,prcus-a,-0.6482943384453235,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,ifrms,-1.879008567884789,"Lasso(alpha=0.355, max_iter=10000)"
0.355,6.0,5.410941365170792,sspls-v,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,pos,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,prculs-d,-1.0380757925333977,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,prcus-p,-0.6747653882972773,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,prcus-i,-1.8662934219046783,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,prcus-a,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,ifrms,-2.4222342180332626,"Lasso(alpha=0.355, max_iter=10000)"
0.355,7.0,5.736415363312495,sspls-v,0.15423961635482583,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,pos,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,prculs-d,-0.9525032186657673,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,prcus-p,-1.0265292887223896,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,prcus-i,-1.8555698728061105,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,prcus-a,-0.22198341233646962,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,ifrms,-2.2591271266673125,"Lasso(alpha=0.355, max_iter=10000)"
0.355,8.0,5.784547302340324,sspls-v,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,mcgs,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,pos,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,prculs-d,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,prcus-p,-1.0144087262814916,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,prcus-i,-1.7423001503976174,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,prcus-a,-0.3946216189585944,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,ifrms,-1.9294881493008584,"Lasso(alpha=0.355, max_iter=10000)"
0.355,9.0,5.314111520793688,sspls-v,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,pos,0.11831506607785176,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,sbps,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,prculs-d,-0.65901321451537,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,prcus-p,-1.096767499347354,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,prcus-i,-1.6622522500160022,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,prcus-a,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,ifrms,-2.1400670376523427,"Lasso(alpha=0.355, max_iter=10000)"
0.355,10.0,5.194978473900498,sspls-v,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,pos,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,prculs-d,-0.35607429971438226,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,prcus-p,-0.9464336599218401,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,prcus-i,-2.0759999545934624,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,prcus-a,-0.286772486107407,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,ifrms,-2.5495265483902876,"Lasso(alpha=0.355, max_iter=10000)"
0.355,11.0,5.360632559473789,sspls-v,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,pos,0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,sbps,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,prculs-d,-0.9946512302432097,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,prcus-p,-0.5990659837168129,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,prcus-i,-1.326509385068418,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,prcus-a,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,ifrms,-2.152532475646895,"Lasso(alpha=0.355, max_iter=10000)"
0.355,12.0,5.466244736203486,sspls-v,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
0.355,13.0,5.395302931558791,mcgs,-0.0,"Lasso(alpha=0.355, max_iter=10000)"
