alpha_level,fold,RMSE,Sulci,beta,Model
0.967,6.0,5.211390570393126,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,6.0,5.211390570393126,prculs-d,-0.3487712897563327,"Lasso(alpha=0.967, max_iter=10000)"
0.967,6.0,5.211390570393126,prcus-p,-0.6620920781157916,"Lasso(alpha=0.967, max_iter=10000)"
0.967,6.0,5.211390570393126,prcus-i,-0.5912521642677563,"Lasso(alpha=0.967, max_iter=10000)"
0.967,6.0,5.211390570393126,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,6.0,5.211390570393126,ifrms,-1.2487483662753789,"Lasso(alpha=0.967, max_iter=10000)"
0.967,6.0,5.211390570393126,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,prcus-p,-0.31866451055260003,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,prcus-i,-0.69545446869828,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,ifrms,-1.7907133983178205,"Lasso(alpha=0.967, max_iter=10000)"
0.967,7.0,5.265929242659099,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,prcus-p,-0.5222387695000957,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,prcus-i,-0.6159807958804202,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,ifrms,-1.6398108435746444,"Lasso(alpha=0.967, max_iter=10000)"
0.967,8.0,5.373044700621433,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,prculs-d,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,prcus-p,-0.4347410505748694,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,prcus-i,-0.8122932344159272,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,ifrms,-1.35390119738127,"Lasso(alpha=0.967, max_iter=10000)"
0.967,9.0,5.091179978537439,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,pos,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,prcus-p,-0.722845192383276,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,prcus-i,-0.6777408864177895,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,ifrms,-1.531188711619518,"Lasso(alpha=0.967, max_iter=10000)"
0.967,10.0,4.770645763593284,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,prcus-p,-0.42832694697604384,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,prcus-i,-1.047851991535784,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,ifrms,-1.9364006789289436,"Lasso(alpha=0.967, max_iter=10000)"
0.967,11.0,4.971317694184449,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,prculs-d,-0.00729932175625336,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,prcus-p,-0.1747766983735722,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,prcus-i,-0.16568147039111009,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,ifrms,-1.5366515421581344,"Lasso(alpha=0.967, max_iter=10000)"
0.967,12.0,5.116329844769907,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,prcus-p,-0.36039627334065544,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,prcus-i,-0.8466464440843992,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,ifrms,-1.8841014643142342,"Lasso(alpha=0.967, max_iter=10000)"
0.967,13.0,5.224438458094075,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,sbps,-0.010162351915242621,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,prcus-p,-0.3658809752449848,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,prcus-i,-0.4065867747782456,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,ifrms,-1.3902187576192004,"Lasso(alpha=0.967, max_iter=10000)"
0.967,14.0,5.307312700211477,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,prcus-p,-0.6432450457930403,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,prcus-i,-0.5752666957907827,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,ifrms,-1.631695541432768,"Lasso(alpha=0.967, max_iter=10000)"
0.967,15.0,5.233566797115016,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,prcus-p,-0.35548146924543694,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,prcus-i,-0.4900786414864331,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,ifrms,-1.473696780946557,"Lasso(alpha=0.967, max_iter=10000)"
0.967,16.0,5.277413758164237,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,prcus-p,-0.5781629109860102,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,prcus-i,-0.6412022179696004,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,ifrms,-1.6287918560658863,"Lasso(alpha=0.967, max_iter=10000)"
0.967,17.0,5.3663281813820625,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,pos,-0.5753177396825507,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,sbps,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,prcus-p,-0.7063835522015808,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,prcus-i,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,ifrms,-1.5175494293664864,"Lasso(alpha=0.967, max_iter=10000)"
0.967,18.0,4.982663132444032,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,prcus-p,-0.5372601678523108,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,prcus-i,-0.5591859414975457,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,ifrms,-1.6861776974890186,"Lasso(alpha=0.967, max_iter=10000)"
0.967,19.0,5.30441327284477,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,prcus-p,-0.47750001206328174,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,prcus-i,-0.6733720303806174,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,ifrms,-1.5776424853297297,"Lasso(alpha=0.967, max_iter=10000)"
0.967,20.0,5.41387553782257,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,prculs-d,-0.006691659608989919,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,prcus-p,-0.500841221088325,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,prcus-i,-0.6858339290021902,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,ifrms,-1.6640372535491283,"Lasso(alpha=0.967, max_iter=10000)"
0.967,21.0,5.339729133132022,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,prculs-d,-0.05854504668287265,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,prcus-p,-0.7611797592501088,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,prcus-i,-0.570093517234918,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,ifrms,-1.4969940762473635,"Lasso(alpha=0.967, max_iter=10000)"
0.967,22.0,5.35721372000695,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,prculs-d,-0.0384097895378397,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,prcus-p,-0.29763672063743424,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,prcus-i,-0.5471805135765982,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,ifrms,-1.902130026272985,"Lasso(alpha=0.967, max_iter=10000)"
0.967,23.0,5.309839082448695,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,pos,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,prcus-p,-0.7390249456001494,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,prcus-i,-0.28908014576262275,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,ifrms,-1.550813577613809,"Lasso(alpha=0.967, max_iter=10000)"
0.967,24.0,4.838673209184226,sspls-v,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,pos,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,prcus-p,-0.7437727325551317,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,prcus-i,-0.7622099061911175,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,ifrms,-1.6621579004988045,"Lasso(alpha=0.967, max_iter=10000)"
0.967,25.0,5.074218100989852,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,prculs-d,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,prcus-p,-0.1258236148798628,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,prcus-i,-0.6286687115062293,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,prcus-a,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,ifrms,-1.9434744822655392,"Lasso(alpha=0.967, max_iter=10000)"
0.967,26.0,5.203087320389556,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,prculs-d,-0.07765179678164064,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,prcus-p,-0.4130369290833567,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,prcus-i,-0.6076833997667234,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,ifrms,-1.7482864567258176,"Lasso(alpha=0.967, max_iter=10000)"
0.967,27.0,5.386001854871891,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,mcgs,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,pos,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,sbps,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,prculs-d,-0.09521579870908413,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,prcus-p,-0.5902877618979872,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,prcus-i,-0.8862088700371957,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,prcus-a,0.0,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,ifrms,-1.561113690168566,"Lasso(alpha=0.967, max_iter=10000)"
0.967,28.0,5.205583329763584,sspls-v,-0.0,"Lasso(alpha=0.967, max_iter=10000)"
1.034,1.0,5.2794554630005015,mcgs,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,1.0,5.2794554630005015,pos,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,1.0,5.2794554630005015,sbps,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,1.0,5.2794554630005015,prculs-d,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,1.0,5.2794554630005015,prcus-p,-0.3905631865575325,"Lasso(alpha=1.034, max_iter=10000)"
1.034,1.0,5.2794554630005015,prcus-i,-0.41950663011133793,"Lasso(alpha=1.034, max_iter=10000)"
1.034,1.0,5.2794554630005015,prcus-a,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,1.0,5.2794554630005015,ifrms,-1.5767585699310018,"Lasso(alpha=1.034, max_iter=10000)"
1.034,1.0,5.2794554630005015,sspls-v,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,mcgs,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,pos,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,sbps,-0.08477785516040187,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,prculs-d,-0.26582713322700957,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,prcus-p,-0.7187829295257948,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,prcus-i,-0.3811807891822483,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,prcus-a,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,ifrms,-1.4047745184253402,"Lasso(alpha=1.034, max_iter=10000)"
1.034,2.0,5.379044055413696,sspls-v,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,mcgs,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,pos,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,sbps,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,prculs-d,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,prcus-p,-0.1907523244869082,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,prcus-i,-0.5251288745958577,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,prcus-a,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,ifrms,-1.6263622447393113,"Lasso(alpha=1.034, max_iter=10000)"
1.034,3.0,5.2219438775701255,sspls-v,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,mcgs,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,pos,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,sbps,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,prculs-d,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,prcus-p,-0.3134616527745253,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,prcus-i,-0.4285098779999864,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,prcus-a,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,ifrms,-1.173816678071214,"Lasso(alpha=1.034, max_iter=10000)"
1.034,4.0,5.13468562662115,sspls-v,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,mcgs,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,pos,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,sbps,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,prculs-d,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,prcus-p,-0.448237491294599,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,prcus-i,-0.5958905028430588,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,prcus-a,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,ifrms,-1.5486942668743084,"Lasso(alpha=1.034, max_iter=10000)"
1.034,5.0,5.343814611788413,sspls-v,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,mcgs,0.07321640059966586,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,pos,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,sbps,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,prculs-d,-0.23917885629295774,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,prcus-p,-0.6154089806960426,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,prcus-i,-0.4653146903598245,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,prcus-a,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,ifrms,-1.184462264383972,"Lasso(alpha=1.034, max_iter=10000)"
1.034,6.0,5.184080284671687,sspls-v,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,mcgs,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,pos,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,sbps,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,prculs-d,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,prcus-p,-0.27912205821563923,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,prcus-i,-0.6163725473909069,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,prcus-a,0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,ifrms,-1.7292982016876333,"Lasso(alpha=1.034, max_iter=10000)"
1.034,7.0,5.239006213225774,sspls-v,-0.0,"Lasso(alpha=1.034, max_iter=10000)"
1.034,8.0,5.347346124877514,mcgs,0.0,"Lasso(alpha=1.034, max_iter=10000)"
