alpha,RMSE
0.195,5.930755453381219
0.195,6.258178170208471
0.195,5.895387092744404
0.208,6.204141330304156
0.208,5.800503593609077
0.208,6.17974957528563
0.208,6.230797507821386
0.208,5.960297102791179
0.208,5.5017337304792955
0.208,6.020585780005806
0.208,6.1672907485326105
0.208,5.493155676119155
0.208,5.7845773330077535
0.208,5.6872485567058755
0.208,5.96868519265842
0.208,5.836757509396948
0.208,5.988834307168246
0.208,6.356176952817147
0.208,6.155139318662896
0.208,6.0817759788242265
0.208,5.76936002211664
0.208,6.141818769557644
0.208,6.327598827036045
0.208,6.140744927748363
0.208,6.241834272871171
0.208,6.077723000498897
0.208,5.578443100229126
0.208,5.891542880514509
0.208,5.8995315762263845
0.208,6.226282949317208
0.208,5.88802177438172
0.223,6.170559790859608
0.223,5.759915300843716
0.223,6.1646332558269386
0.223,6.17256647568878
0.223,5.967001164359852
0.223,5.489706571458153
0.223,5.985383447769783
0.223,6.128393795801322
0.223,5.470204372905493
0.223,5.727371611920828
0.223,5.6456497486637645
0.223,5.906960308964937
0.223,5.784522876567691
0.223,5.969886688870746
0.223,6.314982498864695
0.223,6.116968650674543
0.223,6.05209477842051
0.223,5.726751558745463
0.223,6.109471776013646
0.223,6.291387133744928
0.223,6.116654747311877
0.223,6.218460628698484
0.223,6.0116555817442885
0.223,5.565120906252234
0.223,5.861143428215324
0.223,5.863623775709432
0.223,6.190841607792111
0.223,5.877579977792156
0.238,6.13839577477291
0.238,5.722323635109359
0.238,6.149366910210886
0.238,6.110045833834646
0.238,5.9649464948746465
0.238,5.482534807883116
0.238,5.952460564766106
0.238,6.089966446851968
0.238,5.447355509835477
0.238,5.667847473664588
0.238,5.605687656005706
0.238,5.8444173597764495
0.238,5.732253226935911
0.238,5.944040936560661
0.238,6.272696567737378
0.238,6.079635645050734
0.238,6.01961233245777
0.238,5.684091946522859
0.238,6.068270991051004
0.238,6.255078795111156
0.238,6.091391321713344
0.238,6.190862053899225
0.238,5.954448470872067
0.238,5.544455028010818
0.238,5.825327645259631
0.238,5.833661295519732
0.238,6.152517162425418
0.238,5.862370867659142
0.255,6.0991827444378535
0.255,5.669903439053369
0.255,6.127471384467647
0.255,6.050284951282686
0.255,5.95993012271582
0.255,5.47468528386493
0.255,5.918201436014904
0.255,6.054551646943606
0.255,5.419650888241244
0.255,5.60010121084399
0.255,5.574795008790676
0.255,5.773314023953095
0.255,5.682914192443333
0.255,5.909025990644171
0.255,6.22164354154803
0.255,6.032941449721209
0.255,5.977911875376281
0.255,5.6311164123962065
0.255,6.018002922448848
0.255,6.208037790754519
0.255,6.051060088004232
0.255,6.152546917481335
0.255,5.8988295866212646
0.255,5.516029731128983
0.255,5.779937949074024
0.255,5.80598404554954
0.255,6.104039198152171
0.255,5.843563990559174
0.272,6.06364877502071
0.272,5.615583298191324
0.272,6.099956124590325
0.272,5.989081665386851
0.272,5.954967344903485
0.272,5.462663863803459
0.272,5.881814523584474
0.272,6.013770845804053
0.272,5.391675926101461
0.272,5.526248461952086
0.272,5.5454299382195655
0.272,5.711704334234088
0.272,5.635151833170478
0.272,5.87448548256968
0.272,6.164936797311127
0.272,5.996721850036962
0.272,5.934030665459328
0.272,5.573524882125462
0.272,5.967455153675506
0.272,6.155130792989156
0.272,6.007754400536724
0.272,6.111412381065539
0.272,5.848772751935849
0.272,5.484175591024284
0.272,5.731073941245512
0.272,5.7711003647109
0.272,6.050061220363677
0.272,5.819509971388289
0.291,6.016377528058984
0.291,5.562234588459827
0.291,6.063506528924239
0.291,5.910898000678651
0.291,5.9273947604818025
0.291,5.4493962486996645
0.291,5.8442209018632525
0.291,5.957975404405366
0.291,5.364105126260335
0.291,5.435430262145958
0.291,5.510114964745735
0.291,5.643374143501161
0.291,5.57381648198479
0.291,5.844029551925136
0.291,6.1051298760524455
0.291,5.958504391941331
0.291,5.880760433542184
0.291,5.52013892705026
0.291,5.912846962538579
0.291,6.086526465596535
0.291,5.95432111101144
0.291,6.053716061947737
0.291,5.796603043179173
0.291,5.445995582479818
0.291,5.666767085470621
0.291,5.729333338087095
0.291,5.984029914647426
0.291,5.792845567340258
0.311,5.960220314509672
0.311,5.5141859730551195
0.311,6.034731712501338
0.311,5.832432816935772
0.311,5.886032002164751
0.311,5.436693820108695
0.311,5.805264351225959
0.311,5.897630074240427
0.311,5.3423772836090695
0.311,5.346139467964609
0.311,5.472361033371181
0.311,5.580397178508705
0.311,5.5109015709092946
0.311,5.817276482960318
0.311,6.030922906516121
0.311,5.916915164989365
0.311,5.827363064276871
0.311,5.484281096752
0.311,5.855528632407402
0.311,6.013526316198878
0.311,5.892988944674778
0.311,5.981501496093147
0.311,5.752583083695385
0.311,5.410386994298362
0.311,5.6012437916575095
0.311,5.687180426415806
0.311,5.907439195179268
0.311,5.760090095208564
0.332,5.901624419837508
0.332,5.470839588434736
0.332,6.0076661025719895
0.332,5.760660654487118
0.332,5.828490980615112
0.332,5.423828565306047
0.332,5.772519363661967
0.332,5.838438152041127
0.332,5.322897267530366
0.332,5.265036787651899
0.332,5.420161815947971
0.332,5.518246926531442
0.332,5.457530342021875
0.332,5.787718054937803
0.332,5.94988229342477
0.332,5.878580816210834
0.332,5.776791297028146
0.332,5.465694366611078
0.332,5.802509156374459
0.332,5.946451603148067
0.332,5.821498322928626
0.332,5.907017661229006
0.332,5.7108700799599585
0.332,5.394555433503319
0.332,5.548886750320604
0.332,5.648422106430934
0.332,5.83907366504127
0.332,5.723496835214287
0.355,5.84971625226142
0.355,5.434454700995915
0.355,5.950474633583452
0.355,5.698501068575552
0.355,5.76679063350687
0.355,5.410941365170792
0.355,5.736415363312495
0.355,5.784547302340324
0.355,5.314111520793688
0.355,5.194978473900498
0.355,5.360632559473789
0.355,5.466244736203486
0.355,5.395302931558791
0.355,5.744119764855598
0.355,5.869323532635933
0.355,5.8287753973951455
0.355,5.733195121060108
0.355,5.431804835235948
0.355,5.746182236354468
0.355,5.883501237034871
0.355,5.734134495698737
0.355,5.836967719486171
0.355,5.666942677829047
0.355,5.3908084702069
0.355,5.504578914632584
0.355,5.606592910573683
0.355,5.7794949865604694
0.355,5.678254008007036
0.38,5.792449285421162
0.38,5.4145539981253155
0.38,5.871837654276367
0.38,5.641429354430802
0.38,5.707114158197463
0.38,5.4084071113982395
0.38,5.688451999175225
0.38,5.732424715463645
0.38,5.301746860709001
0.38,5.13946099259569
0.38,5.309737648308577
0.38,5.423779584989507
0.38,5.3342392192426225
0.38,5.691205693026152
0.38,5.78928885428157
0.38,5.7639816577277765
0.38,5.689045420370161
0.38,5.389967222269185
0.38,5.699750704807402
0.38,5.821844742561636
0.38,5.648626182796325
0.38,5.7661784793402875
0.38,5.616802763813279
0.38,5.3854971224704
0.38,5.454858805977013
0.38,5.566101430696068
0.38,5.720670381428494
0.38,5.618982192257539
0.406,5.731462933960408
0.406,5.41025262338703
0.406,5.780928447201234
0.406,5.580860485899759
0.406,5.666806270752987
0.406,5.403690422857271
0.406,5.632265430247417
0.406,5.684454911226165
0.406,5.288723099410991
0.406,5.0891378314328755
0.406,5.260223610272107
0.406,5.391882657539883
0.406,5.292153417510972
0.406,5.6432872917311165
0.406,5.717843713310818
0.406,5.703810963749258
0.406,5.653270354934078
0.406,5.352556919220576
0.406,5.664439449254102
0.406,5.771447986514637
0.406,5.584582182033324
0.406,5.700306046184302
0.406,5.563930466587958
0.406,5.384820084074214
0.406,5.411998573562118
0.406,5.548388680768881
0.406,5.666485257401218
0.406,5.545821879352917
0.434,5.6699161152499125
0.434,5.407900282442775
0.434,5.691755711165176
0.434,5.527465222880657
0.434,5.632436432509358
0.434,5.39061722152703
0.434,5.578966338954008
0.434,5.628758757209782
0.434,5.262005893602425
0.434,5.0371426503705985
0.434,5.2013167072647395
0.434,5.359759508521096
0.434,5.260566395080836
0.434,5.604915076446515
0.434,5.648927927539324
0.434,5.630489360987962
0.434,5.6108151880170185
0.434,5.3214944845315975
0.434,5.626498861349156
0.434,5.721017616328198
0.434,5.538970709016195
0.434,5.638500753645781
0.434,5.521081216122137
0.434,5.369791126422939
0.434,5.377355942362583
0.434,5.541604605982985
0.434,5.606802651407701
0.434,5.481853364361092
0.464,5.624878543347193
0.464,5.408234084848111
0.464,5.612820059463938
0.464,5.483331172702919
0.464,5.611770957824334
0.464,5.376494430573672
0.464,5.532027604784098
0.464,5.58498496757265
0.464,5.2144922066998385
0.464,4.993101677121679
0.464,5.148470646391797
0.464,5.33523755718392
0.464,5.238797013627279
0.464,5.571144190486705
0.464,5.596580504451636
0.464,5.573435928701358
0.464,5.571573450767475
0.464,5.286936136721575
0.464,5.582012119033139
0.464,5.67557824504216
0.464,5.5063466587054695
0.464,5.597608731079295
0.464,5.4899838768185125
0.464,5.328866517603471
0.464,5.343468482858744
0.464,5.527524412571694
0.464,5.5582546033083595
0.464,5.425469049665158
0.496,5.597813947160578
0.496,5.405985598355375
0.496,5.551969212710714
0.496,5.450049007133276
0.496,5.574462958442731
0.496,5.344055447972324
0.496,5.49363819081163
0.496,5.565631296124867
0.496,5.177040192911256
0.496,4.950677192146283
0.496,5.1191724864807036
0.496,5.311981466581851
0.496,5.219716541695792
0.496,5.543882677399695
0.496,5.562555599678096
0.496,5.53645040797489
0.496,5.5470005481279365
0.496,5.253391763894643
0.496,5.544406082423793
0.496,5.64475561286223
0.496,5.487386877538666
0.496,5.5641341737558285
0.496,5.459696790881411
0.496,5.275137313331135
0.496,5.304959683087793
0.496,5.5065177935438445
0.496,5.536063735999225
0.496,5.38216607276791
0.53,5.571780409483204
0.53,5.402993555334268
0.53,5.508414323404818
0.53,5.424117166926147
0.53,5.546585518379461
0.53,5.307338182307882
0.53,5.464201172261753
0.53,5.547675468202652
0.53,5.154102899878094
0.53,4.910639710396999
0.53,5.092352204981599
0.53,5.2905893858023205
0.53,5.208239764902839
0.53,5.5235348170113525
0.53,5.534059597628313
0.53,5.5105805298325325
0.53,5.52812997143723
0.53,5.225458214848948
0.53,5.5154740021403255
0.53,5.621878830978272
0.53,5.4746201250686175
0.53,5.53131272537661
0.53,5.437221954635847
0.53,5.236268900295729
0.53,5.274963251045473
0.53,5.470603449259637
0.53,5.517115533597171
0.53,5.346996533386736
0.567,5.55039672763174
0.567,5.400080222111537
0.567,5.4692210614755385
0.567,5.39994297855946
0.567,5.52162060366931
0.567,5.2773730285232086
0.567,5.440154926676218
0.567,5.533750013973594
0.567,5.137365638664171
0.567,4.8774487520945575
0.567,5.0666226711239855
0.567,5.276568230464773
0.567,5.197248062561721
0.567,5.5129167032692346
0.567,5.509447204957281
0.567,5.491140216606949
0.567,5.513171906397815
0.567,5.2006922027612115
0.567,5.491508947080759
0.567,5.599792027399207
0.567,5.460729210263405
0.567,5.501638778910523
0.567,5.4205194313708525
0.567,5.191453970972176
0.567,5.2483181877233775
0.567,5.419255699881012
0.567,5.502061237174486
0.567,5.32581867357503
0.606,5.524262641617151
0.606,5.405342057426399
0.606,5.4353027781481735
0.606,5.378150564829083
0.606,5.496469603092647
0.606,5.257849267926749
0.606,5.423290018733879
0.606,5.518112859932148
0.606,5.125360173057999
0.606,4.848732414364878
0.606,5.038275945286093
0.606,5.262928029897144
0.606,5.200046983571614
0.606,5.499456871533346
0.606,5.4830394872968595
0.606,5.4748704573662215
0.606,5.49964007963547
0.606,5.175975993294107
0.606,5.478919687463229
0.606,5.580905867265933
0.606,5.453494887041035
0.606,5.471414378707433
0.606,5.4090627076671955
0.606,5.14219063300253
0.606,5.231671540299074
0.606,5.390767740756254
0.606,5.487654425361505
0.606,5.310373707249754
0.648,5.502416234862175
0.648,5.41112936087699
0.648,5.40004354161765
0.648,5.355543393971549
0.648,5.488434701434387
0.648,5.249713588024857
0.648,5.402856770400336
0.648,5.508042059631369
0.648,5.114428099936855
0.648,4.816041604045478
0.648,5.00512331010657
0.648,5.249189344645005
0.648,5.204399339369307
0.648,5.48142380873769
0.648,5.449633413385127
0.648,5.457346096152868
0.648,5.489231278775427
0.648,5.140035780394849
0.648,5.464190810358889
0.648,5.565845271948642
0.648,5.447165603289686
0.648,5.439470184305014
0.648,5.404467024619039
0.648,5.064088655839974
0.648,5.215727868441504
0.648,5.373060389388581
0.648,5.481403003065858
0.648,5.293740747894482
0.693,5.479563528141058
0.693,5.418632407202065
0.693,5.370792868210738
0.693,5.33776058073005
0.693,5.477947090973805
0.693,5.244141311966587
0.693,5.380964469309189
0.693,5.497725834557017
0.693,5.103566192036555
0.693,4.7873325442295105
0.693,4.9745927721608005
0.693,5.230226557981968
0.693,5.209888067325432
0.693,5.462686092665842
0.693,5.41200146537105
0.693,5.438539642801768
0.693,5.478075455439959
0.693,5.103694896609496
0.693,5.449329913929504
0.693,5.551563337748013
0.693,5.436712597150114
0.693,5.430744951827415
0.693,5.395275984810333
0.693,4.987412257171399
0.693,5.195214129792983
0.693,5.34951824688736
0.693,5.47396707680753
0.693,5.275916743666221
0.741,5.450132331789283
0.741,5.427845318163594
0.741,5.341148498510193
0.741,5.3141587861369475
0.741,5.462311432734299
0.741,5.238663395333139
0.741,5.357213749638695
0.741,5.482683974154252
0.741,5.094111423938399
0.741,4.769222935511222
0.741,4.961550006628015
0.741,5.208965067008801
0.741,5.215983105836092
0.741,5.4374899604004066
0.741,5.372071489327087
0.741,5.412605525036558
0.741,5.464075546443928
0.741,5.07733122804451
0.741,5.431265359572759
0.741,5.530555739612372
0.741,5.426571929359305
0.741,5.423378646659729
0.741,5.38364288901979
0.741,4.917204137750123
0.741,5.174750601785653
0.741,5.3244816006673785
0.741,5.463744195564702
0.741,5.257427864870471
0.792,5.417751601782304
0.792,5.432764115838421
0.792,5.315178578839679
0.792,5.285955114529681
0.792,5.443200337013341
0.792,5.241211127590439
0.792,5.3332976247535635
0.792,5.462589345333307
0.792,5.090759026781591
0.792,4.749573333016429
0.792,4.956945842261565
0.792,5.184632068520944
0.792,5.217126225726203
0.792,5.410814864724585
0.792,5.340313465649838
0.792,5.383605629233913
0.792,5.44470294839454
0.792,5.0547316387305505
0.792,5.40633486084897
0.792,5.504634167008741
0.792,5.409921971301861
0.792,5.4183163473057325
0.792,5.370713000206985
0.792,4.881657977822067
0.792,5.152972708018246
0.792,5.302771221114784
0.792,5.450526088943638
0.792,5.246500923771856
0.846,5.384389572248629
0.846,5.433459215996436
0.846,5.299085809164205
0.846,5.257003895193425
0.846,5.4236829883317155
0.846,5.244020129325752
0.846,5.308939014772265
0.846,5.440434805227172
0.846,5.087200400774901
0.846,4.746019421091061
0.846,4.957919604660336
0.846,5.166214960121688
0.846,5.2165387682272915
0.846,5.384889944133601
0.846,5.307928336775301
0.846,5.358677564407504
0.846,5.422905190246548
0.846,5.041100332892994
0.846,5.378415271018372
0.846,5.477065486189158
0.846,5.3872998084226404
0.846,5.40378681773728
0.846,5.354003665684291
0.846,4.866541063839741
0.846,5.126691389249719
0.846,5.274192423067772
0.846,5.4324598965956215
0.846,5.233684749172694
0.905,5.344065580724113
0.905,5.423087035745689
0.905,5.274159989550454
0.905,5.213479456198079
0.905,5.407245335133574
0.905,5.231143172885139
0.905,5.291420620137823
0.905,5.413959582393199
0.905,5.087670103962048
0.905,4.757000566625097
0.905,4.961607143575946
0.905,5.1438019309081335
0.905,5.222378411761095
0.905,5.354170536179753
0.905,5.265465870492539
0.905,5.322516323407097
0.905,5.3979172437116825
0.905,5.017012187184964
0.905,5.346247931935642
0.905,5.449926064575477
0.905,5.361479123121637
0.905,5.381077917882307
0.905,5.33075869418599
0.905,4.849958421802921
0.905,5.0933578461177555
0.905,5.23841858085525
0.905,5.409214747506218
0.905,5.22071354586236
0.967,5.303079809758417
0.967,5.406991173992772
0.967,5.240311654599998
0.967,5.1621211558054085
0.967,5.381035881297197
0.967,5.211390570393126
0.967,5.265929242659099
0.967,5.373044700621433
0.967,5.091179978537439
0.967,4.770645763593284
0.967,4.971317694184449
0.967,5.116329844769907
0.967,5.224438458094075
0.967,5.307312700211477
0.967,5.233566797115016
0.967,5.277413758164237
0.967,5.3663281813820625
0.967,4.982663132444032
0.967,5.30441327284477
0.967,5.41387553782257
0.967,5.339729133132022
0.967,5.35721372000695
0.967,5.309839082448695
0.967,4.838673209184226
0.967,5.074218100989852
0.967,5.203087320389556
0.967,5.386001854871891
0.967,5.205583329763584
1.034,5.2794554630005015
1.034,5.379044055413696
1.034,5.2219438775701255
1.034,5.13468562662115
1.034,5.343814611788413
1.034,5.184080284671687
1.034,5.239006213225774
1.034,5.347346124877514
1.034,5.099187320339455
1.034,4.790705917728464
1.034,4.984716075919737
1.034,5.0599012026821
1.034,5.225391215054061
1.034,5.265858946344679
1.034,5.229891465347816
1.034,5.239677844557844
1.034,5.341607803007627
1.034,4.946449598187517
1.034,5.274823514909599
1.034,5.379691231600042
1.034,5.30541591850378
1.034,5.319950871374563
1.034,5.273306191496437
1.034,4.842975510372839
1.034,5.071674651350448
1.034,5.158480508645322
1.034,5.354199112010646
1.034,5.1840126091032905
1.105,5.253706465963888
1.105,5.352225329723507
1.105,5.203812611814339
1.105,5.118039112532373
1.105,5.329388844163985
1.105,5.151207444058674
1.105,5.227131240443867
1.105,5.3386076179918955
1.105,5.107678883114553
1.105,4.812694045641342
1.105,4.997965389022329
1.105,5.003995322558744
1.105,5.2529349281135245
1.105,5.268709994675443
1.105,5.232910870086313
1.105,5.21446351181516
1.105,5.340582530720799
1.105,4.921433189874424
1.105,5.268210308007583
1.105,5.370030299809857
1.105,5.291526836736689
1.105,5.289021960260199
1.105,5.238156972619531
1.105,4.843176126601137
1.105,5.070270629714215
1.105,5.130789172803775
1.105,5.317208887885495
1.105,5.155065995641205
1.182,5.234335566053489
1.182,5.327913609592115
1.182,5.1815080155049555
1.182,5.1135683221730615
1.182,5.319900751557838
1.182,5.123455435995019
1.182,5.214307081513316
1.182,5.32397331833768
1.182,5.1140543515879235
1.182,4.831897193460482
1.182,5.0168253159166944
1.182,4.957632430697008
1.182,5.2811259074806784
1.182,5.264471881124796
1.182,5.238260254821404
1.182,5.211689159918659
1.182,5.338269990103386
1.182,4.906388326292775
1.182,5.2590083784397015
1.182,5.357771205207411
1.182,5.286850246762075
1.182,5.274461414097091
1.182,5.220096563917311
1.182,4.838484381181131
1.182,5.072572845901279
1.182,5.09814710088915
1.182,5.294198273039317
1.182,5.1630722514448735
1.263,5.228628364325926
1.263,5.289485372285944
1.263,5.166822049919211
1.263,5.151597651683176
1.263,5.3073122357513
1.263,5.109119346932675
1.263,5.20890231546635
1.263,5.316766301104413
1.263,5.154550163819863
1.263,4.849341630339999
1.263,5.038886333456678
1.263,4.920928270960258
1.263,5.308309299087356
1.263,5.242620643505862
1.263,5.249017899323991
1.263,5.228809902777936
1.263,5.34227646490945
1.263,4.918025046566487
1.263,5.260405956600038
1.263,5.347877607056561
1.263,5.277306470605886
1.263,5.286175127285572
1.263,5.206043108995857
1.263,4.839472935734273
1.263,5.084117001861616
1.263,5.066503473538382
1.263,5.273615284822763
1.263,5.162408224050485
1.35,5.259031246164535
1.35,5.23698512454847
1.35,5.181533574316585
1.35,5.171996324420853
1.35,5.3052105757671235
1.35,5.113720448302947
1.35,5.214847459942648
1.35,5.3233152826610555
1.35,5.1947620587881165
1.35,4.876030085856401
1.35,5.0683388885241625
1.35,4.898511304466405
1.35,5.345253716195617
1.35,5.2003011965971915
1.35,5.267044148538305
1.35,5.235249211977454
1.35,5.357527233461788
1.35,4.93566673670508
1.35,5.263839008359919
1.35,5.343350359519981
1.35,5.273904067200184
1.35,5.3086053901481005
1.35,5.194204651741256
1.35,4.84757580200474
1.35,5.106173714118195
1.35,5.041442906788636
1.35,5.256011622411141
1.35,5.163674706931965
1.444,5.252679758056207
1.444,5.21147738392634
1.444,5.187935241425016
1.444,5.156849316279245
1.444,5.342849241734849
1.444,5.1119235148695745
1.444,5.238579501660765
1.444,5.363243987655543
1.444,5.235459086994016
1.444,4.923543509691079
1.444,5.0854035642682165
1.444,4.907815334115749
1.444,5.382313199494245
1.444,5.169014565899294
1.444,5.319757971621504
1.444,5.220430009521871
1.444,5.396048405462346
1.444,4.9562781630938595
1.444,5.304003711059521
1.444,5.355252684011623
1.444,5.325212044830637
1.444,5.321225034718958
1.444,5.17048538141369
1.444,4.875717810517764
1.444,5.160825790973512
1.444,5.006493298213375
1.444,5.275179136524628
1.444,5.177674413177887
1.543,5.249470254670232
1.543,5.212266315553883
1.543,5.177909598030061
1.543,5.130278234388249
