alpha,RMSE
1.543,5.380954624955071
1.543,5.119966541249888
1.543,5.263533963929843
1.543,5.366492850849521
1.543,5.267997193982824
1.543,4.974547051863828
1.543,5.090949995438176
1.543,4.93126794618824
1.543,5.395767649457587
1.543,5.179932086603532
1.543,5.351319976605286
1.543,5.216685061301407
1.543,5.404387625876551
1.543,4.983056432883795
1.543,5.319910585681236
1.543,5.385568856679804
1.543,5.358985849960045
1.543,5.326504350538221
1.543,5.150562342735456
1.543,4.913564308362919
1.543,5.2011337890788685
1.543,4.971181873641952
1.543,5.272174624860723
1.543,5.233079549152524
1.65,5.252656353809395
1.65,5.229015878286897
1.65,5.180284893460659
1.65,5.122780597611181
1.65,5.379563252889255
1.65,5.130766805571078
1.65,5.250113096155898
1.65,5.360358736817641
1.65,5.2854643768399034
1.65,4.984424031757278
1.65,5.127846729938735
1.65,4.962941966927486
1.65,5.379027974489674
1.65,5.185804464804099
1.65,5.378662383168764
1.65,5.23268027656067
1.65,5.397593208024396
1.65,5.006027634455093
1.65,5.330592695545233
1.65,5.397133458497287
1.65,5.352496844261844
1.65,5.351144228455501
1.65,5.15348968051591
1.65,4.956351351402594
1.65,5.201852879621506
1.65,4.947932683160872
1.65,5.2714616573050295
1.65,5.287359417777355
1.764,5.266309758061214
1.764,5.255062616184656
1.764,5.213195130776155
1.764,5.1493168458919465
1.764,5.367300561327775
1.764,5.143323757248634
1.764,5.252921762650546
1.764,5.362466241042664
1.764,5.27379104069667
1.764,5.008203961431639
1.764,5.177951483342317
1.764,4.999634830211139
1.764,5.3729394434922595
1.764,5.208488563385308
1.764,5.4123630275233054
1.764,5.265312489538133
1.764,5.400952656317859
1.764,5.0197635522106
1.764,5.3459422498225155
1.764,5.380497535827699
1.764,5.351973315379212
1.764,5.389098118494163
1.764,5.179577059943735
1.764,4.999473097583745
1.764,5.20864051892209
1.764,4.953577568829456
1.764,5.282372923246924
1.764,5.2972096629967576
1.885,5.305693127824897
1.885,5.292906346544807
1.885,5.262343187706592
1.885,5.189013553896
1.885,5.363858269652227
1.885,5.149728366270086
1.885,5.279557154025931
1.885,5.370245806953586
1.885,5.261171571031154
1.885,5.037974459261887
1.885,5.19460304063183
1.885,5.033843391641195
1.885,5.377938209909048
1.885,5.237766145688461
1.885,5.4463296485929975
1.885,5.306533092978884
1.885,5.408234510713727
1.885,5.031471285404903
1.885,5.363480746225609
1.885,5.3811853153698905
1.885,5.3624574647435015
1.885,5.435710029770501
1.885,5.219278535491908
1.885,5.039918978382919
1.885,5.233648842705453
1.885,4.985211543034333
1.885,5.312124526096901
1.885,5.290239469159524
2.015,5.3557871634403895
2.015,5.341035336935146
2.015,5.319138805144614
2.015,5.225201704006325
2.015,5.3917483463071205
2.015,5.151779908387898
2.015,5.334227562309879
2.015,5.403295087080738
2.015,5.278047656450364
2.015,5.069207125709191
2.015,5.220604595020193
2.015,5.066194167264282
2.015,5.41556056915702
2.015,5.271425183617903
2.015,5.480044460308447
2.015,5.34886781144872
2.015,5.436232040880669
2.015,5.04250529882157
2.015,5.397230805407986
2.015,5.406297697664587
2.015,5.402569233403399
2.015,5.4803760858303745
2.015,5.269126838823422
2.015,5.073428157296667
2.015,5.272410875603459
2.015,5.029576661864108
2.015,5.360541624304703
2.015,5.296740492836473
2.154,5.408089060508899
2.154,5.386923371142223
2.154,5.3669004878471345
2.154,5.231316415726939
2.154,5.425755139805305
2.154,5.164494116017039
2.154,5.396462180745892
2.154,5.445675044284361
2.154,5.305740440088482
2.154,5.0752299719937755
2.154,5.280072300881826
2.154,5.110897169626481
2.154,5.45727050790243
2.154,5.313233854455642
2.154,5.509942403540197
2.154,5.393127892071549
2.154,5.480058411250447
2.154,5.066311626177094
2.154,5.454562217393753
2.154,5.451152362822201
2.154,5.451655331762096
2.154,5.534907559714325
2.154,5.333717621017752
2.154,5.092134938365314
2.154,5.321262859926346
2.154,5.0799662071750715
2.154,5.426239883643025
2.154,5.323669928434998
2.303,5.459050539604651
2.303,5.412702225644177
2.303,5.417494657557519
2.303,5.220444950160122
2.303,5.4688656622215595
2.303,5.178534779817282
2.303,5.449610970602209
2.303,5.492818509703026
2.303,5.305912467973237
2.303,5.1032613683568115
2.303,5.3436214232061054
2.303,5.15637680115224
2.303,5.503527636992362
2.303,5.333943372696938
2.303,5.544552128802724
2.303,5.427018989450079
2.303,5.5266760761498
2.303,5.1025407319252105
2.303,5.510583796963728
2.303,5.497227232709027
2.303,5.502568773951736
2.303,5.57300851462936
2.303,5.407239516487675
2.303,5.113265080801654
2.303,5.3529870693673205
2.303,5.127047254932669
2.303,5.48327543013494
2.303,5.3644355392459655
2.462,5.508642883578959
2.462,5.440318606155744
2.462,5.4584995603438315
2.462,5.2024494357377264
2.462,5.512696444328991
2.462,5.175806401572926
2.462,5.506326793334789
2.462,5.543499958344581
2.462,5.289699692001307
2.462,5.147854585964762
2.462,5.4020627557900305
2.462,5.174504523928376
2.462,5.543798638150779
2.462,5.329312035235987
2.462,5.592444696372472
2.462,5.42704629940444
2.462,5.580602179073534
2.462,5.158073679854218
2.462,5.572483656990276
2.462,5.538566303025941
2.462,5.556474339371465
2.462,5.605906669103458
2.462,5.473620522056215
2.462,5.16115890872931
2.462,5.397552804964168
2.462,5.1855321334366815
2.462,5.543273796620806
2.462,5.409555867380717
2.632,5.522117230446131
2.632,5.459378347841369
2.632,5.457313599276885
2.632,5.202279202279202
2.632,5.519353137459189
2.632,5.1603444569585415
2.632,5.549448939796129
2.632,5.567364488437955
2.632,5.268104476553284
2.632,5.1739817278676465
2.632,5.4626063702216685
2.632,5.170431172569117
2.632,5.5555155488939185
2.632,5.301394592272327
2.632,5.6252318631020035
2.632,5.401212063744887
2.632,5.613037841468478
2.632,5.221543967643073
2.632,5.629062314697135
2.632,5.5566727786264964
2.632,5.584473175200264
2.632,5.6203031510773895
2.632,5.544593924236414
2.632,5.209839144174884
2.632,5.4480074751926635
2.632,5.244474726800287
2.632,5.598500409794059
2.632,5.4169117879009185
2.814,5.501904526032826
2.814,5.446524921129851
2.814,5.430475338585581
2.814,5.202279202279202
2.814,5.4960198731727266
2.814,5.156695156695156
2.814,5.545932543346589
2.814,5.549328570336604
2.814,5.267806267806268
2.814,5.170230340803473
2.814,5.484301868056172
2.814,5.156695156695157
2.814,5.540678128619293
2.814,5.299145299145299
2.814,5.611063981963317
2.814,5.393162393162393
2.814,5.601434614904114
2.814,5.262972269554543
2.814,5.639804724525036
2.814,5.54687631077246
2.814,5.572045870033433
2.814,5.60436385164861
2.814,5.599177120559419
2.814,5.219681176903161
2.814,5.455672748115354
2.814,5.266195463244235
2.814,5.608567251061684
2.814,5.391500159699075
3.008,5.487179487179486
3.008,5.4245014245014245
3.008,5.202279202279202
3.008,5.48148148148148
3.008,5.156695156695156
3.008,5.519454706885835
3.008,5.529914529914531
3.008,5.267806267806268
3.008,5.156695156695157
3.008,5.466657269295156
3.008,5.518952189879195
3.008,5.299145299145299
3.008,5.582734346633763
3.008,5.393162393162393
3.008,5.5784809271793865
3.008,5.259400849833633
3.008,5.615681376697686
3.008,5.519809541766152
3.008,5.549871132165402
3.008,5.581344435960954
3.008,5.600225200622548
3.008,5.2043987634057025
3.008,5.429469217570621
3.008,5.253560468272288
3.008,5.584821121964983
3.008,5.384615384615386
3.215,5.487179487179486
3.215,5.4245014245014245
3.215,5.202279202279202
3.215,5.48148148148148
3.215,5.156695156695156
3.215,5.518518518518518
3.215,5.529914529914531
3.215,5.267806267806268
3.215,5.156695156695157
3.215,5.4558404558404545
3.215,5.51851851851852
3.215,5.299145299145299
3.215,5.581196581196581
3.215,5.393162393162393
3.215,5.5783475783475795
3.215,5.247863247863247
3.215,5.612535612535612
3.215,5.549857549857548
3.215,5.202279202279203
3.215,5.384615384615386
3.437,5.487179487179486
3.437,5.4245014245014245
3.437,5.202279202279202
3.437,5.48148148148148
3.437,5.156695156695156
3.437,5.518518518518518
3.437,5.529914529914531
3.437,5.267806267806268
3.437,5.156695156695157
3.437,5.4558404558404545
3.437,5.51851851851852
3.437,5.299145299145299
3.437,5.581196581196581
3.437,5.393162393162393
3.437,5.5783475783475795
3.437,5.247863247863247
3.437,5.612535612535612
3.437,5.549857549857548
3.437,5.202279202279203
3.437,5.384615384615386
3.675,5.487179487179486
3.675,5.4245014245014245
3.675,5.202279202279202
3.675,5.48148148148148
3.675,5.156695156695156
3.675,5.518518518518518
3.675,5.529914529914531
3.675,5.267806267806268
3.675,5.156695156695157
3.675,5.4558404558404545
3.675,5.51851851851852
3.675,5.299145299145299
3.675,5.581196581196581
3.675,5.393162393162393
3.675,5.5783475783475795
3.675,5.247863247863247
3.675,5.612535612535612
3.675,5.549857549857548
3.675,5.202279202279203
3.675,5.384615384615386
3.928,5.487179487179486
3.928,5.4245014245014245
3.928,5.202279202279202
3.928,5.48148148148148
3.928,5.156695156695156
3.928,5.518518518518518
3.928,5.529914529914531
3.928,5.267806267806268
3.928,5.156695156695157
3.928,5.4558404558404545
3.928,5.51851851851852
3.928,5.299145299145299
3.928,5.581196581196581
3.928,5.393162393162393
3.928,5.5783475783475795
3.928,5.247863247863247
3.928,5.612535612535612
3.928,5.549857549857548
3.928,5.202279202279203
3.928,5.384615384615386
4.199,5.487179487179486
4.199,5.4245014245014245
4.199,5.202279202279202
4.199,5.48148148148148
4.199,5.156695156695156
4.199,5.518518518518518
4.199,5.529914529914531
4.199,5.267806267806268
4.199,5.156695156695157
4.199,5.4558404558404545
4.199,5.51851851851852
4.199,5.299145299145299
4.199,5.581196581196581
4.199,5.393162393162393
4.199,5.5783475783475795
4.199,5.247863247863247
4.199,5.612535612535612
4.199,5.549857549857548
4.199,5.202279202279203
4.199,5.384615384615386
4.489,5.487179487179486
4.489,5.4245014245014245
4.489,5.202279202279202
4.489,5.48148148148148
4.489,5.156695156695156
4.489,5.518518518518518
4.489,5.529914529914531
4.489,5.267806267806268
4.489,5.156695156695157
4.489,5.4558404558404545
4.489,5.51851851851852
4.489,5.299145299145299
4.489,5.581196581196581
4.489,5.393162393162393
4.489,5.5783475783475795
4.489,5.247863247863247
4.489,5.612535612535612
4.489,5.549857549857548
4.489,5.202279202279203
4.489,5.384615384615386
4.799,5.487179487179486
4.799,5.4245014245014245
4.799,5.202279202279202
4.799,5.48148148148148
4.799,5.156695156695156
4.799,5.518518518518518
4.799,5.529914529914531
4.799,5.267806267806268
4.799,5.156695156695157
4.799,5.4558404558404545
4.799,5.51851851851852
4.799,5.299145299145299
4.799,5.581196581196581
4.799,5.393162393162393
4.799,5.5783475783475795
4.799,5.247863247863247
4.799,5.612535612535612
4.799,5.549857549857548
4.799,5.202279202279203
4.799,5.384615384615386
5.13,5.487179487179486
5.13,5.4245014245014245
5.13,5.202279202279202
5.13,5.48148148148148
5.13,5.156695156695156
5.13,5.518518518518518
5.13,5.529914529914531
5.13,5.267806267806268
5.13,5.156695156695157
5.13,5.4558404558404545
5.13,5.51851851851852
5.13,5.299145299145299
5.13,5.581196581196581
5.13,5.393162393162393
5.13,5.5783475783475795
5.13,5.247863247863247
5.13,5.612535612535612
5.13,5.549857549857548
5.13,5.202279202279203
5.13,5.384615384615386
5.484,5.487179487179486
5.484,5.4245014245014245
5.484,5.202279202279202
5.484,5.48148148148148
5.484,5.156695156695156
5.484,5.518518518518518
5.484,5.529914529914531
5.484,5.267806267806268
5.484,5.156695156695157
5.484,5.4558404558404545
5.484,5.51851851851852
5.484,5.299145299145299
5.484,5.581196581196581
5.484,5.393162393162393
5.484,5.5783475783475795
5.484,5.247863247863247
5.484,5.612535612535612
5.484,5.549857549857548
5.484,5.202279202279203
5.484,5.384615384615386
5.863,5.487179487179486
5.863,5.4245014245014245
5.863,5.202279202279202
5.863,5.48148148148148
5.863,5.156695156695156
5.863,5.518518518518518
5.863,5.529914529914531
5.863,5.267806267806268
5.863,5.156695156695157
5.863,5.4558404558404545
5.863,5.51851851851852
5.863,5.299145299145299
5.863,5.581196581196581
5.863,5.393162393162393
5.863,5.5783475783475795
5.863,5.247863247863247
5.863,5.612535612535612
5.863,5.549857549857548
5.863,5.202279202279203
5.863,5.384615384615386
6.268,5.487179487179486
6.268,5.4245014245014245
6.268,5.202279202279202
6.268,5.48148148148148
6.268,5.156695156695156
6.268,5.518518518518518
6.268,5.529914529914531
6.268,5.267806267806268
6.268,5.156695156695157
6.268,5.4558404558404545
6.268,5.51851851851852
6.268,5.299145299145299
6.268,5.581196581196581
6.268,5.393162393162393
6.268,5.5783475783475795
6.268,5.247863247863247
6.268,5.612535612535612
6.268,5.549857549857548
6.268,5.202279202279203
6.268,5.384615384615386
6.7,5.487179487179486
6.7,5.4245014245014245
6.7,5.202279202279202
6.7,5.48148148148148
6.7,5.156695156695156
6.7,5.518518518518518
6.7,5.529914529914531
6.7,5.267806267806268
6.7,5.156695156695157
6.7,5.4558404558404545
6.7,5.51851851851852
6.7,5.299145299145299
6.7,5.581196581196581
6.7,5.393162393162393
6.7,5.5783475783475795
6.7,5.247863247863247
6.7,5.612535612535612
6.7,5.549857549857548
6.7,5.202279202279203
6.7,5.384615384615386
7.163,5.487179487179486
7.163,5.4245014245014245
7.163,5.202279202279202
7.163,5.48148148148148
7.163,5.156695156695156
7.163,5.518518518518518
7.163,5.529914529914531
7.163,5.267806267806268
7.163,5.156695156695157
7.163,5.4558404558404545
7.163,5.51851851851852
7.163,5.299145299145299
7.163,5.581196581196581
7.163,5.393162393162393
7.163,5.5783475783475795
7.163,5.247863247863247
7.163,5.612535612535612
7.163,5.549857549857548
7.163,5.202279202279203
7.163,5.384615384615386
7.657,5.487179487179486
7.657,5.4245014245014245
7.657,5.202279202279202
7.657,5.48148148148148
7.657,5.156695156695156
7.657,5.518518518518518
7.657,5.529914529914531
7.657,5.267806267806268
7.657,5.156695156695157
7.657,5.4558404558404545
7.657,5.51851851851852
7.657,5.299145299145299
7.657,5.581196581196581
7.657,5.393162393162393
7.657,5.5783475783475795
7.657,5.247863247863247
7.657,5.612535612535612
7.657,5.549857549857548
7.657,5.202279202279203
7.657,5.384615384615386
8.185,5.487179487179486
8.185,5.4245014245014245
8.185,5.202279202279202
8.185,5.48148148148148
8.185,5.156695156695156
8.185,5.518518518518518
8.185,5.529914529914531
8.185,5.267806267806268
8.185,5.156695156695157
8.185,5.4558404558404545
8.185,5.51851851851852
8.185,5.299145299145299
8.185,5.581196581196581
8.185,5.393162393162393
8.185,5.5783475783475795
8.185,5.247863247863247
8.185,5.612535612535612
8.185,5.549857549857548
8.185,5.202279202279203
8.185,5.384615384615386
8.75,5.487179487179486
8.75,5.4245014245014245
8.75,5.202279202279202
8.75,5.48148148148148
8.75,5.156695156695156
8.75,5.518518518518518
8.75,5.529914529914531
8.75,5.267806267806268
8.75,5.156695156695157
8.75,5.4558404558404545
8.75,5.51851851851852
8.75,5.299145299145299
8.75,5.581196581196581
8.75,5.393162393162393
8.75,5.5783475783475795
8.75,5.247863247863247
8.75,5.612535612535612
8.75,5.549857549857548
8.75,5.202279202279203
8.75,5.384615384615386
9.354,5.487179487179486
9.354,5.4245014245014245
9.354,5.202279202279202
9.354,5.48148148148148
9.354,5.156695156695156
9.354,5.518518518518518
9.354,5.529914529914531
9.354,5.267806267806268
9.354,5.156695156695157
9.354,5.4558404558404545
9.354,5.51851851851852
9.354,5.299145299145299
9.354,5.581196581196581
9.354,5.393162393162393
9.354,5.5783475783475795
9.354,5.247863247863247
9.354,5.612535612535612
9.354,5.549857549857548
9.354,5.202279202279203
9.354,5.384615384615386
10.0,5.487179487179486
10.0,5.4245014245014245
10.0,5.202279202279202
10.0,5.48148148148148
10.0,5.156695156695156
10.0,5.518518518518518
10.0,5.529914529914531
10.0,5.267806267806268
10.0,5.156695156695157
10.0,5.4558404558404545
10.0,5.51851851851852
10.0,5.299145299145299
10.0,5.581196581196581
10.0,5.393162393162393
10.0,5.5783475783475795
10.0,5.247863247863247
10.0,5.612535612535612
10.0,5.549857549857548
10.0,5.202279202279203
10.0,5.384615384615386
