alpha,RMSE
0.272,5.43012196047994
0.272,5.474771007499461
0.272,5.582437481696252
0.272,5.353231059247227
0.272,5.583660788491844
0.272,5.730023570487999
0.272,5.726855240891869
0.272,5.506456322650207
0.272,5.657233560445523
0.272,5.857374085939097
0.272,5.921479150162965
0.272,5.854234031448253
0.272,5.623234594556182
0.272,5.948761475348585
0.272,5.875379109856304
0.272,5.884493071395365
0.272,5.906619029025034
0.272,5.651991018109363
0.272,5.770705156481925
0.272,5.594438739637602
0.272,5.822718523052169
0.272,5.909962929925023
0.272,5.768468034291807
0.291,5.787652882371493
0.291,5.8177982714344445
0.291,5.736434186971735
0.291,5.791336782488369
0.291,5.7526904480914585
0.291,5.4605174366641895
0.291,5.6742893800981165
0.291,5.736040127264316
0.291,5.886043174188051
0.291,5.721457904244299
0.291,5.654881752850952
0.291,5.9123927364828015
0.291,5.40967108974862
0.291,5.468807239634906
0.291,5.556237282232058
0.291,5.339216110605654
0.291,5.5652961174951034
0.291,5.709975634232356
0.291,5.707782283961215
0.291,5.503731261377014
0.291,5.632825258093054
0.291,5.844072470336938
0.291,5.913637038739183
0.291,5.848290751431928
0.291,5.615644869492129
0.291,5.944337472706821
0.291,5.868730706305273
0.291,5.873193654483446
0.291,5.89798655443246
0.291,5.629588702407972
0.291,5.747704248426002
0.291,5.581551971407996
0.291,5.8249083551522425
0.291,5.892914790011955
0.291,5.754398855463512
0.311,5.776889313041486
0.311,5.8023792861066426
0.311,5.731575058508527
0.311,5.77178078377612
0.311,5.7416503732220034
0.311,5.4466250425833005
0.311,5.668658792059243
0.311,5.719032722752233
0.311,5.87977743918225
0.311,5.707661882284322
0.311,5.643613483141713
0.311,5.902755282186925
0.311,5.388725656989783
0.311,5.463675102465852
0.311,5.530647820630646
0.311,5.3275132988986265
0.311,5.546598169389568
0.311,5.690924437451436
0.311,5.6891902985107725
0.311,5.500631210680025
0.311,5.609603598201339
0.311,5.828141819783329
0.311,5.902158755898334
0.311,5.840527769462673
0.311,5.607741101661891
0.311,5.937066063807982
0.311,5.858865301089992
0.311,5.858797438100419
0.311,5.890136872336113
0.311,5.604804665414772
0.311,5.726129822453039
0.311,5.568570218042239
0.311,5.824839705223316
0.311,5.874167406230717
0.311,5.73906385397786
0.332,5.761078362451256
0.332,5.787148266178892
0.332,5.72531476085184
0.332,5.748437312135356
0.332,5.736216950387688
0.332,5.431169454716588
0.332,5.65896701436813
0.332,5.7026429467873845
0.332,5.872311671854225
0.332,5.693395981348133
0.332,5.633644732860739
0.332,5.8881443578956425
0.332,5.3695085652851136
0.332,5.455389795498872
0.332,5.509946698731731
0.332,5.320971878904268
0.332,5.528052186294551
0.332,5.671575761178894
0.332,5.669901172855994
0.332,5.49996786822172
0.332,5.590932575895143
0.332,5.807562688203399
0.332,5.885447326683426
0.332,5.8330083223557985
0.332,5.597753817430975
0.332,5.92708132346516
0.332,5.846862233018906
0.332,5.839953303256103
0.332,5.878567081405429
0.332,5.580280357302642
0.332,5.706910601822589
0.332,5.556714154529309
0.332,5.824755559210179
0.332,5.857432262018993
0.332,5.719939298752085
0.355,5.741578170299075
0.355,5.767756782105885
0.355,5.718524669258663
0.355,5.719204628157458
0.355,5.7344340400949365
0.355,5.418281258515339
0.355,5.647393533484519
0.355,5.687330207137827
0.355,5.865243113309616
0.355,5.678044183911722
0.355,5.621304275662552
0.355,5.86755520267219
0.355,5.350382922055933
0.355,5.444787518554455
0.355,5.494813110578516
0.355,5.312330785748353
0.355,5.513293795196046
0.355,5.650896002049242
0.355,5.650719752805969
0.355,5.497505981437685
0.355,5.577141651858261
0.355,5.783727920084581
0.355,5.864726042279911
0.355,5.824277230010684
0.355,5.583040209662206
0.355,5.912842365605144
0.355,5.8336844159747905
0.355,5.817169681851087
0.355,5.861854681777657
0.355,5.556408119705661
0.355,5.688913934496287
0.355,5.541664238026117
0.355,5.820263348902894
0.355,5.838517967773589
0.355,5.694858770447204
0.38,5.725059286777185
0.38,5.7427976653499675
0.38,5.7088947630913705
0.38,5.685495122907067
0.38,5.733239133152439
0.38,5.4059648823935165
0.38,5.634685089979844
0.38,5.6727100202052325
0.38,5.857513837166188
0.38,5.660662421021986
0.38,5.608155609678932
0.38,5.842035821576581
0.38,5.331533620959531
0.38,5.430421268143248
0.38,5.482270426081493
0.38,5.307615985182269
0.38,5.499225073286839
0.38,5.628394414132289
0.38,5.631499771649855
0.38,5.493390508742965
0.38,5.568618907737836
0.38,5.760384862470808
0.38,5.840022061935883
0.38,5.808890499491019
0.38,5.566405035374087
0.38,5.892361911913497
0.38,5.817120438658877
0.38,5.793704773673618
0.38,5.842314665870686
0.38,5.536837704705884
0.38,5.672334250664586
0.38,5.5240214501347324
0.38,5.812332786690387
0.38,5.815694897442987
0.38,5.665805056256127
0.406,5.713542455079254
0.406,5.715515161783631
0.406,5.69888664563226
0.406,5.657410043139201
0.406,5.7334898392030365
0.406,5.401894563186685
0.406,5.623645273069229
0.406,5.66022062843563
0.406,5.849366163701001
0.406,5.641674706259453
0.406,5.592691320344027
0.406,5.816310961845257
0.406,5.314389209390317
0.406,5.418274865495168
0.406,5.474546764423262
0.406,5.306573532572884
0.406,5.487445756103142
0.406,5.605238959136035
0.406,5.613026911516934
0.406,5.4884641691878135
0.406,5.561725897422159
0.406,5.739086970106946
0.406,5.8154283108298355
0.406,5.790696693836072
0.406,5.548642844501703
0.406,5.866218311604708
0.406,5.802124370122787
0.406,5.772338502957888
0.406,5.819026189846517
0.406,5.521712962278226
0.406,5.652987332659109
0.406,5.503261469502046
0.406,5.802433536672737
0.406,5.791693919064737
0.406,5.636907768066755
0.434,5.702892614583242
0.434,5.6842491240573585
0.434,5.687952483401714
0.434,5.627583761070573
0.434,5.735192790459171
0.434,5.404037797644851
0.434,5.616361111491265
0.434,5.646891832100152
0.434,5.838700089957154
0.434,5.6207982867864015
0.434,5.580768637552224
0.434,5.790792434952866
0.434,5.300573707934769
0.434,5.406567928357204
0.434,5.469126530569883
0.434,5.319214881606043
0.434,5.474732730794567
0.434,5.5811122338494625
0.434,5.594734701389649
0.434,5.476646112102436
0.434,5.555409388910251
0.434,5.717801552344147
0.434,5.789413955206849
0.434,5.768451578378356
0.434,5.527868027275679
0.434,5.835684027209423
0.434,5.78826053263411
0.434,5.749391972503126
0.434,5.792338380361504
0.434,5.507642306317609
0.434,5.632971435872633
0.434,5.484267649057476
0.434,5.789556327714181
0.434,5.764030287853384
0.434,5.610613464448856
0.464,5.69282286916711
0.464,5.659351246763412
0.464,5.67633381294915
0.464,5.5927023920326935
0.464,5.735028891526929
0.464,5.408532490087123
0.464,5.610834646887703
0.464,5.631113381962241
0.464,5.82225264640325
0.464,5.602016550913984
0.464,5.5696349398904985
0.464,5.766086142620051
0.464,5.292993750270067
0.464,5.392979114467099
0.464,5.463635585785681
0.464,5.336487794971608
0.464,5.464451504751298
0.464,5.566196171629531
0.464,5.576510237857338
0.464,5.464172431726636
0.464,5.550104463321414
0.464,5.695927704572762
0.464,5.762706467846935
0.464,5.741665869090841
0.464,5.506032154474546
0.464,5.80375051408646
0.464,5.772005742578399
0.464,5.731167001997463
0.464,5.766504140188832
0.464,5.4926173444777735
0.464,5.61159618677283
0.464,5.468484107425731
0.464,5.771874454032563
0.464,5.735694543041918
0.464,5.586194816623506
0.496,5.682121475026585
0.496,5.643440253240829
0.496,5.661108842690657
0.496,5.563635813432618
0.496,5.730432190012428
0.496,5.417113362509151
0.496,5.604002141464832
0.496,5.616671668261806
0.496,5.8039393771230445
0.496,5.5887381025511935
0.496,5.559248944658725
0.496,5.739412723260292
0.496,5.2889095081973
0.496,5.385779539062203
0.496,5.456412452309716
0.496,5.357991386412918
0.496,5.455622203749325
0.496,5.559685940901786
0.496,5.5645579494028725
0.496,5.450639313675539
0.496,5.541947711977096
0.496,5.677167455804387
0.496,5.739380468663247
0.496,5.713952074493962
0.496,5.489296677879631
0.496,5.771456068651905
0.496,5.755654971984872
0.496,5.714940529667541
0.496,5.745236054088984
0.496,5.478343027483032
0.496,5.596502539795087
0.496,5.45937096814637
0.496,5.747865170643486
0.496,5.712546395930339
0.496,5.563987313054339
0.53,5.67154081965063
0.53,5.632323286591937
0.53,5.6438896253781845
0.53,5.543619959590935
0.53,5.717150751126203
0.53,5.42426204644052
0.53,5.601510436579178
0.53,5.602945798406174
0.53,5.778046759630755
0.53,5.579432593802255
0.53,5.553171262299249
0.53,5.716795740233014
0.53,5.286549499545105
0.53,5.381920710198248
0.53,5.448720570312
0.53,5.382842776390159
0.53,5.451605309723099
0.53,5.556873904194022
0.53,5.562510519869975
0.53,5.4393419469169695
0.53,5.533877658841108
0.53,5.658941191327881
0.53,5.721219118840189
0.53,5.686045269244057
0.53,5.47348327493868
0.53,5.741258985647659
0.53,5.740835716716539
0.53,5.69951761924894
0.53,5.726672430847185
0.53,5.46818771660332
0.53,5.583163695331332
0.53,5.451926742616685
0.53,5.719165322741946
0.53,5.693228259412024
0.53,5.548542983318169
0.567,5.661184535308629
0.567,5.626965194872063
0.567,5.634444612041626
0.567,5.529888935481518
0.567,5.692876342104184
0.567,5.436343161434171
0.567,5.613107767228354
0.567,5.588671892903565
0.567,5.744374390019978
0.567,5.577980430189516
0.567,5.549449545451791
0.567,5.704986583646747
0.567,5.29012858672511
0.567,5.377143661097055
0.567,5.437237293249922
0.567,5.412288906502534
0.567,5.449423699127543
0.567,5.550015650350628
0.567,5.567504507101506
0.567,5.428568166961568
0.567,5.520304620720687
0.567,5.64767319456865
0.567,5.7138409963677175
0.567,5.661725264072703
0.567,5.456921086498327
0.567,5.724644565443197
0.567,5.733920176418284
0.567,5.687646053782216
0.567,5.71536596277675
0.567,5.460864714818479
0.567,5.574515786698289
0.567,5.447703867480192
0.567,5.6876969303708975
0.567,5.678326758936171
0.567,5.53899468866703
0.606,5.65893555799196
0.606,5.631122838004186
0.606,5.623795473371521
0.606,5.519590080935603
0.606,5.667910999572189
0.606,5.451254969234098
0.606,5.631846259668974
0.606,5.565220312516165
0.606,5.715097588529128
0.606,5.5796875206102206
0.606,5.553998625534854
0.606,5.70200390407404
0.606,5.293658335809673
0.606,5.3734669117219775
0.606,5.425021079361322
0.606,5.442638961252111
0.606,5.454058290756363
0.606,5.545876792652531
0.606,5.575315462763377
0.606,5.4186378310179215
0.606,5.507612969324047
0.606,5.642561397392914
0.606,5.713399706936834
0.606,5.637270920340477
0.606,5.4423716465790175
0.606,5.717936859806472
0.606,5.735991234776779
0.606,5.684397084908175
0.606,5.7125963305536445
0.606,5.451007872781366
0.606,5.572982103451481
0.606,5.445746698634628
0.606,5.665820750121769
0.606,5.669098875780212
0.606,5.53430633660615
0.648,5.661460364649919
0.648,5.627092241162103
0.648,5.612422273694854
0.648,5.512227526411552
0.648,5.637885277787723
0.648,5.4669612770017855
0.648,5.656259329435898
0.648,5.542537931017919
0.648,5.690684065742282
0.648,5.584998796173445
0.648,5.567199602965492
0.648,5.702638468016122
0.648,5.296368848161969
0.648,5.387087182475534
0.648,5.413291679619007
0.648,5.475911413959048
0.648,5.459166646745066
0.648,5.538670092223549
0.648,5.592083862520888
0.648,5.400167798159053
0.648,5.49214944924352
0.648,5.650787001175814
0.648,5.714940550304648
0.648,5.623318990326218
0.648,5.432605650692023
0.648,5.718500723035713
0.648,5.742270056670304
0.648,5.683838586765378
0.648,5.711920458007975
0.648,5.4363244917767455
0.648,5.5778708531864
0.648,5.445535659797296
0.648,5.6493715245602685
0.648,5.670399037797628
0.648,5.528511409844421
0.693,5.6753231312481285
0.693,5.608388540184201
0.693,5.606402954099663
0.693,5.517417883532125
0.693,5.597389000573044
0.693,5.487598092882432
0.693,5.692657140122144
0.693,5.529899092742696
0.693,5.670477241654078
0.693,5.601798086806889
0.693,5.586023082249513
0.693,5.704725831778097
0.693,5.297179829299749
0.693,5.39818727935927
0.693,5.4101030374493355
0.693,5.505969952015077
0.693,5.469146774420643
0.693,5.528000564916535
0.693,5.6097613165097195
0.693,5.385641700130848
0.693,5.4977213427065745
0.693,5.657600506506348
0.693,5.71376954508746
0.693,5.617118383568968
0.693,5.43041815351379
0.693,5.718289337164405
0.693,5.751521729052919
0.693,5.680998289306731
0.693,5.721206697027246
0.693,5.441468210497634
0.693,5.584106170940555
0.693,5.4584103992564375
0.693,5.635759561238793
0.693,5.667743438267968
0.693,5.519329996805487
0.741,5.67688418333868
0.741,5.5886509656682986
0.741,5.60495449646599
0.741,5.528732080943327
0.741,5.5502107472981645
0.741,5.491793835186083
0.741,5.707563791313528
0.741,5.496319367068541
0.741,5.627890351604285
0.741,5.622409499076978
0.741,5.606612671796886
0.741,5.703213842341005
0.741,5.2990235653473565
0.741,5.4058394984490565
0.741,5.394189671952368
0.741,5.53557688966374
0.741,5.473851098730028
0.741,5.515940902618391
0.741,5.626722428649523
0.741,5.37924477846276
0.741,5.482214958534978
0.741,5.652354013921754
0.741,5.7186956651798155
0.741,5.6143957644697995
0.741,5.433728618956688
0.741,5.726051464197515
0.741,5.748879349244234
0.741,5.671255922923767
0.741,5.722889563969996
0.741,5.455506518848972
0.741,5.581481238352403
0.741,5.466004414797756
0.741,5.609018470120209
0.741,5.665219983597626
0.741,5.504488706891172
0.792,5.672454918728656
0.792,5.593894645871814
0.792,5.597131968046822
0.792,5.544014230760125
0.792,5.520509074803855
0.792,5.50201992558781
0.792,5.717147613868225
0.792,5.462513673663989
0.792,5.576406887525707
0.792,5.629651119040117
0.792,5.623094993064759
0.792,5.696367301184921
0.792,5.30139263066082
0.792,5.410460456909956
0.792,5.371321327309049
0.792,5.544863562180473
0.792,5.465852920100922
0.792,5.50135424030251
0.792,5.638301210661945
0.792,5.359495052893017
0.792,5.471401808476473
0.792,5.642661408130518
0.792,5.713598570370264
0.792,5.598242364204249
0.792,5.447083332645135
0.792,5.726233986851427
0.792,5.739366075931078
0.792,5.6545538782454425
0.792,5.71542151854908
0.792,5.45551367024225
0.792,5.569661781786408
0.792,5.474716307816692
0.792,5.594885567331944
0.792,5.656557047574098
0.792,5.507019257344666
0.846,5.673806116763139
0.846,5.588657956843065
0.846,5.590728488955621
0.846,5.551313742540441
0.846,5.459115291511074
0.846,5.502245411853611
0.846,5.725026228035611
0.846,5.432440978600176
0.846,5.537885506792399
0.846,5.641375710323021
0.846,5.626377106036152
0.846,5.695890779015599
0.846,5.287777925273283
0.846,5.411355422394616
0.846,5.353547685029546
0.846,5.535741395282449
0.846,5.448630606721846
0.846,5.4986405125879605
0.846,5.644150018109617
0.846,5.359438753306151
0.846,5.468458383441502
0.846,5.65180193977512
0.846,5.711712809729435
0.846,5.586582343360304
0.846,5.471899079191283
0.846,5.718592262842287
0.846,5.736642758193841
0.846,5.656243605851152
0.846,5.708906521194669
0.846,5.434612613778641
0.846,5.5715690111090135
0.846,5.5018913083604986
0.846,5.574826774658951
