,sub,hemi,label,vertices,total_surface_area_(mm^2),total_gray_matter_volume_(mm^3),cortical_thickness_mean,cortical_thickness_std,rectified_mean_curvature,rectified_Gaussian_curvature,folding_index,intrinsic_curvature_index,mean_depth,sulcal_pit,gyral_crown,mean_pct_max_depth
0,11,rh,PPA,962.0,676.0,1611.0,2.479,0.525,0.089,0.014,5.0,0.5,5.092886924743652,10.660905838012695,-6.943147659301758,0.2882198095321655
0,12,lh,G_oc-temp_lat-fusifor,1545.0,1116.0,4098.0,2.823,0.56,0.172,0.046,38.0,2.9,-1.3167072534561157,5.368747711181641,-5.6412529945373535,-0.0786382257938385
0,12,lh,cortex,115620.0,80700.0,227843.0,2.464,0.663,0.131,0.029,1597.0,136.7,-0.0022399616427719593,16.743858337402344,-13.647956848144531,-0.00013377901632338762
0,12,lh,PPA,991.0,692.0,1660.0,2.467,0.413,0.123,0.028,11.0,1.2,5.458636283874512,10.954103469848633,-5.429934501647949,0.32600829005241394
0,12,rh,G_oc-temp_lat-fusifor,1881.0,1277.0,4614.0,2.807,0.589,0.155,0.038,36.0,3.0,-1.90868079662323,3.872797727584839,-7.4510016441345215,-0.10670378059148788
0,12,rh,cortex,116298.0,81104.0,232831.0,2.512,0.684,0.131,0.028,1564.0,138.1,-0.020683404058218002,17.887659072875977,-13.258708953857422,-0.0011562913423404098
0,12,rh,PPA,1032.0,703.0,1859.0,2.53,0.614,0.108,0.019,8.0,0.7,3.621643543243408,10.314157485961914,-6.979033946990967,0.20246602594852448
0,13,lh,G_oc-temp_lat-fusifor,1954.0,1300.0,4595.0,2.816,0.494,0.139,0.031,32.0,2.3,-1.3410511016845703,6.420540809631348,-8.818340301513672,-0.07933319360017776
0,13,lh,cortex,139117.0,92618.0,247098.0,2.42,0.623,0.121,0.025,1586.0,142.3,-0.01917850971221924,16.904035568237305,-15.029104232788086,-0.0011345545062795281
0,13,lh,PPA,1083.0,745.0,1657.0,2.288,0.309,0.108,0.017,10.0,0.7,5.016753673553467,11.837630271911621,-6.894341468811035,0.29677847027778625
0,13,rh,G_oc-temp_lat-fusifor,2347.0,1510.0,5297.0,2.602,0.597,0.148,0.044,43.0,3.7,-1.8988107442855835,3.805203676223755,-9.247955322265625,-0.10966462641954422
0,13,rh,cortex,139538.0,92756.0,247420.0,2.401,0.612,0.121,0.026,1625.0,142.3,-0.01334452535957098,17.314706802368164,-13.534320831298828,-0.000770704762544483
0,13,rh,PPA,1044.0,707.0,1597.0,2.363,0.477,0.117,0.023,9.0,1.1,4.207479476928711,12.426344871520996,-8.345209121704102,0.2430003434419632
0,14,lh,G_oc-temp_lat-fusifor,1465.0,969.0,3411.0,2.861,0.477,0.127,0.032,25.0,1.5,-0.5435194969177246,6.001637935638428,-7.301800727844238,-0.033419061452150345
0,14,lh,cortex,131098.0,87421.0,237933.0,2.441,0.606,0.12,0.025,1473.0,132.5,-0.00983243715018034,16.26375961303711,-13.899666786193848,-0.0006045557092875242
0,14,lh,PPA,1025.0,693.0,1605.0,2.407,0.437,0.112,0.021,9.0,0.7,5.335885524749756,9.678560256958008,-1.0357483625411987,0.32808437943458557
0,14,rh,G_oc-temp_lat-fusifor,2355.0,1490.0,5014.0,2.733,0.497,0.136,0.032,41.0,2.8,-0.07174728065729141,6.475931644439697,-5.811175346374512,-0.004099084064364433
0,14,rh,cortex,128587.0,85553.0,234107.0,2.454,0.598,0.121,0.026,1460.0,132.4,-0.017399758100509644,17.50325584411621,-14.575654029846191,-0.0009940869640558958
0,14,rh,PPA,975.0,690.0,1479.0,2.323,0.407,0.092,0.011,6.0,0.4,5.431897163391113,9.729677200317383,-2.8293981552124023,0.3103363811969757
0,15,lh,G_oc-temp_lat-fusifor,1639.0,1091.0,3702.0,2.718,0.577,0.131,0.031,23.0,1.8,0.13825270533561707,7.991310119628906,-6.4167280197143555,0.008576124906539917
0,15,lh,cortex,121853.0,82703.0,219989.0,2.427,0.63,0.129,0.027,1475.0,131.6,0.0012597787426784635,16.12064552307129,-13.513418197631836,7.814812124706805e-05
0,15,lh,PPA,973.0,665.0,1673.0,2.519,0.584,0.135,0.028,12.0,1.1,4.311873912811279,9.499281883239746,-3.0440995693206787,0.2674752473831177
0,15,rh,G_oc-temp_lat-fusifor,2067.0,1408.0,4283.0,2.528,0.55,0.149,0.033,34.0,2.9,0.5059370994567871,8.241783142089844,-5.695829391479492,0.030288400128483772
0,15,rh,cortex,121532.0,82801.0,222218.0,2.437,0.623,0.129,0.027,1447.0,131.7,-0.049078814685344696,16.703989028930664,-13.386604309082031,-0.002938150893896818
0,15,rh,PPA,892.0,591.0,1389.0,2.599,0.405,0.106,0.019,7.0,0.6,4.743486404418945,10.024600982666016,-3.1208205223083496,0.2839732766151428
0,16,lh,G_oc-temp_lat-fusifor,1759.0,1184.0,3834.0,2.591,0.613,0.145,0.047,31.0,3.3,-1.935578465461731,6.315596103668213,-8.6968412399292,-0.11704575270414352
0,16,lh,cortex,132547.0,89929.0,234932.0,2.325,0.619,0.131,0.035,1635.0,187.6,-0.0067205303348600864,16.53693962097168,-13.835579872131348,-0.0004063969827257097
0,16,lh,PPA,1000.0,698.0,1438.0,2.175,0.516,0.109,0.021,8.0,0.8,5.660333156585693,12.331177711486816,-6.8697404861450195,0.3422841727733612
0,16,rh,G_oc-temp_lat-fusifor,1881.0,1255.0,4278.0,2.519,0.593,0.136,0.035,37.0,2.5,-1.287520408630371,4.592608451843262,-5.788625240325928,-0.07680564373731613
0,16,rh,cortex,130716.0,89494.0,238309.0,2.368,0.606,0.13,0.033,1565.0,175.2,-0.013168158940970898,16.763357162475586,-14.458183288574219,-0.0007855350850149989
0,16,rh,PPA,1027.0,748.0,1619.0,2.135,0.544,0.094,0.017,7.0,0.7,5.0542473793029785,11.524418830871582,-7.887253761291504,0.3015056848526001
0,17,lh,G_oc-temp_lat-fusifor,2050.0,1377.0,4507.0,2.64,0.56,0.125,0.023,27.0,1.9,-1.9254112243652344,4.212227821350098,-7.7903594970703125,-0.11547758430242538
0,17,lh,cortex,123599.0,83151.0,216918.0,2.393,0.592,0.122,0.023,1321.0,115.8,-0.031671054661273956,16.673463821411133,-13.659090042114258,-0.0018994926940649748
0,17,lh,PPA,1011.0,708.0,1627.0,2.479,0.402,0.101,0.014,6.0,0.6,5.758696556091309,10.055899620056152,-4.733073711395264,0.3453809320926666
0,17,rh,G_oc-temp_lat-fusifor,2276.0,1527.0,5310.0,2.619,0.523,0.134,0.028,32.0,2.6,-2.0828864574432373,3.9327280521392822,-7.869686126708984,-0.1248629093170166
0,17,rh,cortex,124318.0,84174.0,217858.0,2.382,0.58,0.123,0.024,1351.0,119.2,-0.020035572350025177,16.681386947631836,-14.515097618103027,-0.0012010750360786915
0,17,rh,PPA,942.0,639.0,1424.0,2.363,0.521,0.097,0.013,6.0,0.5,5.183191299438477,10.043067932128906,-2.56968355178833,0.31071707606315613
0,18,lh,G_oc-temp_lat-fusifor,1916.0,1270.0,4159.0,2.546,0.502,0.131,0.03,31.0,2.1,-2.3640379905700684,5.247206211090088,-7.624983310699463,-0.14308784902095795
0,18,lh,cortex,142167.0,94998.0,241753.0,2.32,0.583,0.121,0.024,1586.0,136.5,-0.028990017250180244,16.521583557128906,-13.272351264953613,-0.0017546764574944973
0,18,lh,PPA,1183.0,839.0,1788.0,2.36,0.508,0.117,0.023,9.0,1.1,6.618941783905029,11.601472854614258,-4.74410343170166,0.4006239175796509
0,18,rh,G_oc-temp_lat-fusifor,2924.0,1988.0,6327.0,2.506,0.596,0.141,0.036,56.0,4.5,-2.1866111755371094,3.7014217376708984,-8.891138076782227,-0.1271299570798874
0,18,rh,cortex,142164.0,94947.0,246217.0,2.376,0.607,0.125,0.026,1659.0,147.1,-0.021931523457169533,17.199810028076172,-13.622967720031738,-0.001275105169042945
0,18,rh,PPA,1117.0,759.0,1784.0,2.547,0.538,0.111,0.024,7.0,1.1,5.833065986633301,11.168158531188965,-5.588241100311279,0.33913546800613403
0,19,lh,G_oc-temp_lat-fusifor,2263.0,1525.0,4900.0,2.665,0.47,0.141,0.027,36.0,2.7,-1.378727674484253,5.276192665100098,-9.609009742736816,-0.08424744009971619
0,19,lh,cortex,120190.0,81055.0,219153.0,2.462,0.622,0.122,0.024,1318.0,116.7,-0.017672603949904442,16.365217208862305,-14.692131996154785,-0.0010798891307786107
0,19,lh,PPA,918.0,651.0,1437.0,2.313,0.305,0.116,0.017,10.0,0.7,4.853461265563965,10.383329391479492,-5.377983570098877,0.2965717911720276
0,19,rh,G_oc-temp_lat-fusifor,1979.0,1347.0,4280.0,2.567,0.6,0.141,0.026,32.0,2.2,-1.9533722400665283,4.4155097007751465,-7.78632926940918,-0.11437935382127762
0,19,rh,cortex,123227.0,83507.0,222594.0,2.42,0.627,0.123,0.024,1398.0,120.5,-0.038419101387262344,17.078014373779297,-14.284908294677734,-0.002249618759378791
0,19,rh,PPA,1213.0,790.0,2082.0,2.498,0.429,0.114,0.016,12.0,0.7,2.6337814331054688,7.717491149902344,-3.9871904850006104,0.1542205959558487
0,20,lh,G_oc-temp_lat-fusifor,2211.0,1455.0,4912.0,2.631,0.554,0.138,0.03,37.0,2.6,-2.0792973041534424,2.979769468307495,-7.248600006103516,-0.11820676922798157
0,20,lh,cortex,144192.0,97069.0,245738.0,2.316,0.621,0.128,0.026,1773.0,156.2,0.0023366061504930258,17.590341567993164,-14.0794095993042,0.00013283290900290012
0,20,lh,PPA,1145.0,774.0,1791.0,2.386,0.501,0.114,0.023,9.0,1.0,5.972611904144287,12.744497299194336,-4.494749069213867,0.3395392596721649
0,20,rh,G_oc-temp_lat-fusifor,2649.0,1709.0,5447.0,2.552,0.582,0.133,0.03,43.0,2.9,-0.6571723222732544,5.32021427154541,-6.028158187866211,-0.038131289184093475
0,20,rh,cortex,141847.0,95518.0,243804.0,2.326,0.619,0.128,0.027,1757.0,154.2,-0.010690208524465561,17.234466552734375,-14.317673683166504,-0.0006202830700203776
0,20,rh,PPA,1248.0,850.0,1945.0,2.386,0.488,0.102,0.016,10.0,0.9,5.267419338226318,11.537151336669922,-5.83046817779541,0.3056328594684601
0,21,lh,G_oc-temp_lat-fusifor,1450.0,1011.0,3453.0,2.64,0.456,0.135,0.039,31.0,2.2,-2.016995906829834,5.5973334312438965,-8.936494827270508,-0.12013084441423416
0,21,lh,cortex,122816.0,83043.0,231642.0,2.498,0.603,0.128,0.029,1625.0,142.0,-0.011283266358077526,16.789989471435547,-13.661534309387207,-0.0006720198434777558
0,21,lh,PPA,933.0,683.0,1450.0,2.399,0.594,0.12,0.02,8.0,0.8,5.7535295486450195,11.073569297790527,-5.065630912780762,0.34267616271972656
0,21,rh,G_oc-temp_lat-fusifor,2014.0,1315.0,4625.0,2.731,0.427,0.149,0.037,47.0,2.8,-1.7206027507781982,3.7792553901672363,-6.762207984924316,-0.09782470017671585
0,21,rh,cortex,122169.0,82912.0,229136.0,2.471,0.594,0.131,0.029,1654.0,145.2,-0.024666234850883484,17.588634490966797,-14.066727638244629,-0.0014023951953276992
0,21,rh,PPA,851.0,617.0,1355.0,2.34,0.45,0.101,0.015,6.0,0.5,5.7810444831848145,10.94223403930664,-3.0342025756835938,0.32868069410324097
0,22,lh,G_oc-temp_lat-fusifor,2057.0,1344.0,4490.0,2.665,0.56,0.142,0.037,37.0,2.8,-0.8211397528648376,7.211136341094971,-5.849011421203613,-0.049875710159540176
0,22,lh,cortex,134041.0,88646.0,231244.0,2.361,0.589,0.123,0.026,1608.0,137.4,-0.0169295072555542,16.463720321655273,-13.649112701416016,-0.0010282903676852584
0,22,lh,PPA,999.0,685.0,1526.0,2.235,0.484,0.122,0.026,11.0,1.1,5.046570777893066,10.768168449401855,-3.2486460208892822,0.306526780128479
0,22,rh,G_oc-temp_lat-fusifor,2362.0,1536.0,5099.0,2.682,0.595,0.14,0.032,37.0,3.0,0.8629534840583801,9.837644577026367,-6.997299671173096,0.051485709846019745
0,22,rh,cortex,135730.0,89948.0,234424.0,2.352,0.597,0.124,0.026,1631.0,140.3,-0.017217647284269333,16.761028289794922,-13.947571754455566,-0.0010272423969581723
0,22,rh,PPA,890.0,613.0,1433.0,2.396,0.64,0.09,0.01,5.0,0.4,3.409259080886841,9.412278175354004,-6.699994087219238,0.20340390503406525
0,23,lh,G_oc-temp_lat-fusifor,2099.0,1381.0,4204.0,2.58,0.581,0.145,0.032,43.0,2.4,-1.1531939506530762,5.3960652351379395,-6.5134806632995605,-0.07137569785118103
0,23,lh,cortex,124519.0,82995.0,218284.0,2.374,0.598,0.129,0.028,1662.0,143.2,-0.014438794925808907,16.156675338745117,-14.003108978271484,-0.0008936722297221422
0,23,lh,PPA,938.0,645.0,1352.0,2.227,0.394,0.127,0.022,13.0,0.9,4.255046367645264,9.515487670898438,-3.206397294998169,0.26336151361465454
0,23,rh,G_oc-temp_lat-fusifor,2009.0,1286.0,4347.0,2.584,0.572,0.149,0.04,42.0,3.0,-1.172682762145996,4.553354740142822,-6.890211582183838,-0.06945643573999405
0,23,rh,cortex,124899.0,83745.0,221709.0,2.395,0.596,0.13,0.028,1697.0,143.1,-0.009498369880020618,16.883716583251953,-13.512970924377441,-0.000562574656214565
0,23,rh,PPA,1040.0,727.0,1734.0,2.466,0.439,0.124,0.021,12.0,0.8,4.262767791748047,10.005903244018555,-5.043621063232422,0.25247806310653687
0,24,lh,G_oc-temp_lat-fusifor,1524.0,1043.0,3935.0,2.879,0.611,0.112,0.024,18.0,1.6,-1.9669893980026245,7.36293363571167,-10.23496150970459,-0.11754907667636871
0,24,lh,cortex,125494.0,85140.0,232210.0,2.457,0.589,0.124,0.025,1449.0,129.3,0.0017619041027501225,16.733346939086914,-15.375473022460938,0.00010529335122555494
0,24,lh,PPA,1051.0,713.0,1862.0,2.673,0.436,0.125,0.026,10.0,1.1,4.248830795288086,8.398475646972656,-1.426512598991394,0.2539139688014984
0,24,rh,G_oc-temp_lat-fusifor,2215.0,1495.0,5392.0,2.798,0.543,0.142,0.034,37.0,3.1,-1.1831785440444946,6.139598369598389,-6.456582069396973,-0.06595223397016525
0,24,rh,cortex,127632.0,87121.0,234003.0,2.407,0.597,0.123,0.025,1463.0,126.9,0.0009146321099251509,17.939931869506836,-15.763672828674316,5.0984097470063716e-05
0,24,rh,PPA,1047.0,685.0,1586.0,2.495,0.344,0.09,0.014,7.0,0.6,5.277464866638184,10.553553581237793,-4.582294464111328,0.2941741943359375
0,25,lh,G_oc-temp_lat-fusifor,1473.0,1007.0,3284.0,2.619,0.535,0.144,0.031,26.0,1.9,-1.1993871927261353,4.920213222503662,-6.963815212249756,-0.0761251449584961
0,25,lh,cortex,111974.0,75509.0,193519.0,2.331,0.598,0.128,0.028,1362.0,128.0,-0.006965484004467726,15.75546646118164,-15.838398933410645,-0.0004421050543896854
0,25,lh,PPA,858.0,598.0,1463.0,2.44,0.49,0.12,0.027,9.0,1.0,4.6636223793029785,10.445943832397461,-4.789033889770508,0.29600027203559875
0,25,rh,G_oc-temp_lat-fusifor,1283.0,889.0,2939.0,2.494,0.526,0.144,0.035,27.0,1.6,-0.6475753784179688,7.674713134765625,-4.849585056304932,-0.03899652883410454
0,25,rh,cortex,111277.0,74874.0,192129.0,2.328,0.583,0.125,0.027,1314.0,120.6,-0.01731429249048233,16.605974197387695,-14.17411994934082,-0.0010426569497212768
0,25,rh,PPA,959.0,647.0,1647.0,2.509,0.64,0.113,0.022,9.0,0.8,3.714909315109253,9.553141593933105,-4.760451793670654,0.22370921075344086
0,26,lh,G_oc-temp_lat-fusifor,1668.0,1147.0,3711.0,2.669,0.573,0.143,0.03,31.0,1.9,-1.7619075775146484,4.507903099060059,-8.395552635192871,-0.1097528487443924
0,26,lh,cortex,130131.0,86291.0,226214.0,2.385,0.599,0.127,0.027,1622.0,140.7,-0.01019489485770464,16.05341148376465,-14.422951698303223,-0.0006350609473884106
0,26,lh,PPA,1016.0,730.0,1654.0,2.462,0.45,0.113,0.017,12.0,0.7,4.794285774230957,10.335124969482422,-5.8495988845825195,0.29864591360092163
0,26,rh,G_oc-temp_lat-fusifor,1983.0,1245.0,4241.0,2.605,0.492,0.131,0.027,40.0,2.0,-1.449584722518921,3.802530527114868,-6.431352615356445,-0.08582281321287155
0,26,rh,cortex,130297.0,86855.0,227945.0,2.389,0.6,0.129,0.027,1649.0,143.7,-0.016219615936279297,16.89043617248535,-14.511347770690918,-0.0009602864156477153
0,26,rh,PPA,1006.0,703.0,1691.0,2.528,0.451,0.097,0.014,6.0,0.6,4.741560935974121,10.949301719665527,-4.903825759887695,0.28072458505630493
0,27,lh,G_oc-temp_lat-fusifor,2546.0,1672.0,5920.0,2.738,0.7,0.132,0.034,40.0,3.3,-2.2209320068359375,5.191101551055908,-9.40463638305664,-0.12617383897304535
0,27,lh,cortex,163387.0,109246.0,297593.0,2.465,0.626,0.118,0.024,1712.0,156.3,-0.006432018708437681,16.31650733947754,-14.679819107055664,-0.00036541002918966115
0,27,lh,PPA,1354.0,916.0,2178.0,2.468,0.366,0.116,0.025,12.0,1.5,5.564037799835205,12.772987365722656,-6.030460834503174,0.3160996735095978
0,27,rh,G_oc-temp_lat-fusifor,3254.0,2224.0,7215.0,2.61,0.752,0.123,0.027,48.0,3.2,-0.8954564929008484,7.066224575042725,-8.600397109985352,-0.05134290084242821
0,27,rh,cortex,164234.0,108896.0,294425.0,2.44,0.606,0.117,0.024,1720.0,156.4,-0.026692895218729973,17.44070816040039,-14.484236717224121,-0.0015304931439459324
0,27,rh,PPA,1058.0,757.0,1680.0,2.344,0.439,0.095,0.014,6.0,0.6,5.335392951965332,11.598273277282715,-6.854962348937988,0.30591607093811035
0,28,lh,G_oc-temp_lat-fusifor,1889.0,1275.0,4579.0,2.942,0.576,0.135,0.027,31.0,2.2,-1.1585443019866943,5.096127510070801,-6.7082109451293945,-0.06991197168827057
0,28,lh,cortex,128024.0,87416.0,239785.0,2.465,0.608,0.125,0.025,1562.0,131.3,-0.019037019461393356,16.57147216796875,-15.757573127746582,-0.001148782903328538
0,28,lh,PPA,1081.0,754.0,1592.0,2.31,0.398,0.113,0.023,11.0,0.9,5.809497833251953,11.980886459350586,-5.911242485046387,0.35057222843170166
0,28,rh,G_oc-temp_lat-fusifor,1704.0,1132.0,4233.0,2.829,0.568,0.146,0.033,33.0,2.2,-1.9097455739974976,4.588892459869385,-7.013496398925781,-0.11664087325334549
0,28,rh,cortex,126864.0,87305.0,238615.0,2.47,0.612,0.126,0.026,1539.0,134.1,-0.01655668392777443,16.372867584228516,-14.79379940032959,-0.0010112272575497627
0,28,rh,PPA,996.0,669.0,1653.0,2.561,0.408,0.098,0.013,6.0,0.5,5.651187896728516,11.82838249206543,-4.672057151794434,0.34515565633773804
0,29,lh,G_oc-temp_lat-fusifor,1585.0,1047.0,3408.0,2.541,0.534,0.151,0.04,35.0,2.6,-1.9036720991134644,4.534056663513184,-9.52618408203125,-0.10994338989257812
0,29,lh,cortex,112729.0,74969.0,201115.0,2.408,0.592,0.123,0.026,1403.0,116.7,-0.0030456059612333775,17.315021514892578,-14.647705078125,-0.00017589412163943052
0,29,lh,PPA,940.0,675.0,1566.0,2.55,0.444,0.107,0.018,6.0,0.7,6.379233360290527,10.507307052612305,-3.824493646621704,0.36842191219329834
0,29,rh,G_oc-temp_lat-fusifor,1591.0,1024.0,3121.0,2.456,0.413,0.134,0.029,29.0,1.7,-1.0546061992645264,5.3798089027404785,-5.949697971343994,-0.06065068766474724
0,29,rh,cortex,113385.0,75546.0,200865.0,2.386,0.586,0.125,0.026,1421.0,118.2,0.005919957533478737,17.38819694519043,-14.961231231689453,0.0003404575982131064
0,29,rh,PPA,913.0,657.0,1467.0,2.366,0.553,0.108,0.017,6.0,0.7,5.0879435539245605,10.384980201721191,-4.039389610290527,0.2926090657711029
0,30,lh,G_oc-temp_lat-fusifor,1510.0,1020.0,3730.0,2.985,0.439,0.139,0.029,21.0,1.8,-0.13876864314079285,7.5837531089782715,-6.179221153259277,-0.008737241849303246
0,30,lh,cortex,112113.0,75966.0,219977.0,2.567,0.662,0.125,0.025,1311.0,113.9,-0.010578769259154797,15.882431030273438,-15.147063255310059,-0.000666067295242101
0,30,lh,PPA,879.0,600.0,1457.0,2.575,0.364,0.092,0.011,4.0,0.4,5.834125518798828,10.7666654586792,-4.470462799072266,0.36733201146125793
0,30,rh,G_oc-temp_lat-fusifor,1372.0,909.0,3575.0,2.877,0.47,0.149,0.029,25.0,1.4,-1.907360553741455,7.069706916809082,-5.583475112915039,-0.11556582152843475
0,30,rh,cortex,112240.0,76517.0,219060.0,2.544,0.643,0.125,0.025,1323.0,112.5,-0.04630454257130623,16.504539489746094,-13.912064552307129,-0.0028055610600858927
0,30,rh,PPA,951.0,637.0,1666.0,2.78,0.438,0.112,0.02,8.0,0.7,4.787669658660889,11.313150405883789,-4.825076103210449,0.29008200764656067
0,31,lh,G_oc-temp_lat-fusifor,1567.0,1051.0,4469.0,3.044,0.51,0.137,0.029,24.0,1.9,-2.820263385772705,3.844236135482788,-9.895115852355957,-0.16743658483028412
0,31,lh,cortex,147645.0,98936.0,268098.0,2.418,0.64,0.12,0.024,1601.0,142.0,-0.0012293627951294184,16.843769073486328,-14.986661911010742,-7.298272976186126e-05
0,31,lh,PPA,1140.0,802.0,1843.0,2.48,0.455,0.109,0.025,9.0,1.1,5.559572219848633,11.731016159057617,-4.14975643157959,0.330066978931427
0,31,rh,G_oc-temp_lat-fusifor,2540.0,1661.0,5808.0,2.824,0.597,0.132,0.028,37.0,2.7,-0.183463454246521,6.95412015914917,-6.63994026184082,-0.011184746399521828
0,31,rh,cortex,146381.0,97855.0,264160.0,2.399,0.651,0.121,0.024,1609.0,143.6,-0.004578204359859228,16.40300750732422,-13.305468559265137,-0.0002791061415337026
0,31,rh,PPA,1081.0,733.0,1739.0,2.376,0.64,0.096,0.013,7.0,0.6,4.129582405090332,9.473052024841309,-6.347263813018799,0.2517576515674591
0,32,lh,G_oc-temp_lat-fusifor,1957.0,1368.0,4501.0,2.633,0.607,0.14,0.031,36.0,2.6,-2.1586461067199707,7.090671062469482,-9.902661323547363,-0.13018403947353363
0,32,lh,cortex,124489.0,85090.0,229724.0,2.403,0.653,0.131,0.029,1704.0,147.9,-0.03371398523449898,16.58149528503418,-12.949562072753906,-0.0020332317799329758
0,32,lh,PPA,1028.0,704.0,1768.0,2.594,0.455,0.128,0.023,12.0,1.0,5.103812217712402,10.278890609741211,-4.185320854187012,0.3078017234802246
0,32,rh,G_oc-temp_lat-fusifor,1640.0,1095.0,3908.0,2.775,0.593,0.143,0.033,28.0,2.1,-0.19097064435482025,5.165482997894287,-8.045883178710938,-0.011627811007201672
0,32,rh,cortex,123827.0,85261.0,230527.0,2.383,0.629,0.131,0.029,1653.0,149.0,-0.026937223970890045,16.423608779907227,-13.059721946716309,-0.001640153699554503
0,32,rh,PPA,885.0,646.0,1687.0,2.351,0.69,0.105,0.015,7.0,0.5,4.859219074249268,10.14857006072998,-5.886142253875732,0.2958678901195526
0,33,lh,G_oc-temp_lat-fusifor,2810.0,1841.0,6352.0,2.803,0.599,0.131,0.028,44.0,3.3,-0.2429545670747757,6.586067199707031,-7.676353454589844,-0.014839837327599525
0,33,lh,cortex,150393.0,99726.0,254730.0,2.3,0.609,0.127,0.027,1862.0,163.0,-0.02334267646074295,16.371782302856445,-13.822959899902344,-0.0014257867587730289
0,33,lh,PPA,936.0,646.0,1727.0,2.481,0.591,0.126,0.028,12.0,1.0,3.002896308898926,8.650385856628418,-3.294922113418579,0.18341901898384094
0,33,rh,G_oc-temp_lat-fusifor,1768.0,1171.0,4322.0,2.836,0.557,0.137,0.031,29.0,2.1,-1.332905650138855,5.574615001678467,-7.245524883270264,-0.07767752557992935
0,33,rh,cortex,150303.0,99892.0,259942.0,2.359,0.608,0.126,0.027,1843.0,160.4,-0.03200153633952141,17.15947914123535,-13.767972946166992,-0.0018649486592039466
0,33,rh,PPA,1219.0,850.0,1976.0,2.34,0.552,0.106,0.017,11.0,0.8,3.5237648487091064,9.681694030761719,-5.88881778717041,0.20535382628440857
0,34,lh,G_oc-temp_lat-fusifor,1893.0,1290.0,4523.0,2.744,0.491,0.14,0.027,31.0,1.9,-0.8896761536598206,4.891353607177734,-9.17507266998291,-0.05537484586238861
0,34,lh,cortex,125484.0,85023.0,225242.0,2.384,0.627,0.13,0.028,1568.0,140.5,-0.011185540817677975,16.06643295288086,-14.060139656066895,-0.0006962041952647269
0,34,lh,PPA,833.0,609.0,1500.0,2.399,0.599,0.118,0.016,7.0,0.5,5.167064189910889,9.24102783203125,-1.6561598777770996,0.32160618901252747
0,34,rh,G_oc-temp_lat-fusifor,1778.0,1157.0,4292.0,2.757,0.498,0.158,0.042,40.0,3.1,-1.9462380409240723,4.583253383636475,-7.75553035736084,-0.11189302802085876
0,34,rh,cortex,124867.0,84794.0,222795.0,2.368,0.638,0.132,0.03,1659.0,150.2,-0.029578877612948418,17.39373779296875,-15.101777076721191,-0.0017005442641675472
0,34,rh,PPA,922.0,604.0,1656.0,2.68,0.65,0.133,0.029,11.0,1.2,2.9903206825256348,8.56442928314209,-6.374622821807861,0.17191939055919647
0,35,lh,G_oc-temp_lat-fusifor,1382.0,950.0,3123.0,2.573,0.471,0.151,0.031,32.0,1.7,-1.54054856300354,5.73458194732666,-7.0172553062438965,-0.09736358374357224
