,sub,hemi,label,vertices,total_surface_area_(mm^2),total_gray_matter_volume_(mm^3),cortical_thickness_mean,cortical_thickness_std,rectified_mean_curvature,rectified_Gaussian_curvature,folding_index,intrinsic_curvature_index,mean_depth,sulcal_pit,gyral_crown,mean_pct_max_depth
0,43,rh,mFUS,180.0,123.0,362.0,2.758,0.649,0.108,0.018,1.0,0.2,1.7081960439682007,6.560276985168457,-2.778362512588501,0.09801653027534485
0,43,rh,pFUS,450.0,289.0,992.0,2.71,0.598,0.114,0.023,6.0,0.4,-4.656848907470703,1.379228949546814,-9.854961395263672,-0.26721060276031494
0,44,lh,mFUS,155.0,104.0,401.0,2.886,0.34,0.161,0.037,4.0,0.1,-2.913808584213257,1.3050177097320557,-5.250035285949707,-0.17019310593605042
0,44,lh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,44,rh,mFUS,556.0,388.0,1088.0,2.589,0.446,0.157,0.036,11.0,0.8,-0.471791535615921,7.235331058502197,-6.243244171142578,-0.027304988354444504
0,44,rh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,45,lh,mFUS,543.0,403.0,1178.0,2.725,0.394,0.145,0.021,7.0,0.5,0.754581093788147,4.973076343536377,-3.916388511657715,0.04669622331857681
0,45,lh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,45,rh,mFUS,494.0,353.0,1061.0,2.792,0.555,0.138,0.023,7.0,0.5,1.4003490209579468,7.342004299163818,-3.5794403553009033,0.08397132903337479
0,45,rh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,46,lh,mFUS,166.0,113.0,381.0,2.965,0.343,0.169,0.033,3.0,0.2,-0.013982611708343029,3.112042188644409,-2.814981698989868,-0.0008479916723445058
0,46,lh,pFUS,170.0,119.0,382.0,2.846,0.413,0.116,0.019,1.0,0.2,-1.8742666244506836,0.6897332668304443,-4.994154453277588,-0.11366688460111618
0,46,rh,mFUS,238.0,166.0,481.0,3.069,0.329,0.137,0.032,2.0,0.3,1.6009423732757568,5.626538276672363,-1.8031864166259766,0.09294427931308746
0,46,rh,pFUS,308.0,214.0,596.0,2.536,0.559,0.16,0.034,5.0,0.4,1.1829257011413574,8.935909271240234,-3.4583919048309326,0.06867590546607971
0,47,lh,mFUS,242.0,169.0,584.0,2.596,0.441,0.205,0.062,9.0,0.5,-3.4696640968322754,0.8930454850196838,-6.552508354187012,-0.20481346547603607
0,47,lh,pFUS,290.0,204.0,659.0,2.63,0.365,0.145,0.032,4.0,0.4,-1.131022334098816,4.14468240737915,-5.471418380737305,-0.0667639821767807
0,47,rh,mFUS,996.0,695.0,2107.0,2.466,0.65,0.128,0.024,13.0,1.0,-0.7683444023132324,5.6109538078308105,-6.3268303871154785,-0.04354587197303772
0,47,rh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
