subject,lh_pFus,lh_mFus,rh_pFus,rh_mFus
100206,0.12243331750284064,0.17247866748145854,0.1811231233973334,0.19777632366579545
100307,0.14489902860546286,0.12056630727720513,0.19231585076867952,0.12712184103787105
100408,0.3190469756102382,0.2474512205184585,0.3707691098730019,0.2957334076015476
100610,0.2472528852757649,0.1572904160749569,0.265051810662003,0.22114752466227705
101006,0.14831564148042334,0.10658296515187604,0.14719863020192692,0.13186627423620612
101107,0.28461116037766554,0.08890328403982406,0.2308222319015549,0.2804980711004578
101309,0.20250610936127314,0.2305834202518839,0.2252695874673181,0.2562281438751849
101410,,,,
101915,0.23979088704083185,0.25289181200377714,0.2749194344970681,0.17404104635426385
102008,0.3137990833354767,0.18936130446078936,0.31186132181085763,0.2715799151532484
102311,0.2828242040662295,0.2271745983044073,0.2870334575802448,0.16946761251056985
102513,0.26217146026086435,0.19388404932499334,0.24221559883632102,0.1480805089726726
102816,0.259052309845456,0.13889188451731924,0.2285536648512363,0.21402095192317533
103111,0.16849044364033328,0.13494382530892654,0.16152894032230616,0.1642728531479097
103414,0.15887209301507688,0.14305696436629686,0.11982135852939345,0.15907351376575946
103515,0.24355552736600056,0.13646281958600304,0.2383803150275061,0.1853981330471048
103818,0.16091827339549805,0.17814804295347655,,0.1948911865959566
104416,0.2670154331748829,0.16463399308113333,0.2707590177265397,0.17615244949916226
104820,0.05609211398801178,0.08858590857436678,0.1367928905219486,0.014270686043857813
105014,0.19803596174175533,0.13449353379847204,0.17864622909562505,0.17285195347157833
105115,0.16417481039042015,0.1160419504188119,0.14387668750742802,0.14129415468196704
105216,0.1839966431603139,0.14621633033341894,0.17690555308994174,0.18764576439750813
105620,0.10873829876234713,0.12446776166489662,0.061112186143143635,0.16252311479964993
105923,0.3472197476604864,0.2841496303089992,0.3462338398821368,0.21656236201562296
106319,0.3148659873469352,0.29370601201136626,0.3778187016394722,0.2911159729599281
106521,0.14171098173763225,0.1409504214284392,0.15070811189366698,0.1208565903553684
107018,0.26178128498954417,0.14842287013180672,0.2347279457325052,0.2008926787651525
107220,,,,
107321,0.1865004976055603,0.10856352767263187,0.1948674820709639,0.14990964178138405
107422,0.29532592384581546,0.2201803697137243,0.3126127816792255,0.1431337089344147
107725,0.2099045344353051,0.11186971347711287,0.19396343371952696,0.14152381892058752
108121,0.1623418970061579,0.07875507889378669,0.14688199312597394,0.10545346381315764
