subject,lh_pFus,lh_mFus,rh_pFus,rh_mFus
100206,7.083984442116942,5.463459586304755,6.99021259820711,5.0693768745978565
100307,9.453078429461424,7.0229147910990575,8.560055562170072,8.383914714245929
100408,5.823246782296533,4.105350138216002,7.790008028359344,5.827183776237608
100610,7.3562127862026525,5.058744481720302,7.856439309212433,4.921747010717383
101006,6.463024432038432,7.142665501140286,5.12171214044366,5.4848293407144055
101107,3.688409410830196,1.3987167680727648,0.5470808215451615,2.136626377390106
101309,6.1615366901980595,5.612950146431893,5.469754703468777,5.720644069839985
101410,7.181049981199715,3.784665379245912,9.457568785310698,3.6835059511925663
101915,5.130449865290892,4.349974890113725,5.329186834675712,6.387303458211238
102008,7.261626191851133,4.380096039828676,6.097054139636554,5.266798488438177
102311,5.465568066336923,3.9144613159575217,7.625873779865727,2.7768092854176927
102513,9.007884975415136,6.6280399129162815,7.385635083253144,4.199551566743339
102816,4.89938860900751,5.224690437617996,5.816895859759638,3.4948203792269834
103111,5.045001743560193,3.885119594516567,5.243562443815008,4.785911239322537
103414,5.637120594281084,5.180241432316829,5.560869495342787,4.023262681233941
103515,6.1674987375687715,5.408901989643562,6.4350563357123605,5.082340555855193
103818,6.600116383615522,5.467678381330676,,5.177025749773333
104416,7.123712397715432,4.831683601582157,7.846141223192685,5.280997757530606
104820,9.631257615615672,7.645446063180957,8.256864704999037,7.353674928454247
105014,6.232242875512258,5.9368837394009875,7.489155908992732,6.012575871244656
105115,6.977200269108457,5.844576543480973,5.779440704831457,5.4579914186866505
105216,8.866970910788057,6.667001432584756,7.840264607034867,6.708640110197942
105620,8.576183936746368,7.741410729884595,10.617739744325323,5.105972044270072
105923,6.738266709639957,4.361137450270252,7.290271690507327,6.160577483304548
106319,4.57145937994699,4.60766688863365,2.9415046278245938,4.519348341711279
106521,4.726655801361162,4.044029983458163,4.30661982751824,3.2478588940320225
107018,6.327411226101959,5.344620329028663,7.004006273342125,7.4440440940796195
107220,7.766631531375331,4.079990627018779,6.111790095927782,4.729089228911315
107321,6.444209591717707,7.204946796079018,7.500617821598342,4.527381919848229
107422,7.094563375113566,6.168178738089922,5.432845958968589,7.175376652819822
107725,4.288847228997262,2.7675280799977617,4.7035388597493295,2.9803852833373186
108121,6.743879589228295,4.926589259603898,9.786290999918668,6.458514928257035
