sub,hemi,1,2,3,MCGS,POS,ifrms,prculs,prcus1,prcus2,prcus3,sbps,sps,w,x,y
103,lh,,0.5034545063007252,0.4562228845960976,1.7677415797054294,1.1095441105899917,0.5034545063007252,0.489121215681119,0.4704147382574891,0.4970503049273529,0.4667977262890891,0.5258795357411954,0.5907896528650854,0.4849012111479212,0.4692023069805101,0.4667977262890891
103,rh,,1.012735785423815,0.9215722073593192,1.861208691033096,1.0921403698617524,1.012735785423815,0.943863782431948,0.8543648228444058,0.858799480488221,0.8694096228135835,0.7980009706995861,0.8745406826151586,0.8360409699697837,0.8837610869346767,0.9757875717160084
111,lh,,0.4095732297107939,,0.7801273751887094,0.6462177140222622,0.4095732297107939,0.4347691397868264,0.4042886512882876,0.433193064576883,0.4677318810707164,0.4521438506828338,0.5604713298139349,0.3859077578165039,,0.4061999488095842
111,rh,0.6354456489239807,0.6930460817877897,0.634842417814478,0.7166092961215622,1.2247811037409106,0.6930460817877897,0.4713137015321251,0.5368481163877837,0.5564519680868006,0.5562460499252531,0.6071657887577993,0.9015200071644078,0.6785510847896428,0.6802012006431762,0.6851688637692182
115,lh,,0.6155138199714393,0.7693737947246211,0.6504248460636133,0.6482612860408963,0.6155138199714393,0.5000137822925191,0.4955664711616709,0.5678469781519503,0.5222830339032866,0.5514761946504683,0.5851447259484029,0.6217560095276123,0.641543735504656,0.7064511678887821
115,rh,0.4916691481451258,0.5111676927680467,0.517212145566776,1.233377456113991,1.4508657807912635,0.5111676927680467,0.5111676927680467,0.4634987353140892,0.5621629774356983,0.5086944060549563,1.1634677767989436,0.7246215850413302,0.4916691481451258,0.474367185751211,0.4873252081804193
118,lh,0.5220515646974794,0.5878546974723619,0.7283578378276301,0.8095956151285855,0.5098533044201186,0.5878546974723619,0.5603072084908782,0.5178274632431619,0.5133870101810081,0.5417923228904462,0.5494999018224371,0.6628019160577419,0.5782860450000136,0.5469079132034367,0.5063269505066589
118,rh,0.5242755399970415,0.4570028776593667,0.482925250309963,0.9002751368625644,1.287614926281342,0.4570028776593667,0.6536047400152982,0.4444469928481497,0.5023886042591006,0.4670329141225837,0.4839514931229407,0.7189586507720664,0.4602043593611848,0.4515072925322685,
121,lh,0.618996044119114,0.492480593596577,0.5996897652620707,0.9310881413476322,1.1714653181395769,0.492480593596577,0.5779714044522268,0.8098821364158719,0.5724288424108676,0.5294485394938513,0.5644364702777561,0.4894734260578937,0.5694213694291623,0.5806869267902619,
121,rh,0.421496506918939,0.4212696849496228,0.4539491694011304,1.1039627594249677,1.0181078524678444,0.4212696849496228,0.6198814475491843,0.4641939178969533,0.6165272183122892,0.4276036966488924,0.6787161633541627,0.6093453509407722,0.4627417535036121,0.4522153263005203,0.4085224524428132
