"","X","sub","hemi","species","X.1","label","vertices","total_surface_area_.mm.2..x","total_gray_matter_volume_.mm.3.","cortical_thickness_mean","cortical_thickness_std","rectified_mean_curvature","rectified_Gaussian_curvature","folding_index","intrinsic_curvature_index","sulcal_depth_mean","sulcal_depth_max","sulcal_depth_mean_pct","normalized_SA"
"220",559,"109123","rh","human",1396,"csts-1",569,411,1135,2.93,0.424,0.108,0.016,4,0.4,-0.262521207332611,0.120095230638981,-0.143200919032097,0.00448998765526508
"221",560,"109123","rh","human",1397,"csts-2",1164,826,1883,2.602,0.315,0.105,0.018,5,1,0.424508213996887,1.05896258354187,0.231562092900276,0.00902367348722375
"222",561,"109123","rh","human",1398,"csts-3",1198,838,2087,2.672,0.273,0.095,0.014,5,0.7,0.48500582575798,1.41771328449249,0.264562487602234,0.00915476801730448
"223",566,"109325","lh","human",1403,"csts-1",966,693,1660,2.549,0.389,0.095,0.012,4,0.5,0.109237268567085,0.764710187911987,0.0645962283015251,0.00753088968822334
"224",567,"109325","lh","human",1404,"csts-2",1278,912,2141,2.652,0.377,0.095,0.011,5,0.8,0.558888256549835,1.32439398765564,0.330492258071899,0.00991078123471816
"225",568,"109325","lh","human",1405,"csts-3",804,577,1238,2.473,0.323,0.106,0.014,4,0.5,0.447572141885757,1.19564890861511,0.264666736125946,0.00627030786450919
"226",573,"109325","rh","human",1410,"csts-1",994,708,1777,2.821,0.393,0.102,0.014,5,0.7,0.221516102552414,0.912825644016266,0.126688823103905,0.00773432379287743
"227",574,"109325","rh","human",1411,"csts-2",1532,1126,2780,2.756,0.318,0.091,0.013,5,1,0.478824377059937,1.3683272600174,0.273847788572311,0.0123006336027966
"228",575,"109325","rh","human",1412,"csts-3",953,704,1691,2.663,0.36,0.104,0.017,4,0.8,0.501547157764435,1.3042619228363,0.286843329668045,0.0076906270482849
"229",581,"109830","lh","human",856,"csts-1",686,508,1098,2.387,0.398,0.127,0.021,5,0.7,0.0371684692800045,0.647704184055328,0.0195773746818304,0.00712802379749677
"230",582,"109830","lh","human",857,"csts-2",579,404,875,2.52,0.357,0.111,0.017,3,0.5,0.703997075557709,1.58357083797455,0.370809227228165,0.00566874333501712
"231",583,"109830","lh","human",858,"csts-3",936,661,1336,2.233,0.357,0.108,0.016,5,0.7,0.565190434455872,1.32899379730225,0.297697007656097,0.00927484986249088
"232",589,"109830","rh","human",864,"csts-1",1135,836,1834,2.459,0.397,0.114,0.025,6,1.2,0.166970357298851,1.19736325740814,0.0890566483139992,0.0115869715869716
"233",590,"109830","rh","human",865,"csts-2",978,709,1498,2.498,0.308,0.119,0.02,6,0.9,0.461192697286606,1.42244458198547,0.245985433459282,0.00982674982674983
"234",591,"109830","rh","human",866,"csts-3",890,646,1365,2.427,0.396,0.11,0.017,5,0.8,0.576809942722321,1.20968449115753,0.307651966810226,0.00895356895356895
"235",596,"110007","lh","human",1418,"csts-1",1508,1065,2328,2.437,0.364,0.11,0.019,8,1.3,0.525192260742188,1.44401395320892,0.284914970397949,0.0144004543241928
"236",597,"110007","lh","human",1419,"csts-2",460,339,749,2.347,0.332,0.116,0.018,3,0.4,0.0800449028611183,0.509058117866516,0.0434240847826004,0.0045838065877008
"237",598,"110007","lh","human",1420,"csts-3",636,460,945,2.356,0.439,0.111,0.014,4,0.4,0.553391098976135,1.37324941158295,0.300212770700455,0.00621991454378279
"238",603,"110007","rh","human",1425,"csts-1",857,603,1374,2.556,0.399,0.112,0.019,5,0.8,0.491031646728516,1.46707439422607,0.254902720451355,0.00802053683062435
"239",604,"110007","rh","human",1426,"csts-2",346,247,569,2.651,0.496,0.134,0.021,3,0.4,0.0914180874824524,0.837344229221344,0.0474566593766212,0.0032853608576521
"240",605,"110007","rh","human",1427,"csts-3",1229,872,1896,2.425,0.29,0.11,0.02,6,1,0.555578231811523,1.34321272373199,0.288409948348999,0.0115985209225613
"241",611,"110411","lh","human",1433,"csts-1",433,305,638,2.321,0.276,0.118,0.019,3,0.4,0.140680074691772,0.602162480354309,0.0762067586183548,0.003581073147822
"242",612,"110411","lh","human",1434,"csts-2",641,445,959,2.415,0.321,0.098,0.012,3,0.3,0.453175514936447,1.33794963359833,0.245486319065094,0.00522484442878948
"243",613,"110411","lh","human",1435,"csts-3",579,408,843,2.205,0.295,0.093,0.013,2,0.4,0.564999103546143,1.45197379589081,0.306061446666718,0.00479041916167665
"244",619,"110411","rh","human",1441,"csts-1",375,265,562,2.473,0.322,0.109,0.016,2,0.3,0.669687151908875,1.29113841056824,0.358391791582108,0.00306092982962749
"245",620,"110411","rh","human",1442,"csts-2",838,619,1326,2.302,0.325,0.102,0.014,4,0.5,0.452503442764282,1.20171475410461,0.242163136601448,0.00714987005486572
"246",621,"110411","rh","human",1443,"csts-3",779,581,1213,2.305,0.362,0.11,0.016,4,0.5,0.550321698188782,1.50448143482208,0.29451185464859,0.00671094426797574
"247",626,"110613","lh","human",1448,"csts-1",1083,780,1759,2.529,0.426,0.119,0.022,7,1.2,0.435963422060013,1.43801689147949,0.244052290916443,0.00813839444085057
"248",627,"110613","lh","human",1449,"csts-2",816,593,1231,2.315,0.349,0.098,0.012,4,0.5,0.153892561793327,0.816213548183441,0.0861490368843079,0.00618726654285178
"249",628,"110613","lh","human",1450,"csts-3",953,677,1479,2.467,0.334,0.091,0.012,4,0.6,0.613445580005646,1.4763308763504,0.343406826257706,0.00706370902109722
"250",633,"110613","rh","human",1455,"csts-1",1211,855,1973,2.557,0.355,0.094,0.014,6,0.8,0.424751251935959,1.40270018577576,0.234141185879707,0.00875656742556918
"251",634,"110613","rh","human",1456,"csts-2",1364,978,2259,2.616,0.312,0.094,0.016,5,1,0.437169134616852,1.34457337856293,0.240986436605453,0.0100162841429318
"252",635,"110613","rh","human",1457,"csts-3",979,694,1489,2.426,0.275,0.088,0.008,4,0.4,0.336920559406281,0.968453586101532,0.185725137591362,0.00710766993373685
"253",640,"112920","lh","human",552,"csts-1",1252,908,2078,2.658,0.45,0.123,0.018,8,1.2,0.448244720697403,1.40274465084076,0.251057535409927,0.00870515598335666
"254",641,"112920","lh","human",553,"csts-2",598,426,1038,2.562,0.276,0.116,0.021,3,0.6,0.121090419590473,1.211177110672,0.0678215697407722,0.00408413705827086
"255",642,"112920","lh","human",554,"csts-3",1355,960,2035,2.393,0.343,0.104,0.012,6,0.8,0.61740654706955,1.62425136566162,0.345803380012512,0.00920368914539911
"256",647,"112920","rh","human",559,"csts-1",1162,813,1845,2.634,0.324,0.099,0.017,6,0.9,0.361404538154602,1.25537550449371,0.191996693611145,0.00774676741593376
"257",648,"112920","rh","human",560,"csts-2",1842,1321,2945,2.589,0.354,0.099,0.014,9,1.1,0.579388558864594,1.44828855991364,0.307801008224487,0.0125873059734914
"258",649,"112920","rh","human",561,"csts-3",785,565,1278,2.511,0.246,0.1,0.014,4,0.4,0.284127116203308,1.32996416091919,0.150942951440811,0.00538366985240169
"259",655,"114924","lh","human",841,"csts-1",844,634,1433,2.39,0.325,0.103,0.013,4,0.5,0.0364102274179459,0.701341807842255,0.0199255421757698,0.00717300055438017
"260",656,"114924","lh","human",842,"csts-2",942,652,1408,2.331,0.336,0.1,0.013,5,0.6,0.315781682729721,0.99393105506897,0.172811895608902,0.00737665041239096
"261",657,"114924","lh","human",843,"csts-3",700,498,1078,2.402,0.377,0.108,0.016,4,0.5,0.808396339416504,1.61897599697113,0.442395895719528,0.00563431273829862
"262",663,"114924","rh","human",849,"csts-1",999,743,1679,2.42,0.361,0.11,0.02,5,0.9,0.185210630297661,1.49064230918884,0.101581558585167,0.0082236660062646
"263",664,"114924","rh","human",850,"csts-2",738,537,1255,2.472,0.345,0.106,0.017,4,0.5,0.150060385465622,0.814416289329529,0.0823028832674026,0.00594361863440658
"264",665,"114924","rh","human",851,"csts-3",1777,1261,2739,2.452,0.41,0.117,0.02,11,1.6,0.478903651237488,1.37848198413849,0.262661933898926,0.0139569890092862
"265",670,"120111","lh","human",1462,"csts-1",689,490,1051,2.678,0.286,0.107,0.015,3,0.5,0.753608524799347,1.35994958877563,0.432214379310608,0.00540773195307413
"266",671,"120111","lh","human",1463,"csts-2",166,107,281,2.961,0.285,0.071,0.016,1,0,0.18918040394783,0.675988614559174,0.108499966561794,0.00118087207954884
"267",672,"120111","lh","human",1464,"csts-3",881,637,1446,2.614,0.275,0.109,0.015,5,0.6,0.366771429777145,1.32183301448822,0.2103531062603,0.00703005153899637
"268",677,"120111","rh","human",1469,"csts-1",1708,1213,2705,2.418,0.354,0.082,0.011,5,0.7,0.461705356836319,1.37688302993774,0.250898420810699,0.0131746152425845
"269",678,"120111","rh","human",1470,"csts-2",270,186,499,2.896,0.241,0.129,0.02,2,0.2,-0.267574518918991,0.0921092554926872,-0.145404443144798,0.00202018007841774
"270",679,"120111","rh","human",1471,"csts-3",937,682,1582,2.702,0.363,0.122,0.022,6,0.9,0.277798384428024,1.22508192062378,0.150960266590118,0.00740732695419839
"271",684,"128127","lh","human",613,"csts-1",1107,804,1568,2.198,0.333,0.106,0.015,5,0.8,0.454168945550919,1.34294486045837,0.235894814133644,0.0096792834440913
"272",685,"128127","lh","human",614,"csts-2",559,397,923,2.441,0.357,0.1,0.014,2,0.4,0.503252327442169,1.29816198348999,0.261388719081879,0.00477944717326399
"273",686,"128127","lh","human",615,"csts-3",989,737,1589,2.51,0.427,0.127,0.022,7,0.9,0.348996669054031,1.13866257667542,0.181268483400345,0.00887267649041703
"274",692,"128127","rh","human",621,"csts-1",771,560,1152,2.412,0.302,0.109,0.015,4,0.6,0.124476984143257,0.673655271530151,0.0663187131285667,0.00661891591612888
"275",693,"128127","rh","human",622,"csts-2",821,547,1187,2.372,0.247,0.084,0.01,3,0.5,0.568898499011993,1.29636442661285,0.303097158670425,0.00646526251093303
"276",694,"128127","rh","human",623,"csts-3",929,682,1422,2.258,0.247,0.094,0.013,3,0.6,0.504083693027496,1.44528555870056,0.26856517791748,0.00806089402642839
"277",700,"133928","lh","human",903,"csts-1",485,347,733,2.318,0.277,0.109,0.019,2,0.5,0.223899483680725,0.711627960205078,0.112176522612572,0.00402865336166162
"278",701,"133928","lh","human",904,"csts-2",978,701,1564,2.596,0.444,0.118,0.016,6,0.8,0.651223421096802,1.51115190982819,0.326271325349808,0.00813857638767952
"279",702,"133928","lh","human",905,"csts-3",380,282,654,2.462,0.254,0.116,0.018,3,0.3,0.0940162986516953,0.523528456687927,0.047103364020586,0.00327400647835324
"280",707,"133928","rh","human",910,"csts-1",762,579,1349,2.538,0.266,0.099,0.017,3,0.6,0.349883556365967,1.2145791053772,0.172326520085335,0.00667319771797384
"281",708,"133928","rh","human",911,"csts-2",865,634,1416,2.45,0.36,0.111,0.018,4,0.8,0.290144085884094,0.849075675010681,0.142903298139572,0.00730709387425805
"282",709,"133928","rh","human",912,"csts-3",1310,959,2050,2.409,0.359,0.106,0.017,6,1,0.634026944637299,1.51346266269684,0.312274307012558,0.0110528438886648
"283",715,"144125","lh","human",735,"csts-1",458,356,722,2.172,0.28,0.125,0.018,3,0.4,0.157893270254135,0.587123215198517,0.084574930369854,0.00445
"284",716,"144125","lh","human",736,"csts-2",1010,727,1492,2.258,0.401,0.115,0.02,5,0.9,0.667809128761292,1.47056913375854,0.357709467411041,0.0090875
"285",717,"144125","lh","human",737,"csts-3",687,513,1066,2.363,0.398,0.129,0.028,5,0.8,0.470795691013336,1.18493783473969,0.252179950475693,0.0064125
"286",723,"144125","rh","human",743,"csts-1",943,685,1442,2.398,0.385,0.105,0.017,5,0.7,0.286051511764526,1.01691246032715,0.157065004110336,0.00840418614352141
"287",724,"144125","rh","human",744,"csts-2",593,441,1054,2.72,0.401,0.143,0.029,5,0.8,0.155307650566101,0.978834807872772,0.08527622371912,0.00541057823254444
"288",725,"144125","rh","human",745,"csts-3",1681,1214,2558,2.274,0.371,0.107,0.015,9,1.2,0.565712153911591,1.36320579051971,0.310620903968811,0.0148944262455985
"289",731,"146937","lh","human",629,"csts-1",852,632,1503,2.491,0.496,0.114,0.021,4,0.8,0.313741475343704,1.10014665126801,0.157231882214546,0.00826251797620604
"290",732,"146937","lh","human",630,"csts-2",706,516,1211,2.521,0.348,0.096,0.016,2,0.6,0.814113199710846,1.51064479351044,0.407993704080582,0.00674597986664924
"291",733,"146937","lh","human",631,"csts-3",631,462,1082,2.35,0.376,0.101,0.014,3,0.4,0.366583615541458,1.3271301984787,0.183713749051094,0.00604000522944176
"292",738,"146937","rh","human",636,"csts-1",1185,865,1855,2.346,0.407,0.099,0.015,5,0.8,0.511991322040558,1.23980355262756,0.272977352142334,0.0109291688777702
"293",739,"146937","rh","human",637,"csts-2",1151,850,1830,2.338,0.315,0.102,0.013,6,0.6,0.458670914173126,1.21616387367249,0.244548618793488,0.0107396457180401
"294",740,"146937","rh","human",638,"csts-3",415,309,591,2.157,0.261,0.125,0.016,3,0.4,0.271218210458755,0.742443680763245,0.144604846835136,0.00390417709044045
"295",745,"151425","lh","human",583,"csts-1",645,471,1058,2.311,0.327,0.118,0.02,4,0.6,-0.0335835143923759,0.439182072877884,-0.0192597433924675,0.0053512389651999
"296",746,"151425","lh","human",584,"csts-2",970,686,1471,2.385,0.317,0.094,0.013,3,0.7,0.613945841789246,1.32119631767273,0.35209059715271,0.00779394889623595
"297",747,"151425","lh","human",585,"csts-3",628,461,1004,2.331,0.339,0.106,0.02,3,0.5,0.337849795818329,0.883185386657715,0.193752825260162,0.00523762454980288
"298",752,"151425","rh","human",590,"csts-1",807,596,1434,2.687,0.374,0.116,0.022,4,0.8,0.243796303868294,1.33329093456268,0.135420486330986,0.00666554828608175
"299",753,"151425","rh","human",591,"csts-2",946,678,1565,2.489,0.301,0.099,0.014,4,0.6,0.570931911468506,1.33652448654175,0.317133128643036,0.00758262036571045
"300",754,"151425","rh","human",592,"csts-3",759,528,1077,2.286,0.255,0.09,0.009,3,0.4,0.374449163675308,0.987185060977936,0.207993686199188,0.00590504948834088
"301",760,"151829","lh","human",765,"csts-1",607,424,931,2.334,0.341,0.09,0.012,2,0.3,0.319425851106644,1.29700469970703,0.167920932173729,0.00569112238597622
"302",761,"151829","lh","human",766,"csts-2",212,148,299,2.44,0.316,0.096,0.013,1,0.1,0.871454834938049,1.46754944324493,0.458120405673981,0.00198652385170868
"303",762,"151829","lh","human",767,"csts-3",322,229,533,2.473,0.462,0.115,0.016,2,0.2,0.155961155891418,0.706062734127045,0.0819881707429886,0.00307374298676546
"304",768,"151829","rh","human",773,"csts-1",1076,746,1622,2.471,0.367,0.098,0.016,4,0.8,0.514313757419586,1.47671663761139,0.268658846616745,0.00992866269165247
"305",769,"151829","rh","human",774,"csts-2",919,658,1453,2.374,0.301,0.09,0.013,4,0.4,0.263923466205597,0.980172455310822,0.137864038348198,0.0087574531516184
"306",770,"151829","rh","human",775,"csts-3",982,702,1439,2.336,0.343,0.105,0.017,5,0.7,0.580609142780304,1.42141330242157,0.303289175033569,0.00934305792163543
"307",776,"164939","lh","human",871,"csts-1",668,491,1129,2.559,0.394,0.129,0.027,4,0.8,0.267573475837708,1.37353587150574,0.12900198996067,0.00644145621515251
"308",777,"164939","lh","human",872,"csts-2",1043,746,1668,2.394,0.396,0.106,0.017,5,0.8,0.58796751499176,1.56184577941895,0.28346973657608,0.00978681534929485
"309",778,"164939","lh","human",873,"csts-3",850,629,1323,2.429,0.472,0.131,0.02,6,0.9,0.545646786689758,1.23334658145905,0.26306614279747,0.00825188586421778
"310",784,"164939","rh","human",879,"csts-1",791,576,1369,2.574,0.491,0.114,0.02,4,0.7,0.309913396835327,1.27594542503357,0.148266330361366,0.00756173447284471
"311",785,"164939","rh","human",880,"csts-2",1341,990,2215,2.462,0.33,0.114,0.019,7,1.3,0.524433016777039,1.46609342098236,0.250895142555237,0.0129967311252018
"312",786,"164939","rh","human",881,"csts-3",341,250,521,2.498,0.269,0.11,0.019,2,0.3,0.715794205665588,1.24336874485016,0.342444658279419,0.0032820028093944
"313",792,"168240","lh","human",1476,"csts-1",381,275,650,2.644,0.528,0.124,0.026,3,0.4,-0.0394948460161686,0.423675358295441,-0.022866377606988,0.00313001513789139
"314",793,"168240","lh","human",1477,"csts-2",1059,767,1754,2.518,0.373,0.095,0.013,4,0.7,0.488870620727539,1.44541144371033,0.283042013645172,0.00872989676640981
"315",794,"168240","lh","human",1478,"csts-3",192,133,377,2.992,0.267,0.136,0.026,2,0.2,-0.195913314819336,0.0831607207655907,-0.11342815309763,0.00151378913941657
"316",799,"168240","rh","human",1483,"csts-1",1371,965,2206,2.591,0.296,0.095,0.014,6,0.9,0.588473498821259,1.47898745536804,0.319307655096054,0.0109136969724387
"317",800,"168240","rh","human",1484,"csts-2",320,229,561,2.751,0.289,0.121,0.02,2,0.3,-0.123260200023651,0.236303597688675,-0.0668813809752464,0.00258988249397768
"318",801,"168240","rh","human",1485,"csts-3",1151,856,1778,2.315,0.356,0.115,0.017,7,1,0.547680914402008,1.18248736858368,0.297173470258713,0.00968095814342747
"319",807,"176744","lh","human",567,"csts-1",1262,896,2042,2.515,0.334,0.089,0.015,4,0.8,0.361438423395157,1.11066889762878,0.203184828162193,0.00899580329712255
"320",808,"176744","lh","human",568,"csts-2",669,499,1115,2.507,0.33,0.106,0.012,4,0.4,0.151059806346893,0.797312140464783,0.084919199347496,0.0050099395594466
"321",809,"176744","lh","human",569,"csts-3",1045,747,1676,2.51,0.381,0.103,0.019,4,0.9,0.68962424993515,1.35925960540771,0.387676507234573,0.00749984940061445
"322",815,"176744","rh","human",575,"csts-1",1131,827,1918,2.601,0.411,0.096,0.016,5,0.8,0.356430321931839,1.4891859292984,0.197808220982552,0.00832980802159505
"323",816,"176744","rh","human",576,"csts-2",1683,1198,2756,2.614,0.328,0.093,0.014,6,1.1,0.643436908721924,1.36894857883453,0.357088327407837,0.0120666384641728
"324",817,"176744","rh","human",577,"csts-3",1095,778,1836,2.698,0.309,0.101,0.015,5,0.7,0.548578798770905,1.31629586219788,0.304444909095764,0.00783626437823573
"325",823,"180937","lh","human",491,"csts-1",518,384,736,2.079,0.326,0.108,0.013,3,0.3,-0.00344933685846627,0.551456153392792,-0.00190363707952201,0.00370735098186874
"326",824,"180937","lh","human",492,"csts-2",1267,916,1800,2.165,0.363,0.107,0.013,7,0.8,0.605083763599396,1.38209676742554,0.333936184644699,0.00884357682133272
"327",825,"180937","lh","human",493,"csts-3",844,633,1332,2.293,0.436,0.14,0.029,7,1.1,0.509069323539734,1.23182642459869,0.280947327613831,0.00611133638417425
"328",831,"180937","rh","human",499,"csts-1",1709,1234,2591,2.319,0.269,0.104,0.019,7,1.4,0.442659318447113,1.58486127853394,0.236307352781296,0.0119036135280613
"329",832,"180937","rh","human",500,"csts-2",1453,1056,2244,2.289,0.362,0.11,0.018,8,1.2,0.329598695039749,1.21444511413574,0.175951570272446,0.0101865606852777
"330",833,"180937","rh","human",501,"csts-3",1958,1443,2990,2.28,0.396,0.106,0.017,13,1.7,0.518804728984833,1.25451302528381,0.276956528425217,0.0139197036636892
"331",839,"185947","lh","human",720,"csts-1",1145,844,1850,2.362,0.302,0.103,0.014,5,0.8,0.404579877853394,1.13055038452148,0.24436354637146,0.00937642340550809
"332",840,"185947","lh","human",721,"csts-2",1398,982,2244,2.503,0.393,0.093,0.014,5,0.9,0.628086745738983,1.49038052558899,0.379360228776932,0.0109095352893471
"333",841,"185947","lh","human",722,"csts-3",641,476,1069,2.327,0.307,0.109,0.019,4,0.4,0.0935926511883736,0.746593117713928,0.0565293319523335,0.00528812504860409
"334",846,"185947","rh","human",727,"csts-1",946,672,1561,2.565,0.34,0.1,0.013,4,0.6,0.477770626544952,1.18001270294189,0.267447739839554,0.00729990440601373
"335",847,"185947","rh","human",728,"csts-2",735,521,1186,2.469,0.367,0.086,0.012,2,0.4,0.56067568063736,1.42532908916473,0.313856571912766,0.00565959850525767
"336",848,"185947","rh","human",729,"csts-3",854,594,1333,2.408,0.404,0.111,0.017,5,0.7,0.588474154472351,1.44234359264374,0.329417675733566,0.00645259407317285
"337",854,"214019","lh","human",705,"csts-1",939,667,1524,2.436,0.327,0.095,0.013,4,0.6,0.446025282144547,1.07244515419006,0.265801727771759,0.00874123582989319
"338",855,"214019","lh","human",706,"csts-2",126,94,219,2.928,0.281,0.142,0.039,1,0.3,0.220489397644997,0.500963628292084,0.131397172808647,0.00123189830286351
"339",856,"214019","lh","human",707,"csts-3",1390,972,2200,2.475,0.319,0.093,0.011,6,0.7,0.458496659994125,1.23505163192749,0.273233860731125,0.0127383526636524
"340",861,"214019","rh","human",712,"csts-1",1094,778,1842,2.56,0.349,0.1,0.017,4,0.8,0.472128927707672,1.39431512355804,0.251427114009857,0.0102098397658823
"341",862,"214019","rh","human",713,"csts-2",811,575,1280,2.514,0.245,0.095,0.013,3,0.4,0.179192438721657,0.715778052806854,0.0954269841313362,0.00754583273185391
"342",863,"214019","rh","human",714,"csts-3",1173,836,2008,2.562,0.437,0.104,0.019,5,1,0.461782157421112,1.45964372158051,0.245917052030563,0.0109709846327476
"343",869,"268749","lh","human",507,"csts-1",1117,810,1790,2.403,0.226,0.097,0.01,6,0.5,0.344208657741547,1.18321418762207,0.187489897012711,0.00795443386035549
"344",870,"268749","lh","human",508,"csts-2",1184,846,1897,2.533,0.342,0.105,0.016,6,0.9,0.445110589265823,1.19222772121429,0.242450997233391,0.00830796425414907
"345",871,"268749","lh","human",509,"csts-3",1397,993,2132,2.483,0.37,0.121,0.023,10,1.5,0.464436501264572,1.70686721801758,0.252977758646011,0.00975154669547285
"346",877,"268749","rh","human",515,"csts-1",1327,920,2063,2.475,0.339,0.099,0.013,6,0.9,0.554380655288696,1.39519786834717,0.285179883241653,0.00888433942039342
"347",878,"268749","rh","human",516,"csts-2",785,566,1231,2.497,0.283,0.114,0.015,5,0.5,0.158169686794281,0.807727038860321,0.0813643261790276,0.00546580012167682
"348",879,"268749","rh","human",517,"csts-3",1017,747,1716,2.56,0.423,0.113,0.021,5,0.9,0.530113875865936,1.47779273986816,0.272696793079376,0.00721369733373249
"349",884,"365343","lh","human",522,"csts-1",1058,774,1753,2.374,0.362,0.096,0.015,4,0.7,0.463838219642639,1.28350508213043,0.253938734531403,0.00932271780109126
"350",885,"365343","lh","human",523,"csts-2",539,391,844,2.183,0.336,0.111,0.014,3,0.3,-0.104608491063118,0.43618169426918,-0.0572702884674072,0.00470953832070631
"351",886,"365343","lh","human",524,"csts-3",700,535,1146,2.239,0.378,0.114,0.017,4,0.6,0.491690933704376,1.20227563381195,0.269187331199646,0.00644399744649073
"352",891,"365343","rh","human",529,"csts-1",1068,755,1618,2.364,0.336,0.1,0.016,5,0.8,0.312871426343918,1.10520553588867,0.162618383765221,0.00909485147083624
"353",892,"365343","rh","human",530,"csts-2",1131,826,1878,2.526,0.309,0.097,0.012,5,0.6,0.542506337165833,1.50658357143402,0.281973659992218,0.00995012889392151
"354",893,"365343","rh","human",531,"csts-3",1278,928,2080,2.493,0.415,0.11,0.016,7,1,0.429483771324158,1.25440227985382,0.223228916525841,0.011178837304551
"355",899,"380036","lh","human",673,"csts-1",943,683,1550,2.521,0.367,0.112,0.023,5,0.9,0.108866058290005,0.791709125041962,0.0618756823241711,0.00717942249272072
"356",900,"380036","lh","human",674,"csts-2",1147,820,1735,2.28,0.29,0.101,0.014,5,0.7,0.404333859682083,1.20388031005859,0.229809328913689,0.0086195116310849
"357",901,"380036","lh","human",675,"csts-3",1209,862,1760,2.414,0.355,0.108,0.016,6,0.9,0.669303059577942,1.49295771121979,0.380408644676208,0.00906099881218925
"358",907,"380036","rh","human",681,"csts-1",858,624,1368,2.436,0.388,0.11,0.019,4,0.7,0.202293410897255,0.935661911964417,0.111514545977116,0.00639626064762139
"359",908,"380036","rh","human",682,"csts-2",1682,1242,2946,2.691,0.438,0.116,0.018,9,1.4,0.542822360992432,1.45556175708771,0.299231648445129,0.0127310187890157
"360",909,"380036","rh","human",683,"csts-3",795,585,1252,2.413,0.289,0.119,0.019,5,0.7,0.3375304043293,0.891861140727997,0.186064124107361,0.00599649435714505
"361",915,"517239","lh","human",932,"csts-1",1194,837,1961,2.677,0.356,0.113,0.019,7,1,0.551588833332062,1.30385446548462,0.316036880016327,0.00918770581778266
"362",916,"517239","lh","human",933,"csts-2",1484,1074,2442,2.588,0.46,0.106,0.014,7,1,0.546414256095886,1.443563580513,0.313072115182877,0.0117892425905598
"363",917,"517239","lh","human",934,"csts-3",441,331,853,2.792,0.355,0.114,0.024,2,0.5,0.332012295722961,1.03128457069397,0.190228894352913,0.00363336992316136
"364",923,"517239","rh","human",940,"csts-1",904,661,1523,2.525,0.4,0.102,0.014,4,0.6,0.549037575721741,1.584059715271,0.298981249332428,0.00728711910746571
"365",924,"517239","rh","human",941,"csts-2",259,193,432,2.652,0.436,0.132,0.034,2,0.4,0.121576219797134,0.442602634429932,0.0662049651145935,0.00212770648674869
"366",925,"517239","rh","human",942,"csts-3",1192,876,2091,2.652,0.374,0.114,0.019,6,1,0.551977813243866,1.4842666387558,0.300582408905029,0.00965736208493187
"367",931,"522434","lh","human",689,"csts-1",791,570,1238,2.457,0.327,0.128,0.024,5,0.9,0.260028570890427,1.3100004196167,0.14806304872036,0.00686697347179722
"368",932,"522434","lh","human",690,"csts-2",1441,1009,2089,2.257,0.343,0.098,0.016,6,1,0.510634779930115,1.32714128494263,0.290760934352875,0.0121557477772691
"369",933,"522434","lh","human",691,"csts-3",525,401,843,2.297,0.319,0.128,0.018,4,0.4,0.34957891702652,0.996386885643005,0.199053972959518,0.00483097607401875
"370",939,"522434","rh","human",697,"csts-1",1020,775,1695,2.482,0.329,0.114,0.017,7,0.7,0.396117150783539,1.27063822746277,0.222968637943268,0.00911089427835839
"371",940,"522434","rh","human",698,"csts-2",139,113,294,2.701,0.373,0.162,0.026,2,0.2,-0.558892548084259,-0.284687340259552,-0.314592570066452,0.00132842716574774
"372",941,"522434","rh","human",699,"csts-3",1006,737,1544,2.548,0.456,0.126,0.022,7,1,0.670379877090454,1.5336925983429,0.377347201108932,0.0086641665589034
"373",947,"531536","lh","human",537,"csts-1",932,694,1498,2.367,0.322,0.109,0.014,5,0.6,0.266293525695801,1.01987767219543,0.140815600752831,0.0069180697189908
"374",948,"531536","lh","human",538,"csts-2",1573,1110,2379,2.334,0.325,0.085,0.013,5,0.9,0.50911420583725,1.51889789104462,0.269218802452087,0.0110649241903167
"375",949,"531536","lh","human",539,"csts-3",611,455,889,2.184,0.344,0.113,0.015,4,0.4,0.379977256059647,1.32922995090485,0.200931400060654,0.0045356220780127
"376",955,"531536","rh","human",545,"csts-1",1747,1247,2646,2.38,0.309,0.102,0.016,8,1.4,0.493522226810455,1.49455296993256,0.260821312665939,0.0123138602520046
"377",956,"531536","rh","human",546,"csts-2",1207,867,1830,2.412,0.296,0.101,0.018,5,1,0.425761520862579,1.40180552005768,0.225010454654694,0.00856144092902003
"378",957,"531536","rh","human",547,"csts-3",1091,796,1601,2.226,0.294,0.112,0.014,7,0.7,0.359403878450394,1.0623345375061,0.18994115293026,0.00786033100288344
"379",962,"566454","lh","human",751,"csts-1",403,289,666,2.66,0.333,0.115,0.015,3,0.3,-0.182132199406624,0.198458552360535,-0.10399954020977,0.00360614417089879
"380",963,"566454","lh","human",752,"csts-2",2023,1460,3586,2.628,0.334,0.095,0.015,7,1.3,0.470309525728226,1.52015924453735,0.26855206489563,0.0182178909671704
"381",964,"566454","lh","human",753,"csts-3",584,403,858,2.484,0.296,0.099,0.018,2,0.5,0.391069531440735,0.957864284515381,0.223305121064186,0.00502863702723949
"382",969,"566454","rh","human",758,"csts-1",860,587,1409,2.689,0.358,0.099,0.014,4,0.5,0.168662250041962,0.757377028465271,0.0910396948456764,0.00728848493878666
