"","X","sub","hemi","species","X.1","label","vertices","total_surface_area_.mm.2..x","total_gray_matter_volume_.mm.3.","cortical_thickness_mean","cortical_thickness_std","rectified_mean_curvature","rectified_Gaussian_curvature","folding_index","intrinsic_curvature_index","sulcal_depth_mean","sulcal_depth_max","sulcal_depth_mean_pct","normalized_SA"
"383",970,"566454","rh","human",759,"csts-2",1667,1191,2782,2.619,0.359,0.099,0.015,7,1.1,0.507276892662048,1.42172360420227,0.273815482854843,0.0147880503613201
"384",971,"566454","rh","human",760,"csts-3",1145,818,1908,2.515,0.391,0.101,0.014,6,0.6,0.374379843473434,1.42292129993439,0.202080920338631,0.0101566962179344
"385",976,"585256","lh","human",643,"csts-1",1513,1123,2461,2.366,0.358,0.097,0.015,6,1.1,0.536074221134186,1.24200320243835,0.277207762002945,0.0135805156484303
"386",977,"585256","lh","human",644,"csts-2",1078,776,1716,2.353,0.432,0.106,0.017,5,0.8,0.520963788032532,1.53176116943359,0.269394040107727,0.00938422096454312
"387",978,"585256","lh","human",645,"csts-3",835,587,1274,2.39,0.383,0.13,0.023,6,1,0.595353126525879,1.36823904514313,0.307861328125,0.00709863106467373
"388",983,"585256","rh","human",650,"csts-1",1185,877,1885,2.373,0.407,0.111,0.019,6,1,0.425374418497086,1.3921445608139,0.22734472155571,0.0105502490195607
"389",984,"585256","rh","human",651,"csts-2",988,719,1561,2.308,0.35,0.101,0.017,4,0.8,0.382826089859009,1.36205053329468,0.204604417085648,0.00864952000577437
"390",985,"585256","rh","human",652,"csts-3",1233,916,1906,2.239,0.33,0.117,0.022,7,1.2,0.613779306411743,1.37193596363068,0.328039199113846,0.0110194163077737
"391",991,"622236","lh","human",887,"csts-1",1172,828,1781,2.332,0.359,0.101,0.015,5,0.8,0.487161993980408,1.42681586742401,0.262104243040085,0.00927772673285077
"392",992,"622236","lh","human",888,"csts-2",792,582,1221,2.25,0.317,0.114,0.014,5,0.5,0.248969376087189,0.900644481182098,0.133951157331467,0.00652130067454004
"393",993,"622236","lh","human",889,"csts-3",1017,727,1451,2.199,0.338,0.107,0.019,5,0.7,0.418149590492249,1.35433113574982,0.22497396171093,0.00814602335118661
"394",999,"622236","rh","human",895,"csts-1",1323,976,2010,2.415,0.372,0.119,0.022,8,1.3,0.36448660492897,1.08389985561371,0.187294200062752,0.0108837468636744
"395",1000,"622236","rh","human",896,"csts-2",1171,843,1857,2.538,0.376,0.113,0.018,7,1,0.581214785575867,1.55246317386627,0.298661589622498,0.00940061332589908
"396",1001,"622236","rh","human",897,"csts-3",670,487,998,2.366,0.307,0.106,0.019,3,0.6,0.48616698384285,1.12619161605835,0.249820560216904,0.00543072205185392
"397",1007,"644044","lh","human",598,"csts-1",1021,739,1626,2.367,0.349,0.096,0.016,4,0.7,0.328971832990646,1.13280308246613,0.18426139652729,0.0080972990741248
"398",1008,"644044","lh","human",599,"csts-2",205,153,363,2.478,0.355,0.136,0.025,1,0.3,-0.147875785827637,0.231310844421387,-0.0828271508216858,0.00167643675012327
"399",1009,"644044","lh","human",600,"csts-3",1432,1025,2130,2.286,0.386,0.101,0.016,6,1.1,0.52423083782196,1.26308083534241,0.293628513813019,0.0112310305155317
"400",1015,"644044","rh","human",606,"csts-1",1112,799,1857,2.529,0.416,0.108,0.018,5,0.9,0.363094359636307,1.18685960769653,0.206281006336212,0.00880751339315241
"401",1016,"644044","rh","human",607,"csts-2",220,164,422,2.733,0.445,0.135,0.024,2,0.2,-0.326588273048401,-0.0731877982616425,-0.185541182756424,0.00180779999559073
"402",1017,"644044","rh","human",608,"csts-3",1412,998,2182,2.37,0.399,0.09,0.013,5,0.8,0.517879843711853,1.43927705287933,0.294217675924301,0.0110011243634119
"403",1022,"679770","lh","human",781,"csts-1",1417,959,2246,2.621,0.33,0.102,0.017,7,1.1,0.472106903791428,1.49196255207062,0.263651341199875,0.0107857030388915
"404",1023,"679770","lh","human",782,"csts-2",709,493,1203,2.553,0.33,0.101,0.016,3,0.5,0.0818000957369804,0.646115839481354,0.0456818230450153,0.00554468362687541
"405",1024,"679770","lh","human",783,"csts-3",1194,851,1887,2.524,0.326,0.099,0.018,5,0.9,0.568430960178375,1.38264167308807,0.317444205284119,0.0095710461794543
"406",1030,"679770","rh","human",789,"csts-1",649,477,1199,2.785,0.37,0.113,0.015,4,0.5,0.0418310686945915,0.470969289541245,0.0232731495052576,0.0053145263720837
"407",1031,"679770","rh","human",790,"csts-2",1534,1065,2572,2.752,0.354,0.087,0.013,5,0.9,0.56609308719635,1.5130203962326,0.314951747655869,0.0118657664282372
"408",1032,"679770","rh","human",791,"csts-3",821,597,1505,2.69,0.426,0.114,0.019,4,0.8,0.42498779296875,1.32743847370148,0.236446365714073,0.00665151413864563
"409",1038,"687163","lh","human",918,"csts-1",1402,1008,2168,2.339,0.364,0.086,0.011,5,0.7,0.430459439754486,1.18652963638306,0.241740688681602,0.0111398448378755
"410",1039,"687163","lh","human",919,"csts-2",667,489,1123,2.587,0.331,0.11,0.015,4,0.5,0.257096320390701,0.837792038917542,0.14438208937645,0.00540415091837411
"411",1040,"687163","lh","human",920,"csts-3",1080,782,1655,2.361,0.323,0.1,0.013,5,0.6,0.560921251773834,1.52457439899445,0.315006405115128,0.00864222089605022
"412",1045,"687163","rh","human",925,"csts-1",2182,1519,3373,2.503,0.392,0.085,0.012,8,1.2,0.415852427482605,1.54847741127014,0.227132499217987,0.0166875398237866
"413",1046,"687163","rh","human",926,"csts-2",2060,1472,3422,2.585,0.359,0.105,0.016,9,1.6,0.514692902565002,1.55145215988159,0.281117737293243,0.0161712038318722
"414",1047,"687163","rh","human",927,"csts-3",1493,1048,2393,2.565,0.407,0.11,0.018,8,1.2,0.412481158971786,1.08637917041779,0.225291192531586,0.0115131940324742
"415",1052,"867468","lh","human",658,"csts-1",631,467,1023,2.49,0.398,0.127,0.022,5,0.7,-0.0924157127737999,0.607060253620148,-0.0498181618750095,0.00549288982462744
"416",1053,"867468","lh","human",659,"csts-2",1253,885,1936,2.412,0.346,0.102,0.018,6,1,0.620929718017578,1.43143486976624,0.334722012281418,0.0104094378903539
"417",1054,"867468","lh","human",660,"csts-3",412,285,586,2.296,0.343,0.113,0.025,2,0.4,0.581687033176422,1.0667051076889,0.313567638397217,0.00335219186299533
"418",1060,"867468","rh","human",666,"csts-1",1406,1009,2230,2.451,0.347,0.116,0.019,8,1.3,0.50343132019043,1.49257683753967,0.260705918073654,0.0118055880563486
"419",1061,"867468","rh","human",667,"csts-2",296,224,479,2.166,0.317,0.139,0.02,3,0.3,-0.162887528538704,0.133559897542,-0.0843525975942612,0.00262086394908036
"420",1062,"867468","rh","human",668,"csts-3",650,474,1003,2.429,0.418,0.126,0.019,4,0.7,0.556151628494263,1.13705813884735,0.288007527589798,0.00554593532082183
"421",1067,"910241","lh","human",797,"csts-1",767,567,1189,2.258,0.342,0.108,0.014,4,0.5,0.123928390443325,0.736755728721619,0.0682921782135963,0.00585435359469701
"422",1068,"910241","lh","human",798,"csts-2",938,684,1484,2.407,0.408,0.11,0.018,5,0.8,0.505774736404419,1.36748743057251,0.278713017702103,0.00706239481265036
"423",1069,"910241","lh","human",799,"csts-3",188,144,332,2.394,0.28,0.138,0.023,1,0.2,-0.192225962877274,0.173474043607712,-0.105928316712379,0.00148681996055797
"424",1075,"910241","rh","human",805,"csts-1",949,683,1558,2.506,0.308,0.104,0.015,5,0.6,0.0987424030900002,0.831015288829803,0.0524867847561836,0.00698413996911844
"425",1076,"910241","rh","human",806,"csts-2",1766,1274,2772,2.463,0.331,0.11,0.016,9,1.3,0.511003851890564,1.50952410697937,0.271625429391861,0.0130275173069647
"426",1077,"910241","rh","human",807,"csts-3",648,475,1061,2.512,0.387,0.118,0.015,4,0.5,0.494850963354111,1.26805305480957,0.263039320707321,0.00485719836798135
"427",1082,"959574","lh","human",828,"csts-1",863,613,1373,2.488,0.418,0.119,0.02,5,0.9,0.160087689757347,0.933570563793182,0.0899146050214767,0.00717126813289658
"428",1083,"959574","lh","human",829,"csts-2",960,691,1579,2.457,0.342,0.095,0.014,4,0.6,0.526677310466766,1.57596445083618,0.29581281542778,0.00808376228357511
"429",1084,"959574","lh","human",830,"csts-3",764,549,1205,2.545,0.456,0.112,0.017,4,0.6,0.47060289978981,1.60317707061768,0.264318138360977,0.0064225549836219
"430",1089,"959574","rh","human",835,"csts-1",961,689,1665,2.743,0.457,0.1,0.016,4,0.6,0.382882684469223,1.32429993152618,0.212094366550446,0.00791808403052312
"431",1090,"959574","rh","human",836,"csts-2",671,488,1230,2.601,0.351,0.101,0.017,3,0.5,0.235795497894287,1.32092523574829,0.130616739392281,0.00560816401581318
"432",1091,"959574","rh","human",837,"csts-3",1002,742,1772,2.695,0.357,0.1,0.015,4,0.7,0.502186596393585,1.49633502960205,0.278181672096252,0.00852716741748644
"433",1094,"c01","lh","chimp",1,"csts-1",589,410,817,2.229,0.684,0.075,0.012,1,0.2,0.451675951480865,1.17793798446655,0.240507394075394,0.00522292993630573
"434",1095,"c01","lh","chimp",2,"csts-2",499,324,684,2.949,1.025,0.109,0.038,5,0.7,0.739597737789154,1.74775326251984,0.393819272518158,0.00412738853503185
"435",1096,"c01","lh","chimp",3,"csts-3",339,248,547,2.471,0.461,0.096,0.019,1,0.3,0.377093732357025,0.970156371593475,0.20079405605793,0.00315923566878981
"436",1100,"c01","rh","chimp",7,"csts-1",517,361,793,2.528,1.156,0.086,0.015,2,0.3,0.635444521903992,1.48135375976562,0.336399853229523,0.00464948546552812
"437",1101,"c01","rh","chimp",8,"csts-2",561,396,799,2.34,0.631,0.092,0.015,2,0.4,0.956624329090118,1.76605558395386,0.506430327892303,0.00510026660484525
"438",1102,"c01","rh","chimp",9,"csts-3",687,466,949,2.264,0.705,0.085,0.017,2,0.5,0.624499499797821,1.53829646110535,0.330605685710907,0.00600182888347952
"439",1107,"c02","lh","chimp",14,"csts-1",1103,727,1191,1.838,0.581,0.069,0.011,3,0.5,0.657914519309998,1.63970875740051,0.32230669260025,0.00935746280183288
"440",1108,"c02","lh","chimp",15,"csts-2",217,150,314,2.224,0.594,0.054,0.007,0,0.1,0.154508844017982,0.598092794418335,0.0756925642490387,0.0019307007156464
"441",1109,"c02","lh","chimp",16,"csts-3",493,365,694,2.123,0.651,0.096,0.015,2,0.3,0.491812437772751,1.21755218505859,0.240934699773788,0.0046980384080729
"442",1113,"c02","rh","chimp",20,"csts-1",658,455,1032,2.403,0.657,0.068,0.009,1,0.2,0.4147609770298,1.47644305229187,0.218461155891418,0.00583707504810776
"443",1114,"c02","rh","chimp",21,"csts-2",456,324,634,2.08,0.487,0.062,0.008,1,0.1,0.620600759983063,1.7609121799469,0.326880246400833,0.0041565105837075
"444",1115,"c02","rh","chimp",22,"csts-3",554,389,736,2.275,0.558,0.083,0.015,2,0.3,0.942440629005432,1.89855694770813,0.496398419141769,0.0049903784477229
"445",1119,"c03","lh","chimp",26,"csts-1",846,595,1315,2.425,0.575,0.077,0.01,2,0.4,0.740262746810913,1.81005811691284,0.374506443738937,0.00748182984181274
"446",1120,"c03","lh","chimp",27,"csts-2",566,389,862,2.432,0.664,0.065,0.009,1,0.2,0.708767652511597,1.71535956859589,0.35857281088829,0.00489148203103388
"447",1121,"c03","lh","chimp",28,"csts-3",365,241,422,2.011,0.75,0.094,0.013,2,0.2,0.263241589069366,0.833325922489166,0.13317659497261,0.00303045544853256
"448",1125,"c03","rh","chimp",32,"csts-1",977,666,1716,2.982,0.604,0.067,0.011,2,0.4,0.56680154800415,1.64570367336273,0.287093937397003,0.00855128847116829
"449",1126,"c03","rh","chimp",33,"csts-2",951,649,1502,2.681,0.805,0.085,0.013,3,0.5,0.844328880310059,1.89478802680969,0.427665919065475,0.00833301233902135
"450",1127,"c03","rh","chimp",34,"csts-3",334,243,510,2.358,0.813,0.108,0.02,2,0.2,0.252846866846085,1.08709573745728,0.128070950508118,0.0031200647124533
"451",1132,"c04","lh","chimp",39,"csts-1",447,304,635,2.405,0.689,0.083,0.022,2,0.3,0.594475567340851,1.68194580078125,0.320215165615082,0.00396908293294339
"452",1133,"c04","lh","chimp",40,"csts-2",563,385,704,1.845,0.653,0.077,0.01,1,0.2,0.37872177362442,1.51643848419189,0.203999072313309,0.00502663463547107
"453",1134,"c04","lh","chimp",41,"csts-3",711,489,875,2.178,0.813,0.08,0.014,2,0.3,0.636478543281555,1.68229186534882,0.342840194702148,0.00638447879674117
"454",1138,"c04","rh","chimp",45,"csts-1",109,83,263,3.402,0.369,0.08,0.008,0,0.1,0.287032812833786,0.665061593055725,0.115009993314743,0.00107248998578628
"455",1139,"c04","rh","chimp",46,"csts-2",1019,695,1244,2.046,0.609,0.079,0.009,3,0.4,0.932131290435791,1.84764158725739,0.373491793870926,0.00898048843519835
"456",1140,"c04","rh","chimp",47,"csts-3",438,304,633,2.457,0.849,0.094,0.015,2,0.3,0.305217832326889,1.002401471138,0.122296459972858,0.00392815609251841
"457",1145,"c05","lh","chimp",52,"csts-1",232,158,392,2.609,0.515,0.059,0.007,0,0.1,0.288731813430786,1.05161726474762,0.143074601888657,0.00189423457337761
"458",1146,"c05","lh","chimp",53,"csts-2",714,479,847,2.162,0.607,0.083,0.015,2,0.4,0.889117419719696,1.95341217517853,0.440582185983658,0.00574264785220175
"459",1147,"c05","lh","chimp",54,"csts-3",542,370,695,2.316,0.579,0.089,0.015,2,0.3,0.618208527565002,1.33280599117279,0.306339412927628,0.00443586577309947
"460",1152,"c05","rh","chimp",59,"csts-1",387,274,541,2.003,0.842,0.068,0.008,1,0.1,0.786556124687195,1.54960203170776,0.381799042224884,0.00334448160535117
"461",1153,"c05","rh","chimp",60,"csts-2",359,245,442,1.833,0.642,0.079,0.013,1,0.1,0.2537582218647,1.18134307861328,0.123175747692585,0.00299050362522276
"462",1154,"c05","rh","chimp",61,"csts-3",327,247,562,2.289,0.636,0.053,0.007,0,0.1,0.239036425948143,0.833689093589783,0.11602970212698,0.00301491589971438
"463",1158,"c06","lh","chimp",65,"csts-1",1028,725,1328,1.932,0.776,0.079,0.011,3,0.5,0.759900033473969,1.76911318302155,0.404881864786148,0.00950595269313474
"464",1159,"c06","lh","chimp",66,"csts-2",238,184,472,2.622,0.585,0.049,0.006,0,0.1,0.0220909919589758,0.447932481765747,0.0117702847346663,0.00241254523522316
"465",1160,"c06","lh","chimp",67,"csts-3",582,417,859,2.229,0.833,0.087,0.012,2,0.3,0.43792787194252,1.31827509403229,0.233332112431526,0.00546756175591336
"466",1165,"c06","rh","chimp",72,"csts-1",128,82,203,2.442,0.846,0.069,0.013,0,0,0.520128607749939,0.951338469982147,0.264096736907959,0.00108594888094292
"467",1166,"c06","rh","chimp",73,"csts-2",650,443,687,1.688,0.471,0.083,0.011,2,0.3,0.80638062953949,1.61236846446991,0.409442037343979,0.00586677261289895
"468",1167,"c06","rh","chimp",74,"csts-3",97,83,202,2.311,0.724,0.099,0.021,1,0,-0.00555276032537222,0.59549206495285,-0.00281942938454449,0.00109919215997881
"469",1171,"c07","lh","chimp",78,"csts-1",491,342,756,2.588,0.772,0.091,0.014,2,0.4,0.758315622806549,1.81373059749603,0.397197604179382,0.00421940928270042
"470",1172,"c07","lh","chimp",79,"csts-2",413,278,444,1.702,0.632,0.075,0.011,1,0.1,0.37072691321373,1.53875470161438,0.19418278336525,0.00342981222394947
"471",1173,"c07","lh","chimp",80,"csts-3",456,317,524,1.869,0.469,0.086,0.014,2,0.3,0.564906537532806,1.43961238861084,0.295892000198364,0.00391097293162583
"472",1177,"c07","rh","chimp",84,"csts-1",261,190,464,2.637,0.769,0.076,0.012,1,0.1,0.190904721617699,0.881450295448303,0.0958743020892143,0.00231135116723234
"473",1178,"c07","rh","chimp",85,"csts-2",1022,691,1279,2.193,0.548,0.079,0.012,3,0.4,0.866803348064423,1.76114141941071,0.435317486524582,0.00840601924503972
"474",1179,"c07","rh","chimp",86,"csts-3",727,550,929,2.012,0.56,0.085,0.014,3,0.4,0.562030971050262,1.6391921043396,0.282257676124573,0.00669075337883046
"475",1183,"c09","lh","chimp",90,"csts-1",439,319,739,2.782,0.849,0.111,0.02,2,0.4,0.222872480750084,0.719645917415619,0.108238756656647,0.00363085888592957
"476",1184,"c09","lh","chimp",91,"csts-2",1243,809,1398,2.021,0.573,0.084,0.014,5,0.7,0.806609272956848,2.05908179283142,0.391732513904572,0.00920804024676182
"477",1185,"c09","lh","chimp",92,"csts-3",174,126,216,1.711,0.24,0.05,0.006,0,0,0.527713894844055,1.16466200351715,0.256286054849625,0.00143413234992829
"478",1191,"c09","rh","chimp",98,"csts-1",872,625,1285,2.288,0.778,0.088,0.012,3,0.4,0.439681738615036,1.54232931137085,0.215334370732307,0.00705648575718915
"479",1192,"c09","rh","chimp",99,"csts-2",906,615,1135,2.078,0.686,0.08,0.014,3,0.4,0.69622129201889,1.97116708755493,0.340974748134613,0.00694358198507412
"480",1193,"c09","rh","chimp",100,"csts-3",930,637,1244,2.272,0.851,0.102,0.022,5,0.7,0.353505790233612,1.13824069499969,0.173129633069038,0.00719197028372718
"481",1197,"c10","lh","chimp",104,"csts-1",242,167,509,3.258,0.428,0.065,0.006,0,0.1,0.200724571943283,0.875945806503296,0.0934779420495033,0.00223593835772336
"482",1198,"c10","lh","chimp",105,"csts-2",811,549,1040,2.037,0.544,0.072,0.009,3,0.3,0.694436132907867,1.83321750164032,0.323400646448135,0.00735047999036003
"483",1199,"c10","lh","chimp",106,"csts-3",811,582,1161,2.327,0.491,0.089,0.017,4,0.6,0.451522439718246,1.18524777889252,0.210275143384933,0.00779231212092812
"484",1204,"c10","rh","chimp",111,"csts-1",1791,1191,2588,2.403,0.604,0.065,0.013,6,0.8,0.726347386837006,1.85985088348389,0.39054062962532,0.0160581382806601
"485",1205,"c10","rh","chimp",112,"csts-2",363,262,519,2.234,0.461,0.07,0.012,1,0.2,0.380043178796768,1.0665956735611,0.204340681433678,0.00353252076367166
"486",1206,"c10","rh","chimp",113,"csts-3",355,258,501,1.943,0.613,0.088,0.013,1,0.2,0.245210111141205,0.867682278156281,0.131843969225883,0.00347858914895912
"487",1211,"c11","lh","chimp",118,"csts-1",970,672,1356,2.405,0.693,0.098,0.024,6,0.7,0.8636754155159,1.61141359806061,0.351408869028091,0.0084407265053885
"488",1212,"c11","lh","chimp",119,"csts-2",359,223,370,2.316,0.596,0.086,0.023,2,0.3,0.788491070270538,1.3066428899765,0.320818185806274,0.00280101489687743
"489",1213,"c11","lh","chimp",120,"csts-3",662,482,887,2.163,0.608,0.101,0.016,3,0.5,0.461425215005875,1.08368563652039,0.187742903828621,0.00605421157082925
"490",1218,"c11","rh","chimp",125,"csts-1",360,270,682,2.733,0.691,0.095,0.02,1,0.2,-0.0572155639529228,0.808698236942291,-0.0279051139950752,0.00338795894295681
"491",1219,"c11","rh","chimp",126,"csts-2",978,699,1436,2.546,0.902,0.086,0.013,3,0.6,0.882709503173828,1.78571557998657,0.430514186620712,0.00877104926343263
"492",1220,"c11","rh","chimp",127,"csts-3",747,526,1055,2.072,0.961,0.089,0.02,2,0.6,0.591201722621918,1.5610146522522,0.288340300321579,0.00660024594072327
"493",1226,"c12","lh","chimp",133,"csts-1",440,318,629,2.475,0.647,0.084,0.01,1,0.2,0.594943106174469,1.66240751743317,0.32183575630188,0.00386231690431656
"494",1227,"c12","lh","chimp",134,"csts-2",768,551,943,1.907,0.59,0.087,0.014,3,0.5,0.576492130756378,1.65590178966522,0.311854630708694,0.00669225350402021
"495",1228,"c12","lh","chimp",135,"csts-3",188,133,363,3.457,0.455,0.109,0.027,1,0.2,-0.244752645492554,-0.0481230206787586,-0.132399469614029,0.00161537153545315
"496",1232,"c12","rh","chimp",139,"csts-1",610,424,1015,2.983,0.873,0.09,0.012,2,0.3,0.878701329231262,1.7264358997345,0.488857269287109,0.00513895790660186
"497",1233,"c12","rh","chimp",140,"csts-2",528,372,862,2.531,0.528,0.068,0.009,1,0.2,0.288049221038818,1.13195741176605,0.160253494977951,0.00450870835201862
"498",1234,"c12","rh","chimp",141,"csts-3",172,120,297,2.493,0.397,0.051,0.006,0,0,0.178280279040337,0.848560333251953,0.099184587597847,0.00145442204903826
"499",1238,"c13","lh","chimp",145,"csts-1",360,237,420,1.901,0.695,0.085,0.014,1,0.2,0.683415532112122,1.38987767696381,0.356484353542328,0.00306911332409578
"500",1239,"c13","lh","chimp",146,"csts-2",596,390,627,2.071,0.708,0.087,0.017,2,0.4,0.713517189025879,1.64784216880798,0.372186094522476,0.00505043964724622
"501",1240,"c13","lh","chimp",147,"csts-3",322,222,382,1.972,0.71,0.103,0.019,2,0.2,0.230859413743019,0.861049354076385,0.120421282947063,0.00287486564535554
"502",1245,"c13","rh","chimp",152,"csts-1",344,255,441,1.978,0.589,0.1,0.016,1,0.2,0.643011868000031,1.48328936100006,0.321551978588104,0.0032473320938288
"503",1246,"c13","rh","chimp",153,"csts-2",885,616,1004,2.038,0.684,0.101,0.019,4,0.7,0.97754168510437,1.80565822124481,0.488840758800507,0.0078445355678374
"504",1247,"c13","rh","chimp",154,"csts-3",384,267,416,1.693,0.577,0.1,0.016,2,0.3,0.145761415362358,0.88418436050415,0.0728911384940147,0.00340014772177368
"505",1252,"c14","lh","chimp",159,"csts-1",640,451,853,1.991,0.626,0.085,0.015,2,0.4,0.360345512628555,1.15688359737396,0.195380002260208,0.00563834575186278
"506",1253,"c14","lh","chimp",160,"csts-2",782,525,1065,2.652,0.682,0.085,0.014,3,0.4,0.929287433624268,1.81992101669312,0.503861308097839,0.0065634845226784
"507",1254,"c14","lh","chimp",161,"csts-3",118,94,198,2.607,0.393,0.114,0.019,1,0.1,-0.128840491175652,0.436837464570999,-0.0698575377464294,0.00117517627644147
"508",1259,"c14","rh","chimp",166,"csts-1",648,477,1067,2.694,0.697,0.107,0.019,3,0.5,0.293693095445633,1.25686037540436,0.148157432675362,0.0059343858470496
"509",1260,"c14","rh","chimp",167,"csts-2",869,578,1182,2.581,0.615,0.082,0.013,3,0.5,1.16567099094391,1.98230421543121,0.588038384914398,0.0071909329551251
"510",1261,"c14","rh","chimp",168,"csts-3",521,331,548,1.748,0.414,0.077,0.012,2,0.2,0.317212671041489,1.12078666687012,0.160022184252739,0.00411799101755434
"511",1267,"c15","lh","chimp",174,"csts-1",383,258,648,2.887,0.678,0.084,0.018,1,0.2,0.343159258365631,1.38680219650269,0.19038225710392,0.00349148780685847
"512",1268,"c15","lh","chimp",175,"csts-2",847,578,1039,2.079,0.469,0.086,0.013,3,0.5,0.719893157482147,1.79685747623444,0.39939159154892,0.00782201531924107
"513",1269,"c15","lh","chimp",176,"csts-3",459,312,679,2.334,0.539,0.081,0.011,2,0.2,0.267142504453659,1.01485598087311,0.148208752274513,0.00422226432457304
"514",1274,"c15","rh","chimp",181,"csts-1",380,262,641,2.791,0.554,0.087,0.018,1,0.2,0.117573849856853,0.994466602802277,0.0612417422235012,0.00348316249883673
"515",1275,"c15","rh","chimp",182,"csts-2",1378,896,1790,2.283,0.637,0.07,0.011,3,0.6,0.814855098724365,1.72012066841125,0.424440830945969,0.0119118839654874
"516",1276,"c15","rh","chimp",183,"csts-3",414,302,717,2.605,0.595,0.061,0.007,1,0.2,0.307454109191895,0.832181096076965,0.160146370530128,0.00401494303301028
"517",1281,"c16","lh","chimp",188,"csts-1",209,148,315,2.427,0.492,0.082,0.015,1,0.1,0.445222049951553,1.02971112728119,0.227595865726471,0.00191729712923619
"518",1282,"c16","lh","chimp",189,"csts-2",678,447,745,1.853,0.583,0.082,0.01,3,0.3,0.783523797988892,1.88702034950256,0.400534480810165,0.0057907555187066
"519",1283,"c16","lh","chimp",190,"csts-3",383,276,638,2.475,0.451,0.058,0.007,1,0.1,0.313672304153442,0.981676340103149,0.160348132252693,0.00357550005181884
"520",1289,"c16","rh","chimp",196,"csts-1",290,228,596,2.715,0.455,0.055,0.006,0,0.1,0.222139790654182,0.939861655235291,0.108118928968906,0.00289829280384405
"521",1290,"c16","rh","chimp",197,"csts-2",1250,844,1742,2.289,0.586,0.079,0.012,4,0.6,0.741235733032227,1.7953976392746,0.360771089792252,0.0107287680984403
"522",1291,"c16","rh","chimp",198,"csts-3",197,139,336,2.528,0.583,0.05,0.006,0,0,0.609937965869904,1.04476249217987,0.296866416931152,0.00176694166550142
"523",1296,"c17","lh","chimp",203,"csts-1",130,90,164,2.156,0.803,0.093,0.015,1,0.1,-0.0679181814193726,0.537325203418732,-0.033108577132225,0.00110875671413788
"524",1297,"c17","lh","chimp",204,"csts-2",561,399,764,2.057,0.602,0.081,0.013,2,0.3,0.746371269226074,1.66042935848236,0.363839119672775,0.0049154880993446
"525",1298,"c17","lh","chimp",205,"csts-3",649,428,752,2.08,0.725,0.082,0.014,2,0.3,0.544217050075531,1.74237132072449,0.265293508768082,0.00527275415167792
"526",1302,"c17","rh","chimp",209,"csts-1",409,303,540,1.988,0.676,0.103,0.016,2,0.3,0.0674771144986153,0.564501404762268,0.0332756452262402,0.00374416133257544
"527",1303,"c17","rh","chimp",210,"csts-2",771,551,1147,2.193,0.607,0.071,0.009,2,0.3,0.687904417514801,1.72402322292328,0.339233011007309,0.00680868941996392
"528",1304,"c17","rh","chimp",211,"csts-3",244,183,296,1.814,0.501,0.107,0.027,2,0.2,-0.0132641671225429,0.393477141857147,-0.00654108775779605,0.00226132516125843
"529",1308,"c18","lh","chimp",215,"csts-1",748,520,1041,2.073,0.76,0.064,0.008,2,0.2,0.45684739947319,1.58097457885742,0.19607138633728,0.00664129351963013
"530",1309,"c18","lh","chimp",216,"csts-2",553,366,583,1.889,0.537,0.09,0.011,2,0.3,0.968271195888519,1.76834762096405,0.415566086769104,0.00467444890035505
"531",1310,"c18","lh","chimp",217,"csts-3",328,224,384,1.824,0.504,0.095,0.019,1,0.2,0.214449644088745,0.972901344299316,0.0920382738113403,0.00286086490076375
"532",1315,"c18","rh","chimp",222,"csts-1",417,300,665,2.438,0.624,0.072,0.01,1,0.2,0.621906399726868,1.47740852832794,0.26255664229393,0.00387111759164871
"533",1316,"c18","rh","chimp",223,"csts-2",450,300,528,2.004,0.413,0.078,0.012,1,0.3,1.08031618595123,1.877774477005,0.456088215112686,0.00387111759164871
"534",1317,"c18","rh","chimp",224,"csts-3",882,621,1103,2.012,0.598,0.09,0.014,3,0.5,0.561384260654449,1.43714559078217,0.237005338072777,0.00801321341471283
"535",1323,"c19","lh","chimp",230,"csts-1",644,446,1095,2.716,0.904,0.079,0.013,2,0.3,0.0106560373678803,0.640454649925232,0.00550702959299088,0.00575959502040395
"536",1324,"c19","lh","chimp",231,"csts-2",894,637,1141,1.951,0.556,0.084,0.012,3,0.5,0.899767160415649,1.66733121871948,0.464998662471771,0.00822614804483703
"537",1325,"c19","lh","chimp",232,"csts-3",301,215,395,1.869,0.461,0.069,0.009,1,0.1,0.475213378667831,0.976932644844055,0.24558974802494,0.00277648638875975
"538",1330,"c19","rh","chimp",237,"csts-1",570,409,938,2.58,0.943,0.1,0.018,2,0.4,-0.027729632332921,0.466951131820679,-0.0138349169865251,0.00530672617811916
"539",1331,"c19","rh","chimp",238,"csts-2",1305,909,1883,2.391,0.67,0.08,0.012,4,0.7,0.837467074394226,1.79951667785645,0.417830586433411,0.0117941664936683
"540",1332,"c19","rh","chimp",239,"csts-3",449,342,694,2.274,0.714,0.09,0.012,1,0.3,0.454400151968002,1.06246423721313,0.226710170507431,0.00443740917583558
"541",1338,"c20","lh","chimp",245,"csts-1",602,409,750,2.031,0.54,0.083,0.011,2,0.3,0.361638724803925,1.46742570400238,0.187357977032661,0.00481692164552639
"542",1339,"c20","lh","chimp",246,"csts-2",1055,696,880,1.556,0.544,0.089,0.017,5,0.6,0.897363603115082,1.80419659614563,0.464906632900238,0.00819701091757058
